no,ticker,company,sector,industry,country,market_cap,pe,forward_pe,peg,ps,pb,pcash,pfree_cash_flow,dividend_yield,payout_ratio,eps_ttm,eps_growth_this_year,eps_growth_next_year,eps_growth_past_5_years,eps_growth_next_5_years,sales_growth_past_5_years,eps_growth_quarter_over_quarter,sales_growth_quarter_over_quarter,shares_outstanding,shares_float,insider_ownership,insider_transactions,institutional_ownership,institutional_transactions,float_short,short_ratio,return_on_assets,return_on_equity,return_on_investment,current_ratio,quick_ratio,lt_debtequity,total_debtequity,gross_margin,operating_margin,profit_margin,performance_week,performance_month,performance_quarter,performance_half_year,performance_year,performance_ytd,beta,average_true_range,volatility_week,volatility_month,simple_moving_average_20day,simple_moving_average_50day,simple_moving_average_200day,high_50day,low_50day,high_52week,low_52week,relative_strength_index_14,change_from_open,gap,average_volume,relative_volume,price,change,volume,earnings_date,target_price,ipo_date,afterhours_close,afterhours_change,analyst_recom,rs_rating,returns_multiple,current_price,ma_20_day,ma_50_day,ma_200_day,low_52_week,high_52_week,sentiment_score,est_gl,my_score,in_russell_3k
5073,MOS,The Mosaic Company,Basic Materials,Agricultural Inputs,USA,17574.48,9.75,5.82,1.39,1.6,1.65,20.85,29.81,0.99%,5.30%,4.65,160.60%,50.40%,-9.50%,7.00%,-0.50%,,43.50%,379.8,376.66,0.10%,-98.88%,84.50%,5.24%,1.52%,1.09,8.70%,18.00%,6.80%,1.3,0.7,0.38,0.38,22.40%,16.30%,16.30%,-2.03%,12.17%,23.40%,40.23%,47.34%,15.42%,1.65,2.25,5.70%,5.10%,3.37%,10.13%,24.99%,-4.63%,31.15%,-4.63%,61.68%,58.07,-0.70%,1.04%,5248.21,2.04,45.35,0.33%,10698617,2/22/2022 4:30:00 PM,48.33,1/26/1988,45.41,0.13%,56.0,94,1.32,45.35,44.15,41.37,36.33,28.05,48.11,17.0,6.57,55.666666666666664,True
5086,MPC,Marathon Petroleum Corporation,Energy,Oil & Gas Refining & Marketing,USA,45801.09,35.71,14.26,1.19,0.38,1.67,3.46,30.84,3.12%,19.70%,2.08,-716.80%,5.73%,-39.20%,30.11%,-0.60%,156.30%,85.90%,633.0,590.89,0.20%,-5.69%,74.70%,-6.08%,3.09%,2.68,8.60%,30.40%,-18.20%,2.0,1.5,0.96,0.97,9.00%,0.40%,6.30%,-4.61%,4.14%,16.62%,27.00%,35.21%,16.36%,1.91,2.46,3.24%,3.12%,-2.98%,4.68%,17.45%,-8.51%,24.18%,-8.51%,48.36%,46.66,-2.10%,0.45%,6810.06,1.1,74.46,-1.66%,7494962,2/2/2022 8:30:00 AM,85.33,6/23/2011,74.46,0.00%,75.0,90,1.21,74.46,76.92,71.38,63.48,50.19,81.39,16.0,14.6,60.333333333333336,True
5110,MRO,Marathon Oil Corporation,Energy,Oil & Gas E&P,USA,16699.33,17.62,11.88,,3.04,1.55,,8.14,1.12%,18.10%,1.22,165.50%,-22.34%,19.80%,-5.09%,10.10%,295.20%,120.40%,775.0,765.83,0.30%,-26.05%,72.60%,-3.36%,3.18%,1.31,5.40%,8.80%,7.50%,1.1,1.1,0.37,0.38,90.30%,21.60%,17.20%,1.71%,9.90%,29.80%,81.61%,89.65%,30.51%,2.78,1.1,6.38%,4.72%,1.92%,14.48%,43.94%,-7.55%,49.93%,-7.55%,120.93%,58.2,-3.94%,2.62%,18615.35,1.37,21.43,-1.43%,25495419,2/16/2022 4:30:00 PM,22.76,11/26/1965,21.45,0.09%,63.0,98,1.69,21.43,21.12,18.84,14.94,9.7,23.18,14.0,6.21,58.333333333333336,True
5144,MTB,M&T Bank Corporation,Financial,Banks - Regional,USA,22550.25,12.65,12.06,2.49,5.73,1.39,0.51,11.36,2.75%,32.60%,13.79,38.80%,28.79%,12.10%,5.08%,0.20%,-4.30%,-7.70%,128.7,128.06,0.40%,-0.91%,88.70%,0.87%,4.86%,4.85,1.20%,11.40%,16.40%,,,0.22,0.22,,97.10%,45.10%,-6.25%,6.00%,7.80%,23.20%,11.34%,13.60%,0.94,5.97,2.67%,2.65%,-2.36%,3.34%,13.81%,-6.68%,23.31%,-6.68%,35.82%,46.33,0.76%,-4.23%,1282.59,1.63,174.47,-3.51%,2089369,1/20/2022 8:30:00 AM,188.91,3/17/1980,174.47,0.00%,53.0,73,0.99,174.47,179.01,169.37,153.37,128.46,186.95,17.0,8.28,47.666666666666664,True
5151,MTDR,Matador Resources Company,Energy,Oil & Gas E&P,USA,5355.52,19.92,7.02,1.92,4.05,3.23,73.26,6.18,0.43%,3.10%,2.34,-781.60%,62.39%,9.30%,10.40%,22.10%,171.90%,132.30%,117.01,109.77,1.20%,0.53%,92.00%,1.60%,8.95%,6.02,7.40%,19.30%,-15.30%,0.8,0.8,0.9,0.0,72.20%,31.00%,21.30%,6.32%,3.86%,6.27%,68.56%,131.10%,26.19%,4.12,2.99,8.05%,6.24%,5.11%,11.77%,27.57%,-4.49%,39.12%,-4.49%,142.03%,59.84,2.87%,3.54%,1632.61,2.16,46.59,6.52%,3533885,2/22/2022 4:30:00 PM,53.27,2/2/2012,46.5,-0.19%,66.0,99,2.06,46.59,44.42,41.87,36.61,19.33,48.78,17.0,14.34,60.666666666666664,True
5265,NCBS,"Nicolet Bankshares, Inc.",Financial,Banks - Regional,USA,1116.37,16.99,12.66,2.43,6.51,1.33,0.79,11.94,,0.00%,5.5,3.30%,7.13%,17.30%,7.00%,25.20%,-57.90%,3.80%,14.28,10.75,2.40%,-4.47%,44.10%,1.02%,2.78%,3.45,1.40%,12.20%,9.80%,,,0.17,0.17,,79.20%,42.30%,-2.29%,-0.28%,25.41%,22.63%,25.28%,8.94%,0.62,1.93,1.83%,2.03%,-0.89%,4.62%,19.80%,-3.37%,22.99%,-3.37%,37.24%,53.29,1.37%,-1.98%,86.54,0.74,93.42,-0.64%,63628,,101.2,5/17/2013,93.42,0.00%,69.0,85,1.12,93.42,94.34,89.61,78.05,68.07,96.68,23.0,8.33,59.0,True
5337,NI,NiSource Inc.,Utilities,Utilities - Regulated Gas,USA,11172.22,25.23,19.54,7.17,2.38,2.33,290.19,15.62,3.11%,76.00%,1.12,-121.70%,6.93%,-18.40%,3.52%,0.10%,123.60%,6.30%,393.2,391.12,0.30%,0.00%,98.10%,0.42%,4.10%,3.12,2.00%,9.20%,2.20%,0.7,0.4,1.92,2.02,73.90%,20.00%,9.50%,-0.25%,4.38%,10.92%,13.18%,28.13%,2.61%,0.3,0.66,2.44%,2.32%,-1.27%,1.47%,9.86%,-6.16%,9.34%,-6.16%,34.20%,49.95,1.03%,-0.60%,5139.46,1.79,28.33,0.43%,9223155,2/23/2022 8:30:00 AM,30.5,12/19/1962,28.3,-0.11%,72.0,86,1.14,28.33,28.75,27.96,25.8,21.11,30.19,17.0,7.66,58.333333333333336,True
5364,NLOK,NortonLifeLock Inc.,Technology,Software - Infrastructure,USA,15995.08,17.42,14.37,1.4,5.81,,8.98,22.98,1.83%,32.00%,1.56,29.00%,9.15%,24.10%,12.40%,-6.70%,17.90%,9.90%,582.0,579.55,0.10%,-0.16%,99.70%,2.88%,4.60%,6.08,13.70%,-274.30%,23.60%,0.7,0.7,,,85.20%,41.00%,33.10%,-5.48%,6.90%,10.14%,2.10%,34.75%,4.93%,0.62,0.9,3.79%,3.38%,-1.60%,2.01%,3.95%,-11.82%,13.23%,-11.82%,40.44%,47.87,4.36%,-1.58%,4381.75,1.41,27.26,2.71%,6164280,2/3/2022 4:30:00 PM,29.26,6/23/1989,27.26,0.00%,66.0,90,1.2,27.26,27.8,26.78,26.24,19.41,30.92,15.0,7.34,57.0,True
5403,NOG,"Northern Oil and Gas, Inc.",Energy,Oil & Gas E&P,USA,1774.97,,4.0,,7.79,,887.49,5.29,1.38%,,-6.36,-978.70%,57.48%,33.10%,36.30%,15.00%,102.50%,178.00%,65.86,63.67,3.40%,-19.65%,77.00%,30.11%,13.60%,8.29,-31.90%,178.60%,-117.10%,0.5,0.5,,,8.10%,,,-3.08%,1.44%,8.29%,47.78%,74.36%,13.02%,2.26,1.5,6.14%,6.46%,-1.85%,4.64%,14.91%,-8.68%,32.80%,-16.54%,104.04%,49.64,-2.92%,4.40%,1044.77,1.17,23.26,1.35%,1220398,2/25/2022 8:30:00 AM,35.83,1/10/2007,23.6,1.46%,78.0,97,1.56,23.26,23.72,22.32,20.28,11.4,27.87,19.0,54.04,64.66666666666667,True
5409,NOV,NOV Inc.,Energy,Oil & Gas Equipment & Services,USA,6539.17,,21.38,,1.18,1.3,,93.42,1.19%,,-0.65,91.20%,372.89%,36.80%,41.00%,-5.30%,90.70%,14.30%,386.0,361.68,0.55%,-0.38%,96.70%,0.96%,3.94%,3.3,-2.60%,-5.00%,-2.10%,2.6,1.9,0.39,0.39,14.00%,-2.40%,-4.50%,-2.27%,1.39%,29.88%,26.55%,8.26%,23.84%,1.99,0.77,4.08%,4.50%,-0.10%,8.57%,14.85%,-5.28%,34.67%,-6.88%,46.42%,53.54,-3.73%,1.57%,4312.36,2.55,16.78,-2.21%,10975753,2/3/2022 4:30:00 PM,18.25,10/29/1996,16.59,-1.13%,56.0,71,0.97,16.78,16.81,15.53,14.61,11.46,18.02,7.0,8.76,44.666666666666664,True
5482,NUAN,"Nuance Communications, Inc.",Technology,Software - Application,USA,17646.1,,134.68,,13.19,10.85,192.01,118.59,,,-0.26,-27.80%,36.67%,-6.70%,5.20%,-6.90%,-919.60%,-7.10%,317.36,296.59,0.50%,-54.52%,89.90%,1.91%,12.65%,6.39,-2.90%,-6.40%,3.00%,0.6,0.6,0.31,0.52,59.90%,2.10%,-7.40%,-0.11%,0.78%,-0.18%,0.33%,28.36%,-0.18%,1.1,0.22,0.32%,0.38%,-0.07%,0.01%,0.65%,-0.50%,1.25%,-0.59%,38.40%,49.15,0.22%,-0.18%,5872.5,1.32,55.22,0.04%,7763141,2/7/2022 4:30:00 PM,57.0,12/11/1995,55.22,0.00%,63.0,87,1.15,55.22,55.27,55.22,54.88,39.9,55.55,18.0,3.22,56.0,True
5748,OVV,Ovintiv Inc.,Energy,Oil & Gas E&P,USA,10559.52,,4.66,,1.54,2.73,1319.94,6.78,1.41%,,-2.26,1417.10%,68.89%,5.70%,,6.60%,95.30%,50.30%,261.1,260.26,0.93%,0.00%,72.40%,-2.53%,2.37%,1.92,-4.10%,-14.80%,-53.20%,0.4,0.4,1.27,1.27,51.80%,-7.60%,-8.50%,-3.34%,2.03%,7.44%,51.03%,74.08%,17.77%,3.4,2.23,5.52%,5.18%,-1.30%,5.94%,21.94%,-7.91%,34.45%,-7.91%,88.37%,50.33,-3.71%,3.08%,3204.45,2.17,39.69,-0.75%,6954612,2/24/2022 4:30:00 PM,51.15,8/21/2001,39.9,0.53%,66.0,97,1.55,39.69,40.28,37.6,32.62,21.07,43.1,22.0,28.87,61.666666666666664,True
5756,OXY,Occidental Petroleum Corporation,Energy,Oil & Gas E&P,USA,36626.05,,11.07,,1.64,4.0,17.79,5.92,0.10%,,-0.79,155.00%,61.88%,-8.00%,37.40%,7.30%,115.80%,64.90%,935.4,931.85,0.10%,0.00%,73.10%,3.41%,3.75%,2.05,-1.40%,-12.90%,-23.10%,1.1,0.9,3.39,3.48,59.40%,7.40%,-5.00%,-1.84%,5.85%,21.93%,58.02%,45.50%,34.25%,2.09,2.01,5.00%,4.86%,-1.56%,11.94%,28.48%,-9.81%,49.40%,-9.81%,80.02%,53.51,-2.16%,2.82%,17057.74,1.88,38.92,0.59%,32120428,2/24/2022 4:30:00 PM,44.08,7/2/1962,38.91,-0.03%,53.0,93,1.3,38.92,39.63,34.96,30.36,21.62,43.16,3.0,13.26,49.666666666666664,True
5860,PDCE,"PDC Energy, Inc.",Energy,Oil & Gas E&P,USA,5630.2,134.21,5.28,4.93,4.4,2.17,56.36,4.55,0.86%,53.90%,0.42,-733.00%,23.75%,-33.40%,27.20%,17.60%,570.40%,95.20%,98.18,95.89,1.20%,-5.79%,,-0.82%,8.19%,5.27,0.80%,1.70%,-15.10%,0.5,0.5,0.49,0.49,77.50%,9.30%,3.30%,-3.36%,-1.82%,5.08%,39.57%,58.31%,15.01%,2.97,3.17,5.47%,5.28%,-4.37%,2.93%,17.79%,-11.54%,27.50%,-11.54%,87.41%,47.83,-0.53%,2.60%,1489.73,1.0,56.1,2.06%,1495331,2/28/2022 4:30:00 PM,75.79,3/17/1980,56.1,0.00%,69.0,95,1.4,56.1,58.59,54.68,48.07,30.25,63.42,24.0,35.1,62.666666666666664,True
5936,PGC,Peapack-Gladstone Financial Corporation,Financial,Banks - Regional,USA,663.92,12.5,10.21,10.42,4.15,1.27,1.03,10.8,0.55%,8.60%,2.93,-50.70%,8.40%,-1.40%,1.20%,10.80%,3.80%,-0.20%,18.76,16.7,1.40%,-9.98%,76.00%,0.83%,0.65%,2.36,0.70%,8.30%,17.30%,,,0.34,0.34,,80.90%,27.60%,-2.63%,1.95%,3.30%,8.60%,32.47%,3.50%,1.16,1.05,1.94%,3.05%,-1.28%,1.04%,8.56%,-4.61%,11.59%,-4.61%,35.70%,47.16,0.36%,-2.07%,45.87,1.06,36.64,-1.72%,48540,1/28/2022 8:30:00 AM,41.94,4/27/1999,36.64,0.00%,69.0,89,1.18,36.64,37.17,36.31,33.77,27.0,38.41,19.0,14.47,59.0,True
6202,PTEN,"Patterson-UTI Energy, Inc.",Energy,Oil & Gas Drilling,USA,2998.73,,,,2.21,1.76,25.52,,0.61%,,-3.25,21.20%,58.20%,-9.10%,,8.20%,-198.20%,111.30%,215.02,207.25,0.40%,-7.81%,93.10%,11.22%,4.76%,3.22,-21.40%,-37.10%,-25.00%,1.3,1.2,0.53,0.53,20.30%,-49.90%,-48.20%,-5.12%,27.42%,72.35%,78.67%,75.33%,55.62%,2.66,0.71,5.50%,6.13%,12.87%,29.29%,45.90%,-6.94%,75.92%,-6.94%,116.66%,66.62,-4.64%,2.83%,3067.6,1.19,13.15,-1.94%,3635331,2/10/2022 8:30:00 AM,13.38,11/2/1993,13.15,0.00%,66.0,97,1.57,13.15,11.8,10.26,9.04,6.07,14.13,14.0,1.75,59.0,True
6231,PUMP,ProPetro Holding Corp.,Energy,Oil & Gas Equipment & Services,USA,1267.67,,25.24,,1.62,1.46,14.98,44.32,,,-0.77,-167.60%,228.60%,-13.20%,-10.90%,6.70%,83.00%,87.10%,103.26,74.7,0.20%,-52.05%,74.90%,-0.86%,3.30%,2.89,-7.30%,-9.20%,-11.90%,1.3,1.2,0.0,0.0,24.60%,-13.10%,-10.00%,-4.02%,10.25%,40.80%,59.20%,6.61%,47.41%,2.72,0.72,7.56%,6.23%,4.27%,18.86%,29.22%,-8.22%,63.34%,-14.65%,86.85%,57.3,6.13%,4.26%,851.59,2.06,11.94,10.66%,1751998,2/22/2022 4:30:00 PM,12.36,3/17/2017,11.55,-3.27%,63.0,69,0.95,11.94,11.51,10.11,9.25,6.39,13.99,1.0,3.52,44.333333333333336,True
6253,PXD,Pioneer Natural Resources Company,Energy,Oil & Gas E&P,USA,54380.91,27.44,10.96,,3.04,2.38,75.01,23.9,1.02%,374.00%,8.23,-126.30%,-4.76%,7.50%,,19.50%,889.30%,167.20%,244.0,242.6,0.40%,0.16%,88.50%,2.30%,2.46%,2.6,0.60%,1.00%,0.80%,0.6,0.6,0.29,0.3,52.60%,12.80%,1.10%,1.54%,5.99%,22.15%,55.61%,55.71%,24.20%,1.63,9.68,5.70%,3.88%,1.33%,10.26%,31.18%,-6.25%,35.29%,-6.25%,73.55%,56.93,-2.17%,2.50%,2296.79,1.55,225.9,0.28%,3555042,2/16/2022 4:30:00 PM,242.39,12/22/1987,225.08,-0.36%,72.0,95,1.35,225.9,223.61,205.82,175.07,133.73,240.97,26.0,7.3,64.33333333333333,True
6516,RJF,"Raymond James Financial, Inc.",Financial,Capital Markets,USA,22342.8,14.78,11.87,1.73,2.13,2.57,2.72,10.51,1.27%,13.90%,7.25,71.00%,20.07%,22.20%,8.54%,12.40%,40.70%,24.70%,206.3,185.59,0.40%,-7.13%,74.90%,-2.39%,1.61%,2.43,2.50%,19.00%,3.20%,,,0.34,4.33,96.20%,18.60%,14.70%,-4.98%,10.70%,6.41%,14.69%,33.50%,6.74%,1.1,3.61,3.35%,3.14%,-1.77%,2.26%,12.44%,-8.69%,15.21%,-8.69%,41.19%,48.14,5.03%,-4.55%,1228.47,1.83,107.17,0.25%,2252832,1/26/2022 4:30:00 PM,133.88,7/1/1983,107.17,0.00%,72.0,89,1.19,107.17,109.54,105.02,95.4,75.91,117.37,15.0,24.92,58.666666666666664,True
6574,ROCC,Ranger Oil Corporation,Energy,Oil & Gas E&P,USA,1355.94,,3.57,,3.22,2.73,38.41,22.64,,,-8.5,-538.50%,105.09%,1.30%,10.00%,0.70%,106.90%,103.30%,21.09,20.82,0.60%,0.00%,76.60%,13.85%,7.24%,3.8,-12.20%,-74.40%,-50.80%,0.7,0.7,4.27,4.31,80.40%,15.40%,-30.50%,4.29%,-2.34%,14.67%,63.39%,102.89%,14.71%,3.11,2.12,6.09%,6.75%,-0.12%,4.27%,22.94%,-11.74%,28.77%,-12.55%,161.47%,52.43,-2.12%,2.87%,396.54,0.9,30.88,0.68%,355525,,48.6,11/15/2016,30.5,-1.23%,69.0,99,1.81,30.88,30.88,29.68,25.18,11.81,35.31,21.0,57.38,63.0,True
6657,RXDX,"Prometheus Biosciences, Inc.",Healthcare,Biotechnology,USA,1687.0,,,,733.48,6.37,6.04,,,,-1.75,-86.10%,-1.40%,,,,-276.90%,400.00%,38.85,25.38,34.82%,0.00%,72.30%,6.38%,6.86%,6.03,,,,19.0,19.0,0.0,0.0,,,,-2.63%,23.90%,53.63%,91.40%,,8.67%,,2.78,5.32%,7.47%,10.20%,17.63%,52.61%,-3.74%,49.62%,-3.74%,166.73%,62.03,2.19%,-2.07%,289.08,0.72,42.97,0.07%,209412,,50.0,3/12/2021,42.97,0.00%,88.0,97,1.52,42.97,39.43,36.72,28.28,16.11,44.64,16.0,16.36,67.0,True
6811,SEAS,"SeaWorld Entertainment, Inc.",Consumer Cyclical,Leisure,USA,5455.96,40.78,18.94,1.3,4.24,466.8,9.86,18.41,,0.00%,1.72,-461.80%,42.96%,-55.10%,31.46%,-20.60%,226.00%,391.20%,78.96,49.03,1.20%,-5.31%,,0.86%,10.80%,5.34,5.20%,-213.30%,-10.10%,1.7,1.6,183.17,184.21,48.30%,20.60%,10.80%,-2.04%,19.28%,5.93%,35.30%,52.45%,7.96%,2.2,3.3,4.88%,5.16%,9.50%,9.63%,22.07%,-2.84%,27.00%,-2.84%,74.39%,62.95,6.72%,-2.26%,991.02,2.38,70.02,4.31%,2359341,2/24/2022 8:30:00 AM,72.22,4/19/2013,69.9,-0.17%,63.0,95,1.36,70.02,64.56,64.01,57.45,41.94,72.07,25.0,3.14,61.0,True
6842,SFL,SFL Corporation Ltd.,Industrials,Marine Shipping,Bermuda,1356.35,,10.12,,2.85,1.34,4.54,8.67,7.38%,,-0.79,-348.70%,7.71%,-25.40%,-7.70%,3.00%,79.10%,16.90%,126.78,116.5,43.40%,0.00%,33.20%,6.90%,1.51%,1.87,-2.50%,-9.40%,-4.50%,0.7,,2.21,2.76,68.10%,-13.50%,-17.00%,0.21%,18.30%,16.61%,21.85%,23.70%,19.75%,0.83,0.33,4.19%,3.52%,11.24%,15.30%,19.63%,-3.22%,27.75%,-3.22%,46.33%,72.0,2.31%,-1.04%,940.56,1.93,9.76,1.24%,1819610,2/16/2022 8:30:00 AM,11.17,6/14/2004,9.76,0.00%,78.0,83,1.1,9.76,8.86,8.49,8.17,6.67,10.09,8.0,14.45,56.333333333333336,True
7005,SM,SM Energy Company,Energy,Oil & Gas E&P,USA,4344.58,,6.97,,2.08,2.58,145.79,4.43,0.06%,,-4.83,-304.60%,258.11%,-0.30%,10.00%,-5.70%,180.40%,170.50%,121.46,119.07,1.10%,-5.67%,84.20%,-0.24%,4.58%,2.1,-11.00%,-31.80%,-14.10%,0.3,0.3,1.27,1.27,78.10%,-20.30%,-26.50%,0.35%,1.93%,8.75%,95.34%,151.74%,18.01%,5.52,2.43,6.62%,6.71%,0.38%,6.02%,31.69%,-9.00%,37.89%,-9.05%,172.01%,52.15,-2.11%,3.46%,2593.6,1.8,34.79,1.28%,4664332,2/24/2022 4:30:00 PM,45.04,12/16/1992,32.0,-8.02%,56.0,99,2.25,34.79,34.7,32.91,26.5,12.8,38.25,30.0,29.46,61.666666666666664,True
7158,SPR,"Spirit AeroSystems Holdings, Inc.",Industrials,Aerospace & Defense,USA,5291.64,,19.39,,1.34,11.5,3.58,,0.08%,,-5.19,38.00%,86.80%,-27.80%,,-10.30%,59.30%,22.10%,104.2,103.9,0.50%,-0.19%,80.80%,6.67%,4.54%,2.48,-7.00%,-101.80%,-10.40%,2.0,1.3,8.35,8.46,-2.70%,-11.70%,-13.70%,-6.89%,10.48%,15.32%,20.67%,13.99%,14.76%,1.77,2.46,4.53%,5.32%,3.05%,7.90%,11.68%,-7.24%,35.00%,-7.79%,40.40%,54.47,5.30%,-3.51%,1901.99,1.12,49.45,1.60%,2124760,2/2/2022 8:30:00 AM,60.5,11/21/2006,49.3,-0.30%,72.0,76,1.02,49.45,48.3,46.04,44.31,35.22,53.63,15.0,22.35,54.333333333333336,True
7236,SSB,SouthState Corporation,Financial,Banks - Regional,USA,5979.42,12.84,12.92,1.07,5.51,1.26,0.85,10.74,2.28%,31.20%,6.7,-59.10%,15.95%,-11.80%,12.00%,21.90%,29.90%,-8.10%,70.07,69.27,1.00%,-1.08%,84.90%,0.86%,3.24%,6.35,1.10%,9.00%,16.40%,,,0.07,0.07,,,39.40%,-4.43%,1.80%,4.25%,23.42%,6.00%,7.36%,0.86,2.82,2.63%,2.94%,-0.73%,1.49%,8.13%,-7.85%,15.39%,-7.85%,37.40%,47.74,1.59%,-3.62%,353.28,2.07,86.01,-2.08%,732156,1/24/2022 4:30:00 PM,90.56,1/28/1997,86.01,0.00%,53.0,69,0.95,86.01,86.71,84.91,79.54,62.6,93.34,19.0,5.29,47.0,True
7291,STRL,"Sterling Construction Company, Inc.",Industrials,Engineering & Construction,USA,826.42,14.31,10.81,1.3,0.54,2.53,7.02,7.25,,0.00%,1.98,2.00%,22.09%,22.40%,11.00%,18.00%,34.70%,20.80%,28.71,27.66,3.10%,-4.45%,88.20%,1.69%,1.68%,2.5,5.80%,19.80%,11.30%,1.3,1.1,0.93,1.0,13.50%,7.20%,3.80%,-10.98%,6.73%,-1.22%,24.70%,21.92%,7.87%,1.21,1.31,4.95%,4.73%,1.02%,4.15%,15.80%,-11.73%,18.31%,-11.73%,47.76%,50.77,5.82%,-3.14%,185.62,1.03,28.37,2.49%,190317,,32.0,7/12/1991,28.37,0.00%,53.0,83,1.09,28.37,28.17,27.28,24.53,19.2,32.14,22.0,12.8,52.666666666666664,True
7322,SUPN,"Supernus Pharmaceuticals, Inc.",Healthcare,Drug Manufacturers - Specialty & Generic,USA,1618.65,21.34,16.05,12.63,2.87,2.11,3.65,14.97,,0.00%,1.51,12.60%,78.54%,53.00%,1.69%,28.70%,-46.70%,-4.30%,53.19,50.95,4.20%,0.00%,,1.54%,14.02%,16.5,5.30%,10.60%,11.70%,2.8,2.6,0.46,0.46,86.40%,21.80%,14.50%,4.35%,8.35%,0.41%,26.44%,9.27%,10.36%,1.11,1.22,5.05%,3.84%,4.13%,7.00%,9.76%,-3.36%,18.61%,-6.72%,39.01%,58.75,5.68%,-3.76%,432.93,0.88,32.18,1.71%,380729,,36.5,5/1/2012,32.18,0.00%,69.0,72,0.98,32.18,31.05,30.16,29.33,23.15,34.5,13.0,13.42,51.333333333333336,True
7409,TBBK,"The Bancorp, Inc.",Financial,Banks - Regional,USA,1588.2,15.07,12.64,1.26,7.23,2.54,4.98,8.15,,0.00%,1.88,54.30%,19.74%,57.90%,12.00%,20.30%,21.60%,1.90%,57.2,52.67,3.60%,-2.60%,98.00%,-2.02%,1.92%,2.42,1.50%,16.90%,20.00%,,,0.22,0.71,,94.60%,46.80%,-5.86%,0.46%,-8.74%,15.99%,38.61%,11.77%,1.35,1.51,6.24%,4.88%,-4.15%,1.52%,7.12%,-13.46%,24.08%,-15.20%,44.71%,45.22,2.99%,-4.22%,418.3,0.63,28.29,-1.36%,264706,1/27/2022 4:30:00 PM,38.0,2/3/2004,28.29,0.00%,84.0,91,1.24,28.29,29.53,27.93,26.43,19.55,33.36,15.0,34.32,63.333333333333336,True
7508,THC,Tenet Healthcare Corporation,Healthcare,Medical Care Facilities,USA,9086.28,9.65,12.12,,0.47,12.05,3.96,6.87,,0.00%,8.42,259.80%,5.25%,35.80%,-6.81%,-1.10%,320.10%,7.40%,107.05,105.5,0.90%,-23.57%,97.80%,1.84%,3.45%,3.3,1.60%,153.10%,10.60%,1.3,1.2,19.4,19.58,82.90%,9.90%,2.20%,-7.09%,8.85%,2.27%,10.22%,58.97%,-0.60%,2.46,4.27,4.61%,5.15%,3.86%,4.20%,12.69%,-7.93%,20.17%,-7.93%,65.23%,53.4,6.84%,-3.94%,1102.83,0.94,81.2,2.63%,1032460,2/7/2022 4:30:00 PM,98.76,4/28/1971,81.2,0.00%,63.0,96,1.42,81.2,78.45,78.02,72.13,49.15,88.19,13.0,21.63,57.333333333333336,True
7635,TRGP,Targa Resources Corp.,Energy,Oil & Gas Midstream,USA,14304.11,52.67,21.33,9.24,1.02,6.5,62.57,7.25,2.25%,28.70%,1.18,-405.10%,49.56%,-54.00%,5.70%,4.40%,267.70%,110.90%,228.8,225.42,1.10%,-3.12%,87.70%,-0.89%,1.95%,3.07,2.00%,13.70%,-9.70%,0.7,0.6,2.94,3.11,22.50%,8.50%,2.30%,-1.40%,9.20%,11.75%,39.99%,94.67%,18.87%,2.66,2.02,3.92%,3.11%,1.68%,9.77%,25.54%,-3.41%,30.54%,-3.41%,107.35%,60.14,2.88%,-1.28%,1428.18,1.52,62.1,1.57%,2164486,2/24/2022 8:30:00 AM,68.9,12/7/2010,62.08,-0.03%,78.0,98,1.74,62.1,61.31,56.8,49.59,29.95,64.29,20.0,10.95,65.33333333333333,True
7658,TRTN,Triton International Limited,Industrials,Rental & Leasing Services,Bermuda,4230.19,8.88,6.15,0.89,2.52,1.82,39.83,,4.05%,32.50%,7.23,73.70%,-1.87%,99.90%,10.00%,14.70%,56.10%,25.20%,66.11,63.96,1.50%,-7.85%,69.40%,-3.34%,1.51%,2.27,4.20%,21.70%,6.90%,,,3.67,3.67,91.90%,47.80%,28.90%,-5.27%,6.75%,6.22%,19.97%,13.14%,6.64%,1.39,2.6,4.10%,3.88%,1.81%,4.33%,14.79%,-8.47%,19.19%,-8.47%,37.39%,52.74,4.88%,-3.91%,427.56,0.85,64.23,0.78%,361475,2/15/2022 8:30:00 AM,81.0,10/12/2005,64.95,1.12%,78.0,75,1.01,64.23,63.31,61.72,56.02,46.75,70.17,11.0,26.11,54.666666666666664,True
7728,TWNK,"Hostess Brands, Inc.",Consumer Defensive,Packaged Foods,USA,2929.57,27.01,22.31,2.68,2.66,1.62,12.84,19.94,,0.00%,0.78,-7.90%,9.16%,-10.10%,10.08%,10.40%,-2.70%,10.40%,138.38,137.87,0.40%,0.00%,,-7.86%,2.23%,1.22,3.10%,6.40%,4.20%,2.2,2.0,0.66,0.67,35.90%,17.30%,9.70%,0.62%,9.04%,17.86%,36.30%,42.79%,2.79%,0.69,0.56,2.55%,2.57%,1.44%,3.94%,18.75%,-3.05%,13.95%,-3.05%,48.23%,57.72,0.77%,-1.37%,2526.44,0.92,20.99,-0.62%,2318661,3/1/2022 8:30:00 AM,22.3,11/30/2015,21.0,0.05%,72.0,93,1.27,20.99,20.78,20.24,17.7,14.16,21.65,15.0,6.24,60.0,True
