"Ticker","Company","Sector","Industry","Market Cap","P/E","Dividend Yield","EPS growth past 5 years","Sales growth past 5 years","Shares Outstanding","Insider Ownership","Insider Transactions","Institutional Ownership","Institutional Transactions","Float Short","Operating Margin","Performance (Week)","Performance (Month)","Performance (Quarter)","Performance (Half Year)","Performance (Year)","Performance (YTD)","Beta","Volatility (Month)","20-Day Simple Moving Average","50-Day Simple Moving Average","200-Day Simple Moving Average","50-Day High","50-Day Low","52-Week High","52-Week Low","Relative Strength Index (14)","Analyst Recom","Price","Change","Volume","Target Price"
"HSTM","HealthStream, Inc.","Healthcare","Health Information Services",773.54,108.45,,9.20%,3.20%,31.56,1.50%,0.64%,75.00%,-1.08%,2.31%,3.80%,-2.78%,-4.67%,-17.45%,-6.38%,26.67%,12.23%,0.34,3.24%,-7.60%,-11.29%,-7.68%,-17.63%,-1.65%,-21.22%,32.06%,31.06,2.50,24.51,-2.78%,52448,32.50
"HSTO","Histogen Inc.","Healthcare","Biotechnology",22.14,,,30.60%,,41.73,7.03%,0.00%,6.80%,3.61%,0.72%,,0.34%,-25.48%,-34.26%,-46.54%,-65.63%,-30.17%,0.86,6.88%,-16.55%,-24.45%,-44.60%,-38.02%,10.27%,-73.27%,10.27%,28.12,1.50,0.53,0.67%,705435,2.70
"HSY","The Hershey Company","Consumer Defensive","Confectioners",36811.65,25.84,2.02%,21.30%,2.00%,145.66,0.30%,-9.44%,78.10%,0.73%,1.72%,21.10%,-1.22%,-0.89%,1.30%,2.81%,20.09%,16.80%,0.41,1.54%,0.04%,0.56%,4.54%,-3.16%,6.03%,-3.16%,23.92%,48.41,2.50,177.92,-1.69%,609475,190.89
"HT","Hersha Hospitality Trust","Real Estate","REIT - Hotel & Motel",386.30,,,-61.10%,-17.80%,39.14,1.60%,-1.56%,65.50%,0.90%,2.85%,-27.10%,-5.79%,20.05%,3.50%,-9.21%,13.23%,23.70%,2.63,5.38%,-6.18%,1.08%,-4.94%,-17.43%,23.23%,-25.21%,31.18%,44.70,3.20,9.76,-2.59%,1612890,11.05
"HTA","Healthcare Trust of America, Inc.","Real Estate","REIT - Healthcare Facilities",7581.42,69.31,3.74%,-1.60%,12.80%,218.82,0.10%,0.00%,,3.67%,7.71%,21.40%,-0.72%,2.55%,15.33%,24.92%,28.29%,24.33%,0.65,1.38%,0.78%,5.21%,16.28%,-1.47%,17.08%,-1.47%,35.28%,58.71,2.40,34.24,-1.18%,991618,33.73
"HTAB","Hartford Schroders Tax-Aware Bond ETF","Financial","Exchange Traded Fund",,,1.48%,,,,,,,,,,0.09%,0.07%,-0.94%,-0.53%,-0.44%,-0.90%,,0.21%,0.12%,-0.15%,-0.55%,-1.06%,0.56%,-5.58%,4.25%,51.02,,21.57,0.26%,13707,
"HTBI","HomeTrust Bancshares, Inc.","Financial","Banks - Regional",493.14,24.54,1.06%,8.00%,6.20%,15.76,2.50%,-20.06%,60.30%,-1.81%,0.86%,,-4.22%,0.03%,8.60%,6.38%,63.31%,56.29%,0.63,2.14%,-3.18%,1.74%,10.06%,-6.51%,17.20%,-6.51%,79.11%,43.11,2.60,30.18,-4.16%,51104,33.95
"HTBK","Heritage Commerce Corp","Financial","Banks - Regional",681.15,14.89,4.66%,4.10%,13.80%,60.22,2.00%,-3.87%,71.10%,-0.82%,1.25%,96.80%,-5.91%,-3.13%,-2.79%,-5.99%,23.07%,25.70%,1.15,2.39%,-7.18%,-5.27%,-2.40%,-11.51%,3.24%,-11.86%,32.74%,31.51,2.00,11.15,-5.43%,165809,13.62
"HTBX","Heat Biologics, Inc.","Healthcare","Biotechnology",115.09,,,60.90%,,25.14,4.09%,0.00%,12.90%,5.65%,7.09%,,1.79%,-14.82%,-34.68%,-31.32%,-41.04%,-15.30%,0.23,4.80%,-9.90%,-17.93%,-32.28%,-28.95%,7.58%,-73.29%,7.58%,31.96,2.00,4.54,1.57%,218747,20.67
"HTD","John Hancock Tax-Advantaged Dividend Income Fund","Financial","Closed-End Fund - Debt",867.67,,6.77%,,,35.40,0.04%,0.00%,14.55%,,,,0.70%,0.41%,-0.28%,1.36%,15.73%,16.49%,,0.89%,-0.19%,2.06%,1.93%,-1.17%,7.22%,-5.66%,19.10%,54.06,,24.51,-0.24%,45744,
"HTEC","Robo Global Healthcare Technology and Innovation ETF","Financial","Exchange Traded Fund",,,,,,,,,,,,,-3.73%,-5.50%,-10.23%,-3.31%,13.40%,-0.48%,,1.48%,-5.79%,-5.85%,-5.86%,-11.55%,1.12%,-16.87%,13.87%,32.55,,43.51,-0.76%,16776,
"HTGC","Hercules Capital, Inc.","Financial","Mortgage Finance",1917.86,5.92,7.97%,5.37%,,115.74,1.26%,-5.20%,28.65%,,4.56%,,-1.84%,-4.78%,-2.55%,-1.63%,25.06%,16.65%,,1.34%,-4.29%,-3.06%,-1.20%,-8.60%,1.93%,-8.60%,26.86%,30.49,1.50,16.57,-0.72%,643802,18.58
"HTGM","HTG Molecular Diagnostics, Inc.","Healthcare","Diagnostics & Research",30.81,,,43.10%,16.20%,7.44,0.30%,0.00%,38.90%,6.74%,2.02%,,-13.91%,-32.06%,-40.18%,4.84%,-16.84%,-18.58%,1.46,6.39%,-22.38%,-28.76%,-28.07%,-38.39%,2.63%,-50.94%,11.43%,20.57,2.00,3.90,-1.76%,7310,9.67
"HTH","Hilltop Holdings Inc.","Financial","Banks - Regional",2768.39,6.80,1.38%,17.00%,3.10%,80.11,1.90%,-2.14%,65.80%,-6.92%,3.65%,86.10%,-4.94%,3.14%,1.84%,-6.22%,39.92%,26.64%,1.09,2.36%,-6.02%,0.02%,0.49%,-9.44%,12.50%,-12.02%,45.17%,40.01,2.80,34.84,-6.09%,312758,36.50
"HTHT","Huazhu Group Limited","Consumer Cyclical","Lodging",12603.56,130.49,,-30.30%,12.00%,311.41,56.40%,0.00%,50.30%,6.12%,8.49%,-2.30%,-17.20%,-16.26%,-13.82%,-30.61%,-22.79%,-11.90%,1.49,3.96%,-15.45%,-16.29%,-23.56%,-22.44%,-5.55%,-38.52%,1.69%,27.96,1.80,39.67,-10.61%,3538140,61.07
"HTLD","Heartland Express, Inc.","Industrials","Trucking",1347.81,17.99,0.46%,0.70%,-2.60%,79.34,0.10%,4.54%,55.60%,-4.77%,3.09%,16.70%,-0.06%,4.49%,2.24%,-2.32%,-5.50%,-2.05%,0.51,2.08%,1.05%,3.56%,-0.42%,-3.69%,9.61%,-12.40%,9.61%,53.96,2.80,17.22,-2.49%,470249,18.71
"HTLF","Heartland Financial USA, Inc.","Financial","Banks - Regional",2063.37,10.01,1.81%,4.80%,15.10%,42.30,1.30%,0.00%,61.50%,0.74%,1.25%,94.10%,-4.48%,-1.50%,1.33%,-2.25%,18.18%,20.46%,1.26,2.22%,-5.55%,-2.99%,-0.44%,-9.94%,8.43%,-10.00%,32.47%,37.90,2.40,48.63,-6.23%,117438,61.00
"HTOO","Fusion Fuel Green PLC","Utilities","Utilities - Renewable",143.50,,,,,12.05,8.77%,0.00%,52.40%,4.93%,6.84%,,-5.99%,-10.37%,-5.51%,-23.26%,,-39.50%,,6.81%,-10.17%,-6.12%,-15.24%,-20.24%,9.10%,-77.01%,17.62%,40.95,1.50,11.15,1.46%,27279,27.50
"HTOOW","Fusion Fuel Green PLC","Utilities","Utilities - Renewable",,,,,,,,,,,,,-12.25%,-11.81%,-2.50%,-25.48%,,-47.22%,,5.46%,-14.86%,-10.18%,-19.98%,-25.79%,17.00%,-74.55%,55.30%,36.63,,3.51,1.74%,5,
"HTPA","Highland Transcend Partners I Corp.","Financial","Shell Companies",297.92,,,,,30.00,,,75.82%,,0.75%,,-0.19%,0.01%,2.49%,2.38%,,-4.69%,,0.35%,-0.12%,0.05%,0.32%,-3.11%,0.62%,-9.47%,3.34%,48.52,,9.93,-0.09%,3576,
"HTRB","Hartford Total Return Bond ETF","Financial","Exchange Traded Fund",,,2.46%,,,,,,,,,,0.29%,-0.44%,-1.48%,0.15%,-2.64%,-2.68%,,0.38%,0.02%,-0.26%,-0.44%,-1.72%,0.98%,-3.10%,1.75%,50.64,,40.62,0.72%,13701,
"HTY","John Hancock Tax-Advantaged Global Shareholder Yield Fund","Financial","Closed-End Fund - Equity",72.68,,9.61%,,,10.91,0.24%,0.00%,38.58%,,,,1.52%,3.90%,-0.89%,-0.30%,20.22%,20.43%,,1.25%,2.09%,2.07%,2.23%,-2.49%,5.05%,-5.40%,22.43%,61.85,,6.66,-0.42%,61600,
"HTZ","Hertz Global Holdings, Inc Common Stock","Industrials","Rental & Leasing Services",11624.45,,,-65.50%,-10.20%,471.00,0.20%,,43.50%,4.48%,1.62%,14.50%,11.23%,-11.63%,51.08%,,,-11.56%,,11.79%,-12.77%,-2.26%,14.56%,-48.11%,57.04%,-48.11%,68.69%,46.41,3.20,23.87,-2.17%,3774815,20.00
"HUBB","Hubbell Incorporated","Industrials","Electrical Equipment & Parts",11062.26,30.83,1.92%,6.10%,4.30%,54.30,0.43%,-0.45%,88.00%,0.55%,1.42%,11.50%,-2.77%,6.89%,-2.11%,6.90%,25.37%,29.98%,1.23,1.37%,-1.19%,5.27%,6.76%,-4.11%,14.45%,-4.11%,36.71%,51.94,2.40,203.80,-2.25%,139316,211.29
"HUBG","Hub Group, Inc.","Industrials","Integrated Freight & Logistics",2823.64,25.23,,2.10%,-0.20%,33.43,0.50%,0.00%,98.50%,2.93%,1.69%,3.90%,-1.92%,6.00%,17.32%,17.10%,46.69%,43.42%,0.97,2.78%,-1.76%,7.02%,18.92%,-6.02%,22.83%,-6.02%,56.16%,51.26,2.10,81.75,-2.98%,132235,87.93
"HUBS","HubSpot, Inc.","Technology","Software - Application",38791.53,,,-6.50%,37.20%,47.04,5.00%,-4.92%,92.50%,-0.08%,4.52%,-5.00%,-4.38%,0.82%,14.36%,59.30%,111.33%,102.67%,1.67,4.02%,-1.24%,5.21%,33.05%,-7.22%,29.17%,-7.22%,131.03%,50.97,1.90,803.47,0.09%,511823,846.91
"HUDI","Huadi International Group Co., Ltd.","Basic Materials","Steel",255.96,75.68,,,,11.04,76.19%,0.00%,0.20%,-27.53%,21.79%,,2.37%,-18.76%,381.44%,281.37%,,172.79%,,23.48%,-10.21%,48.62%,180.25%,-45.52%,559.32%,-45.52%,587.28%,52.81,,19.45,2.37%,48844,
"HUGE","FSD Pharma Inc.","Healthcare","Drug Manufacturers - Specialty & Generic",67.22,,,,,36.30,13.60%,0.00%,3.02%,,2.33%,,-10.14%,-3.62%,-27.72%,-24.86%,-10.14%,-14.74%,1.07,5.18%,-9.71%,-10.56%,-23.45%,-21.76%,0.00%,-70.05%,0.00%,36.73,,1.33,-2.21%,224381,
"HUGS","USHG Acquisition Corp.","Financial","Shell Companies",,,,,,,,,36.24%,,0.01%,,0.10%,6.56%,7.45%,6.35%,,4.39%,,1.43%,2.24%,4.84%,5.99%,-5.03%,7.56%,-5.03%,8.23%,67.39,,10.39,-0.10%,190117,
"HUIZ","Huize Holding Limited","Financial","Insurance Brokers",99.85,,,,,51.92,2.70%,0.00%,13.80%,-9.80%,1.75%,-3.90%,-13.30%,-20.49%,-37.07%,-74.13%,-78.72%,-76.71%,,7.23%,-13.31%,-21.55%,-68.54%,-34.80%,1.87%,-88.23%,1.87%,32.57,1.50,1.63,-5.23%,57178,6.24
"HUM","Humana Inc.","Healthcare","Healthcare Plans",56483.55,20.69,0.65%,24.60%,7.30%,128.52,0.10%,-29.37%,95.00%,0.33%,1.29%,3.40%,-3.92%,-6.57%,5.60%,-2.10%,6.84%,4.44%,0.90,2.26%,-4.42%,-0.41%,0.47%,-8.78%,12.21%,-9.88%,15.74%,40.22,2.10,428.49,-1.77%,650965,504.70
"HUMA","Humacyte, Inc.","Healthcare","Biotechnology",1186.72,,,,,43.95,39.70%,0.01%,7.80%,97.60%,,,-4.44%,20.79%,-10.00%,10.46%,,7.96%,,9.66%,4.21%,0.55%,1.03%,-25.73%,27.53%,-37.08%,27.53%,53.22,2.00,10.98,4.37%,207755,17.83
"HUN","Huntsman Corporation","Basic Materials","Chemicals",7275.49,9.09,2.30%,-6.20%,-5.90%,219.40,0.30%,-5.99%,86.70%,1.53%,1.91%,12.10%,-1.33%,3.36%,23.56%,14.76%,27.03%,29.55%,1.27,2.10%,-2.01%,3.41%,14.15%,-5.51%,30.18%,-5.51%,35.17%,48.91,2.00,32.57,-1.30%,1158770,40.00
"HURC","Hurco Companies, Inc.","Industrials","Specialty Industrial Machinery",208.96,202.28,1.76%,-18.90%,-4.90%,6.60,2.30%,0.00%,77.20%,0.06%,0.49%,0.70%,-0.60%,-2.20%,-4.11%,-7.66%,3.75%,5.86%,0.49,3.29%,-3.79%,-2.96%,-5.90%,-9.27%,5.86%,-18.21%,11.04%,40.00,,31.76,-0.76%,2196,
"HURN","Huron Consulting Group Inc.","Industrials","Consulting Services",1043.91,40.12,,-19.10%,2.50%,21.24,1.00%,-13.62%,97.50%,-1.17%,2.37%,3.50%,-4.17%,-3.65%,-4.46%,-13.03%,4.25%,-19.29%,0.85,3.92%,-8.15%,-6.97%,-7.66%,-13.44%,3.32%,-23.25%,10.86%,34.84,1.40,47.58,-6.38%,56529,70.00
"HUSA","Houston American Energy Corp.","Energy","Oil & Gas E&P",17.00,,,7.70%,5.20%,9.93,8.60%,1.73%,5.40%,32.29%,3.68%,,1.18%,-6.56%,-1.72%,3.01%,3.01%,-2.29%,0.07,5.48%,-6.25%,-14.41%,-10.67%,-38.71%,4.27%,-51.83%,22.14%,38.86,,1.71,-2.29%,128643,
"HUSN","Hudson Capital Inc.","Financial","Capital Markets",16.06,,,-25.90%,,6.41,39.15%,0.00%,10.10%,,1.56%,,-1.32%,-1.32%,-10.71%,-23.47%,4.65%,-37.85%,2.14,4.08%,-0.95%,-3.84%,-24.06%,-18.60%,11.39%,-54.55%,11.39%,47.47,,2.25,0.90%,25204,
"HUSV","First Trust Horizon Managed Volatility Domestic ETF","Financial","Exchange Traded Fund",,,1.39%,,,,,,,,,,-0.42%,1.11%,0.86%,6.11%,18.39%,16.79%,,0.43%,-0.31%,1.62%,5.79%,-1.46%,6.10%,-1.46%,22.82%,50.69,,33.74,-1.04%,4873,
"HUT","Hut 8 Mining Corp.","Financial","Capital Markets",2413.86,22.41,,16.10%,,146.49,15.23%,0.00%,12.90%,,2.16%,34.00%,-2.64%,1.33%,57.49%,199.51%,862.80%,343.27%,2.58,9.52%,-12.90%,4.47%,62.81%,-26.43%,61.03%,-26.43%,1112.94%,44.97,,12.19,-2.64%,4730627,
"HUYA","HUYA Inc.","Communication Services","Entertainment",1895.60,10.64,,,,238.35,2.37%,0.00%,81.00%,-6.52%,11.42%,5.30%,-7.77%,-9.56%,-23.34%,-48.04%,-63.01%,-60.11%,0.79,5.94%,-10.19%,-10.14%,-47.56%,-22.29%,5.72%,-78.12%,5.72%,37.61,2.30,7.95,-1.85%,1891624,11.29
"HVT","Haverty Furniture Companies, Inc.","Consumer Cyclical","Home Improvement Retail",600.55,6.67,3.20%,22.80%,-1.50%,19.85,0.10%,-14.63%,93.40%,-2.10%,19.06%,11.90%,-2.22%,4.49%,-10.12%,-27.76%,18.48%,19.93%,1.43,4.41%,0.12%,-1.53%,-13.51%,-11.27%,22.59%,-37.20%,35.26%,47.56,2.00,31.23,-3.04%,161889,64.00
"HWBK","Hawthorn Bancshares, Inc.","Financial","Banks - Regional",164.22,7.40,2.48%,11.10%,6.60%,6.62,6.33%,3.08%,32.10%,1.21%,0.25%,90.20%,-4.51%,1.43%,5.88%,4.00%,12.48%,14.69%,0.53,1.90%,-2.46%,1.45%,8.12%,-7.33%,10.98%,-7.33%,38.99%,43.55,,24.15,-2.03%,2857,
"HWC","Hancock Whitney Corporation","Financial","Banks - Regional",4329.60,10.12,2.20%,-18.40%,9.30%,86.83,0.60%,-3.35%,78.90%,-0.27%,2.07%,99.10%,-4.95%,1.05%,5.44%,-0.63%,62.11%,44.62%,1.61,2.40%,-5.11%,-0.32%,7.77%,-8.23%,18.10%,-8.23%,75.71%,41.53,1.90,49.20,-6.50%,370533,57.33
"HWKN","Hawkins, Inc.","Basic Materials","Specialty Chemicals",727.28,14.98,1.54%,35.00%,7.60%,20.99,3.10%,0.00%,62.40%,-0.97%,1.01%,9.70%,-5.83%,-9.39%,-12.53%,-0.71%,30.45%,29.15%,0.84,3.01%,-7.66%,-7.30%,-1.74%,-13.07%,4.13%,-14.98%,37.62%,33.55,2.00,33.78,-5.64%,37691,44.00
"HWM","Howmet Aerospace Inc.","Industrials","Specialty Industrial Machinery",12746.60,44.23,0.28%,23.60%,-15.80%,429.00,0.50%,-0.29%,91.30%,-1.05%,2.36%,13.80%,-8.21%,-2.14%,-12.32%,-18.97%,17.11%,0.74%,1.84,2.99%,-8.30%,-8.21%,-10.27%,-15.04%,-1.84%,-20.21%,25.49%,35.00,2.10,28.75,-6.44%,2363784,38.70
"HX","Xiaobai Maimai Inc.","Financial","Credit Services",51.80,,,-36.70%,-31.80%,16.26,,,2.30%,3.62%,4.35%,,-5.41%,-35.99%,57.98%,107.69%,25.85%,20.24%,1.39,11.83%,-21.13%,-25.26%,30.75%,-86.74%,83.33%,-86.74%,141.46%,43.00,,2.97,0.34%,153559,
"HXL","Hexcel Corporation","Industrials","Aerospace & Defense",4722.39,,,-31.20%,-4.20%,84.10,0.40%,-13.75%,,2.32%,9.07%,0.70%,-15.10%,-4.38%,-9.13%,-10.46%,2.48%,9.80%,1.39,3.20%,-11.65%,-11.32%,-8.12%,-17.02%,-2.60%,-18.08%,24.07%,30.82,2.90,53.24,-9.72%,882517,59.32
"HY","Hyster-Yale Materials Handling, Inc.","Industrials","Farm & Heavy Construction Machinery",692.61,,3.14%,-13.50%,1.80%,16.82,0.70%,-2.07%,61.10%,-0.93%,3.74%,-1.10%,-0.51%,-14.27%,-29.52%,-45.65%,-30.57%,-31.02%,1.07,4.15%,-6.92%,-14.07%,-40.14%,-26.35%,1.94%,-59.79%,1.94%,33.75,3.00,41.08,-2.33%,52203,67.50
"HYB","The New America High Income Fund Inc.","Financial","Closed-End Fund - Debt",223.17,22.21,6.28%,,,23.37,0.27%,0.00%,26.58%,,,,-2.05%,-7.01%,0.63%,4.03%,13.02%,10.02%,,1.48%,-3.81%,-2.88%,2.03%,-8.52%,1.60%,-8.52%,14.09%,31.58,,9.55,-0.83%,34042,
"HYD","VanEck Vectors High Yield Muni ETF","Financial","Exchange Traded Fund",,,3.68%,,,,,,,,,,0.27%,0.73%,-1.67%,-1.11%,2.70%,1.46%,,0.21%,0.40%,0.28%,-0.45%,-1.12%,1.26%,-2.41%,3.04%,60.70,,62.44,0.27%,298936,
"HYDB","iShares Edge High Yield Defensive Bond ETF","Financial","Exchange Traded Fund",,,5.47%,,,,,,,,,,-1.20%,-1.57%,-2.13%,-1.38%,0.22%,-0.84%,,0.31%,-1.38%,-1.54%,-1.52%,-2.57%,-0.41%,-2.57%,0.66%,22.70,,50.81,-0.67%,8404,
"HYDW","Xtrackers Low Beta High Yield Bond ETF","Financial","Exchange Traded Fund",,,4.11%,,,,,,,,,,-1.07%,-1.35%,-2.27%,-1.32%,-1.21%,-1.96%,,0.13%,-1.21%,-1.45%,-1.49%,-2.48%,-0.33%,-2.48%,0.30%,22.00,,49.86,-0.54%,1432,
"HYEM","VanEck Vectors Emerging Markets High Yield Bond ETF","Financial","Exchange Traded Fund",,,5.31%,,,,,,,,,,-1.81%,-3.27%,-6.17%,-6.95%,-5.33%,-7.03%,,0.57%,-1.76%,-2.86%,-5.47%,-6.01%,-0.58%,-7.61%,-0.58%,29.84,,22.22,-0.94%,307806,
"HYFM","Hydrofarm Holdings Group, Inc.","Industrials","Farm & Heavy Construction Machinery",1587.36,141.06,,,,43.76,5.00%,-0.07%,59.00%,24.23%,9.57%,-0.30%,-6.93%,12.27%,-26.89%,-42.25%,,-31.59%,,7.18%,-5.97%,-5.68%,-31.82%,-24.71%,14.92%,-62.33%,14.92%,42.24,1.70,35.97,-1.34%,293578,53.80
"HYG","iShares iBoxx $ High Yield Corporate Bond ETF","Financial","Exchange Traded Fund",,,4.55%,,,,,,,,,,-1.34%,-1.69%,-2.83%,-1.96%,-0.93%,-2.10%,,0.30%,-1.55%,-1.89%,-2.07%,-3.05%,-0.34%,-3.05%,-0.21%,23.64,,85.47,-0.72%,36123387,
"HYGH","iShares Interest Rate Hedged High Yield Bond ETF","Financial","Exchange Traded Fund",,,3.82%,,,,,,,,,,-1.25%,-1.49%,-1.52%,-1.11%,1.18%,0.16%,,0.24%,-1.39%,-1.43%,-1.16%,-2.02%,-0.62%,-2.26%,1.39%,27.70,,86.49,-1.09%,7990,
"HYGV","FlexShares High Yield Value-Scored Bond Index Fund","Financial","Exchange Traded Fund",,,6.12%,,,,,,,,,,-1.38%,-1.76%,-2.58%,-1.74%,0.70%,-0.88%,,0.31%,-1.57%,-1.88%,-1.92%,-3.07%,-0.16%,-3.07%,0.97%,23.49,,48.69,-0.65%,56930,
"HYHG","ProShares High Yield-Interest Rate Hedged","Financial","Exchange Traded Fund",,,4.94%,,,,,,,,,,-2.13%,-2.16%,-1.94%,-1.83%,-0.20%,-0.87%,,0.56%,-2.00%,-2.04%,-1.86%,-2.83%,-1.08%,-4.59%,0.10%,26.14,,61.56,-1.56%,52459,
"HYI","Western Asset High Yield Defined Opportunity Fund Inc.","Financial","Asset Management",347.70,,7.36%,,,22.65,,,38.77%,,,,-2.60%,-3.70%,-1.48%,-0.84%,0.33%,-0.45%,,1.23%,-3.49%,-3.23%,-1.52%,-7.75%,0.99%,-7.75%,2.74%,32.31,,15.35,-0.65%,14972,
"HYLB","Xtrackers USD High Yield Corporate Bond ETF","Financial","Exchange Traded Fund",,,4.91%,,,,,,,,,,-1.24%,-1.71%,-2.86%,-2.18%,-0.78%,-2.38%,,0.29%,-1.53%,-1.89%,-2.20%,-3.07%,-0.34%,-3.07%,-0.34%,22.76,,39.12,-0.71%,3292183,
"HYLD","High Yield ETF","Financial","Exchange Traded Fund",,,7.41%,,,,,,,,,,-1.38%,-1.60%,-2.26%,-2.87%,-0.43%,-1.38%,,0.49%,-1.51%,-1.81%,-2.61%,-3.14%,-0.35%,-4.09%,0.48%,22.12,,31.46,-0.54%,26205,
"HYLN","Hyliion Holdings Corp.","Consumer Cyclical","Auto Parts",1189.62,2.59,,,,172.99,23.60%,-3.96%,27.80%,-3.58%,22.13%,,-5.77%,-8.86%,-25.50%,-36.35%,-72.34%,-59.41%,,5.64%,-14.24%,-15.31%,-34.70%,-30.36%,1.67%,-73.40%,1.67%,34.50,3.00,6.69,-1.33%,1983558,7.30
"HYLS","First Trust Tactical High Yield ETF","Financial","Exchange Traded Fund",,,5.48%,,,,,,,,,,-1.49%,-1.63%,-2.61%,-3.07%,-2.85%,-3.45%,,0.33%,-1.58%,-1.99%,-2.85%,-3.11%,-0.21%,-4.56%,-0.21%,19.64,,47.04,-0.49%,143399,
"HYLV","IQ S&P High Yield Low Volatility Bond ETF","Financial","Exchange Traded Fund",,,3.75%,,,,,,,,,,-1.37%,-1.66%,-2.98%,-1.72%,-2.87%,-3.44%,,0.24%,-1.58%,-1.89%,-2.09%,-3.23%,-0.49%,-3.80%,0.12%,19.30,,24.56,-0.57%,2361,
"HYMB","SPDR Nuveen Bloomberg Barclays High Yield Municipal Bond ETF","Financial","Exchange Traded Fund",,,3.37%,,,,,,,,,,0.12%,0.82%,-1.32%,-0.73%,3.38%,1.61%,,0.16%,0.32%,0.25%,-0.18%,-1.04%,1.13%,-2.03%,3.68%,61.28,,59.94,0.08%,168395,
"HYMC","Hycroft Mining Holding Corporation","Basic Materials","Gold",40.16,,,,,60.11,1.30%,-87.22%,89.40%,-3.19%,2.91%,-51.00%,-12.56%,-61.25%,-65.20%,-83.03%,-91.25%,-91.31%,-0.01,10.15%,-44.33%,-53.94%,-78.51%,-65.20%,0.29%,-92.29%,0.29%,20.96,1.50,0.68,-7.84%,298019,13.00
"HYMCL","Hycroft Mining Holding Corporation","Basic Materials","Gold",,,,,,,,,,,,,-3.62%,-69.82%,-74.58%,-85.70%,,-94.14%,,34.51%,-52.38%,-64.16%,-85.33%,-78.42%,41.94%,-94.28%,41.94%,34.55,,0.11,-3.70%,21103,
"HYRE","HyreCar Inc.","Industrials","Rental & Leasing Services",111.78,,,,286.40%,21.22,5.50%,-36.48%,68.00%,-7.44%,8.35%,-84.70%,-9.85%,-23.04%,-54.50%,-67.64%,-17.03%,-25.63%,2.65,10.05%,-20.64%,-29.12%,-57.00%,-47.99%,-2.57%,-78.07%,-2.57%,29.00,2.20,5.31,-5.85%,222814,16.30
"HYS","PIMCO 0-5 Year High Yield Corporate Bond Index ETF","Financial","Exchange Traded Fund",,,4.36%,,,,,,,,,,-1.05%,-1.46%,-1.80%,-1.65%,0.74%,-0.56%,,0.22%,-1.18%,-1.38%,-1.43%,-2.08%,-0.38%,-2.48%,0.90%,21.61,,97.67,-0.57%,157576,
"HYT","BlackRock Corporate High Yield Fund, Inc.","Financial","Closed-End Fund - Debt",1473.82,12.39,7.69%,,,121.90,0.02%,0.00%,26.26%,,,,-1.47%,-0.49%,-3.51%,0.17%,4.68%,5.77%,,0.73%,-1.39%,-1.11%,-0.08%,-3.51%,0.58%,-4.73%,9.91%,37.69,,12.09,-0.25%,335317,
"HYW","Hywin Holdings Ltd.","Financial","Asset Management",163.38,4.64,,,,16.76,,,0.80%,-3.04%,0.04%,,-1.68%,-8.29%,-13.06%,-18.61%,,-40.81%,,3.97%,-2.46%,-4.69%,-15.99%,-11.08%,10.98%,-47.91%,10.98%,38.85,2.00,5.86,-0.85%,12404,14.00
"HYXU","iShares International High Yield Bond ETF","Financial","Exchange Traded Fund",,,1.49%,,,,,,,,,,-2.07%,-4.07%,-5.67%,-8.06%,-4.85%,-6.26%,,0.32%,-2.69%,-3.57%,-5.54%,-6.02%,-0.04%,-8.56%,-0.04%,24.85,,53.01,-0.16%,64183,
"HYZD","WisdomTree Interest Rate Hedged High Yield Bond Fund","Financial","Exchange Traded Fund",,,4.50%,,,,,,,,,,-1.80%,-1.80%,-1.89%,-1.31%,1.02%,-0.18%,,0.59%,-1.92%,-2.00%,-1.71%,-5.35%,-1.04%,-5.35%,2.35%,18.24,,21.78,-1.04%,35884,
"HYZN","Hyzon Motors Inc.","Consumer Cyclical","Auto Manufacturers",1837.46,,,,,234.46,0.80%,10.03%,12.20%,299.85%,7.73%,,7.17%,56.09%,-11.32%,-19.30%,,-23.87%,,10.39%,19.28%,17.37%,-13.34%,-24.58%,58.55%,-59.55%,58.55%,60.96,1.70,8.07,-0.74%,1846988,14.83
"HZN","Horizon Global Corporation","Consumer Cyclical","Auto Parts",181.64,,,-38.30%,2.80%,27.29,4.20%,6.10%,53.60%,1.31%,0.35%,1.20%,-3.98%,-8.40%,-12.09%,-30.81%,-10.94%,-21.30%,1.70,4.01%,-6.79%,-7.20%,-19.94%,-22.12%,1.05%,-42.61%,1.05%,36.56,4.00,6.76,-0.88%,18195,
"HZNP","Horizon Therapeutics Public Limited Company","Healthcare","Drug Manufacturers - General",23702.69,45.16,,48.20%,23.80%,226.10,0.40%,-36.04%,90.90%,-1.00%,2.67%,18.60%,-2.51%,-8.93%,-3.45%,14.01%,51.67%,42.86%,0.99,3.16%,-5.36%,-6.22%,5.44%,-13.30%,1.32%,-13.30%,57.36%,31.23,1.70,104.50,-0.35%,783882,143.84
"HZO","MarineMax, Inc.","Consumer Cyclical","Specialty Retail",1210.65,8.10,,11.90%,15.00%,22.13,2.00%,-4.33%,,-1.38%,12.63%,8.10%,-2.25%,10.10%,9.81%,6.61%,62.99%,56.52%,1.71,3.08%,-1.00%,6.33%,7.02%,-5.71%,18.93%,-22.65%,82.46%,51.91,2.40,54.83,-4.36%,113921,62.00
