no,ticker,company,sector,industry,country,market_cap,pe,forward_pe,peg,ps,pb,pcash,pfree_cash_flow,dividend_yield,payout_ratio,eps_ttm,eps_growth_this_year,eps_growth_next_year,eps_growth_past_5_years,eps_growth_next_5_years,sales_growth_past_5_years,eps_growth_quarter_over_quarter,sales_growth_quarter_over_quarter,shares_outstanding,shares_float,insider_ownership,insider_transactions,institutional_ownership,institutional_transactions,float_short,short_ratio,return_on_assets,return_on_equity,return_on_investment,current_ratio,quick_ratio,lt_debtequity,total_debtequity,gross_margin,operating_margin,profit_margin,performance_week,performance_month,performance_quarter,performance_half_year,performance_year,performance_ytd,beta,average_true_range,volatility_week,volatility_month,20day_simple_moving_average,50day_simple_moving_average,200day_simple_moving_average,50day_high,50day_low,52week_high,52week_low,relative_strength_index_14,change_from_open,gap,ar,average_volume,relative_volume,price,change,volume,earnings_date,target_price,ipo_date,afterhours_close,afterhours_change,analyst_recom,rs_rating,returns_multiple,current_price,ma_20_day,ma_50_day,ma_200_day,low_52_week,high_52_week,sentiment_score,est_gl,my_score,in_sp1500
5894,PFBC,Preferred Bank,Financial,Banks - Regional,USA,1148.84,12.16,10.13,1.22,5.44,2.06,1.05,12.2,2.21%,25.20%,6.41,-9.80%,8.08%,16.90%,10.00%,17.70%,53.20%,1.50%,14.88,14.68,1.70%,0.00%,77.40%,-1.38%,3.12%,5.09,1.50%,14.70%,20.10%,,,0.26,0.26,,84.80%,38.20%,-4.25%,-1.76%,9.64%,30.42%,49.97%,8.57%,1.3,2.17,2.32%,2.93%,-1.30%,5.27%,15.67%,-4.92%,25.67%,-4.92%,51.02%,50.97,-0.06%,-0.35%,2.2,90.13,0.87,77.94,-0.41%,78446.0,1/19/2022 4:30:00 PM,89.5,8/19/1999,77.94,0.00%,63.0,93,1.31,77.83,78.68,74.43,67.5,51.76,81.97,12.0,14.99,56.0,True
6189,PSX,Phillips 66,Energy,Oil & Gas Refining & Marketing,USA,39220.42,,11.83,,0.41,2.26,13.54,,3.95%,,-1.16,-232.00%,3.02%,-26.00%,13.00%,-8.30%,149.80%,89.90%,440.19,436.94,0.30%,-10.68%,70.30%,-0.54%,2.64%,3.28,-3.10%,-9.30%,-12.70%,1.2,0.8,0.74,0.82,7.70%,-3.90%,-1.80%,4.91%,8.00%,19.69%,26.13%,20.68%,28.62%,1.51,2.95,2.90%,3.68%,7.23%,17.58%,18.83%,2.19%,37.20%,-1.21%,47.49%,71.74,3.56%,0.60%,1.9,3507.93,1.37,93.2,4.18%,4819742.0,1/28/2022 8:30:00 AM,99.71,4/12/2012,93.48,0.30%,72.0,74,1.01,90.17,87.32,80.13,78.53,63.19,94.34,20.0,10.58,55.333333333333336,True
6196,PTEN,"Patterson-UTI Energy, Inc.",Energy,Oil & Gas Drilling,USA,2452.32,,,,2.21,1.4,12.82,299.06,0.63%,,-2.12,-103.90%,58.20%,-16.40%,,-9.90%,26.60%,72.80%,215.11,211.14,0.40%,-0.96%,83.40%,0.31%,4.67%,3.53,-13.60%,-23.00%,,1.6,1.5,0.52,0.52,21.50%,-41.90%,-38.50%,17.42%,27.66%,41.40%,68.30%,103.84%,50.77%,2.82,0.66,7.41%,6.58%,23.64%,36.93%,44.97%,9.45%,90.01%,9.45%,113.76%,76.86,10.88%,0.79%,2.1,2795.63,2.47,12.74,11.75%,6897766.0,2/10/2022 8:30:00 AM,12.13,11/2/1993,12.85,0.86%,66.0,98,1.76,12.56,10.56,9.53,8.85,5.99,13.04,14.0,-3.46,59.333333333333336,True
6226,PUMP,ProPetro Holding Corp.,Energy,Oil & Gas Equipment & Services,USA,1215.59,,26.53,,1.55,1.54,14.37,42.5,,,-0.77,-167.60%,228.60%,-13.20%,-10.90%,6.70%,83.00%,87.10%,103.26,74.72,0.10%,-70.41%,75.00%,-0.81%,3.30%,2.91,-7.30%,-9.20%,-11.90%,1.3,1.2,0.0,0.0,24.60%,-13.10%,-10.00%,11.65%,26.64%,34.51%,74.31%,33.23%,54.94%,2.8,0.59,5.30%,6.09%,17.18%,32.53%,36.88%,6.54%,71.68%,-10.29%,96.40%,74.82,6.00%,0.68%,2.2,845.15,1.43,12.55,6.72%,1208697.0,2/22/2022 4:30:00 PM,12.36,3/17/2017,12.6,0.40%,63.0,82,1.1,12.24,10.92,9.64,9.19,6.39,13.99,0.0,0.98,48.333333333333336,True
6248,PXD,Pioneer Natural Resources Company,Energy,Oil & Gas E&P,USA,54226.79,45.37,10.88,,3.79,2.43,74.8,15.67,1.00%,59.00%,5.09,-126.30%,64.94%,7.50%,,19.50%,889.30%,167.20%,244.0,242.59,0.40%,0.16%,86.50%,-0.01%,2.46%,2.79,4.30%,7.00%,1.50%,0.6,0.6,0.29,0.3,49.30%,28.50%,9.30%,1.33%,12.67%,28.30%,54.87%,77.47%,26.94%,1.66,7.24,3.01%,3.56%,6.17%,16.83%,35.69%,-0.84%,38.28%,-0.84%,84.68%,70.89,3.01%,0.91%,1.9,2135.39,1.39,230.88,3.94%,2969333.0,2/16/2022 4:30:00 PM,238.85,12/22/1987,231.0,0.05%,72.0,96,1.45,221.35,218.93,199.65,172.86,131.76,232.84,29.0,7.91,65.66666666666667,True
6465,RF,Regions Financial Corporation,Financial,Banks - Regional,USA,23755.85,9.97,10.94,0.4,5.82,1.4,0.86,16.61,2.74%,24.30%,2.49,-31.50%,9.67%,6.30%,25.10%,3.40%,24.60%,-5.00%,955.0,949.44,0.47%,-0.54%,77.20%,0.55%,2.20%,2.29,1.60%,14.80%,12.30%,,,0.14,0.14,,,60.10%,2.39%,0.20%,2.94%,21.12%,26.94%,13.90%,1.36,0.82,2.20%,3.57%,4.21%,7.77%,13.59%,-2.74%,22.62%,-2.74%,37.79%,60.14,0.53%,-0.88%,2.3,9112.92,1.27,24.83,-0.36%,11539869.0,1/20/2022 8:30:00 AM,26.61,3/17/1980,24.83,0.00%,59.0,81,1.09,24.67,23.78,23.13,21.89,18.02,25.53,21.0,7.89,53.666666666666664,True
6509,RJF,"Raymond James Financial, Inc.",Financial,Capital Markets,USA,23588.02,15.35,12.33,1.8,2.25,2.67,2.87,11.1,1.22%,13.90%,7.25,71.00%,20.07%,22.20%,8.54%,12.40%,40.70%,24.70%,206.3,185.58,0.40%,-5.46%,76.50%,-0.29%,1.61%,2.53,2.50%,19.00%,3.20%,,,0.34,4.33,96.20%,18.60%,14.70%,0.29%,1.56%,10.45%,20.14%,46.25%,10.84%,1.11,3.46,2.70%,3.34%,4.92%,8.23%,17.78%,-5.19%,19.63%,-5.19%,50.79%,59.02,-1.64%,-0.42%,1.9,1179.5,0.83,111.28,-2.06%,980974.0,1/26/2022 4:30:00 PM,133.88,7/1/1983,111.28,0.00%,72.0,91,1.25,109.92,106.28,103.38,94.71,75.91,117.37,16.0,21.8,59.666666666666664,True
6567,ROCC,Ranger Oil Corporation,Energy,Oil & Gas E&P,USA,1304.18,,3.64,,3.1,2.79,36.95,21.77,,,-8.5,-538.50%,105.09%,1.30%,10.00%,0.70%,106.90%,103.30%,21.09,20.82,0.60%,0.00%,66.20%,7.44%,7.24%,3.57,-12.20%,-74.40%,-50.80%,0.7,0.7,4.27,4.31,80.40%,15.40%,-30.50%,-4.91%,1.06%,-1.44%,83.37%,146.99%,17.16%,3.13,2.2,6.59%,7.35%,1.31%,7.50%,28.62%,-9.86%,31.53%,-10.68%,167.29%,53.44,3.72%,1.74%,2.0,422.38,0.63,31.54,5.52%,267246.0,,48.6,11/15/2016,31.41,-0.41%,69.0,99,1.98,30.62,31.13,29.55,24.69,11.81,35.31,19.0,58.72,62.333333333333336,True
6757,SCHW,The Charles Schwab Corporation,Financial,Capital Markets,USA,175542.25,31.54,18.45,1.45,9.24,3.54,5.11,29.94,0.81%,30.30%,2.83,-20.60%,26.54%,15.60%,21.70%,13.20%,55.90%,85.00%,1888.0,1600.54,7.19%,-2.06%,87.80%,0.22%,1.08%,2.46,0.70%,8.90%,0.60%,,,0.41,8.8,97.50%,31.80%,22.00%,-3.04%,-6.02%,9.47%,20.40%,53.14%,5.96%,1.0,3.01,2.77%,3.41%,-2.26%,2.25%,15.07%,-7.41%,16.54%,-7.41%,60.82%,47.15,-3.38%,-0.67%,2.0,7032.96,1.78,89.11,-4.03%,12519836.0,1/18/2022 8:30:00 AM,104.69,9/22/1987,88.96,-0.17%,69.0,92,1.28,87.81,90.57,87.56,77.61,58.64,96.24,21.0,19.22,60.666666666666664,True
6829,SF,Stifel Financial Corp.,Financial,Capital Markets,USA,8344.39,11.78,9.47,0.83,1.74,2.05,4.06,36.19,0.77%,8.70%,6.66,13.70%,14.72%,39.60%,14.18%,9.90%,58.60%,28.70%,107.38,100.92,3.20%,-0.58%,86.90%,-0.84%,0.95%,1.76,2.20%,16.60%,9.90%,,,0.3,0.35,99.10%,18.50%,13.50%,0.86%,5.28%,2.28%,13.84%,34.13%,11.35%,1.34,2.87,3.82%,3.82%,6.11%,8.58%,12.31%,-5.85%,21.79%,-5.85%,39.37%,58.9,-1.96%,-0.21%,2.0,545.77,1.7,78.41,-2.17%,926961.0,1/26/2022 8:30:00 AM,97.0,7/19/1983,78.41,0.00%,69.0,87,1.17,77.27,74.27,72.49,69.9,56.81,83.28,9.0,25.53,55.0,True
6999,SM,SM Energy Company,Energy,Oil & Gas E&P,USA,4263.61,,7.46,,2.04,2.76,143.07,4.34,0.05%,,-4.83,-304.60%,258.11%,-0.30%,10.00%,-5.70%,180.40%,170.50%,121.46,119.07,1.10%,-6.15%,88.90%,5.69%,4.58%,2.15,-11.00%,-31.80%,-14.10%,0.3,0.3,1.27,1.27,78.10%,-20.30%,-26.50%,2.34%,6.95%,6.46%,107.93%,193.46%,26.32%,5.59,2.45,5.96%,7.64%,8.84%,16.26%,44.93%,-2.59%,47.60%,-2.64%,240.56%,60.71,4.93%,1.11%,2.4,2535.19,1.12,37.24,6.10%,2841051.0,2/24/2022 4:30:00 PM,45.04,12/16/1992,37.28,0.11%,56.0,99,2.26,35.25,34.27,32.37,25.89,10.94,38.25,28.0,27.77,61.0,True
7073,SNV,Synovus Financial Corp.,Financial,Banks - Regional,USA,7696.14,10.75,10.82,1.34,4.66,1.63,2.86,6.88,2.51%,33.60%,4.9,-34.20%,12.40%,7.10%,8.00%,13.80%,114.70%,-5.30%,146.31,144.22,0.70%,-16.76%,79.60%,0.23%,1.76%,2.66,1.10%,12.50%,17.50%,,,0.26,0.26,,91.20%,35.20%,3.13%,0.27%,6.19%,20.36%,27.44%,10.03%,1.48,1.6,2.45%,3.41%,3.50%,7.13%,13.86%,-2.55%,21.78%,-2.55%,37.09%,61.19,0.63%,-1.04%,1.9,952.6,1.39,52.67,-0.42%,1319739.0,1/20/2022 8:30:00 AM,60.53,11/1/1982,52.72,0.09%,72.0,83,1.11,52.43,50.81,49.45,46.31,38.42,54.05,21.0,15.45,58.666666666666664,True
7295,STT,State Street Corporation,Financial,Asset Management,USA,37107.43,13.8,9.51,0.97,18.87,1.36,0.25,,2.30%,32.60%,7.19,17.60%,23.17%,7.20%,14.29%,0.80%,35.40%,-6.50%,347.72,346.19,0.20%,-7.74%,92.00%,-0.39%,0.87%,1.27,0.70%,9.40%,4.20%,,,0.51,0.0,,98.50%,,0.28%,-4.03%,0.70%,9.23%,34.93%,6.63%,1.53,3.24,2.68%,3.75%,1.97%,3.78%,9.72%,-5.44%,13.77%,-5.44%,38.95%,54.67,-1.81%,-0.38%,2.2,2371.14,0.87,99.17,-2.19%,2059338.0,1/19/2022 8:30:00 AM,116.43,3/17/1980,99.17,0.00%,63.0,87,1.17,99.11,96.81,95.9,90.53,71.37,104.87,14.0,17.48,54.666666666666664,True
7402,TBBK,"The Bancorp, Inc.",Financial,Banks - Regional,USA,1690.22,15.23,12.86,1.27,7.7,2.56,5.3,8.67,,0.00%,1.88,54.30%,18.89%,57.90%,12.00%,20.30%,21.60%,1.90%,57.2,52.7,1.90%,-23.96%,,2.19%,1.92%,2.42,1.50%,16.90%,20.00%,,,0.22,0.71,,94.60%,46.80%,-7.21%,-3.41%,-10.85%,12.83%,45.74%,12.92%,1.34,1.32,3.31%,5.00%,-4.07%,3.87%,9.14%,-12.57%,25.35%,-14.33%,46.64%,47.2,-2.79%,-0.20%,1.5,417.95,1.01,28.58,-2.99%,420951.0,1/27/2022 4:30:00 PM,37.33,2/3/2004,28.58,0.00%,84.0,92,1.28,29.44,29.54,27.54,26.25,19.55,33.36,15.0,26.8,63.666666666666664,True
7628,TRGP,Targa Resources Corp.,Energy,Oil & Gas Midstream,USA,14225.8,54.33,22.33,9.53,1.01,6.71,62.23,7.21,2.19%,28.70%,1.18,-405.10%,49.58%,-54.00%,5.70%,4.40%,267.70%,110.90%,228.8,225.42,1.10%,-3.23%,89.20%,0.80%,1.95%,3.07,2.00%,13.70%,-9.70%,0.7,0.6,2.94,3.11,22.50%,8.50%,2.30%,4.91%,12.45%,15.95%,45.79%,108.39%,22.63%,2.7,1.81,2.53%,3.22%,9.03%,16.57%,32.29%,0.72%,34.66%,0.72%,120.21%,77.08,2.10%,0.98%,1.7,1429.3,0.94,64.06,3.11%,1341157.0,11/4/2021 8:30:00 AM,68.55,12/7/2010,64.06,0.00%,78.0,98,1.8,62.82,59.35,55.43,48.71,29.09,64.29,20.0,9.12,65.33333333333333,True
7676,TSN,"Tyson Foods, Inc.",Consumer Defensive,Farm Products,USA,35478.26,9.18,12.32,1.22,0.72,1.93,12.0,18.5,1.88%,16.80%,10.67,48.00%,-5.09%,13.00%,7.50%,5.00%,138.70%,23.60%,362.0,285.54,1.20%,-5.19%,87.00%,1.27%,1.19%,1.46,10.30%,21.60%,12.60%,1.7,0.9,0.45,0.51,15.30%,10.40%,7.50%,10.99%,7.98%,17.88%,19.63%,49.47%,12.43%,0.78,2.49,2.66%,2.31%,5.77%,10.45%,21.83%,-2.71%,25.27%,-2.71%,55.00%,67.94,-0.40%,0.51%,2.2,2326.34,0.93,97.99,0.11%,2171997.0,2/7/2022 8:30:00 AM,101.18,3/17/1980,97.99,0.00%,63.0,93,1.29,94.8,92.94,89.4,80.62,64.8,100.72,13.0,6.73,56.333333333333336,True
7722,TWNK,"Hostess Brands, Inc.",Consumer Defensive,Packaged Foods,USA,2853.38,27.01,22.31,2.68,2.59,1.62,12.51,19.42,,0.00%,0.78,-7.90%,9.16%,-10.10%,10.08%,10.40%,-2.70%,10.40%,138.38,137.87,0.40%,0.00%,,-3.21%,2.23%,1.28,3.10%,6.40%,4.20%,2.2,2.0,0.66,0.67,35.90%,17.30%,9.70%,2.79%,4.74%,14.51%,29.01%,38.27%,2.79%,0.7,0.5,2.05%,2.65%,4.14%,6.64%,20.25%,-1.04%,25.24%,-1.04%,48.23%,61.68,1.60%,0.19%,1.9,2408.42,0.83,20.99,1.79%,1994762.0,3/1/2022 8:30:00 AM,22.3,11/30/2015,20.97,-0.10%,72.0,91,1.25,20.89,20.24,19.84,17.51,14.16,21.21,14.0,6.78,59.0,True
7847,UPS,"United Parcel Service, Inc.",Industrials,Integrated Freight & Logistics,USA,191801.56,14.52,15.81,1.04,1.97,15.43,18.16,42.25,1.91%,58.30%,14.7,-69.80%,5.25%,-22.00%,14.03%,7.70%,18.60%,9.20%,870.0,729.21,,,70.00%,-0.29%,0.96%,2.41,9.50%,79.30%,19.90%,1.5,1.5,1.73,1.84,76.50%,10.70%,6.20%,-5.03%,1.07%,0.09%,10.06%,30.66%,-0.40%,1.13,6.72,2.66%,2.85%,0.63%,1.53%,4.60%,-8.66%,10.77%,-8.66%,36.34%,48.77,-3.40%,0.15%,2.2,2905.73,1.31,213.49,-3.26%,3820018.0,2/1/2022 8:30:00 AM,243.58,11/10/1999,214.48,0.46%,63.0,88,1.18,214.13,212.69,210.94,204.21,156.59,233.72,21.0,13.75,57.333333333333336,True
8064,VLO,Valero Energy Corporation,Energy,Oil & Gas Refining & Marketing,USA,36750.32,,12.62,,0.39,2.14,10.51,77.53,4.26%,,-1.09,-160.10%,4.88%,-19.50%,-13.80%,-5.90%,199.10%,86.70%,408.84,407.04,0.30%,-2.18%,79.00%,0.11%,3.13%,3.24,-2.50%,-7.60%,-2.10%,1.3,0.9,0.75,0.81,1.00%,-1.30%,-1.40%,6.11%,9.04%,19.14%,38.87%,42.11%,22.49%,1.97,2.93,3.51%,3.83%,8.98%,18.21%,23.71%,1.37%,41.25%,1.37%,56.33%,72.75,1.94%,0.40%,1.9,3932.58,1.64,92.0,2.35%,6430467.0,1/27/2022 8:30:00 AM,94.95,11/1/1984,92.23,0.25%,72.0,88,1.19,89.15,85.05,78.68,74.53,58.85,93.77,25.0,6.5,61.666666666666664,True
8237,WBS,Webster Financial Corporation,Financial,Banks - Regional,USA,11148.16,13.85,10.43,0.71,11.82,1.7,4.16,22.87,2.61%,44.70%,4.42,-42.20%,16.91%,1.90%,19.40%,5.70%,38.50%,0.20%,90.04,89.79,0.90%,0.00%,50.40%,0.43%,6.79%,4.71,1.00%,10.20%,21.60%,,,0.17,0.17,,98.40%,34.10%,0.72%,-3.09%,4.61%,21.11%,22.56%,9.63%,1.34,2.04,2.36%,3.67%,0.85%,5.50%,11.84%,-5.82%,22.07%,-5.82%,34.25%,54.45,-0.31%,-0.95%,1.9,1294.0,1.32,61.22,-1.26%,1706601.0,1/20/2022 8:30:00 AM,72.0,12/12/1986,61.13,-0.15%,72.0,81,1.08,61.19,60.45,58.33,54.81,45.6,65.0,19.0,17.67,57.333333333333336,True
8269,WFC,Wells Fargo & Company,Financial,Banks - Diversified,USA,235445.87,11.77,12.05,,5.93,1.4,0.47,,1.37%,11.50%,4.96,-89.80%,23.25%,-36.90%,,-0.60%,181.20%,-8.90%,4056.3,3948.38,0.10%,0.00%,73.50%,-0.13%,0.92%,1.25,0.70%,8.60%,8.70%,,,0.97,0.97,,95.70%,36.20%,3.52%,3.39%,15.26%,15.76%,73.90%,21.53%,1.18,1.67,2.79%,3.11%,4.59%,11.42%,20.54%,-3.30%,26.08%,-3.30%,80.14%,65.01,-0.44%,-0.81%,2.2,29177.84,1.32,58.31,-1.25%,38639507.0,1/14/2022 8:30:00 AM,62.84,12/10/1962,58.25,-0.10%,63.0,96,1.48,57.89,55.86,52.73,48.5,34.0,60.3,22.0,8.55,60.333333333333336,True
8313,WMB,"The Williams Companies, Inc.",Energy,Oil & Gas Midstream,USA,36621.06,37.09,23.32,18.54,3.87,3.35,171.13,37.44,5.34%,196.50%,0.83,-75.90%,7.42%,17.30%,2.00%,1.00%,-46.90%,28.00%,1215.43,1211.98,0.20%,-1.78%,87.50%,1.95%,2.10%,2.85,2.20%,8.80%,3.20%,0.6,0.5,1.82,2.0,65.60%,22.20%,10.70%,0.43%,5.17%,6.30%,23.68%,34.46%,17.93%,1.32,0.73,2.24%,2.62%,3.47%,10.07%,14.64%,-1.00%,23.53%,-1.00%,39.02%,65.96,1.42%,0.46%,2.1,8956.68,1.12,30.71,1.89%,10069041.0,2/21/2022 4:30:00 PM,32.09,7/2/1962,30.96,0.81%,66.0,87,1.17,30.0,29.8,28.04,26.85,22.18,31.02,17.0,6.98,56.666666666666664,True
8339,WRB,W. R. Berkley Corporation,Financial,Insurance - Property & Casualty,USA,16240.48,16.41,14.48,1.82,1.72,2.5,7.85,10.12,0.58%,9.80%,5.48,-20.20%,12.37%,1.70%,9.00%,2.30%,73.20%,18.80%,185.03,134.35,5.70%,-0.24%,71.60%,0.35%,1.00%,1.73,3.10%,14.30%,6.90%,,,0.49,0.49,,14.50%,9.80%,0.23%,5.22%,12.11%,22.24%,35.19%,9.20%,0.81,2.08,2.12%,2.56%,4.37%,8.28%,16.30%,-4.07%,20.46%,-4.07%,37.97%,62.1,-1.64%,-0.51%,2.5,776.59,1.39,89.97,-2.14%,1080088.0,1/27/2022 4:30:00 PM,97.67,3/17/1980,89.88,-0.10%,53.0,87,1.17,89.47,86.58,83.64,78.32,66.51,93.79,17.0,9.17,52.333333333333336,True
8356,WTFC,Wintrust Financial Corporation,Financial,Banks - Regional,USA,5911.86,13.58,13.15,1.36,4.63,1.47,0.96,16.26,1.20%,15.50%,7.59,-22.40%,17.68%,10.10%,10.00%,12.50%,5.80%,3.60%,57.0,56.17,1.30%,-1.49%,95.40%,2.97%,1.98%,3.03,0.90%,11.30%,17.90%,,,0.3,0.3,,87.60%,34.10%,1.73%,1.99%,10.48%,38.69%,48.93%,13.44%,1.38,3.06,2.99%,3.29%,3.11%,8.54%,23.46%,-2.40%,23.61%,-2.40%,56.91%,61.27,0.26%,-0.92%,1.9,365.96,0.86,103.03,-0.66%,315838.0,1/19/2022 4:30:00 PM,116.92,9/23/1996,103.03,0.00%,72.0,93,1.3,102.15,99.94,95.5,83.7,65.66,105.56,18.0,14.46,61.0,True
8542,ZION,"Zions Bancorporation, National Association",Financial,Banks - Regional,USA,11597.32,11.0,12.68,,5.08,1.6,0.89,67.04,2.08%,20.40%,6.66,-27.30%,15.75%,20.30%,,5.20%,42.60%,-2.10%,160.22,154.95,1.00%,-3.35%,84.80%,-1.32%,2.12%,2.38,1.30%,14.70%,20.80%,,,0.14,0.14,,,47.70%,2.88%,4.29%,11.12%,32.14%,47.68%,15.93%,1.31,2.26,2.80%,3.54%,6.67%,11.05%,22.01%,-2.94%,25.85%,-2.94%,55.59%,64.14,-0.49%,-0.73%,2.5,1378.6,0.89,73.22,-1.21%,1226228.0,1/24/2022 4:30:00 PM,73.0,3/17/1980,73.22,0.00%,53.0,91,1.26,72.62,68.9,66.32,60.18,47.06,75.44,14.0,0.52,52.666666666666664,True
