Ticker,Name,Sector,Asset Class,Market Value,Weight (%),Notional Value,Shares,Price,Location,Exchange
RUTH,RUTHS HOSPITALITY GROUP INC,Consumer Discretionary,Equity,17407125.78,0.03,17407125.78,783399,22.22,United States,NASDAQ
PLCE,CHILDRENS PLACE INC,Consumer Discretionary,Equity,17397507.07,0.03,17397507.07,337619,51.53,United States,NASDAQ
ARR,ARMOUR RESIDENTIAL REIT INC,Financials,Equity,17376189.2,0.03,17376189.2,2027560,8.57,United States,New York Stock Exchange Inc.
CNDT,CONDUENT INC,Information Technology,Equity,17365540.32,0.03,17365540.32,4019801,4.32,United States,NASDAQ
TILE,INTERFACE INC,Industrials,Equity,17364199.8,0.03,17364199.8,1346062,12.9,United States,NASDAQ
HSII,HEIDRICK AND STRUGGLES INTERNATION,Industrials,Equity,17337910.68,0.03,17337910.68,462591,37.48,United States,NASDAQ
NX,QUANEX BUILDING PRODUCTS CORP,Industrials,Equity,17331174.45,0.03,17331174.45,755171,22.95,United States,New York Stock Exchange Inc.
ALHC,ALIGNMENT HEALTHCARE INC,Health Care,Equity,17307336.6,0.03,17307336.6,1855020,9.33,United States,NASDAQ
HLX,HELIX ENERGY SOLUTIONS GROUP INC,Energy,Equity,17284694.7,0.03,17284694.7,3409210,5.07,United States,New York Stock Exchange Inc.
AORT,ARTIVION INC,Health Care,Equity,17268820.93,0.03,17268820.93,880613,19.61,United States,New York Stock Exchange Inc.
FBMS,FIRST BANCSHARES INC,Financials,Equity,17247588.67,0.03,17247588.67,493211,34.97,United States,NASDAQ
JRVR,JAMES RIVER GROUP HOLDINGS LTD,Financials,Equity,17239940.72,0.03,17239940.72,817834,21.08,United States,NASDAQ
ATEC,ALPHATEC HOLDNGS INC,Health Care,Equity,17235605.48,0.03,17235605.48,1624468,10.61,United States,NASDAQ
AVXL,ANAVEX LIFE SCIENCES CORP,Health Care,Equity,17200630.9,0.03,17200630.9,1567970,10.97,United States,NASDAQ
BRSP,BRIGHTSPIRE CAPITAL INC CLASS A,Financials,Equity,17173757.16,0.03,17173757.16,1947138,8.82,United States,New York Stock Exchange Inc.
CUTR,CUTERA INC,Health Care,Equity,17072346.13,0.03,17072346.13,403697,42.29,United States,NASDAQ
APR,APRIA INC,Health Care,Equity,17057914.44,0.03,17057914.44,456338,37.38,United States,NASDAQ
AMRS,AMYRIS INC,Materials,Equity,17011860.11,0.03,17011860.11,4159379,4.09,United States,NASDAQ
CAL,CALERES INC,Consumer Discretionary,Equity,16979486.4,0.03,16979486.4,864096,19.65,United States,New York Stock Exchange Inc.
ACEL,ACCEL ENTERTAINMENT INC CLASS A,Consumer Discretionary,Equity,16906646.22,0.03,16906646.22,1293546,13.07,United States,New York Stock Exchange Inc.
SXC,SUNCOKE ENERGY INC,Materials,Equity,16890989.1,0.03,16890989.1,1941493,8.7,United States,New York Stock Exchange Inc.
ITOS,ITEOS THERAPEUTICS INC,Health Care,Equity,16854594.46,0.03,16854594.46,470011,35.86,United States,NASDAQ
CPRX,CATALYST PHARMACEUTICALS INC,Health Care,Equity,16845519.12,0.03,16845519.12,2222364,7.58,United States,NASDAQ
CIO,CITY OFFICE REIT INC,Real Estate,Equity,16829775.2,0.03,16829775.2,981328,17.15,United States,New York Stock Exchange Inc.
CSII,CARDIOVASCULAR SYSTEMS INC,Health Care,Equity,16813368,0.03,16813368,910800,18.46,United States,NASDAQ
PGC,PEAPACK GLADSTONE FINANCIAL CORP,Financials,Equity,16806988.76,0.03,16806988.76,451558,37.22,United States,NASDAQ
IIIN,INSTEEL INDUSTRIES INC,Industrials,Equity,16759115.16,0.03,16759115.16,433164,38.69,United States,New York Stock Exchange Inc.
BY,BYLINE BANCORP INC,Financials,Equity,16754004,0.03,16754004,611460,27.4,United States,New York Stock Exchange Inc.
PRDO,PERDOCEO EDUCATION CORP,Consumer Discretionary,Equity,16736600.35,0.03,16736600.35,1559795,10.73,United States,NASDAQ
IVR,INVESCO MORTGAGE CAPITAL REIT INC,Financials,Equity,16617838.26,0.03,16617838.26,7588054,2.19,United States,New York Stock Exchange Inc.
WRLD,WORLD ACCEPTANCE CORP,Financials,Equity,16557600.2,0.03,16557600.2,101146,163.7,United States,NASDAQ
MVIS,MICROVISION INC,Information Technology,Equity,16540113.4,0.03,16540113.4,3846538,4.3,United States,NASDAQ
COWN,COWEN INC CLASS A,Financials,Equity,16497263.34,0.03,16497263.34,637206,25.89,United States,NASDAQ
ACCD,ACCOLADE INC,Health Care,Equity,16470624.8,0.03,16470624.8,1156645,14.24,United States,NASDAQ
FFIC,FLUSHING FINANCIAL CORP,Financials,Equity,16468875.5,0.03,16468875.5,714175,23.06,United States,NASDAQ
VRS,VERSO CORP CLASS A,Materials,Equity,16441996.12,0.03,16441996.12,612593,26.84,United States,New York Stock Exchange Inc.
TRTX,TPG RE FINANCE TRUST INC,Financials,Equity,16419919.2,0.03,16419919.2,1405815,11.68,United States,New York Stock Exchange Inc.
GES,GUESS INC,Consumer Discretionary,Equity,16413555.69,0.03,16413555.69,944937,17.37,United States,New York Stock Exchange Inc.
DHC,DIVERSIFIED HEALTHCARE TRUST,Real Estate,Equity,16401480.55,0.03,16401480.55,5485445,2.99,United States,NASDAQ
KELYA,KELLY SERVICES INC CLASS A,Industrials,Equity,16366449.33,0.03,16366449.33,829521,19.73,United States,NASDAQ
SENS,SENSEONICS HOLDINGS INC,Health Care,Equity,16339762.8,0.03,16339762.8,9963270,1.64,United States,Nyse Mkt Llc
HNGR,HANGER INC,Health Care,Equity,16329255.48,0.03,16329255.48,855831,19.08,United States,New York Stock Exchange Inc.
PFBC,PREFERRED BANK,Financials,Equity,16324240.14,0.03,16324240.14,217251,75.14,United States,NASDAQ
TWI,TITAN INTERNATIONAL INC,Industrials,Equity,16309789.52,0.03,16309789.52,1178453,13.84,United States,New York Stock Exchange Inc.
SP,SP PLUS CORP,Industrials,Equity,16165194.6,0.03,16165194.6,534210,30.26,United States,NASDAQ
JBSS,JOHN B SANFILIPPO AND SON INC,Consumer Staples,Equity,16126450.99,0.03,16126450.99,203437,79.27,United States,NASDAQ
KIDS,ORTHOPEDIATRICS CORP,Health Care,Equity,16106275.78,0.03,16106275.78,321034,50.17,United States,NASDAQ
CCRN,CROSS COUNTRY HEALTHCARE INC,Health Care,Equity,16036153.61,0.03,16036153.61,840029,19.09,United States,NASDAQ
WETF,WISDOMTREE INVESTMENTS INC,Financials,Equity,16003832.74,0.03,16003832.74,3089543,5.18,United States,NASDAQ
GNK,GENCO SHIPPING AND TRADING LTD,Industrials,Equity,15960187.29,0.03,15960187.29,760371,20.99,United States,New York Stock Exchange Inc.
GSAT,GLOBALSTAR VOTING INC,Communication,Equity,15932559.3,0.03,15932559.3,14099610,1.13,United States,Nyse Mkt Llc
HTBK,HERITAGE COMMERCE CORP,Financials,Equity,15915183.76,0.03,15915183.76,1376746,11.56,United States,NASDAQ
VVI,VIAD CORP,Industrials,Equity,15884280.24,0.03,15884280.24,473028,33.58,United States,New York Stock Exchange Inc.
ASPN,ASPEN AEROGELS INC,Materials,Equity,15851949.9,0.03,15851949.9,509709,31.1,United States,New York Stock Exchange Inc.
MSFUT,CASH COLLATERAL MSFUT USD,Cash and/or Derivatives,Cash Collateral and Margins,15852000,0.03,15852000,15852000,100,United States,-
CTBI,COMMUNITY TRUST BANCORP INC,Financials,Equity,15844813.92,0.03,15844813.92,376272,42.11,United States,NASDAQ
HAFC,HANMI FINANCIAL CORP,Financials,Equity,15835109.14,0.03,15835109.14,640061,24.74,United States,NASDAQ
AAN,AARONS COMPANY INC,Consumer Discretionary,Equity,15833235.6,0.03,15833235.6,724965,21.84,United States,New York Stock Exchange Inc.
NTGR,NETGEAR INC,Information Technology,Equity,15821241.03,0.03,15821241.03,668409,23.67,United States,NASDAQ
KREF,KKR REAL ESTATE FINANCE INC TRUST,Financials,Equity,15769512,0.03,15769512,796440,19.8,United States,New York Stock Exchange Inc.
BRY,BERRY,Energy,Equity,15771907.8,0.03,15771907.8,1593122,9.9,United States,NASDAQ
DGII,DIGI INTERNATIONAL INC,Information Technology,Equity,15762981.24,0.03,15762981.24,788938,19.98,United States,NASDAQ
FMBH,FIRST MID BANCSHARES INC,Financials,Equity,15723718.4,0.03,15723718.4,391040,40.21,United States,NASDAQ
CLFD,CLEARFIELD INC,Information Technology,Equity,15709963.2,0.03,15709963.2,265371,59.2,United States,NASDAQ
NFBK,NORTHFIELD BANCORP INC,Financials,Equity,15594320.68,0.03,15594320.68,1024594,15.22,United States,NASDAQ
YEXT,YEXT INC,Information Technology,Equity,15564723.75,0.03,15564723.75,2633625,5.91,United States,New York Stock Exchange Inc.
SIBN,SI BONE INC,Health Care,Equity,15548020.8,0.03,15548020.8,769704,20.2,United States,NASDAQ
INO,INOVIO PHARMACEUTICALS INC,Health Care,Equity,15500564.8,0.03,15500564.8,4813840,3.22,United States,NASDAQ
HIBB,HIBBETT INC,Consumer Discretionary,Equity,15504334.56,0.03,15504334.56,342108,45.32,United States,NASDAQ
CLDT,CHATHAM LODGING TRUST REIT,Real Estate,Equity,15484982.7,0.03,15484982.7,1102134,14.05,United States,New York Stock Exchange Inc.
CPF,CENTRAL PACIFIC FINANCIAL CORP,Financials,Equity,15418328.58,0.03,15418328.58,550458,28.01,United States,New York Stock Exchange Inc.
SRNE,SORRENTO THERAPEUTICS INC,Health Care,Equity,15405528.08,0.03,15405528.08,7066756,2.18,United States,NASDAQ
MBI,MBIA INC,Financials,Equity,15409704.74,0.03,15409704.74,1132234,13.61,United States,New York Stock Exchange Inc.
FRTA,FORTERRA INC,Materials,Equity,15379394.76,0.03,15379394.76,652222,23.58,United States,NASDAQ
SGMO,SANGAMO THERAPEUTICS INC,Health Care,Equity,15310702.55,0.03,15310702.55,2738945,5.59,United States,NASDAQ
HTLD,HEARTLAND EXPRESS INC,Industrials,Equity,15266239.2,0.03,15266239.2,1082712,14.1,United States,NASDAQ
RNA,AVIDITY BIOSCIENCES INC,Health Care,Equity,15229660.81,0.03,15229660.81,868777,17.53,United States,NASDAQ
ATEX,ANTERIX INC,Communication,Equity,15199330.82,0.03,15199330.82,264889,57.38,United States,NASDAQ
GRBK,GREEN BRICK PARTNERS INC,Consumer Discretionary,Equity,15166545.2,0.03,15166545.2,703784,21.55,United States,New York Stock Exchange Inc.
MYE,MYERS INDUSTRIES INC,Materials,Equity,15053140.08,0.02,15053140.08,840488,17.91,United States,New York Stock Exchange Inc.
CCF,CHASE CORP,Materials,Equity,15039857.04,0.02,15039857.04,170404,88.26,United States,Nyse Mkt Llc
AMSWA,AMERICAN SOFTWARE INC CLASS A,Information Technology,Equity,15032189.2,0.02,15032189.2,732920,20.51,United States,NASDAQ
MSBI,MIDLAND STATES BANCORP INC,Financials,Equity,15000975.95,0.02,15000975.95,509371,29.45,United States,NASDAQ
ATRS,ANTARES PHARMA INC,Health Care,Equity,15004768.63,0.02,15004768.63,3857267,3.89,United States,NASDAQ
GSBC,GREAT SOUTHERN BANCORP INC,Financials,Equity,14959566.3,0.02,14959566.3,250579,59.7,United States,NASDAQ
LASR,NLIGHT INC,Information Technology,Equity,14944364.05,0.02,14944364.05,992981,15.05,United States,NASDAQ
ACRE,ARES COMMERCIAL REAL ESTATE REIT C,Financials,Equity,14931781.34,0.02,14931781.34,1002806,14.89,United States,New York Stock Exchange Inc.
OPRX,OPTIMIZERX CORP,Health Care,Equity,14903361.6,0.02,14903361.6,396366,37.6,United States,NASDAQ
RCKT,ROCKET PHARMACEUTICALS INC,Health Care,Equity,14700070.83,0.02,14700070.83,936907,15.69,United States,NASDAQ
CVGW,CALAVO GROWERS INC,Consumer Staples,Equity,14635468.14,0.02,14635468.14,405078,36.13,United States,NASDAQ
NAPA,DUCKHORN PORTFOLIO INC,Consumer Staples,Equity,14553130.94,0.02,14553130.94,829711,17.54,United States,New York Stock Exchange Inc.
PECO,PHILLIPS EDISON AND COMPANY INC,Real Estate,Equity,14531067.12,0.02,14531067.12,431958,33.64,United States,NASDAQ
SLP,SIMULATIONS PLUS INC,Health Care,Equity,14510772.12,0.02,14510772.12,354094,40.98,United States,NASDAQ
IDT,IDT CORP CLASS B,Communication,Equity,14493606.12,0.02,14493606.12,461874,31.38,United States,New York Stock Exchange Inc.
EGLE,EAGLE BULK SHIPPING INC,Industrials,Equity,14464612.8,0.02,14464612.8,219560,65.88,United States,NASDAQ
ETD,ETHAN ALLEN INTERIORS INC,Consumer Discretionary,Equity,14449865.08,0.02,14449865.08,558341,25.88,United States,New York Stock Exchange Inc.
AGEN,AGENUS INC,Health Care,Equity,14419944.93,0.02,14419944.93,5131653,2.81,United States,NASDAQ
GPMT,GRANITE POINT MORTGAGE TRUST INC,Financials,Equity,14400067,0.02,14400067,1309097,11,United States,New York Stock Exchange Inc.
GEO,GEO GROUP REIT INC,Industrials,Equity,14354060.63,0.02,14354060.63,2595671,5.53,United States,New York Stock Exchange Inc.
AGX,ARGAN INC,Industrials,Equity,14339496.6,0.02,14339496.6,352495,40.68,United States,New York Stock Exchange Inc.
AMRK,A MARK PRECIOUS METALS INC,Financials,Equity,14309074.56,0.02,14309074.56,204182,70.08,United States,NASDAQ
BOOM,DMC GLOBAL INC,Energy,Equity,14240282,0.02,14240282,430220,33.1,United States,NASDAQ
BJRI,BJS RESTAURANTS INC,Consumer Discretionary,Equity,14189560.14,0.02,14189560.14,532042,26.67,United States,NASDAQ
TCX,TUCOWS INC,Information Technology,Equity,14144245.12,0.02,14144245.12,220384,64.18,United States,NASDAQ
GOEV,CANOO INC CLASS A,Consumer Discretionary,Equity,14091726.13,0.02,14091726.13,2467903,5.71,United States,NASDAQ
SPNT,SIRIUSPOINT LTD,Financials,Equity,14076252.45,0.02,14076252.45,2123115,6.63,United States,New York Stock Exchange Inc.
CRAI,CRA INTERNATIONAL INC,Industrials,Equity,14053579.98,0.02,14053579.98,167046,84.13,United States,NASDAQ
VVNT,VIVINT SMART HOME INC CLASS A,Consumer Discretionary,Equity,14035819.42,0.02,14035819.42,2123422,6.61,United States,New York Stock Exchange Inc.
LLNW,LIMELIGHT NETWORKS INC,Information Technology,Equity,14031500.4,0.02,14031500.4,2887140,4.86,United States,NASDAQ
UBA,URSTADT BIDDLE PROPERTIES REIT INC,Real Estate,Equity,13992848.24,0.02,13992848.24,691688,20.23,United States,New York Stock Exchange Inc.
BAND,BANDWIDTH INC CLASS A,Communication,Equity,13955492.71,0.02,13955492.71,533263,26.17,United States,NASDAQ
INBX,INHIBRX INC,Health Care,Equity,13951803.36,0.02,13951803.36,648318,21.52,United States,NASDAQ
NP,NEENAH INC,Materials,Equity,13941668,0.02,13941668,391400,35.62,United States,New York Stock Exchange Inc.
OFIX,ORTHOFIX MEDICAL INC,Health Care,Equity,13930662.81,0.02,13930662.81,434383,32.07,United States,NASDAQ
PETQ,PETIQ INC CLASS A,Health Care,Equity,13918095,0.02,13918095,618582,22.5,United States,NASDAQ
VNDA,VANDA PHARMACEUTICALS INC,Health Care,Equity,13903956.54,0.02,13903956.54,1248111,11.14,United States,NASDAQ
PBI,PITNEY BOWES INC,Industrials,Equity,13891939.8,0.02,13891939.8,2823565,4.92,United States,New York Stock Exchange Inc.
TRST,TRUSTCO BANK CORP,Financials,Equity,13884879.32,0.02,13884879.32,411892,33.71,United States,NASDAQ
COLL,COLLEGIUM PHARMACEUTICAL INC,Health Care,Equity,13859656.8,0.02,13859656.8,805794,17.2,United States,NASDAQ
GCI,GANNETT CO INC,Communication,Equity,13851709.2,0.02,13851709.2,3243960,4.27,United States,New York Stock Exchange Inc.
WSR,WHITESTONE REIT,Real Estate,Equity,13836562.56,0.02,13836562.56,1067636,12.96,United States,New York Stock Exchange Inc.
AMWL,AMERICAN WELL CORP CLASS A,Health Care,Equity,13810835.19,0.02,13810835.19,4223497,3.27,United States,New York Stock Exchange Inc.
FSP,FRANKLIN STREET PROPERTIES REIT CO,Real Estate,Equity,13801192.86,0.02,13801192.86,2404389,5.74,United States,Nyse Mkt Llc
BMRC,BANK OF MARIN BANCORP,Financials,Equity,13796160.84,0.02,13796160.84,389502,35.42,United States,NASDAQ
MBWM,MERCANTILE BANK CORP,Financials,Equity,13787251.2,0.02,13787251.2,377940,36.48,United States,NASDAQ
EGRX,EAGLE PHARMACEUTICALS INC,Health Care,Equity,13742846.25,0.02,13742846.25,270795,50.75,United States,NASDAQ
PARR,PAR PACIFIC HOLDINGS INC,Energy,Equity,13714900.1,0.02,13714900.1,1069805,12.82,United States,New York Stock Exchange Inc.
MITK,MITEK SYSTEMS INC,Information Technology,Equity,13638073.52,0.02,13638073.52,986836,13.82,United States,NASDAQ
TBPH,THERAVANCE BIOPHARMA INC,Health Care,Equity,13595585.2,0.02,13595585.2,1374680,9.89,United States,NASDAQ
AMBC,AMBAC FINANCIAL GROUP INC,Financials,Equity,13564936.76,0.02,13564936.76,1090429,12.44,United States,New York Stock Exchange Inc.
LUNG,PULMONX CORP,Health Care,Equity,13537265.25,0.02,13537265.25,622403,21.75,United States,NASDAQ
TALO,TALOS ENERGY INC,Energy,Equity,13499236.68,0.02,13499236.68,860372,15.69,United States,New York Stock Exchange Inc.
CATC,CAMBRIDGE BANCORP,Financials,Equity,13498165.24,0.02,13498165.24,160769,83.96,United States,NASDAQ
CBTX,CBTX INC,Financials,Equity,13483062.72,0.02,13483062.72,432288,31.19,United States,NASDAQ
DX,DYNEX CAPITAL REIT INC,Financials,Equity,13472606.34,0.02,13472606.34,845738,15.93,United States,New York Stock Exchange Inc.
UFCS,UNITED FIRE GROUP INC,Financials,Equity,13431999.3,0.02,13431999.3,482298,27.85,United States,NASDAQ
ALLO,ALLOGENE THERAPEUTICS INC,Health Care,Equity,13420965.21,0.02,13420965.21,1642713,8.17,United States,NASDAQ
INGN,INOGEN INC,Health Care,Equity,13394325.2,0.02,13394325.2,449474,29.8,United States,NASDAQ
IMXI,INTERNATIONAL MONEY EXPRESS INC,Information Technology,Equity,13321777.56,0.02,13321777.56,740922,17.98,United States,NASDAQ
WTTR,SELECT ENERGY SERVICES INC CLASS A,Energy,Equity,13316040,0.02,13316040,1416600,9.4,United States,New York Stock Exchange Inc.
CLAR,CLARUS CORP,Consumer Discretionary,Equity,13279721.35,0.02,13279721.35,574010,23.14,United States,NASDAQ
KOP,KOPPERS HOLDINGS INC,Materials,Equity,13266453.6,0.02,13266453.6,471780,28.12,United States,New York Stock Exchange Inc.
THR,THERMON GROUP HOLDINGS INC,Industrials,Equity,13239585.9,0.02,13239585.9,753105,17.58,United States,New York Stock Exchange Inc.
CNXN,PC CONNECTION INC,Information Technology,Equity,13193928.4,0.02,13193928.4,259723,50.8,United States,NASDAQ
YORW,YORK WATER,Utilities,Equity,13184067.06,0.02,13184067.06,301419,43.74,United States,NASDAQ
NSSC,NAPCO SECURITY TECHNOLOGIES INC,Information Technology,Equity,13119594.45,0.02,13119594.45,671079,19.55,United States,NASDAQ
DHIL,DIAMOND HILL INVESTMENT GROUP INC,Financials,Equity,13073644.92,0.02,13073644.92,71778,182.14,United States,NASDAQ
SRDX,SURMODICS INC,Health Care,Equity,13029648.81,0.02,13029648.81,312987,41.63,United States,NASDAQ
BBSI,BARRETT BUSINESS SERVICES INC,Industrials,Equity,13024544.5,0.02,13024544.5,175675,74.14,United States,NASDAQ
VXRT,VAXART INC,Health Care,Equity,13012643.18,0.02,13012643.18,2917633,4.46,United States,NASDAQ
NWLI,NATIONAL WESTERN LIFE GROUP INC CL,Financials,Equity,13003910.4,0.02,13003910.4,62912,206.7,United States,NASDAQ
QNST,QUINSTREET INC,Communication,Equity,13003872.64,0.02,13003872.64,1148752,11.32,United States,NASDAQ
CASS,CASS INFORMATION SYSTEMS INC,Information Technology,Equity,12988793.16,0.02,12988793.16,331009,39.24,United States,NASDAQ
ECVT,ECOVYST INC,Materials,Equity,12963747.72,0.02,12963747.72,1202574,10.78,United States,New York Stock Exchange Inc.
GOSS,GOSSAMER BIO INC,Health Care,Equity,12952222.53,0.02,12952222.53,1443949,8.97,United States,NASDAQ
PETS,PETMED EXPRESS INC,Consumer Discretionary,Equity,12950860.65,0.02,12950860.65,485961,26.65,United States,NASDAQ
PTLO,PORTILLO S INC CLASS A,Consumer Discretionary,Equity,12943032.82,0.02,12943032.82,560062,23.11,United States,NASDAQ
GLT,GLATFELTER CORP,Materials,Equity,12927458.88,0.02,12927458.88,1022742,12.64,United States,New York Stock Exchange Inc.
DXPE,DXP ENTERPRISES INC,Industrials,Equity,12928153.35,0.02,12928153.35,415029,31.15,United States,NASDAQ
THFF,FIRST FINANCIAL CORPORATION INDIAN,Financials,Equity,12891756.57,0.02,12891756.57,279587,46.11,United States,NASDAQ
ANAB,ANAPTYSBIO INC,Health Care,Equity,12838837.2,0.02,12838837.2,448440,28.63,United States,NASDAQ
FMNB,FARMERS NATIONAL BANC CORP,Financials,Equity,12766871.6,0.02,12766871.6,744424,17.15,United States,NASDAQ
FORR,FORRESTER RESEARCH INC,Industrials,Equity,12756609.06,0.02,12756609.06,253409,50.34,United States,NASDAQ
ENDP,ENDO INTERNATIONAL PLC,Health Care,Equity,12656423.6,0.02,12656423.6,5455355,2.32,United States,NASDAQ
REX,REX AMERICAN RESOURCES CORP,Energy,Equity,12645608.8,0.02,12645608.8,131780,95.96,United States,New York Stock Exchange Inc.
CHUY,CHUYS HOLDINGS INC,Consumer Discretionary,Equity,12627498.8,0.02,12627498.8,464930,27.16,United States,NASDAQ
DCO,DUCOMMUN INC,Industrials,Equity,12618231.9,0.02,12618231.9,249126,50.65,United States,New York Stock Exchange Inc.
TIL,INSTIL BIO INC,Health Care,Equity,12601957.5,0.02,12601957.5,1272925,9.9,United States,NASDAQ
PMVP,PMV PHARMACEUTICALS INC,Health Care,Equity,12587466.06,0.02,12587466.06,641563,19.62,United States,NASDAQ
MTW,MANITOWOC INC,Industrials,Equity,12576902.2,0.02,12576902.2,808804,15.55,United States,New York Stock Exchange Inc.
RXT,RACKSPACE TECHNOLOGY INC,Information Technology,Equity,12571496.62,0.02,12571496.62,1259669,9.98,United States,NASDAQ
BV,BRIGHTVIEW HOLDINGS INC,Industrials,Equity,12488731.2,0.02,12488731.2,951885,13.12,United States,New York Stock Exchange Inc.
ALBO,ALBIREO PHARMA INC,Health Care,Equity,12461307.85,0.02,12461307.85,387599,32.15,United States,NASDAQ
BFS,SAUL CENTERS REIT INC,Real Estate,Equity,12455931.6,0.02,12455931.6,270840,45.99,United States,New York Stock Exchange Inc.
TTCF,TATTOOED CHEF INC CLASS A,Consumer Staples,Equity,12389806.72,0.02,12389806.72,1090652,11.36,United States,NASDAQ
QUOT,QUOTIENT TECHNOLOGY INC,Consumer Discretionary,Equity,12372584.28,0.02,12372584.28,2104181,5.88,United States,New York Stock Exchange Inc.
CARA,CARA THERAPEUTICS INC,Health Care,Equity,12356040.45,0.02,12356040.45,1022005,12.09,United States,NASDAQ
ALX,ALEXANDERS REIT INC,Real Estate,Equity,12340727.32,0.02,12340727.32,49178,250.94,United States,New York Stock Exchange Inc.
PRCH,PORCH GROUP INC,Consumer Discretionary,Equity,12333470.55,0.02,12333470.55,1795265,6.87,United States,NASDAQ
TITN,TITAN MACHINERY INC,Industrials,Equity,12329049.8,0.02,12329049.8,443491,27.8,United States,NASDAQ
LXFR,LUXFER HOLDINGS PLC,Industrials,Equity,12307785.95,0.02,12307785.95,630845,19.51,United States,New York Stock Exchange Inc.
CRMT,AMERICAS CAR MART INC,Consumer Discretionary,Equity,12289848.4,0.02,12289848.4,136858,89.8,United States,NASDAQ
RIGL,RIGEL PHARMACEUTICALS INC,Health Care,Equity,12272828.7,0.02,12272828.7,3958977,3.1,United States,NASDAQ
DBD,DIEBOLD NIXDORF INC,Information Technology,Equity,12263798.14,0.02,12263798.14,1698587,7.22,United States,New York Stock Exchange Inc.
BOC,BOSTON OMAHA CORP CLASS A,Communication,Equity,12247605.81,0.02,12247605.81,458197,26.73,United States,New York Stock Exchange Inc.
SCVL,SHOE CARNIVAL INC,Consumer Discretionary,Equity,12209337.6,0.02,12209337.6,418128,29.2,United States,NASDAQ
TMCI,TREACE MEDICAL CONCEPTS INC,Health Care,Equity,12189839.31,0.02,12189839.31,648051,18.81,United States,NASDAQ
FC,FRANKLIN COVEY,Industrials,Equity,12170321.94,0.02,12170321.94,288533,42.18,United States,New York Stock Exchange Inc.
MOV,MOVADO GROUP INC,Consumer Discretionary,Equity,12159033.73,0.02,12159033.73,354181,34.33,United States,New York Stock Exchange Inc.
RAD,RITE AID CORP,Consumer Staples,Equity,12150929.7,0.02,12150929.7,1335267,9.1,United States,New York Stock Exchange Inc.
RMAX,RE MAX HOLDINGS INC CLASS A,Real Estate,Equity,12153278.41,0.02,12153278.41,423017,28.73,United States,New York Stock Exchange Inc.
TRNS,TRANSCAT INC,Industrials,Equity,12130483,0.02,12130483,166171,73,United States,NASDAQ
MDXG,MIMEDX GROUP INC,Health Care,Equity,12112506.87,0.02,12112506.87,2697663,4.49,United States,NASDAQ
AFMD,AFFIMED NV,Health Care,Equity,12090862.77,0.02,12090862.77,2704891,4.47,Germany,NASDAQ
OSW,ONESPAWORLD HOLDINGS LTD,Consumer Discretionary,Equity,12077859.01,0.02,12077859.01,1249003,9.67,United States,NASDAQ
CRSR,CORSAIR GAMING INC,Information Technology,Equity,12043080,0.02,12043080,637200,18.9,United States,NASDAQ
REAL,THE REALREAL INC,Consumer Discretionary,Equity,11999821.92,0.02,11999821.92,1898706,6.32,United States,NASDAQ
RGP,RESOURCES CONNECTION INC,Industrials,Equity,12002007.42,0.02,12002007.42,756747,15.86,United States,NASDAQ
BDSI,BIODELIVERY SCIENCES INTERNATIONAL,Health Care,Equity,12004647.81,0.02,12004647.81,2155233,5.57,United States,NASDAQ
HIFS,HINGHAM INSTITUTION FOR SAVINGS,Financials,Equity,11991172.62,0.02,11991172.62,34503,347.54,United States,NASDAQ
HAYN,HAYNES INTERNATIONAL INC,Materials,Equity,11965187.43,0.02,11965187.43,286317,41.79,United States,NASDAQ
RYI,RYERSON HOLDING CORP,Materials,Equity,11960313.04,0.02,11960313.04,377416,31.69,United States,New York Stock Exchange Inc.
OUST,OUSTER INC CLASS A,Information Technology,Equity,11945766.6,0.02,11945766.6,3686965,3.24,United States,New York Stock Exchange Inc.
HCKT,HACKETT GROUP INC,Information Technology,Equity,11947484.64,0.02,11947484.64,578851,20.64,United States,NASDAQ
VRAY,VIEWRAY INC,Health Care,Equity,11900781.34,0.02,11900781.34,3190558,3.73,United States,NASDAQ
BNGO,BIONANO GENOMICS INC,Health Care,Equity,11827564.22,0.02,11827564.22,6644699,1.78,United States,NASDAQ
SEER,SEER INC CLASS A,Health Care,Equity,11817801.45,0.02,11817801.45,956907,12.35,United States,NASDAQ
WW,WW INTERNATIONAL INC,Consumer Discretionary,Equity,11811446.01,0.02,11811446.01,1204021,9.81,United States,NASDAQ
TPIC,TPI COMPOSITES INC,Industrials,Equity,11809600.88,0.02,11809600.88,836374,14.12,United States,NASDAQ
RAPT,RAPT THERAPEUTICS INC,Health Care,Equity,11794563.55,0.02,11794563.55,491645,23.99,United States,NASDAQ
TA,TRAVELCENTERS OF AMERICA INC,Consumer Discretionary,Equity,11774507.68,0.02,11774507.68,291304,40.42,United States,NASDAQ
MGNX,MACROGENICS INC,Health Care,Equity,11767793.73,0.02,11767793.73,1386077,8.49,United States,NASDAQ
HYFM,HYDROFARM HOLDINGS GROUP INC,Industrials,Equity,11760882.38,0.02,11760882.38,895726,13.13,United States,NASDAQ
AVD,AMER VANGUARD CORP,Materials,Equity,11741008.03,0.02,11741008.03,674383,17.41,United States,New York Stock Exchange Inc.
FISI,FINANCIAL INSTITUTIONS INC,Financials,Equity,11736131,0.02,11736131,362450,32.38,United States,NASDAQ
