"Ticker","Company","Sector","Industry","Market Cap","P/E","Dividend Yield","EPS growth past 5 years","Sales growth past 5 years","Shares Outstanding","Insider Ownership","Insider Transactions","Institutional Ownership","Institutional Transactions","Float Short","Operating Margin","Performance (Week)","Performance (Month)","Performance (Quarter)","Performance (Half Year)","Performance (Year)","Performance (YTD)","Beta","Volatility (Month)","20-Day Simple Moving Average","50-Day Simple Moving Average","200-Day Simple Moving Average","52-Week High","52-Week Low","Relative Strength Index (14)","Analyst Recom","Price","Change","Volume","Target Price"
"MYN","BlackRock MuniYield New York Quality Fund, Inc.","Financial","Closed-End Fund - Debt",563.71,29.85,4.35%,,,39.59,,,13.57%,,,,-1.39%,2.23%,-1.04%,2.82%,9.54%,7.15%,,1.02%,1.94%,1.33%,2.35%,-2.93%,10.47%,58.06,,14.24,0.14%,80601,
"MYNZ","Mainz Biomed B.V.","Healthcare","Diagnostics & Research",128.69,,,,,11.71,,,,,,,-6.07%,,,,,10.01%,,,12.16%,12.16%,12.16%,-38.94%,33.21%,,,10.99,9.90%,545505,
"MYO","Myomo, Inc.","Healthcare","Medical Devices",63.79,,,51.30%,61.50%,5.64,4.20%,0.00%,40.10%,15.41%,1.43%,-89.80%,-6.76%,-27.66%,10.29%,-4.46%,82.08%,43.39%,1.26,6.77%,-8.62%,-14.96%,-12.07%,-48.89%,91.85%,36.36,1.70,9.65,-2.72%,38368,21.70
"MYOV","Myovant Sciences Ltd.","Healthcare","Biotechnology",1954.20,,,,,92.36,0.70%,197.27%,39.60%,-0.42%,11.06%,,-6.24%,1.78%,-0.42%,-6.33%,7.14%,-23.35%,2.73,4.48%,-1.89%,-4.31%,-2.75%,-31.49%,26.84%,45.37,2.20,21.17,-1.76%,296946,28.40
"MYPS","PLAYSTUDIOS, Inc.","Communication Services","Electronic Gaming & Multimedia",503.57,,,,,99.30,15.20%,0.00%,15.60%,12.18%,1.05%,,6.22%,5.29%,11.16%,-52.20%,,-53.59%,,7.36%,5.57%,2.76%,-38.25%,-63.79%,21.94%,54.34,1.70,4.78,-3.04%,557286,10.00
"MYRG","MYR Group Inc.","Industrials","Engineering & Construction",1871.22,23.67,,21.80%,16.20%,16.87,1.10%,-22.35%,94.90%,0.39%,1.65%,4.60%,0.05%,8.46%,15.90%,42.90%,141.19%,89.62%,1.05,3.65%,5.66%,8.29%,31.08%,-2.01%,146.56%,62.01,2.20,113.96,-0.13%,90561,117.00
"MYSZ","My Size, Inc.","Technology","Software - Application",15.79,,,-15.28%,,15.04,27.38%,-4.52%,5.44%,,13.66%,,-9.48%,-15.32%,-6.25%,-15.32%,3.96%,-25.53%,,14.97%,-12.43%,-17.59%,-18.17%,-64.65%,18.63%,39.57,3.00,1.05,0.00%,1724701,3.00
"MYTE","MYT Netherlands Parent B.V.","Consumer Cyclical","Luxury Goods",2463.72,,,,,84.53,78.31%,0.00%,24.70%,0.97%,14.64%,-7.20%,5.04%,7.89%,3.12%,-0.03%,,-5.16%,,4.67%,6.81%,6.45%,0.16%,-18.90%,20.00%,60.80,2.30,29.40,-3.48%,107450,36.43
"MYY","ProShares Short MidCap400","Financial","Exchange Traded Fund",,,,,,,,,,,,,-0.05%,-5.68%,-8.30%,-9.27%,-30.92%,-23.99%,,0.53%,-2.65%,-5.87%,-9.53%,-31.28%,0.29%,30.55,,22.35,-0.14%,710,
"MZZ","ProShares UltraShort MidCap400","Financial","Exchange Traded Fund",,,,,,,,,,,,,-0.08%,-11.01%,-16.11%,-18.03%,-53.33%,-43.41%,,0.57%,-5.28%,-11.53%,-18.78%,-54.53%,-0.08%,30.94,,14.86,-0.29%,1265,
"NAAC","North Atlantic Acquisition Corporation","Financial","Shell Companies",463.01,,,,,47.44,,,67.50%,-0.09%,0.07%,,-0.10%,0.31%,0.10%,-0.41%,,0.62%,,0.25%,0.02%,0.24%,0.17%,-2.30%,2.74%,52.13,,9.76,0.11%,9115,
"NAACU","North Atlantic Acquisition Corporation","Financial","Shell Companies",,,,,,,,,28.49%,,0.00%,,-0.15%,-0.06%,-0.25%,0.05%,,-4.27%,,0.43%,0.12%,0.21%,-0.80%,-8.15%,1.17%,51.61,,9.98,-0.15%,6303,
"NABL","N-able, Inc.","Technology","Information Technology Services",2316.37,,,,,174.47,1.50%,0.00%,81.50%,,9.24%,7.50%,-6.07%,1.39%,-3.87%,,,-17.81%,,3.57%,-1.94%,-2.19%,-2.59%,-17.81%,12.78%,46.43,1.70,13.15,-1.28%,173335,17.20
"NAC","Nuveen California Quality Municipal Income Fund","Financial","Closed-End Fund - Debt",2273.79,,4.14%,,,144.74,,,12.82%,,,,-0.19%,1.75%,-1.19%,3.63%,6.51%,3.63%,,0.87%,2.03%,0.73%,1.70%,-3.14%,9.40%,59.27,,15.71,-0.25%,93284,
"NACP","Impact Shares NAACP Minority Empowerment ETF","Financial","Exchange Traded Fund",,,1.38%,,,,,,,,,,-0.55%,6.62%,7.53%,15.74%,32.18%,25.65%,,0.52%,2.40%,5.72%,11.80%,-0.97%,33.27%,70.37,,36.24,-0.04%,5109,
"NAD","Nuveen Quality Municipal Income Fund","Financial","Asset Management",3666.73,6.78,4.52%,-6.30%,38.00%,233.41,,,23.70%,0.56%,0.04%,75.60%,-1.75%,1.29%,-3.15%,2.21%,6.95%,2.15%,0.19,0.93%,0.23%,-0.63%,0.25%,-4.56%,7.53%,47.53,,15.70,-1.44%,335136,
"NAII","Natural Alternatives International, Inc.","Consumer Defensive","Packaged Foods",91.03,7.76,,3.30%,9.30%,6.29,5.90%,-12.31%,28.70%,1.06%,0.18%,8.90%,10.19%,6.44%,-11.94%,0.91%,38.94%,35.80%,0.81,3.79%,8.26%,2.45%,-6.51%,-27.85%,57.85%,62.67,,14.38,-0.59%,24407,
"NAIL","Direxion Daily Homebuilders & Supplies Bull 3X Shares","Financial","Exchange Traded Fund",,,,,,,,,,,,,7.10%,32.88%,19.66%,20.81%,111.29%,113.71%,,5.28%,14.24%,25.05%,25.22%,-16.15%,139.09%,67.69,,98.65,-1.79%,339429,
"NAK","Northern Dynasty Minerals Ltd.","Basic Materials","Other Industrial Metals & Mining",218.08,,,10.20%,,516.08,37.40%,0.00%,17.90%,0.07%,3.99%,,-3.16%,-8.87%,7.81%,-31.46%,-52.78%,27.70%,0.71,4.44%,-3.37%,-8.16%,-23.55%,-64.24%,34.38%,42.70,2.00,0.41,-1.03%,3429370,
"NAKD","Naked Brand Group Limited","Consumer Cyclical","Apparel Manufacturing",507.40,,,63.00%,-11.90%,781.70,12.91%,0.00%,0.50%,7.60%,3.74%,-85.10%,-8.38%,-3.59%,28.69%,8.18%,797.79%,238.07%,0.64,6.64%,-0.94%,-0.18%,-8.51%,-80.91%,814.23%,48.17,,0.65,0.25%,36759813,
"NAN","Nuveen New York Quality Municipal Income Fund","Financial","Closed-End Fund - Debt",451.66,,3.96%,,,30.85,,,11.09%,,,,-0.34%,-0.75%,-4.87%,1.31%,8.85%,3.46%,,0.98%,1.56%,-0.01%,-0.21%,-6.69%,9.09%,54.30,,14.64,-0.68%,15956,
"NANR","SPDR S&P North American Natural Resources ETF","Financial","Exchange Traded Fund",,,2.41%,,,,,,,,,,0.79%,2.67%,16.77%,2.18%,46.73%,36.48%,,1.00%,1.95%,7.74%,11.49%,-0.17%,47.58%,64.89,,45.22,0.19%,43369,
"NAOV","NanoVibronix, Inc.","Healthcare","Medical Devices",34.75,,,22.00%,33.50%,24.78,12.15%,0.00%,4.90%,0.85%,2.56%,,-2.04%,-11.66%,-51.02%,73.29%,150.74%,88.46%,0.04,8.91%,-3.84%,-19.88%,0.47%,-65.63%,161.82%,42.65,2.00,1.44,0.70%,900504,
"NAPA","The Duckhorn Portfolio, Inc.","Consumer Defensive","Beverages - Wineries & Distilleries",2254.02,71.59,,,,115.46,65.70%,-14.73%,20.50%,-4.92%,5.78%,16.40%,-2.61%,0.51%,-2.66%,6.01%,,15.02%,,3.58%,-1.17%,-6.94%,-3.61%,-21.74%,22.30%,43.48,,19.76,-1.84%,569695,25.57
"NAPR","Innovator Nasdaq 100 Power Buffer ETF - April","Financial","Exchange Traded Fund",,,,,,,,,,,,,-0.25%,1.18%,1.91%,6.31%,8.95%,8.35%,,0.15%,0.29%,1.10%,4.08%,-0.46%,9.35%,63.35,,38.50,-0.01%,976,
"NARI","Inari Medical, Inc.","Healthcare","Medical Devices",4408.35,322.22,,,,50.00,3.40%,-24.06%,74.10%,-0.45%,3.78%,6.60%,1.66%,2.86%,22.04%,4.86%,20.43%,1.51%,,3.74%,-1.29%,5.25%,-5.32%,-30.46%,42.64%,50.78,1.70,88.61,-4.63%,395030,121.00
"NAT","Nordic American Tankers Limited","Industrials","Marine Shipping",348.59,,12.90%,-23.60%,-4.50%,151.06,1.90%,0.00%,30.70%,-2.09%,3.05%,-32.10%,-5.24%,-10.70%,0.00%,-36.92%,-31.76%,-26.44%,0.41,3.77%,-7.34%,-10.07%,-26.36%,-46.42%,4.33%,35.76,2.30,2.17,-0.46%,3037355,3.47
"NATH","Nathan's Famous, Inc.","Consumer Cyclical","Restaurants",258.34,20.13,2.25%,14.50%,-5.50%,4.12,31.42%,0.00%,47.80%,-0.40%,0.96%,27.80%,-2.99%,0.23%,-9.90%,-4.05%,3.42%,12.73%,0.42,1.66%,-0.01%,-0.25%,-4.42%,-21.09%,17.45%,48.74,,62.25,0.40%,6026,
"NATI","National Instruments Corporation","Technology","Software - Application",5839.25,111.64,2.40%,8.00%,1.00%,133.03,0.20%,-6.72%,90.90%,-0.45%,2.99%,5.50%,2.76%,9.70%,10.87%,16.22%,29.21%,2.39%,1.09,2.51%,6.26%,8.17%,6.43%,-5.08%,33.32%,69.24,2.70,44.99,0.45%,766414,51.67
"NATR","Nature's Sunshine Products, Inc.","Consumer Defensive","Household & Personal Products",347.91,17.24,,10.30%,3.50%,19.89,2.60%,0.00%,73.50%,-10.20%,0.37%,6.80%,5.27%,16.98%,7.34%,-6.06%,63.81%,26.99%,0.82,3.41%,10.49%,14.87%,1.78%,-16.37%,68.01%,74.70,,17.98,-0.72%,108242,24.00
"NAUT","Nautilus Biotechnology, Inc.","Healthcare","Biotechnology",666.84,,,,,124.11,25.10%,0.19%,46.40%,1.64%,6.49%,,-3.94%,-6.13%,-30.03%,-47.50%,-48.46%,-50.60%,,5.02%,-2.02%,-11.97%,-46.27%,-79.29%,5.51%,41.93,2.00,5.36,3.28%,343352,11.50
"NAVB","Navidea Biopharmaceuticals, Inc.","Healthcare","Biotechnology",44.73,,,33.80%,-41.40%,29.12,0.50%,27.29%,5.60%,-0.54%,0.72%,,-6.16%,-22.16%,-13.84%,-19.41%,-50.36%,-36.28%,1.74,6.15%,-12.21%,-15.70%,-25.77%,-56.51%,6.20%,33.68,2.00,1.37,3.79%,60809,6.50
"NAVI","Navient Corporation","Financial","Credit Services",3267.10,4.01,3.15%,-3.90%,-8.00%,165.00,0.30%,0.00%,99.10%,3.52%,3.72%,62.00%,-0.15%,1.55%,-7.94%,17.32%,95.47%,106.62%,1.74,2.81%,2.05%,-2.46%,12.55%,-14.75%,123.70%,52.19,2.20,20.29,-0.93%,1030596,21.50
"NAZ","Nuveen Arizona Quality Municipal Income Fund","Financial","Asset Management",183.11,195.31,3.79%,,,11.57,,,8.01%,,,,-1.86%,-1.06%,-1.30%,2.86%,5.33%,-0.32%,,1.07%,-0.69%,-0.38%,0.73%,-3.03%,7.11%,43.54,,15.82,-0.69%,8501,
"NBB","Nuveen Taxable Municipal Income Fund","Financial","Asset Management",634.11,,5.68%,,,27.73,,,27.58%,,,,-0.04%,0.93%,-1.76%,1.67%,3.77%,-3.71%,,0.92%,0.15%,-0.57%,-0.27%,-5.22%,6.27%,48.55,,22.87,-0.09%,50180,
"NBEV","NewAge, Inc.","Consumer Defensive","Beverages - Non-Alcoholic",204.10,,,-45.30%,158.50%,151.41,0.40%,0.00%,24.40%,3.33%,5.12%,-8.30%,-19.76%,-8.84%,-26.78%,-36.19%,-49.62%,-49.05%,1.01,4.55%,-11.55%,-9.93%,-39.06%,-70.55%,1.51%,36.11,2.30,1.34,0.00%,848203,4.38
"NBH","Neuberger Berman Municipal Fund Inc.","Financial","Asset Management",295.07,91.16,4.78%,,,18.82,,,15.50%,,,,-0.13%,1.62%,-3.69%,-1.01%,5.45%,3.16%,,1.25%,1.78%,-0.99%,-2.27%,-10.25%,6.67%,53.32,,15.68,-0.32%,28967,
"NBHC","National Bank Holdings Corporation","Financial","Banks - Regional",1388.15,14.41,1.94%,82.50%,4.90%,30.80,0.50%,-20.04%,,-0.29%,1.87%,97.00%,0.51%,9.50%,23.83%,11.82%,36.51%,38.34%,0.97,2.01%,3.22%,10.95%,16.37%,-2.05%,42.16%,68.58,2.80,45.32,0.09%,221050,46.20
"NBIX","Neurocrine Biosciences, Inc.","Healthcare","Biotechnology",8443.56,19.21,,42.90%,121.20%,94.70,0.10%,-32.50%,98.90%,0.18%,3.98%,18.00%,-6.19%,-16.03%,-4.39%,-6.43%,-4.57%,-8.42%,0.70,2.81%,-10.75%,-10.60%,-10.00%,-27.01%,3.55%,26.94,2.00,87.78,-0.25%,691439,122.16
"NBN","Northeast Bank","Financial","Banks - Regional",291.02,3.91,0.12%,60.50%,10.60%,8.13,4.80%,0.00%,57.00%,-0.33%,0.66%,89.10%,-1.49%,-2.93%,-0.89%,20.36%,61.58%,52.75%,1.61,3.51%,-0.13%,0.49%,12.91%,-10.21%,62.72%,49.56,,34.40,-1.63%,17626,40.00
"NBO","Neuberger Berman New York Municipal Fund, Inc.","Financial","Asset Management",65.59,95.68,3.64%,,,5.08,,,34.26%,,,,-0.18%,1.07%,-3.46%,1.87%,7.55%,4.76%,,0.87%,1.66%,-0.24%,0.15%,-5.02%,8.37%,56.12,,12.92,-0.10%,3134,
"NBR","Nabors Industries Ltd.","Energy","Oil & Gas Drilling",846.21,,,-14.70%,-11.20%,7.91,0.60%,0.00%,77.80%,4.15%,7.54%,-13.80%,-10.37%,-21.21%,34.24%,-4.12%,155.32%,63.28%,3.41,5.42%,-14.38%,-6.44%,-2.75%,-28.84%,170.65%,38.49,3.50,95.08,-1.64%,102447,109.78
"NBRV","Nabriva Therapeutics plc","Healthcare","Biotechnology",61.98,,,53.00%,5.90%,50.53,1.50%,5.48%,8.10%,2.16%,1.91%,,-19.23%,-11.02%,2.94%,-28.57%,-77.65%,-56.61%,1.67,6.54%,-11.43%,-9.42%,-29.95%,-78.35%,5.00%,39.30,2.70,1.05,1.94%,690381,2.67
"NBSE","NeuBase Therapeutics, Inc.","Healthcare","Biotechnology",114.84,,,39.20%,,30.09,0.10%,32.25%,32.80%,-0.30%,2.32%,,-3.58%,-11.17%,-0.28%,-32.82%,-58.08%,-49.93%,0.11,6.76%,-7.09%,-7.23%,-36.73%,-72.85%,7.36%,40.26,1.70,3.50,1.45%,131592,16.25
"NBTB","NBT Bancorp Inc.","Financial","Banks - Regional",1667.82,10.97,2.95%,6.60%,5.00%,43.36,1.70%,-0.21%,55.80%,-0.19%,1.27%,97.10%,-1.12%,3.63%,4.20%,-4.52%,25.83%,18.38%,0.64,2.11%,1.48%,4.86%,2.30%,-11.19%,29.03%,55.43,2.70,38.00,-0.55%,98922,40.00
"NBTX","Nanobiotix S.A.","Healthcare","Biotechnology",327.34,,,,,34.46,,,13.94%,,0.02%,,-10.04%,-22.64%,-35.49%,-38.19%,,-42.42%,,3.30%,-16.72%,-19.86%,-36.34%,-55.92%,1.17%,31.94,1.50,9.50,-2.86%,1019,27.07
"NBW","Neuberger Berman California Municipal Fund Inc.","Financial","Asset Management",77.88,92.30,3.85%,,,5.55,,,31.91%,,,,-1.41%,0.07%,-4.49%,-1.54%,6.61%,3.16%,,0.84%,0.48%,-1.29%,-0.81%,-6.87%,7.02%,47.78,,14.03,0.00%,7717,
"NBY","NovaBay Pharmaceuticals, Inc.","Healthcare","Biotechnology",25.02,,,45.90%,17.80%,42.56,20.69%,0.00%,2.60%,,4.46%,-79.50%,-11.24%,-5.09%,-8.94%,-25.08%,-13.78%,-24.86%,3.57,5.89%,-4.82%,-10.17%,-29.86%,-70.74%,4.22%,41.40,1.50,0.52,1.20%,147421,2.85
"NC","NACCO Industries, Inc.","Energy","Thermal Coal",233.68,6.88,2.36%,45.30%,-2.80%,7.17,3.20%,0.00%,43.80%,1.66%,0.31%,22.00%,0.51%,-13.06%,21.79%,35.34%,56.36%,27.11%,0.91,5.46%,3.51%,8.81%,26.49%,-24.02%,66.73%,55.08,,33.43,-1.27%,11762,
"NCA","Nuveen California Municipal Value Fund","Financial","Closed-End Fund - Debt",290.52,,2.80%,,,28.10,,,15.54%,,,,-1.15%,0.78%,-4.35%,-0.39%,0.88%,-4.26%,,1.02%,-0.00%,-1.13%,-1.31%,-6.00%,4.55%,44.72,,10.34,-0.58%,94236,
"NCBS","Nicolet Bankshares, Inc.","Financial","Banks - Regional",904.88,12.47,,17.30%,25.20%,10.39,7.80%,1.12%,38.60%,8.64%,3.10%,91.00%,-1.59%,-1.02%,0.48%,-4.06%,14.14%,12.52%,0.64,2.19%,1.25%,0.74%,-1.72%,-13.44%,15.31%,51.21,2.00,74.66,-0.29%,16749,87.20
"NCLH","Norwegian Cruise Line Holdings Ltd.","Consumer Cyclical","Travel Services",9686.40,,,-60.00%,-21.70%,370.02,0.70%,-2.58%,56.30%,-0.83%,13.53%,,-9.67%,-3.84%,7.59%,-12.73%,27.17%,0.31%,2.66,3.57%,-3.53%,-3.19%,-7.44%,-26.03%,33.14%,42.79,2.30,25.51,-0.47%,11629605,32.00
"NCMI","National CineMedia, Inc.","Communication Services","Advertising Agencies",302.08,,5.35%,-45.10%,-27.30%,80.36,1.40%,-1.09%,70.60%,-0.92%,4.22%,85.20%,-3.86%,5.06%,44.40%,-17.98%,23.84%,0.54%,1.46,6.26%,7.41%,12.94%,-7.56%,-38.74%,55.19%,58.93,2.40,3.74,-0.80%,486561,5.38
"NCNA","NuCana plc","Healthcare","Biotechnology",143.01,,,-36.20%,,52.16,0.41%,0.00%,44.40%,-3.30%,3.73%,,11.24%,7.49%,40.00%,-7.12%,-39.32%,-36.08%,0.72,6.92%,11.45%,16.01%,-15.76%,-63.35%,52.66%,62.11,1.40,2.87,-1.03%,226054,15.80
"NCNO","nCino, Inc.","Technology","Software - Application",6743.62,,,,,95.66,1.70%,-19.00%,94.60%,3.38%,5.02%,-21.40%,-5.27%,-3.34%,15.03%,33.28%,-3.94%,-2.78%,,3.20%,-2.96%,-3.79%,4.52%,-21.97%,46.67%,44.32,2.20,70.40,1.11%,185806,86.71
"NCR","NCR Corporation","Technology","Information Technology Services",5656.70,,,20.70%,-0.50%,131.50,0.60%,-16.65%,91.90%,-0.69%,6.19%,3.50%,-1.51%,-0.88%,2.92%,-11.08%,83.77%,14.51%,1.73,3.24%,1.01%,4.32%,2.59%,-13.96%,90.10%,53.01,1.90,43.02,-1.74%,859578,52.71
"NCSM","NCS Multistage Holdings, Inc.","Energy","Oil & Gas Equipment & Services",79.40,37.24,,-31.20%,-1.30%,2.40,0.90%,7.19%,77.70%,,1.02%,-5.90%,-5.72%,13.78%,17.61%,44.94%,125.67%,52.04%,1.87,5.25%,2.34%,15.18%,16.66%,-28.65%,113.91%,55.23,3.00,34.22,-4.88%,7404,45.55
"NCTY","The9 Limited","Communication Services","Electronic Gaming & Multimedia",238.62,,,6.25%,,17.61,45.10%,0.00%,2.60%,-7.48%,11.38%,,24.54%,24.20%,7.37%,-11.78%,427.24%,282.77%,1.33,7.51%,21.63%,17.72%,-34.64%,-84.81%,499.56%,68.47,4.00,13.55,7.37%,2872490,3.50
"NCV","Virtus AllianzGI Convertible & Income Fund","Financial","Closed-End Fund - Debt",566.64,3.80,8.13%,,,90.37,,,21.20%,,,,-1.88%,1.46%,3.98%,11.57%,26.16%,9.23%,,0.97%,-0.24%,1.40%,5.34%,-2.18%,27.18%,52.03,,6.27,0.00%,183970,
"NCZ","Virtus AllianzGI Convertible & Income Fund II","Financial","Closed-End Fund - Debt",410.26,15.81,8.35%,,,76.12,,,24.28%,,,,-1.82%,1.32%,1.70%,8.67%,22.50%,5.89%,,0.91%,-0.36%,0.74%,3.34%,-2.18%,23.91%,49.99,,5.39,-0.37%,244760,
"NDAC","NightDragon Acquisition Corp.","Financial","Shell Companies",433.80,,,,,44.16,2.91%,0.00%,56.50%,-0.33%,0.06%,,0.10%,0.62%,0.72%,0.41%,,-0.91%,,0.38%,0.35%,0.56%,0.41%,-11.70%,1.76%,60.16,,9.81,0.22%,22517,
"NDACU","NightDragon Acquisition Corp.","Financial","Shell Companies",,,,,,,,,29.25%,,0.00%,,-0.30%,0.61%,0.71%,-0.80%,,-1.87%,,0.62%,0.08%,0.52%,-0.54%,-7.17%,2.15%,52.63,,9.97,0.10%,7175,
"NDAQ","Nasdaq, Inc.","Financial","Financial Data & Stock Exchanges",34697.73,30.53,1.03%,17.50%,10.60%,167.69,0.20%,-9.33%,75.00%,-0.24%,1.99%,25.50%,-0.93%,3.31%,10.39%,29.51%,66.69%,58.00%,0.83,2.16%,1.45%,4.83%,20.45%,-2.43%,71.59%,58.98,2.40,209.73,0.63%,515804,215.46
"NDLS","Noodles & Company","Consumer Cyclical","Restaurants",542.24,125.21,,-2.00%,-2.90%,45.64,1.00%,-18.92%,88.90%,-2.27%,4.07%,1.40%,-0.59%,-8.12%,0.60%,-0.17%,67.66%,48.99%,1.42,4.38%,-4.70%,-5.15%,0.98%,-13.14%,70.83%,41.41,2.00,11.77,-0.17%,216279,15.40
"NDP","Tortoise Energy Independence Fund, Inc.","Financial","Asset Management",44.40,,5.16%,,,1.85,0.24%,4.63%,44.60%,,,,-1.23%,1.09%,23.65%,19.83%,117.45%,81.10%,,1.43%,-0.08%,7.40%,23.00%,-2.88%,124.35%,58.28,,24.05,0.25%,5067,
"NDRA","ENDRA Life Sciences Inc.","Healthcare","Diagnostics & Research",55.27,,,-0.20%,,41.68,0.10%,-54.61%,9.50%,-1.57%,2.94%,,-5.67%,-15.82%,-3.62%,-38.71%,57.58%,77.33%,1.15,5.13%,-13.16%,-19.67%,-34.87%,-57.10%,89.19%,29.98,2.00,1.33,-5.67%,422744,6.25
"NDSN","Nordson Corporation","Industrials","Specialty Industrial Machinery",15288.64,43.01,0.59%,4.30%,4.70%,58.11,0.40%,-13.44%,72.20%,0.52%,0.83%,21.60%,1.31%,8.50%,16.01%,32.30%,31.50%,32.13%,0.97,2.24%,3.54%,7.29%,20.48%,-1.61%,48.66%,70.16,2.20,265.52,-0.72%,96396,283.33
"NE","Noble Corporation","Energy","Oil & Gas Drilling",1509.06,,,,,64.05,,,66.00%,10.78%,2.39%,,-9.36%,-1.91%,18.82%,,,5.62%,,4.22%,-2.92%,-3.33%,4.99%,-10.05%,28.52%,46.44,2.00,26.14,-2.54%,233405,36.00
"NEA","Nuveen AMT-Free Quality Municipal Income Fund","Financial","Asset Management",4551.34,25.97,4.60%,,,299.04,,,22.21%,,,,-1.04%,1.53%,-3.30%,1.60%,4.18%,0.79%,,0.83%,0.42%,-0.84%,-0.42%,-4.87%,7.03%,47.81,1.00,15.22,-0.85%,307441,
"NEAR","iShares Short Maturity Bond ETF","Financial","Exchange Traded Fund",,,1.02%,,,,,,,,,,-0.04%,-0.13%,-0.24%,-0.32%,-0.26%,-0.30%,,0.03%,-0.06%,-0.15%,-0.26%,-0.48%,0.00%,28.86,,50.02,0.00%,362416,
"NECB","Northeast Community Bancorp, Inc.","Financial","Banks - Regional",182.84,18.25,2.14%,20.20%,-3.90%,16.18,0.80%,5.66%,15.10%,89.89%,0.92%,79.30%,0.36%,5.27%,10.68%,-9.12%,55.40%,8.67%,0.75,1.70%,1.81%,2.92%,-0.41%,-11.79%,18.55%,60.20,,11.19,0.45%,63795,12.50
"NEE","NextEra Energy, Inc.","Utilities","Utilities - Regulated Electric",169473.66,70.27,1.76%,0.20%,0.60%,1962.70,0.10%,-1.80%,78.60%,0.32%,1.08%,15.20%,3.25%,6.94%,4.03%,20.82%,13.15%,13.21%,0.29,1.60%,3.08%,5.41%,11.39%,-0.40%,27.82%,66.98,2.00,87.34,1.19%,5533138,91.31
"NEGG","Newegg Commerce, Inc.","Consumer Cyclical","Internet Retail",7219.69,,,35.80%,-13.50%,364.49,52.90%,0.00%,0.20%,81.27%,6.30%,1.60%,2.07%,37.12%,13.20%,159.59%,412.27%,362.89%,-0.11,12.48%,39.15%,30.03%,37.25%,-75.71%,441.11%,65.14,,19.21,21.28%,8997114,
"NEM","Newmont Corporation","Basic Materials","Gold",47121.16,23.99,3.73%,3.03%,13.60%,799.00,0.10%,-11.08%,82.10%,-0.19%,1.15%,22.90%,4.95%,3.40%,0.19%,-20.72%,-10.26%,-1.54%,0.26,2.07%,4.24%,5.41%,-3.33%,-21.70%,11.20%,64.65,2.00,58.97,0.41%,4252767,68.90
"NEN","New England Realty Associates Limited Partnership","Real Estate","Real Estate - Diversified",217.38,,2.15%,,,3.65,30.47%,0.23%,2.93%,,0.02%,,-1.31%,-0.72%,-5.81%,14.78%,12.29%,18.65%,,2.15%,-1.22%,-2.04%,7.04%,-8.44%,25.55%,44.55,,59.51,-0.90%,8427,
"NEO","NeoGenomics, Inc.","Healthcare","Diagnostics & Research",5103.87,118.15,,23.30%,34.80%,122.56,2.60%,-9.77%,93.10%,0.28%,4.77%,-14.80%,-6.22%,-5.76%,-3.22%,8.55%,-2.13%,-24.07%,0.59,4.55%,-7.59%,-10.88%,-11.75%,-33.60%,13.54%,40.80,1.60,40.88,-2.48%,537310,51.70
"NEOG","Neogen Corporation","Healthcare","Diagnostics & Research",4793.91,76.55,,9.40%,7.80%,107.49,0.10%,-15.99%,94.30%,-1.10%,2.57%,15.80%,-2.43%,7.43%,2.15%,-3.26%,21.23%,11.20%,0.41,2.06%,2.85%,3.57%,0.45%,-9.74%,23.66%,56.85,2.30,44.09,-0.43%,213030,55.00
"NEON","Neonode Inc.","Technology","Electronic Components",146.49,,,21.50%,-11.60%,11.50,0.10%,0.00%,10.40%,35.92%,3.47%,-91.40%,14.20%,26.33%,112.43%,66.01%,39.19%,62.07%,2.23,7.95%,19.08%,30.77%,47.50%,-11.92%,139.91%,72.65,2.00,10.94,6.84%,157389,16.00
"NEP","NextEra Energy Partners, LP","Utilities","Utilities - Renewable",6619.09,31.45,3.04%,-30.80%,12.90%,76.60,2.25%,0.00%,85.10%,0.36%,4.00%,19.80%,2.46%,11.37%,11.17%,34.74%,34.20%,30.20%,0.80,2.13%,3.29%,8.20%,14.84%,-1.13%,43.59%,66.39,2.20,87.30,1.63%,276570,86.74
"NEPH","Nephros, Inc.","Healthcare","Medical Instruments & Supplies",79.28,,,8.10%,34.50%,10.04,3.60%,2.98%,52.20%,0.53%,0.18%,-38.10%,-4.09%,-3.35%,-1.32%,-4.09%,20.00%,-12.59%,1.20,2.65%,-1.61%,-7.74%,-9.11%,-35.71%,31.81%,42.51,2.00,7.50,1.35%,15108,13.42
"NEPT","Neptune Wellness Solutions Inc.","Healthcare","Drug Manufacturers - Specialty & Generic",102.07,,,-69.50%,15.60%,166.06,10.13%,0.00%,27.41%,,4.17%,,-9.65%,-12.00%,-16.54%,-60.49%,-73.95%,-69.10%,1.78,6.57%,-8.26%,-15.06%,-56.34%,-86.61%,-1.63%,36.82,2.00,0.48,-2.25%,4292632,
"NERD","Roundhill BITKRAFT Esports & Digital Entertainment ETF","Financial","Exchange Traded Fund",,,1.00%,,,,,,,,,,5.20%,9.75%,8.51%,-4.79%,9.59%,-4.16%,,1.46%,5.67%,7.59%,-4.66%,-26.65%,17.09%,68.65,,28.89,-0.77%,20077,
