"Ticker","Company","Sector","Industry","Market Cap","P/E","Dividend Yield","EPS growth past 5 years","Sales growth past 5 years","Shares Outstanding","Insider Ownership","Insider Transactions","Institutional Ownership","Institutional Transactions","Float Short","Operating Margin","Performance (Week)","Performance (Month)","Performance (Quarter)","Performance (Half Year)","Performance (Year)","Performance (YTD)","Beta","Volatility (Month)","20-Day Simple Moving Average","50-Day Simple Moving Average","200-Day Simple Moving Average","50-Day High","50-Day Low","52-Week High","52-Week Low","Relative Strength Index (14)","Analyst Recom","Price","Change","Volume","Target Price"
"INCO","Columbia India Consumer ETF","Financial","Exchange Traded Fund",,,0.31%,,,,,,,,,,-4.39%,-0.97%,6.55%,7.79%,27.14%,19.80%,,0.41%,-2.63%,-1.90%,6.61%,-6.35%,1.59%,-6.35%,29.37%,40.09,,57.74,-1.37%,6083,
"INCR","InterCure Ltd.","Healthcare","Drug Manufacturers - Specialty & Generic",399.44,,,,,53.62,64.86%,0.00%,5.58%,,0.17%,,-8.02%,9.08%,22.13%,-3.25%,11.63%,28.80%,,4.30%,0.75%,4.17%,3.70%,-15.05%,13.74%,-41.45%,270.65%,50.65,,7.45,-0.27%,26644,
"INCY","Incyte Corporation","Healthcare","Biotechnology",14883.69,27.64,,33.32%,28.80%,220.84,0.70%,-2.35%,93.80%,-0.63%,2.58%,21.90%,2.65%,0.29%,-11.19%,-19.28%,-17.34%,-23.27%,0.72,3.03%,1.54%,-0.61%,-13.45%,-16.05%,7.80%,-34.23%,7.80%,53.07,2.20,66.74,4.59%,5064448,93.12
"INDA","iShares MSCI India ETF","Financial","Exchange Traded Fund",,,0.16%,,,,,,,,,,-3.01%,-2.53%,4.42%,9.88%,30.63%,20.89%,,0.55%,-2.36%,-2.10%,7.30%,-4.38%,0.25%,-4.38%,33.53%,39.74,,48.62,-1.26%,3019844,
"INDB","Independent Bank Corp.","Financial","Banks - Regional",4112.69,19.02,2.24%,6.90%,11.30%,33.04,0.40%,-6.87%,64.90%,5.18%,6.64%,,-0.64%,3.98%,12.10%,5.78%,17.57%,17.55%,0.96,3.00%,-1.87%,5.02%,7.10%,-8.19%,24.56%,-14.01%,28.46%,50.67,1.70,85.86,-0.61%,126164,92.75
"INDI","indie Semiconductor, Inc.","Technology","Semiconductors",,,,,,47.06,,,,,,,-16.09%,6.15%,31.42%,31.68%,30.65%,0.61%,,5.82%,-4.26%,7.18%,25.12%,-18.55%,35.85%,-18.55%,66.25%,47.66,2.00,13.30,-0.82%,770952,18.50
"INDL","Direxion Daily MSCI India Bull 2x Shares","Financial","Exchange Traded Fund",,,,,,,,,,,,,-5.91%,-5.19%,7.86%,18.94%,63.12%,40.20%,,1.01%,-4.83%,-4.50%,13.08%,-8.65%,0.25%,-8.65%,70.39%,39.17,,61.17,-2.56%,25256,
"INDO","Indonesia Energy Corporation Limited","Energy","Oil & Gas E&P",27.45,,,,,7.43,78.87%,0.00%,0.30%,-44.58%,0.12%,,-4.66%,-12.17%,-29.08%,-31.47%,-22.23%,-50.93%,,4.66%,-7.14%,-13.61%,-33.23%,-38.56%,1.94%,-69.00%,13.03%,30.23,2.00,3.68,0.82%,599,8.00
"INDP","Indaptus Therapeutics, Inc.","Healthcare","Biotechnology",48.42,,,26.00%,,4.18,0.20%,222.27%,6.90%,143.73%,36.91%,,0.67%,-16.27%,-35.88%,-60.52%,-50.25%,-56.74%,1.12,6.18%,-13.41%,-21.92%,-54.25%,-79.29%,12.31%,-83.78%,12.31%,37.52,,5.97,4.92%,104416,34.00
"INDS","Pacer Benchmark Industrial Real Estate SCTR ETF","Financial","Exchange Traded Fund",,,1.55%,,,,,,,,,,1.54%,5.81%,13.82%,24.74%,49.66%,41.93%,,1.21%,3.18%,9.04%,19.19%,0.56%,20.07%,0.56%,50.95%,80.01,,52.23,1.36%,75832,
"INDY","iShares India 50 ETF","Financial","Exchange Traded Fund",,,0.02%,,,,,,,,,,-2.71%,-4.52%,3.79%,8.99%,28.01%,19.96%,,0.59%,-2.89%,-2.97%,6.26%,-5.42%,0.10%,-5.42%,30.98%,36.47,,50.91,-0.68%,28047,
"INFA","Informatica Inc.","Technology","Software - Infrastructure",8953.60,,,,,275.92,0.30%,0.00%,31.99%,,0.17%,4.90%,-1.61%,,,,,11.90%,,,1.95%,1.95%,1.95%,-6.05%,17.96%,-6.05%,17.96%,,,32.45,1.56%,331713,
"INFI","Infinity Pharmaceuticals, Inc.","Healthcare","Biotechnology",202.92,,,23.70%,-56.40%,88.77,0.20%,0.00%,59.60%,5.15%,4.93%,,-1.73%,-9.92%,-31.21%,-30.15%,13.50%,7.08%,1.92,5.38%,-9.18%,-20.23%,-26.00%,-39.71%,7.58%,-62.04%,53.38%,31.10,1.90,2.27,2.25%,511957,9.62
"INFL","Horizon Kinetics Inflation Beneficiaries ETF","Financial","Exchange Traded Fund",,,,,,,,,,,,,-0.92%,-1.36%,4.76%,4.97%,,23.88%,,0.98%,-0.71%,1.57%,6.35%,-2.46%,7.75%,-2.46%,29.95%,49.36,,31.28,-0.06%,241012,
"INFN","Infinera Corporation","Technology","Communication Equipment",1787.26,,,-38.30%,8.90%,209.18,0.90%,-10.14%,97.20%,0.32%,10.80%,-6.10%,-4.30%,16.07%,1.68%,-11.05%,0.96%,-19.37%,1.07,3.93%,0.04%,2.84%,-8.38%,-7.85%,16.96%,-26.59%,16.96%,50.59,2.70,8.45,0.72%,2082241,10.23
"INFO","IHS Markit Ltd.","Industrials","Consulting Services",52114.46,83.84,0.62%,22.00%,31.00%,399.00,0.40%,-10.48%,91.20%,0.25%,3.03%,21.20%,-0.35%,1.19%,9.00%,22.89%,38.62%,44.47%,1.00,2.34%,1.65%,4.78%,16.62%,-1.94%,13.52%,-1.94%,55.87%,58.57,2.10,129.78,1.21%,1434917,139.14
"INFR","Legg Mason Global Infrastructure ETF","Financial","Exchange Traded Fund",,,2.72%,,,,,,,,,,0.03%,-0.94%,-0.71%,-3.57%,13.20%,5.41%,,0.56%,-1.00%,0.62%,0.59%,-3.57%,5.26%,-4.57%,8.85%,47.29,,31.19,0.56%,5674,
"INFU","InfuSystem Holdings Inc.","Healthcare","Medical Instruments & Supplies",380.07,33.54,,45.60%,6.70%,20.58,1.10%,-25.42%,68.70%,-4.36%,1.05%,2.30%,-3.73%,18.97%,22.83%,-5.97%,11.80%,-5.17%,1.05,6.01%,5.83%,20.89%,-0.43%,-6.95%,42.37%,-23.43%,42.37%,63.83,1.70,17.81,0.34%,48242,28.00
"INFY","Infosys Limited","Technology","Information Technology Services",96273.38,34.05,1.77%,9.10%,10.00%,4210.06,18.20%,0.00%,18.60%,-2.33%,0.66%,24.20%,-4.76%,-0.35%,-4.44%,16.73%,45.59%,33.39%,0.87,1.25%,-2.04%,-1.54%,8.64%,-6.88%,4.05%,-6.88%,52.36%,42.96,2.30,22.61,-1.22%,3981380,24.68
"ING","ING Groep N.V.","Financial","Banks - Diversified",59082.66,10.97,4.87%,-11.20%,-13.30%,3903.50,1.00%,0.00%,3.80%,5.34%,0.11%,62.40%,-2.15%,-4.40%,6.82%,4.07%,42.29%,54.34%,1.88,1.15%,-3.72%,-1.22%,9.78%,-6.92%,11.65%,-6.92%,68.34%,40.89,2.30,14.57,-1.02%,1959470,17.60
"INGN","Inogen, Inc.","Healthcare","Medical Devices",782.28,68.49,,-19.90%,14.20%,22.62,9.60%,-24.65%,96.40%,1.86%,2.75%,2.90%,1.51%,-16.06%,-42.12%,-46.36%,-9.95%,-24.89%,0.89,4.54%,-7.47%,-17.68%,-40.00%,-33.16%,4.26%,-59.25%,4.26%,30.02,2.80,33.56,-1.12%,160483,42.33
"INGR","Ingredion Incorporated","Consumer Defensive","Packaged Foods",6630.71,40.68,2.61%,-1.30%,1.30%,67.00,0.40%,-0.00%,88.90%,-0.56%,1.70%,5.70%,-0.72%,1.96%,12.36%,3.60%,21.16%,24.77%,0.84,1.87%,0.61%,3.76%,7.06%,-3.10%,15.09%,-3.10%,32.97%,54.31,3.00,98.16,-0.30%,270466,108.80
"INKM","SPDR SSgA Income Allocation ETF","Financial","Exchange Traded Fund",,,3.72%,,,,,,,,,,-0.65%,-0.79%,-0.66%,-0.89%,5.10%,4.72%,,0.29%,-0.87%,-0.39%,0.03%,-2.00%,1.13%,-2.59%,6.30%,40.64,,35.47,0.36%,3185,
"INM","InMed Pharmaceuticals Inc.","Healthcare","Biotechnology",13.61,,,,,12.05,0.86%,77.21%,6.34%,,1.38%,,-13.33%,6.29%,-28.09%,-44.95%,-45.66%,-48.63%,,10.83%,9.12%,2.54%,-39.53%,-28.69%,34.72%,-73.68%,34.72%,52.85,,1.69,-4.52%,487954,7.50
"INMB","INmune Bio, Inc.","Healthcare","Biotechnology",248.01,,,,,17.33,34.00%,-2.94%,11.00%,11.22%,8.44%,,2.11%,-30.64%,-29.67%,4.63%,60.09%,-21.25%,,8.54%,-13.94%,-23.01%,-17.62%,-37.51%,14.92%,-55.35%,64.68%,37.64,1.70,13.56,8.74%,283467,35.00
"INMD","InMode Ltd.","Healthcare","Medical Devices",6763.39,48.89,,,,82.70,34.85%,0.00%,63.40%,-1.36%,6.08%,46.20%,-10.06%,-3.23%,34.63%,97.87%,291.22%,256.70%,,5.98%,-8.21%,0.73%,52.80%,-14.70%,32.86%,-14.70%,332.70%,43.95,1.60,84.68,1.71%,1557947,98.50
"INMU","BlackRock Intermediate Muni Income Bond ETF","Financial","Exchange Traded Fund",,,,,,,,,,,,,0.06%,0.14%,-0.80%,0.77%,,1.81%,,0.06%,0.04%,-0.19%,-0.15%,-0.87%,0.27%,-1.14%,1.81%,48.22,,25.55,0.00%,0,
"INN","Summit Hotel Properties, Inc.","Real Estate","REIT - Hotel & Motel",1016.52,,,-26.40%,-12.70%,104.55,1.10%,-33.34%,,2.16%,3.52%,-21.90%,-3.79%,-4.37%,4.10%,-2.49%,0.64%,4.33%,2.29,3.26%,-5.93%,-5.04%,-3.60%,-14.08%,5.15%,-16.96%,16.63%,36.44,1.70,9.40,0.53%,536163,11.67
"INNV","InnovAge Holding Corp.","Healthcare","Medical Care Facilities",1094.39,87.80,,,,135.52,86.00%,0.00%,11.00%,-25.52%,7.26%,3.60%,-9.82%,24.26%,-45.57%,-61.95%,,-66.98%,,5.58%,5.15%,3.23%,-53.76%,-45.50%,28.87%,-70.60%,28.87%,50.99,1.50,7.99,-1.11%,278597,15.17
"INO","Inovio Pharmaceuticals, Inc.","Healthcare","Biotechnology",1426.21,,,-20.20%,-28.80%,210.31,0.10%,-33.31%,37.70%,4.86%,22.31%,,-6.49%,1.17%,-20.46%,-8.59%,-31.82%,-21.81%,0.57,5.32%,-3.39%,-3.45%,-17.94%,-15.09%,9.15%,-63.58%,19.10%,44.07,2.60,6.92,0.29%,2389551,13.00
"INOD","Innodata Inc.","Technology","Information Technology Services",193.46,327.14,,17.30%,-0.10%,26.97,0.10%,-79.47%,22.00%,1.04%,0.65%,1.80%,-12.15%,-32.51%,-14.02%,7.01%,70.05%,29.62%,1.97,7.48%,-22.36%,-25.54%,-9.22%,-38.93%,8.53%,-38.93%,84.43%,26.92,,6.87,3.62%,73504,5.00
"INOV","Inovalon Holdings, Inc.","Healthcare","Health Information Services",6374.57,122.57,,-20.00%,8.80%,150.87,2.10%,-0.61%,75.90%,1.60%,6.08%,13.00%,0.56%,0.69%,2.01%,35.11%,122.31%,125.98%,0.51,0.28%,0.56%,0.98%,19.98%,0.00%,2.49%,0.00%,133.83%,69.65,2.60,41.06,0.00%,0,41.80
"INPX","Inpixon","Technology","Software - Application",89.38,,,,-32.60%,117.75,3.12%,0.00%,13.50%,82.75%,4.74%,33.80%,-9.12%,-20.79%,-28.58%,-29.27%,-38.18%,-27.88%,2.02,6.09%,-10.86%,-11.62%,-31.65%,-29.27%,11.20%,-74.55%,11.20%,39.93,,0.74,3.75%,1039034,
"INS","Intelligent Systems Corporation","Technology","Software - Application",379.16,44.47,,65.00%,49.60%,8.71,0.30%,0.00%,49.80%,2.12%,14.04%,25.20%,-9.02%,2.23%,12.33%,26.33%,10.35%,6.33%,0.88,4.26%,-2.71%,2.37%,12.97%,-13.21%,18.14%,-21.86%,39.74%,47.00,1.00,42.65,2.13%,18372,59.50
"INSE","Inspired Entertainment, Inc.","Communication Services","Electronic Gaming & Multimedia",329.82,,,,,22.74,1.30%,-95.19%,89.50%,5.58%,10.86%,5.80%,-8.02%,-6.19%,10.53%,19.65%,125.08%,107.29%,1.51,5.28%,-5.71%,2.75%,23.25%,-13.75%,24.57%,-13.75%,136.81%,45.08,2.00,13.64,3.33%,107385,22.50
"INSG","Inseego Corp.","Technology","Communication Equipment",734.99,,,-3.70%,7.30%,103.43,0.60%,4.02%,55.90%,0.94%,17.17%,-16.60%,-12.23%,2.87%,-16.52%,-21.34%,-25.79%,-55.91%,1.61,6.01%,-0.81%,0.06%,-24.43%,-14.54%,14.81%,-68.90%,14.81%,48.47,2.80,6.82,3.33%,951846,9.50
"INSI","Insight Select Income Fund","Financial","Asset Management",236.58,16.61,3.62%,,,10.71,,,42.22%,,,,-0.36%,3.03%,5.49%,6.71%,5.93%,3.42%,,2.16%,0.45%,2.89%,4.44%,-4.04%,7.65%,-5.07%,11.01%,53.65,,22.09,1.84%,11420,
"INSM","Insmed Incorporated","Healthcare","Biotechnology",3641.37,,,-8.40%,,117.09,0.60%,-17.44%,95.70%,2.15%,6.39%,,0.86%,13.96%,18.60%,26.64%,-22.99%,-8.05%,2.17,4.55%,-1.39%,6.50%,2.20%,-11.11%,19.06%,-32.64%,39.14%,53.08,1.80,30.61,1.97%,399446,53.44
"INSP","Inspire Medical Systems, Inc.","Healthcare","Medical Devices",6742.44,,,-15.80%,70.50%,27.30,0.30%,-1.85%,96.20%,1.38%,2.94%,-22.40%,-10.10%,-7.64%,12.69%,26.66%,33.11%,29.93%,1.60,4.41%,-9.26%,-4.01%,13.03%,-14.64%,10.09%,-14.64%,53.52%,36.27,2.00,244.38,0.09%,146087,301.30
"INST","Instructure Holdings, Inc.","Technology","Software - Application",3115.67,,,,,136.65,2.40%,0.00%,96.30%,,5.27%,,-9.96%,-14.39%,-1.84%,,,9.44%,,6.02%,-10.78%,-5.53%,-0.12%,-22.41%,17.20%,-22.41%,23.97%,39.76,1.90,22.96,1.59%,112408,31.44
"INSW","International Seaways, Inc.","Industrials","Marine Shipping",822.26,,1.53%,-15.20%,-3.30%,46.90,0.90%,-1.26%,86.30%,55.09%,2.68%,-81.10%,-5.37%,-10.04%,-4.80%,-16.35%,-3.61%,2.30%,0.21,4.82%,-10.01%,-10.78%,-11.37%,-18.29%,4.67%,-25.39%,9.46%,37.30,1.90,15.68,4.12%,311725,28.20
"INT","World Fuel Services Corporation","Energy","Oil & Gas Refining & Marketing",1745.17,30.73,1.82%,-7.00%,-7.70%,63.00,2.40%,-0.79%,97.80%,2.78%,2.96%,0.50%,-1.78%,-18.25%,-15.18%,-15.85%,-15.51%,-15.18%,1.12,3.93%,-5.89%,-14.15%,-18.75%,-24.70%,5.26%,-29.86%,5.26%,36.43,2.00,26.43,0.34%,219586,34.00
"INTA","Intapp, Inc.","Technology","Software - Application",1758.28,,,,,58.78,10.50%,0.00%,82.50%,1.25%,0.63%,,-4.88%,4.44%,-29.36%,,,0.89%,,7.19%,-2.01%,2.05%,-7.33%,-18.26%,25.56%,-30.95%,25.56%,48.97,1.60,28.25,3.63%,109268,43.25
"INTC","Intel Corporation","Technology","Semiconductors",202528.67,9.66,2.79%,16.20%,7.10%,4061.00,0.07%,2.91%,65.10%,-0.03%,1.80%,25.90%,-0.94%,3.07%,-6.34%,-13.81%,5.85%,-0.12%,0.52,1.82%,-0.44%,-4.48%,-11.99%,-11.25%,3.95%,-27.35%,9.99%,43.21,2.80,49.76,1.34%,25802847,54.89
"INTF","iShares Edge MSCI Multifactor Intl ETF","Financial","Exchange Traded Fund",,,3.06%,,,,,,,,,,-1.71%,-1.45%,-2.03%,-4.73%,11.45%,8.17%,,0.56%,-1.70%,-1.01%,-1.40%,-4.89%,3.38%,-6.93%,13.16%,39.11,,29.40,-0.71%,66415,
"INTG","The InterGroup Corporation","Consumer Cyclical","Lodging",99.14,32.08,,27.40%,-17.00%,2.22,0.80%,-8.47%,6.80%,,0.22%,10.40%,-2.15%,-2.32%,-2.13%,21.94%,46.88%,45.16%,0.61,3.75%,-2.36%,-1.34%,13.19%,-17.89%,7.49%,-25.50%,58.77%,46.11,,45.90,-1.29%,103,
"INTT","inTEST Corporation","Technology","Semiconductors",179.82,25.88,,-20.00%,6.70%,10.50,0.10%,0.00%,60.20%,1.68%,0.71%,9.90%,-3.56%,54.45%,29.73%,14.48%,213.76%,146.07%,2.05,5.70%,13.74%,27.88%,26.93%,-6.06%,56.57%,-11.28%,227.25%,65.47,1.50,15.97,7.61%,126224,19.62
"INTU","Intuit Inc.","Technology","Software - Application",169816.68,91.36,0.35%,20.00%,15.50%,273.00,0.20%,-35.21%,86.10%,-1.26%,0.79%,25.80%,7.71%,12.39%,23.77%,58.29%,98.15%,80.07%,1.06,2.65%,8.82%,16.79%,39.47%,-4.58%,31.79%,-4.58%,99.70%,67.80,1.90,684.00,1.99%,1710110,734.87
"INTZ","Intrusion Inc.","Technology","Software - Application",72.92,,,-32.50%,-0.60%,17.91,49.41%,0.00%,25.10%,2.19%,5.03%,,3.59%,6.04%,-7.13%,-71.13%,-69.51%,-77.07%,1.33,9.23%,1.61%,2.54%,-65.44%,-15.66%,15.43%,-86.49%,21.32%,51.96,3.00,4.04,5.48%,92049,4.62
"INUV","Inuvo, Inc.","Communication Services","Advertising Agencies",79.48,,,-24.60%,-8.70%,116.65,2.80%,11.77%,22.00%,2.47%,2.51%,-16.40%,-0.73%,-10.71%,-4.29%,-10.07%,86.96%,47.87%,0.79,5.52%,-4.24%,-3.86%,-21.30%,-21.20%,8.02%,-71.50%,89.82%,45.18,2.00,0.67,5.65%,913941,3.00
"INVA","Innoviva, Inc.","Healthcare","Biotechnology",1193.22,5.48,,70.50%,44.20%,69.46,0.20%,14.05%,71.41%,1.38%,13.17%,94.90%,-0.93%,7.42%,17.62%,25.85%,58.39%,37.93%,0.47,2.86%,-2.37%,1.20%,21.72%,-9.91%,14.74%,-9.91%,67.88%,48.07,4.00,17.09,0.23%,425002,
"INVE","Identiv, Inc.","Technology","Computer Hardware",509.78,4460.00,,37.50%,7.40%,22.45,4.10%,-26.78%,65.60%,2.54%,3.22%,3.20%,-4.62%,22.73%,28.23%,41.50%,208.86%,162.35%,1.65,5.43%,-1.17%,10.03%,38.03%,-11.67%,29.95%,-11.67%,237.88%,52.89,2.00,22.30,0.77%,50393,28.75
"INVH","Invitation Homes Inc.","Real Estate","REIT - Residential",25132.36,93.04,1.62%,21.70%,16.90%,577.01,0.20%,-0.24%,,4.78%,1.90%,26.80%,3.60%,2.49%,4.12%,16.91%,46.71%,41.28%,0.86,1.76%,2.69%,4.56%,13.65%,0.31%,11.09%,-1.22%,52.94%,65.63,2.00,41.96,1.97%,2463004,46.79
"INVO","INVO Bioscience, Inc.","Healthcare","Medical Devices",36.39,,,-4.30%,145.30%,10.46,0.70%,257.31%,14.80%,0.73%,1.49%,,-7.14%,-13.83%,-22.34%,-30.47%,-3.24%,-0.66%,-1.01,5.29%,-8.79%,-13.41%,-25.79%,-30.14%,11.99%,-75.69%,11.99%,35.68,1.50,2.99,2.05%,13956,5.62
"INVZ","Innoviz Technologies Ltd.","Consumer Cyclical","Auto Parts",952.89,,,,,129.82,31.60%,0.00%,16.57%,,0.63%,,9.39%,51.97%,2.80%,-28.32%,-25.86%,-48.64%,,8.80%,30.93%,33.25%,-17.08%,-8.59%,66.82%,-58.65%,66.82%,71.63,2.50,7.34,3.82%,2433186,10.00
"INZY","Inozyme Pharma, Inc.","Healthcare","Biotechnology",199.98,,,,,23.64,0.80%,-26.40%,86.30%,-10.16%,0.88%,,-9.48%,-8.13%,-45.11%,-49.80%,-67.52%,-58.38%,,7.83%,-11.25%,-17.24%,-45.88%,-42.23%,3.59%,-70.84%,3.59%,33.56,1.50,8.59,-1.72%,24819,35.33
"IO","ION Geophysical Corporation","Energy","Oil & Gas Equipment & Services",55.56,,,-2.60%,-11.10%,28.59,1.20%,-82.53%,25.20%,-31.75%,10.73%,-14.40%,2.87%,-1.10%,51.69%,-9.14%,-12.25%,-26.34%,3.27,9.93%,-8.35%,4.62%,-10.02%,-32.96%,47.93%,-66.54%,82.62%,48.62,2.20,1.79,4.68%,358180,4.57
"IONQ","IonQ, Inc.","Technology","Computer Hardware",4987.95,,,,,120.61,26.30%,0.00%,28.70%,169.22%,,,-16.26%,146.77%,160.64%,161.43%,,140.37%,,17.74%,28.05%,86.02%,127.24%,-27.69%,267.19%,-27.69%,267.19%,63.06,,25.96,4.01%,6144278,26.00
"IONS","Ionis Pharmaceuticals, Inc.","Healthcare","Biotechnology",4222.05,,,-34.40%,20.80%,141.14,0.40%,-5.71%,87.00%,-2.41%,4.93%,-42.70%,-8.37%,-0.27%,-23.50%,-19.24%,-40.53%,-47.36%,0.88,3.98%,-8.77%,-10.74%,-25.15%,-20.85%,2.59%,-53.77%,2.59%,32.96,2.60,29.76,-1.88%,1302242,52.00
"IOO","iShares Global 100 ETF","Financial","Exchange Traded Fund",,,1.49%,,,,,,,,,,0.38%,3.14%,4.55%,10.05%,26.62%,22.35%,,0.68%,0.76%,3.56%,8.35%,-1.05%,8.81%,-1.05%,28.01%,64.42,,76.97,-0.13%,73110,
"IOR","Income Opportunity Realty Investors, Inc.","Financial","Mortgage Finance",50.15,12.41,,23.00%,,4.17,87.70%,0.00%,1.00%,43.17%,0.09%,,-2.40%,13.51%,3.38%,12.30%,-0.08%,11.11%,0.42,2.79%,1.84%,1.58%,3.93%,-8.89%,14.03%,-8.89%,14.44%,50.93,,12.60,-7.89%,5187,
"IOSP","Innospec Inc.","Basic Materials","Specialty Chemicals",2151.81,23.64,1.19%,-24.90%,3.30%,24.64,0.80%,-6.04%,96.70%,0.14%,1.59%,9.10%,-2.41%,-0.17%,-4.57%,-14.12%,-0.78%,-3.75%,1.33,2.87%,-4.08%,-0.52%,-7.47%,-9.12%,7.76%,-18.94%,7.76%,41.72,2.30,87.33,-1.59%,138460,112.00
"IOVA","Iovance Biotherapeutics, Inc.","Healthcare","Biotechnology",2934.66,,,-24.70%,,155.51,0.62%,0.00%,,-2.70%,10.81%,,-3.66%,-28.64%,-18.93%,-0.16%,-49.65%,-59.68%,0.69,5.47%,-16.91%,-23.24%,-30.05%,-33.08%,4.35%,-65.48%,17.82%,24.36,2.00,18.71,-0.11%,1590336,39.85
"IP","International Paper Company","Consumer Cyclical","Packaging & Containers",18797.47,10.43,4.31%,-9.70%,-0.10%,388.80,0.10%,-2.81%,84.40%,-1.07%,1.84%,8.00%,-2.82%,-10.35%,-15.64%,-21.88%,-3.93%,0.22%,0.97,2.14%,-3.30%,-8.70%,-12.82%,-15.94%,1.36%,-23.65%,7.21%,32.99,2.30,47.55,-1.57%,1883660,57.36
"IPA","ImmunoPrecise Antibodies Ltd.","Healthcare","Biotechnology",136.23,,,-50.40%,,19.22,6.73%,0.00%,7.21%,,0.75%,-43.50%,-0.71%,-9.94%,-19.83%,-31.04%,-29.18%,-62.41%,-0.20,5.45%,-6.42%,-9.62%,-30.96%,-20.28%,7.87%,-83.14%,11.29%,40.91,,5.62,5.05%,23910,
"IPAC","iShares Core MSCI Pacific ETF","Financial","Exchange Traded Fund",,,2.00%,,,,,,,,,,-0.99%,-1.24%,0.12%,-2.13%,4.51%,2.62%,,0.48%,-1.56%,-1.70%,-1.59%,-5.95%,2.34%,-6.11%,7.15%,40.13,,66.11,-1.05%,35334,
"IPAR","Inter Parfums, Inc.","Consumer Defensive","Household & Personal Products",2861.94,27.32,1.13%,4.30%,2.80%,31.66,44.08%,-0.18%,56.70%,0.64%,1.40%,21.90%,-7.49%,6.15%,22.49%,15.77%,56.70%,46.93%,0.96,2.99%,-3.75%,8.34%,17.82%,-8.12%,32.64%,-8.12%,67.00%,49.46,2.50,88.88,-2.43%,48748,105.75
"IPAY","ETFMG Prime Mobile Payments ETF","Financial","Exchange Traded Fund",,,,,,,,,,,,,-4.77%,-13.99%,-14.88%,-13.74%,-2.78%,-9.95%,,1.95%,-6.25%,-10.74%,-13.55%,-16.60%,3.36%,-18.37%,3.36%,30.37,,59.90,1.63%,277885,
"IPDN","Professional Diversity Network, Inc.","Industrials","Staffing & Employment Services",18.20,,,55.90%,-34.90%,15.04,32.00%,0.00%,1.50%,-14.09%,3.21%,-26.50%,-5.47%,-11.03%,-9.70%,-14.79%,-3.97%,-53.28%,2.20,5.75%,-8.26%,-9.74%,-31.55%,-27.54%,7.08%,-78.24%,12.04%,42.28,,1.21,5.22%,130795,
"IPG","The Interpublic Group of Companies, Inc.","Communication Services","Advertising Agencies",13711.13,19.41,3.13%,-4.00%,3.50%,393.50,0.20%,-36.74%,,-1.10%,3.48%,11.10%,-3.96%,-5.77%,-5.43%,3.42%,48.39%,46.56%,0.99,2.12%,-3.88%,-6.34%,3.50%,-12.40%,1.22%,-12.40%,55.24%,35.28,2.30,34.47,-0.12%,2011233,39.83
"IPGP","IPG Photonics Corporation","Technology","Semiconductor Equipment & Materials",8809.16,33.80,,-8.10%,5.90%,53.39,13.40%,-0.74%,67.60%,0.55%,4.90%,24.30%,-3.83%,3.69%,-3.01%,-20.36%,-19.75%,-26.56%,1.35,2.84%,-1.77%,0.41%,-15.55%,-8.97%,8.65%,-37.40%,8.65%,46.49,2.20,164.35,-0.04%,205039,198.60
"IPHA","Innate Pharma S.A.","Healthcare","Biotechnology",374.52,,,,,78.89,1.55%,0.00%,1.20%,,0.03%,,-6.89%,-16.43%,39.82%,22.86%,3.05%,15.65%,,3.50%,-13.00%,-19.91%,5.31%,-60.42%,0.00%,-60.42%,56.62%,33.83,1.80,4.73,-2.07%,10718,9.85
"IPI","Intrepid Potash, Inc.","Basic Materials","Agricultural Inputs",621.40,23.86,,50.40%,-7.30%,13.12,3.50%,0.00%,38.20%,4.22%,2.92%,10.90%,6.86%,-8.58%,51.19%,59.29%,218.25%,87.00%,2.25,6.69%,0.44%,13.41%,36.25%,-14.65%,61.52%,-14.65%,252.54%,55.36,3.20,45.16,7.45%,171796,27.50
"IPKW","Invesco International BuyBack Achievers ETF","Financial","Exchange Traded Fund",,,1.43%,,,,,,,,,,-1.79%,-4.21%,-2.64%,-7.35%,15.06%,11.22%,,0.53%,-2.38%,-2.90%,-3.64%,-6.62%,0.47%,-9.40%,16.82%,35.04,,42.71,-0.02%,11574,
"IPLDP","Interstate Power and Light Company","Utilities","Utilities - Regulated Electric",338.01,0.95,5.02%,11.70%,1.90%,13.37,,,34.20%,-0.67%,0.04%,23.00%,-0.08%,-1.82%,-3.62%,-1.90%,-4.78%,-4.35%,0.14,0.44%,-0.74%,-1.55%,-2.47%,-4.03%,0.20%,-5.60%,0.68%,39.58,,25.30,0.08%,5373,
"IPO","Renaissance IPO ETF","Financial","Exchange Traded Fund",,,,,,,,,,,,,-6.74%,-7.66%,-2.69%,3.38%,9.00%,-1.44%,,2.38%,-5.85%,-5.09%,-1.72%,-9.96%,3.77%,-17.51%,20.44%,38.32,,63.56,1.65%,92530,
"IPOD","Social Capital Hedosophia Holdings Corp. IV","Financial","Shell Companies",589.44,,,,,57.50,,,50.70%,14.91%,0.50%,,-0.97%,-2.29%,3.43%,-2.38%,,-25.05%,,1.19%,-1.00%,0.51%,-5.15%,-3.30%,3.45%,-43.97%,4.48%,45.82,,10.26,0.20%,279789,
