no,ticker,company,sector,industry,country,market_cap,pe,forward_pe,peg,ps,pb,pcash,pfree_cash_flow,dividend_yield,payout_ratio,eps_ttm,eps_growth_this_year,eps_growth_next_year,eps_growth_past_5_years,eps_growth_next_5_years,sales_growth_past_5_years,eps_growth_quarter_over_quarter,sales_growth_quarter_over_quarter,shares_outstanding,shares_float,insider_ownership,insider_transactions,institutional_ownership,institutional_transactions,float_short,short_ratio,return_on_assets,return_on_equity,return_on_investment,current_ratio,quick_ratio,lt_debtequity,total_debtequity,gross_margin,operating_margin,profit_margin,performance_week,performance_month,performance_quarter,performance_half_year,performance_year,performance_ytd,beta,average_true_range,volatility_week,volatility_month,simple_moving_average_20day,simple_moving_average_50day,simple_moving_average_200day,high_50day,low_50day,high_52week,low_52week,relative_strength_index_14,change_from_open,gap,average_volume,relative_volume,price,change,volume,earnings_date,target_price,ipo_date,afterhours_close,afterhours_change,analyst_recom,rs_rating,returns_multiple,current_price,ma_20_day,ma_50_day,ma_200_day,low_52_week,high_52_week,sentiment_score,est_gl,my_score,in_russell_3k
4965,MIRM,"Mirum Pharmaceuticals, Inc.",Healthcare,Biotechnology,USA,634.44,,,,39.65,11.47,3.34,,,,-6.1,-79.10%,-12.20%,,,,-81.30%,,30.37,29.15,0.90%,-0.69%,82.90%,5.84%,1.61%,2.82,-75.60%,-156.10%,,3.9,3.9,0.0,0.0,,,,-9.96%,14.06%,60.81%,18.56%,22.86%,33.79%,,1.3,6.73%,6.33%,-3.34%,12.00%,26.41%,-13.25%,45.86%,-13.25%,66.46%,51.79,0.09%,0.14%,166.19,0.72,21.34,0.23%,120146,3/9/2022 4:30:00 PM,55.43,7/18/2019,21.34,0.00%,81.0,80,1.05,21.29,22.08,19.05,16.88,12.82,24.6,14.0,160.36,58.333333333333336,True
5050,MOH,"Molina Healthcare, Inc.",Healthcare,Healthcare Plans,USA,17673.96,27.71,15.97,1.35,0.64,6.85,2.31,8.66,,0.00%,11.25,0.30%,13.48%,64.70%,20.52%,9.30%,208.60%,41.50%,58.4,57.88,0.10%,-15.76%,96.10%,-1.34%,1.49%,1.52,6.00%,27.20%,15.50%,1.4,1.4,0.91,0.0,14.60%,3.70%,2.40%,1.61%,4.77%,9.05%,13.49%,43.54%,-1.97%,0.78,13.07,5.09%,4.10%,0.46%,3.44%,11.33%,-4.96%,18.27%,-4.96%,48.91%,52.94,-2.86%,-0.81%,568.91,1.01,311.82,-3.65%,573552,2/9/2022 4:30:00 PM,342.5,7/2/2003,311.82,0.00%,56.0,94,1.35,323.63,310.4,301.44,280.08,217.35,328.11,11.0,5.83,53.666666666666664,True
5073,MPC,Marathon Petroleum Corporation,Energy,Oil & Gas Refining & Marketing,USA,41935.46,35.61,14.22,1.48,0.35,1.71,3.87,29.7,3.11%,15.40%,2.09,111.90%,6.03%,-1.80%,24.05%,13.80%,171.60%,96.30%,601.0,563.13,0.20%,-7.27%,81.40%,-6.08%,3.00%,2.51,11.00%,37.10%,7.50%,1.7,1.3,0.95,0.97,9.00%,3.40%,8.10%,-4.28%,-3.16%,20.87%,27.99%,30.41%,16.49%,1.9,2.77,4.58%,3.31%,-4.13%,1.94%,16.49%,-8.41%,19.90%,-8.41%,48.52%,46.21,-4.15%,0.05%,6733.68,1.39,74.54,-4.10%,9391022,2/2/2022 8:30:00 AM,86.43,6/23/2011,74.23,-0.42%,75.0,92,1.27,77.73,77.75,73.12,63.99,50.19,81.39,17.0,11.19,61.333333333333336,True
5131,MTB,M&T Bank Corporation,Financial,Banks - Regional,USA,22552.42,12.36,11.64,2.43,5.73,1.36,0.51,11.36,2.82%,32.60%,13.79,38.80%,29.89%,12.10%,5.08%,0.20%,-4.30%,-7.70%,128.7,128.41,0.40%,-0.89%,88.50%,0.95%,5.33%,5.1,1.20%,11.40%,16.40%,,,0.22,0.22,,97.10%,45.10%,-6.44%,-2.68%,16.01%,22.69%,7.11%,11.01%,0.94,6.66,4.35%,3.09%,-5.73%,-1.39%,10.85%,-8.80%,15.15%,-8.80%,32.72%,43.74,-2.01%,-1.27%,1342.33,2.13,170.49,-3.25%,2863332,1/20/2022 8:30:00 AM,188.91,3/17/1980,170.29,-0.12%,53.0,80,1.05,176.22,180.84,172.9,153.81,128.46,186.95,20.0,7.2,51.0,True
5138,MTDR,Matador Resources Company,Energy,Oil & Gas E&P,USA,6108.78,11.04,7.74,1.06,3.67,3.33,127.0,5.88,0.37%,2.50%,4.89,196.10%,-8.07%,45.80%,10.40%,44.50%,331.90%,152.60%,117.38,110.23,1.20%,0.54%,91.20%,1.36%,9.34%,6.04,14.80%,36.40%,20.90%,0.8,0.8,0.8,0.8,74.40%,47.70%,35.20%,8.99%,18.55%,48.03%,91.09%,114.78%,46.42%,4.06,2.95,5.47%,6.24%,17.68%,24.09%,45.14%,0.46%,50.75%,0.46%,150.86%,73.27,1.73%,-0.80%,1705.96,1.62,54.06,0.91%,2767941,2/22/2022 4:30:00 PM,54.8,2/2/2012,52.96,-2.03%,66.0,99,1.98,53.57,45.94,43.57,37.25,21.55,53.81,17.0,2.3,60.666666666666664,True
5252,NCBS,"Nicolet Bankshares, Inc.",Financial,Banks - Regional,USA,1286.41,17.18,12.8,2.45,7.5,1.34,1.95,15.15,,0.00%,5.5,-4.60%,7.13%,18.10%,7.00%,17.90%,-28.20%,51.60%,12.65,12.41,1.90%,-4.94%,38.80%,1.01%,2.88%,4.4,1.00%,8.90%,12.70%,,,0.22,0.22,,92.00%,35.40%,-0.85%,0.21%,27.31%,22.76%,13.58%,10.15%,0.61,1.98,2.26%,1.90%,-0.52%,3.29%,20.23%,-2.31%,19.69%,-2.31%,38.75%,52.97,-0.88%,-0.54%,81.25,0.79,94.45,-1.42%,64053,,101.2,5/17/2013,94.45,0.00%,69.0,80,1.06,95.81,94.94,91.44,78.55,68.07,96.68,23.0,5.63,57.333333333333336,True
5367,NMRK,"Newmark Group, Inc.",Real Estate,Real Estate Services,USA,3116.47,4.3,7.92,0.43,1.07,2.41,4.35,,0.25%,1.00%,3.71,872.10%,9.70%,28.90%,10.00%,16.60%,70.60%,63.70%,192.76,159.09,6.30%,4.26%,67.80%,0.05%,2.04%,2.39,15.50%,67.00%,33.40%,1.2,1.2,0.43,1.37,99.20%,43.20%,25.60%,-9.79%,2.64%,0.00%,19.92%,52.41%,-14.71%,1.75,0.87,5.42%,5.01%,-5.86%,-4.42%,9.07%,-16.49%,15.00%,-16.49%,70.59%,44.29,-4.15%,-0.48%,1358.11,1.72,15.95,-4.61%,2331050,2/11/2022 8:30:00 AM,20.12,12/15/2017,15.76,-1.19%,63.0,95,1.46,16.72,16.94,16.69,14.62,9.88,19.1,20.0,20.33,59.333333333333336,True
5389,NOG,"Northern Oil and Gas, Inc.",Energy,Oil & Gas E&P,USA,1964.38,,4.26,,3.95,8.91,206.78,5.0,1.18%,,-0.73,99.40%,14.65%,69.20%,36.30%,27.90%,175.20%,537.10%,70.74,65.33,3.30%,-20.95%,75.70%,33.70%,14.41%,8.77,-0.70%,11.50%,6.30%,0.7,0.7,3.74,3.74,50.10%,13.00%,-1.70%,7.97%,10.62%,43.51%,55.10%,96.80%,31.58%,2.23,1.64,6.79%,6.35%,11.70%,17.10%,31.74%,-3.42%,40.31%,-3.42%,137.54%,67.14,-1.67%,0.55%,1073.13,1.69,27.08,-1.13%,1815303,2/25/2022 8:30:00 AM,35.92,1/10/2007,27.08,0.00%,78.0,98,1.83,27.39,24.24,23.12,20.56,11.4,28.04,19.0,31.14,65.0,True
5544,NXST,"Nexstar Media Group, Inc.",Communication Services,Broadcasting,USA,7450.52,9.41,8.25,0.47,1.6,2.57,39.03,7.88,2.01%,14.10%,19.02,9.30%,-12.28%,45.70%,20.00%,33.30%,-22.40%,-9.50%,40.97,39.26,1.40%,-64.09%,98.10%,1.02%,4.57%,4.49,6.30%,31.30%,8.90%,1.8,1.8,2.58,2.6,60.50%,25.10%,18.00%,-3.29%,5.36%,16.24%,20.61%,18.11%,18.54%,1.52,6.7,3.33%,3.64%,0.08%,7.52%,15.79%,-6.27%,21.86%,-6.27%,32.46%,53.33,-2.03%,-0.28%,399.19,1.01,178.97,-2.30%,403903,2/22/2022 8:30:00 AM,206.67,11/24/2003,178.97,0.00%,81.0,85,1.11,183.19,178.83,166.45,154.56,135.11,190.94,22.0,12.82,62.666666666666664,True
5559,OAS,Oasis Petroleum Inc.,Energy,Oil & Gas E&P,USA,2731.9,11.08,5.88,3.69,1.63,3.34,6.09,6.55,1.53%,1.90%,13.76,885.80%,60.79%,,3.00%,6.50%,-71.70%,48.30%,19.81,18.23,0.50%,1.27%,93.70%,-4.68%,5.22%,3.56,28.60%,84.40%,-262.10%,1.1,1.1,1.15,0.0,63.60%,78.60%,44.50%,15.05%,6.47%,30.28%,69.43%,167.75%,21.00%,,7.39,5.96%,5.29%,14.26%,14.46%,39.46%,3.43%,28.97%,3.43%,186.97%,68.28,3.13%,2.31%,267.02,4.42,152.45,5.51%,1180098,,169.38,11/20/2020,152.49,0.03%,66.0,99,2.31,144.49,133.43,133.2,109.93,55.3,147.39,12.0,17.23,59.0,True
5737,OVV,Ovintiv Inc.,Energy,Oil & Gas E&P,USA,11995.4,9.19,5.31,0.5,1.39,2.5,61.51,8.06,1.15%,8.60%,5.3,122.60%,5.21%,24.50%,18.32%,22.10%,320.00%,118.50%,260.15,257.06,0.93%,0.00%,76.80%,-1.46%,2.72%,2.01,10.10%,33.40%,17.10%,0.6,0.6,0.95,0.95,55.30%,17.50%,16.40%,6.30%,19.40%,49.14%,71.20%,83.03%,44.63%,3.36,2.35,4.94%,5.30%,15.31%,23.95%,46.67%,-0.73%,55.22%,-0.73%,131.32%,71.95,-0.81%,1.01%,3473.4,1.99,48.74,0.18%,6907547,2/24/2022 4:30:00 PM,51.69,8/21/2001,48.74,0.00%,66.0,98,1.72,48.65,42.27,39.32,33.23,21.07,49.1,21.0,6.25,61.666666666666664,True
5769,PANW,"Palo Alto Networks, Inc.",Technology,Software - Infrastructure,USA,54039.23,,58.96,,11.12,444.59,16.18,35.89,,,-4.74,-87.80%,24.09%,-18.50%,24.43%,25.30%,35.80%,29.50%,98.2,96.54,1.70%,-5.84%,87.60%,-1.73%,6.22%,3.51,-4.50%,-81.40%,-8.80%,0.7,0.7,0.0,31.19,69.60%,-6.70%,-9.50%,-10.22%,8.35%,2.43%,13.94%,60.95%,-4.18%,1.29,26.38,4.52%,5.08%,0.53%,1.62%,14.64%,-10.93%,17.06%,-10.93%,71.24%,50.08,-4.65%,0.36%,1708.97,1.36,533.51,-4.30%,2318769,2/22/2022 4:30:00 PM,620.58,7/20/2012,533.51,0.00%,75.0,96,1.48,557.51,530.7,525.0,465.39,311.56,598.96,3.0,11.31,58.0,True
5847,PDCE,"PDC Energy, Inc.",Energy,Oil & Gas E&P,USA,6354.54,13.29,5.96,0.49,3.42,2.33,188.0,4.31,0.69%,4.50%,5.26,170.70%,37.12%,24.90%,27.20%,37.10%,,206.70%,97.13,94.87,1.20%,-7.21%,,-0.39%,7.45%,4.5,9.80%,19.90%,15.50%,0.5,0.5,0.32,0.32,81.40%,33.70%,28.10%,8.39%,14.55%,47.13%,64.04%,86.70%,43.36%,2.91,3.66,5.70%,5.72%,16.36%,22.94%,44.33%,-1.69%,46.60%,-1.69%,133.61%,70.27,-2.31%,1.35%,1572.05,1.06,69.93,-0.99%,1661106,2/28/2022 4:30:00 PM,79.36,3/17/1980,71.5,2.25%,69.0,98,1.7,70.63,60.1,56.88,48.8,30.25,71.13,25.0,12.36,64.0,True
6238,PXD,Pioneer Natural Resources Company,Energy,Oil & Gas E&P,USA,56739.14,28.75,11.56,0.49,3.18,2.49,78.26,24.94,0.97%,374.00%,8.23,-126.30%,-5.37%,7.50%,58.82%,19.50%,889.30%,167.20%,244.0,241.41,0.40%,-8.56%,89.00%,2.37%,2.43%,2.42,0.60%,1.00%,0.80%,0.6,0.6,0.29,0.3,52.60%,12.80%,1.10%,-1.24%,7.66%,35.57%,62.71%,52.00%,31.85%,1.61,8.84,3.04%,3.92%,4.18%,12.19%,36.84%,-3.70%,36.41%,-3.70%,84.24%,61.1,-2.40%,0.53%,2421.08,1.62,236.63,-1.88%,3911865,2/16/2022 4:30:00 PM,245.91,12/22/1987,235.46,-0.49%,72.0,95,1.4,241.16,229.22,213.37,177.54,133.73,245.71,25.0,1.97,64.0,True
6560,ROCC,Ranger Oil Corporation,Energy,Oil & Gas E&P,USA,1499.76,,4.09,,3.56,3.27,42.49,25.04,,,-8.5,-538.50%,114.83%,1.30%,10.00%,0.70%,106.90%,103.30%,21.09,20.82,0.40%,0.00%,76.70%,15.15%,8.56%,4.38,-12.20%,-74.40%,-50.80%,0.7,0.7,4.27,4.31,80.40%,15.40%,-30.50%,9.42%,11.91%,38.46%,85.81%,103.08%,37.22%,3.05,2.26,6.87%,6.46%,17.04%,20.50%,43.92%,-0.70%,43.65%,-0.70%,212.79%,68.97,-1.94%,2.42%,406.73,2.25,36.94,0.44%,914015,3/7/2022 4:30:00 PM,49.6,11/15/2016,36.9,-0.11%,69.0,99,1.96,36.78,31.56,30.65,25.67,11.81,37.2,19.0,34.86,62.333333333333336,True
6621,RVI,Retail Value Inc.,Real Estate,REIT - Retail,USA,69.47,2.63,,,1.25,1.03,0.63,,35.37%,,1.25,157.80%,,19.30%,,-29.30%,339.00%,-68.80%,21.12,17.3,17.70%,-49.97%,65.50%,-3.83%,6.61%,2.39,-2.30%,-3.90%,7.00%,,,0.0,0.0,70.80%,8.60%,-31.80%,5.81%,5.81%,12.33%,38.36%,114.60%,4.98%,1.78,0.12,4.45%,3.41%,4.33%,4.75%,27.42%,-6.02%,12.33%,-6.02%,131.41%,57.69,2.82%,-5.90%,477.99,0.38,3.28,-3.24%,182397,,28.0,6/26/2018,3.31,0.91%,69.0,99,1.99,3.39,3.14,3.13,2.58,1.53,3.49,28.0,725.96,65.33333333333333,True
6643,RXDX,"Prometheus Biosciences, Inc.",Healthcare,Biotechnology,USA,1730.43,,,,752.36,6.44,6.2,,,,-1.75,-86.10%,-1.40%,,,,-276.90%,400.00%,38.85,29.8,34.82%,0.00%,70.70%,4.09%,6.32%,6.61,,,,19.0,19.0,0.0,0.0,,,,-0.09%,23.26%,58.70%,83.39%,,10.02%,,2.57,6.15%,6.66%,3.55%,14.20%,49.77%,-5.67%,47.46%,-5.67%,170.02%,58.68,-0.32%,0.76%,284.77,0.55,43.5,0.44%,157899,,50.0,3/12/2021,43.5,0.00%,88.0,97,1.56,43.31,42.01,38.09,29.04,16.11,46.12,16.0,15.45,67.0,True
6798,SEAS,"SeaWorld Entertainment, Inc.",Consumer Cyclical,Leisure,USA,4492.99,17.99,13.3,0.57,2.99,,10.13,12.01,,0.00%,3.21,180.70%,4.39%,88.60%,31.46%,2.30%,257.50%,140.60%,76.8,47.42,1.20%,-10.92%,,0.66%,9.46%,4.58,9.60%,-541.30%,17.90%,1.5,1.4,,,51.00%,24.80%,17.10%,-16.69%,-2.36%,-2.86%,21.22%,10.75%,-10.87%,2.2,3.59,6.34%,5.13%,-13.95%,-10.72%,-0.21%,-19.91%,4.85%,-19.91%,37.84%,35.55,-10.81%,-0.23%,978.74,1.79,57.81,-11.02%,1747217,2/24/2022 8:30:00 AM,76.8,4/19/2013,58.55,1.28%,63.0,90,1.2,64.97,67.18,64.75,57.93,41.94,72.18,25.0,18.21,59.333333333333336,True
6830,SFL,SFL Corporation Ltd.,Industrials,Marine Shipping,Bermuda,1304.62,,9.92,,2.74,1.43,4.37,8.34,6.57%,,-0.79,-348.70%,0.19%,-25.40%,-7.70%,3.00%,79.10%,16.90%,126.78,92.97,43.40%,0.00%,36.30%,6.85%,1.92%,1.83,-2.50%,-9.40%,-4.50%,0.7,,2.21,2.76,68.10%,-13.50%,-17.00%,4.02%,24.70%,22.20%,23.95%,30.85%,26.99%,0.82,0.32,2.89%,3.45%,10.34%,18.50%,26.09%,0.29%,35.47%,0.29%,55.17%,77.77,0.00%,0.39%,973.21,1.74,10.35,0.39%,1692837,2/16/2022 8:30:00 AM,11.5,6/14/2004,10.59,2.32%,78.0,90,1.21,10.31,9.38,8.73,8.21,6.67,10.32,8.0,11.54,58.666666666666664,True
6994,SM,SM Energy Company,Energy,Oil & Gas E&P,USA,4746.14,,6.69,,1.81,2.4,14.27,4.11,0.05%,15.60%,-0.35,104.40%,8.21%,15.20%,10.00%,17.30%,310.30%,166.90%,121.5,119.46,1.10%,-6.06%,88.10%,-0.14%,4.78%,2.13,0.70%,2.10%,4.80%,0.7,0.7,1.01,1.01,80.70%,7.90%,1.40%,14.95%,16.56%,45.37%,107.31%,148.00%,38.47%,5.5,2.44,5.86%,6.37%,14.79%,20.25%,50.68%,1.49%,44.75%,1.49%,176.00%,66.72,1.42%,0.90%,2679.44,1.8,40.82,2.33%,4820659,2/24/2022 4:30:00 PM,45.5,12/16/1992,40.5,-0.78%,56.0,99,2.27,39.89,35.56,33.95,27.09,14.79,40.22,28.0,14.06,61.0,True
7281,STRL,"Sterling Construction Company, Inc.",Industrials,Engineering & Construction,USA,855.99,12.94,8.21,1.18,0.54,2.23,10.46,8.16,,0.00%,2.15,43.50%,18.58%,49.20%,11.00%,18.00%,82.20%,15.60%,28.82,28.71,3.00%,-4.36%,84.50%,0.96%,2.43%,3.65,5.90%,20.00%,10.40%,1.2,1.0,1.19,1.27,13.60%,6.90%,4.00%,-5.82%,1.79%,7.37%,20.34%,31.80%,5.74%,1.22,1.43,5.81%,4.79%,-4.26%,0.60%,12.45%,-13.47%,15.39%,-13.47%,42.84%,46.84,-2.28%,0.28%,190.93,0.96,27.81,-2.01%,182775,2/28/2022 4:30:00 PM,36.0,7/12/1991,27.81,0.00%,53.0,90,1.21,28.38,29.05,27.64,24.73,19.47,32.14,22.0,26.85,55.0,True
7353,SXC,"SunCoke Energy, Inc.",Basic Materials,Coking Coal,USA,706.3,17.23,12.46,2.15,0.49,1.52,12.94,5.74,2.69%,,0.52,102.20%,-7.14%,16.30%,8.00%,-0.40%,941.60%,21.30%,83.0,82.29,0.90%,-1.98%,85.20%,3.55%,3.08%,3.04,0.00%,0.00%,5.90%,1.4,0.7,1.23,1.23,23.20%,4.10%,0.00%,12.36%,18.96%,41.43%,26.20%,33.18%,35.20%,1.07,0.4,7.19%,4.06%,11.69%,20.63%,27.46%,-9.27%,38.35%,-9.27%,52.31%,65.0,-8.62%,0.21%,834.83,2.48,8.91,-8.43%,2073697,2/1/2022 8:30:00 AM,10.0,7/21/2011,8.92,0.11%,69.0,93,1.3,9.73,7.98,7.39,6.99,5.85,9.82,34.0,2.77,65.33333333333333,True
7466,TENB,"Tenable Holdings, Inc.",Technology,Software - Infrastructure,USA,5985.55,,130.94,,11.06,27.31,11.68,66.36,,,-0.44,-3.70%,133.15%,-0.60%,24.00%,34.20%,-443.90%,26.20%,108.25,104.21,0.40%,-54.94%,84.40%,2.73%,2.17%,2.1,-4.80%,-24.20%,-6.50%,1.5,1.5,1.69,1.71,80.30%,-7.70%,-8.60%,-1.84%,6.80%,17.54%,16.26%,44.60%,-1.33%,1.6,2.87,4.78%,5.22%,6.30%,6.44%,14.22%,-5.82%,25.90%,-5.82%,53.85%,56.93,-3.22%,1.04%,1077.39,1.25,54.34,-2.21%,1346674,2/1/2022 4:30:00 PM,66.36,7/26/2018,52.52,-3.35%,78.0,91,1.23,55.57,51.12,51.05,47.57,35.32,57.7,13.0,19.42,60.666666666666664,True
7498,THC,Tenet Healthcare Corporation,Healthcare,Medical Care Facilities,USA,9366.47,10.35,13.51,,0.48,9.09,3.96,10.29,,0.00%,8.42,124.40%,1.60%,45.30%,-6.81%,-0.10%,-38.60%,-1.20%,107.15,105.7,1.30%,-28.95%,97.50%,1.90%,4.29%,3.92,3.40%,171.30%,14.30%,1.4,1.3,15.09,15.22,82.90%,14.40%,4.70%,1.33%,15.86%,22.63%,14.81%,56.99%,6.66%,2.43,4.04,4.26%,5.29%,5.31%,9.45%,19.52%,-5.18%,28.95%,-5.18%,77.29%,57.31,-3.95%,-0.46%,1159.48,1.15,87.13,-4.39%,1333255,2/7/2022 4:30:00 PM,101.11,4/28/1971,87.13,0.00%,63.0,97,1.54,91.13,82.74,79.61,72.9,49.15,91.89,11.0,10.95,57.0,True
7570,TMST,TimkenSteel Corporation,Basic Materials,Steel,USA,888.25,5.78,11.75,,0.69,1.28,3.42,4.81,,0.00%,3.19,331.20%,-51.99%,27.20%,,8.10%,472.90%,60.20%,46.2,37.84,0.50%,8.88%,77.00%,0.17%,13.48%,6.51,15.60%,28.90%,16.50%,2.3,1.5,0.0,0.07,17.10%,9.60%,13.30%,2.27%,27.79%,28.68%,38.13%,81.32%,11.76%,1.81,1.02,6.67%,5.59%,12.83%,15.50%,26.43%,-9.34%,45.54%,-9.34%,111.95%,61.34,-5.14%,-0.15%,782.98,1.17,18.44,-5.29%,917967,2/24/2022 4:30:00 PM,20.6,6/19/2014,18.5,0.33%,59.0,97,1.58,19.47,16.34,15.97,14.58,9.32,20.34,28.0,5.8,61.333333333333336,True
7626,TRGP,Targa Resources Corp.,Energy,Oil & Gas Midstream,USA,15355.78,,17.55,,0.91,7.8,96.88,8.54,2.04%,,-0.28,99.00%,21.72%,47.70%,5.70%,20.40%,,111.50%,228.6,225.23,1.10%,-4.20%,88.20%,-0.50%,1.68%,2.43,-0.10%,-0.70%,9.70%,0.8,0.7,3.2,3.28,19.00%,5.00%,-0.10%,4.97%,13.76%,33.92%,52.32%,99.94%,31.36%,2.64,2.14,3.43%,2.99%,8.15%,16.75%,36.04%,-1.48%,37.74%,-1.48%,129.12%,73.67,-1.79%,0.49%,1557.73,1.49,68.62,-1.31%,2316604,2/24/2022 8:30:00 AM,71.95,12/7/2010,68.26,-0.52%,78.0,99,1.89,69.53,63.45,58.78,50.44,29.95,69.65,20.0,3.48,65.66666666666667,True
7649,TRTN,Triton International Limited,Industrials,Rental & Leasing Services,Bermuda,4254.14,8.77,6.07,0.88,2.54,1.8,40.06,,4.10%,32.50%,7.23,73.70%,-1.87%,99.90%,10.00%,14.70%,56.10%,25.20%,66.11,63.97,1.40%,-8.22%,69.40%,-3.27%,1.84%,2.74,4.20%,21.70%,6.90%,,,3.67,3.67,91.90%,47.80%,28.90%,-3.47%,3.22%,10.82%,14.83%,10.90%,5.26%,1.39,2.4,2.87%,3.57%,-2.09%,0.92%,12.36%,-9.65%,9.99%,-9.65%,35.61%,47.9,-2.24%,0.02%,429.01,0.74,63.4,-2.22%,317070,2/15/2022 8:30:00 AM,81.0,10/12/2005,63.54,0.22%,78.0,74,1.0,64.84,64.75,62.82,56.42,46.75,70.17,13.0,24.92,55.0,True
7686,TTEK,"Tetra Tech, Inc.",Industrials,Engineering & Construction,USA,8475.94,34.76,33.68,7.38,3.23,6.9,41.25,27.91,0.51%,12.40%,4.55,34.80%,9.68%,24.50%,4.71%,5.80%,30.80%,12.20%,53.94,53.65,1.00%,-18.09%,93.50%,-0.69%,2.37%,3.47,9.80%,20.70%,16.90%,1.3,1.3,0.2,0.21,19.90%,11.40%,9.50%,-0.27%,7.76%,-13.92%,4.43%,25.60%,-6.75%,0.86,5.61,3.01%,3.55%,3.19%,3.88%,6.42%,-10.27%,25.04%,-17.92%,36.49%,56.94,-1.63%,0.63%,366.61,0.55,158.34,-1.02%,201870,2/2/2022 4:30:00 PM,189.5,12/17/1991,158.34,0.00%,59.0,85,1.12,159.97,153.45,152.43,148.79,116.01,192.91,24.0,18.46,56.0,True
7719,TWNK,"Hostess Brands, Inc.",Consumer Defensive,Packaged Foods,USA,3042.86,25.42,20.84,3.06,2.66,1.71,12.21,21.4,,0.00%,0.86,5.30%,10.49%,9.80%,8.31%,9.40%,5.30%,16.10%,138.38,137.87,0.40%,0.00%,,-7.93%,4.67%,2.47,3.50%,7.10%,5.70%,2.4,2.1,0.64,0.65,35.90%,17.60%,10.40%,1.86%,6.92%,28.38%,35.52%,47.35%,7.44%,0.68,0.59,2.39%,2.50%,3.23%,6.66%,22.58%,-3.43%,15.66%,-3.43%,54.40%,63.48,-0.99%,-0.27%,2603.49,0.64,21.94,-1.26%,1654296,3/1/2022 8:30:00 AM,24.8,11/30/2015,21.94,0.00%,72.0,94,1.37,22.22,21.25,20.57,17.9,14.21,22.72,16.0,11.61,60.666666666666664,True
7828,UNH,UnitedHealth Group Incorporated,Healthcare,Healthcare Plans,USA,447014.82,26.93,19.74,1.86,1.55,6.38,20.91,30.6,1.19%,30.60%,18.08,12.80%,14.12%,20.10%,14.51%,9.20%,85.00%,12.60%,940.0,935.66,0.10%,-15.38%,89.50%,0.26%,0.62%,1.74,8.20%,24.90%,16.50%,,,0.59,0.64,,8.30%,6.00%,2.31%,-0.39%,8.36%,15.14%,39.04%,-3.04%,0.87,12.36,2.79%,2.30%,1.74%,1.89%,11.21%,-4.39%,9.23%,-4.39%,45.33%,55.8,-2.63%,0.27%,3324.83,1.24,486.87,-2.36%,4122719,1/19/2022 8:30:00 AM,527.2,10/17/1984,486.0,-0.18%,75.0,92,1.29,498.65,478.53,477.84,437.78,348.5,509.23,13.0,5.73,60.0,True
7835,UNVR,Univar Solutions Inc.,Basic Materials,Chemicals,USA,4951.84,10.31,10.78,0.58,0.52,2.06,19.69,27.6,,0.00%,2.68,762.60%,2.56%,49.30%,17.75%,3.40%,555.60%,22.70%,170.5,165.69,0.40%,-17.03%,99.80%,-1.63%,1.92%,3.1,7.00%,21.90%,9.80%,1.7,1.2,0.97,0.99,25.10%,6.00%,4.80%,-9.96%,0.55%,5.05%,17.31%,34.94%,-2.47%,1.76,1.17,4.50%,3.53%,-5.53%,-2.39%,5.69%,-11.86%,6.67%,-11.86%,39.22%,42.98,-5.24%,-0.27%,1028.74,1.47,27.65,-5.50%,1508561,2/24/2022 4:30:00 PM,35.35,6/18/2015,27.65,0.00%,59.0,93,1.32,29.26,29.27,28.33,26.16,19.92,31.37,25.0,20.81,59.0,True
8035,VIRT,"Virtu Financial, Inc.",Financial,Capital Markets,USA,6071.56,8.63,9.75,,2.16,2.42,5.67,5.73,2.87%,24.60%,3.87,-24.30%,0.12%,36.20%,-2.71%,32.00%,1.30%,4.30%,111.91,107.56,0.50%,-90.53%,91.40%,-3.20%,2.29%,2.21,4.40%,29.60%,17.00%,,,1.78,2.15,65.40%,35.50%,16.50%,-4.70%,7.73%,20.04%,36.67%,21.87%,15.96%,-0.43,1.08,3.39%,3.15%,-3.89%,5.90%,19.43%,-8.91%,20.12%,-8.91%,44.16%,47.57,-4.16%,-0.66%,1113.47,1.42,33.43,-4.78%,1577654,2/8/2022 8:30:00 AM,36.0,4/16/2015,33.4,-0.09%,56.0,87,1.14,35.11,34.78,31.57,27.99,23.19,36.7,11.0,2.53,51.333333333333336,True
8044,VIVO,"Meridian Bioscience, Inc.",Healthcare,Diagnostics & Research,USA,1115.62,18.8,,1.11,3.56,3.22,15.35,18.78,,0.00%,1.36,51.70%,,16.40%,17.00%,10.10%,-43.00%,-5.00%,43.44,42.86,1.50%,-2.38%,98.60%,0.64%,5.80%,4.58,13.40%,18.40%,19.30%,4.1,2.6,0.14,0.14,60.20%,25.20%,19.10%,1.07%,19.60%,30.46%,24.85%,15.54%,25.34%,0.34,1.01,3.44%,4.51%,0.33%,13.06%,25.13%,-6.08%,30.69%,-14.02%,50.41%,60.31,0.20%,-0.04%,542.46,0.49,25.57,0.16%,265858,2/4/2022 8:30:00 AM,30.0,7/29/1986,25.57,0.00%,91.0,74,1.0,25.53,25.49,22.62,20.43,17.0,29.74,16.0,17.51,60.333333333333336,True
