no,ticker,company,sector,industry,country,market_cap,pe,forward_pe,peg,ps,pb,pcash,pfree_cash_flow,dividend_yield,payout_ratio,eps_ttm,eps_growth_this_year,eps_growth_next_year,eps_growth_past_5_years,eps_growth_next_5_years,sales_growth_past_5_years,eps_growth_quarter_over_quarter,sales_growth_quarter_over_quarter,shares_outstanding,shares_float,insider_ownership,insider_transactions,institutional_ownership,institutional_transactions,float_short,short_ratio,return_on_assets,return_on_equity,return_on_investment,current_ratio,quick_ratio,lt_debtequity,total_debtequity,gross_margin,operating_margin,profit_margin,performance_week,performance_month,performance_quarter,performance_half_year,performance_year,performance_ytd,beta,average_true_range,volatility_week,volatility_month,20day_simple_moving_average,50day_simple_moving_average,200day_simple_moving_average,50day_high,50day_low,52week_high,52week_low,relative_strength_index_14,change_from_open,gap,ar,average_volume,relative_volume,price,change,volume,earnings_date,target_price,ipo_date,afterhours_close,afterhours_change,analyst_recom,rs_rating,returns_multiple,current_price,ma_20_day,ma_50_day,ma_200_day,low_52_week,high_52_week,sentiment_score,est_gl,my_score,in_russell_3k
3547,HES,Hess Corporation,Energy,Oil & Gas E&P,USA,28041.41,52.16,16.67,,3.75,5.18,11.59,18.92,1.06%,,1.81,-641.90%,13.76%,0.90%,,-6.40%,146.60%,51.80%,308.1,278.25,0.30%,-30.50%,85.50%,-0.71%,2.63%,2.86,-0.80%,-2.90%,-16.80%,1.4,1.3,1.46,1.55,70.50%,10.40%,-2.20%,1.02%,2.26%,15.90%,45.60%,55.24%,27.33%,1.83,3.8,3.70%,4.45%,2.38%,11.37%,16.32%,-2.58%,37.97%,-2.58%,56.09%,58.39,0.12%,1.03%,2.2,2559.09,0.95,94.26,1.15%,2442650,1/26/2022 8:30:00 AM,111.5,5/24/1962,94.26,0.00%,63.0,94,1.36,94.26,92.22,84.98,81.12,60.39,96.76,9.0,18.29,55.333333333333336,True
3576,HIG,"The Hartford Financial Services Group, Inc.",Financial,Insurance - Diversified,USA,24721.17,10.72,9.0,0.92,1.1,1.4,106.56,6.98,2.16%,22.60%,6.64,-16.20%,16.71%,11.10%,11.71%,5.00%,8.00%,10.00%,345.6,337.0,0.10%,-33.48%,94.20%,-0.02%,0.74%,1.35,2.80%,12.00%,8.80%,,,0.28,0.0,,12.60%,9.50%,-2.47%,-0.14%,-0.07%,6.76%,44.11%,3.16%,1.02,1.96,3.06%,2.94%,0.02%,1.53%,4.67%,-4.93%,9.35%,-8.89%,46.54%,50.33,0.69%,-0.39%,2.1,1829.26,0.65,71.22,0.30%,1186941,2/3/2022 4:30:00 PM,82.5,12/15/1995,71.22,0.00%,66.0,91,1.27,71.22,71.25,70.22,68.06,49.37,78.17,14.0,15.84,57.0,True
3650,HPE,Hewlett Packard Enterprise Company,Technology,Communication Equipment,USA,23015.26,6.87,8.04,0.39,0.83,1.16,5.76,8.39,2.72%,18.40%,2.57,3.10%,8.03%,6.70%,17.77%,-1.70%,1526.10%,2.00%,1312.0,1289.05,0.20%,-26.64%,86.00%,0.51%,3.11%,3.76,6.20%,19.60%,10.00%,0.9,0.7,0.5,0.67,33.70%,12.60%,12.30%,1.97%,1.85%,20.99%,19.92%,26.54%,11.86%,1.18,0.47,3.11%,2.99%,5.85%,8.49%,15.53%,-0.68%,21.66%,-0.68%,35.80%,65.07,2.02%,-0.52%,2.3,10657.39,0.76,17.64,1.50%,8063203,3/1/2022 4:30:00 PM,17.86,10/19/2015,17.69,0.28%,59.0,81,1.11,17.64,16.71,16.31,15.28,12.99,17.76,18.0,1.25,52.666666666666664,True
3653,HPK,"HighPeak Energy, Inc.",Energy,Oil & Gas E&P,USA,1891.1,137.24,6.03,,14.22,3.76,157.59,,0.50%,34.10%,0.14,-387.10%,392.54%,,,,168.70%,533.30%,92.68,7.95,2.60%,2.08%,7.90%,3.08%,2.16%,2.85,2.30%,2.80%,-21.40%,0.6,0.5,0.19,0.0,88.30%,31.70%,10.20%,5.51%,8.68%,39.85%,120.62%,54.70%,35.93%,0.85,1.03,7.17%,5.56%,9.28%,18.68%,61.91%,-3.43%,51.79%,-3.43%,233.90%,64.5,2.47%,-0.26%,2.0,60.19,0.53,19.9,2.21%,31672,11/8/2021 4:30:00 PM,24.2,5/29/2018,19.9,0.00%,69.0,93,1.35,19.9,18.29,16.87,12.36,6.0,20.61,29.0,21.61,63.666666666666664,True
3691,HTBK,Heritage Commerce Corp,Financial,Banks - Regional,USA,751.62,15.83,12.04,2.26,4.9,1.27,0.45,36.49,4.18%,72.60%,0.79,-30.50%,18.33%,4.10%,7.00%,13.80%,21.30%,9.90%,60.22,57.9,0.70%,-9.41%,71.80%,0.13%,0.96%,3.28,0.80%,7.30%,20.10%,,,0.07,0.07,,91.50%,28.00%,2.73%,-2.28%,3.75%,11.97%,37.46%,4.19%,1.11,0.31,1.83%,2.86%,0.95%,3.81%,6.94%,-3.86%,17.03%,-3.86%,38.22%,55.59,-0.24%,0.16%,1.7,169.11,0.4,12.44,-0.08%,66862,,14.25,7/24/1998,12.44,0.00%,78.0,88,1.21,12.44,12.32,12.01,11.63,9.0,12.94,12.0,14.55,59.333333333333336,True
3717,HUN,Huntsman Corporation,Basic Materials,Chemicals,USA,8976.58,11.48,10.83,1.01,1.15,2.4,17.78,,1.82%,19.50%,3.58,-31.30%,9.13%,-6.20%,11.39%,-5.90%,342.80%,51.30%,219.4,196.7,3.40%,0.00%,83.60%,-2.89%,1.30%,1.35,9.30%,21.80%,6.90%,1.9,1.2,0.42,0.42,21.30%,12.10%,10.10%,10.47%,8.29%,23.20%,65.10%,45.75%,18.00%,1.22,1.2,3.60%,3.08%,13.33%,17.34%,35.84%,1.96%,32.09%,1.96%,70.82%,76.48,3.29%,0.50%,2.0,1898.0,2.71,41.16,3.81%,5149712,2/15/2022 8:30:00 AM,42.1,2/11/2005,41.16,0.00%,69.0,91,1.28,41.16,36.5,35.25,30.35,24.1,41.48,16.0,2.28,58.666666666666664,True
3727,HWC,Hancock Whitney Corporation,Financial,Banks - Regional,USA,4955.55,13.04,10.38,1.63,4.89,1.34,1.38,9.28,1.93%,25.10%,4.3,-114.60%,2.56%,-18.40%,8.00%,9.30%,62.10%,-4.90%,86.83,86.04,0.60%,-0.99%,79.20%,0.30%,1.86%,3.68,1.10%,10.60%,26.10%,,,0.07,0.07,,95.20%,36.80%,1.17%,2.94%,6.53%,25.90%,53.88%,12.14%,1.51,1.87,3.20%,3.77%,3.39%,7.72%,16.01%,-6.24%,24.48%,-6.24%,54.14%,61.02,0.02%,-0.23%,1.9,434.15,0.81,56.09,-0.21%,353059,1/18/2022 4:30:00 PM,63.94,6/4/1991,56.09,0.00%,72.0,93,1.35,56.09,54.3,52.2,48.39,36.39,59.82,13.0,14.0,59.333333333333336,True
3728,HWKN,"Hawkins, Inc.",Basic Materials,Specialty Chemicals,USA,880.51,17.82,,,1.23,3.02,37.63,40.21,1.23%,21.20%,2.37,44.80%,,35.00%,,7.60%,29.90%,30.90%,20.89,19.12,9.46%,0.00%,63.20%,1.27%,0.73%,2.68,10.30%,17.90%,11.30%,2.8,1.8,0.36,0.4,19.90%,9.60%,7.00%,4.82%,11.30%,15.16%,14.84%,39.84%,6.89%,0.92,1.43,2.93%,3.74%,8.85%,9.26%,18.13%,0.55%,24.07%,0.55%,43.83%,63.89,1.39%,0.43%,2.0,52.33,0.73,42.17,1.84%,38325,2/2/2022 4:30:00 PM,52.0,3/18/1980,42.17,0.00%,69.0,89,1.23,42.17,38.96,38.74,35.74,29.32,42.27,20.0,23.31,59.333333333333336,True
3913,IGT,International Game Technology PLC,Consumer Cyclical,Gambling,United Kingdom,6348.65,,20.03,,1.77,4.74,14.59,9.91,2.63%,0.00%,-1.17,-627.50%,14.04%,-63.50%,30.18%,-7.90%,142.10%,20.60%,205.19,99.37,51.65%,0.00%,48.30%,1.29%,3.86%,2.23,1.80%,21.30%,-1.90%,1.3,1.2,4.97,0.0,49.50%,21.50%,6.10%,1.84%,8.88%,1.00%,61.98%,80.53%,5.22%,2.14,1.23,3.78%,4.92%,10.68%,11.16%,22.15%,-1.36%,32.55%,-7.68%,101.32%,63.25,2.60%,-0.13%,2.1,1718.52,0.64,30.42,2.46%,1096630,11/9/2021 8:30:00 AM,40.21,4/7/2015,29.5,-3.02%,66.0,97,1.59,30.42,27.65,27.46,24.97,15.11,32.95,23.0,32.18,62.0,True
3995,INBK,First Internet Bancorp,Financial,Banks - Regional,USA,501.94,10.58,8.5,,3.75,1.37,1.16,13.31,0.47%,5.50%,4.82,19.10%,30.73%,8.80%,,27.00%,40.60%,0.60%,9.94,9.3,6.60%,1.37%,70.40%,-1.16%,0.82%,1.57,1.00%,12.30%,10.50%,,,0.28,0.28,,52.70%,32.20%,2.22%,-3.10%,13.84%,70.89%,58.91%,8.44%,0.73,1.58,1.94%,3.62%,2.12%,5.91%,36.86%,-4.76%,21.34%,-4.76%,81.85%,58.18,1.43%,-0.38%,1.8,48.71,0.45,51.01,1.05%,22057,1/19/2022 4:30:00 PM,65.2,12/28/2004,51.01,0.00%,75.0,95,1.4,51.01,49.98,48.29,37.35,28.05,53.56,20.0,27.82,63.333333333333336,True
4113,ISBC,"Investors Bancorp, Inc.",Financial,Banks - Regional,USA,4340.89,13.15,12.1,1.27,4.73,1.44,5.12,12.38,3.21%,42.10%,1.32,26.20%,9.34%,11.50%,10.38%,6.00%,4.30%,-3.90%,235.6,226.52,0.20%,-58.44%,73.90%,-2.26%,5.99%,5.84,1.10%,10.50%,10.10%,,,1.24,1.24,,81.20%,31.70%,0.81%,1.81%,8.47%,26.60%,39.25%,14.98%,0.98,0.45,2.39%,2.84%,3.93%,8.47%,16.06%,-1.41%,24.70%,-1.41%,39.75%,62.74,0.75%,-0.52%,2.2,2321.4,0.82,17.42,0.23%,1907730,1/26/2022 4:30:00 PM,17.6,10/12/2005,17.06,-2.07%,63.0,88,1.22,17.42,16.79,16.11,15.02,12.47,17.67,28.0,1.03,59.666666666666664,True
4140,ITCI,"Intra-Cellular Therapies, Inc.",Healthcare,Biotechnology,USA,5022.9,,,,71.15,9.33,10.52,,,,-3.2,-20.50%,8.10%,-2.10%,,201.60%,-19.10%,200.00%,81.36,74.44,1.40%,-29.63%,81.00%,0.32%,6.36%,4.1,-40.30%,-44.90%,-35.20%,10.7,10.5,0.0,0.0,90.60%,,,6.20%,38.35%,36.55%,92.05%,43.03%,6.63%,1.22,2.71,4.88%,6.01%,16.57%,23.40%,40.09%,-1.38%,62.10%,-1.38%,96.51%,69.68,-1.74%,1.43%,1.6,1155.19,0.92,55.81,-0.34%,1059872,11/9/2021 8:30:00 AM,61.33,12/27/2013,55.1,-1.27%,81.0,90,1.26,55.81,48.73,45.64,39.96,28.4,57.08,5.0,9.89,58.666666666666664,True
4394,KEX,Kirby Corporation,Industrials,Marine Shipping,USA,4048.26,,19.93,,1.8,1.43,74.42,12.88,,0.00%,-4.11,-292.00%,60.40%,-25.40%,3.20%,0.20%,,20.60%,60.06,59.48,0.50%,-13.19%,94.40%,-0.33%,3.60%,4.61,0.40%,0.80%,-5.70%,1.9,1.3,0.42,0.42,26.40%,2.50%,1.10%,6.40%,1.77%,16.97%,24.24%,15.66%,14.12%,1.4,2.01,3.15%,3.27%,5.75%,9.76%,14.92%,-0.79%,24.17%,-3.95%,42.52%,66.73,4.19%,-0.26%,2.1,465.24,1.82,67.81,3.92%,847557,1/27/2022 8:30:00 AM,72.25,9/13/1976,67.81,0.00%,66.0,73,1.02,67.81,64.22,62.03,59.02,47.58,70.6,9.0,6.55,49.333333333333336,True
4461,KOS,Kosmos Energy Ltd.,Energy,Oil & Gas E&P,USA,1683.11,,4.4,,1.63,6.0,15.12,5.3,,,-0.41,-630.90%,1079.01%,-41.00%,,12.50%,24.10%,-11.50%,451.89,444.33,1.50%,0.00%,77.90%,0.42%,5.47%,2.43,-4.20%,-48.50%,-15.00%,0.9,0.6,8.26,8.36,69.50%,9.40%,-16.30%,-5.19%,-11.95%,15.07%,114.29%,54.41%,21.39%,3.25,0.34,7.33%,8.32%,-6.39%,2.11%,27.95%,-17.49%,39.07%,-17.49%,133.33%,45.91,-3.67%,3.81%,2.0,10013.65,1.21,4.2,0.00%,12107128,2/28/2022 8:30:00 AM,6.17,5/11/2011,4.22,0.48%,69.0,94,1.36,4.2,4.48,4.12,3.29,1.8,5.09,33.0,46.9,65.33333333333333,True
4667,LLNW,"Limelight Networks, Inc.",Technology,Software - Infrastructure,USA,594.89,,336.15,,2.73,3.94,7.85,,,,-0.45,-14.90%,80.00%,7.80%,15.00%,6.10%,-144.70%,-6.80%,126.79,120.39,6.40%,0.00%,48.90%,1.22%,4.16%,2.74,-16.80%,-35.10%,-5.80%,3.2,3.2,0.86,0.86,27.60%,-20.10%,-23.70%,4.30%,25.21%,43.75%,78.37%,17.79%,27.41%,0.53,0.2,4.76%,5.62%,6.74%,19.06%,43.56%,-3.21%,73.76%,-3.21%,90.00%,65.43,5.56%,0.00%,2.4,1827.44,2.27,4.37,5.56%,4148811,1/20/2022 4:30:00 PM,4.94,6/8/2007,4.39,0.46%,56.0,74,1.03,4.37,4.13,3.71,3.05,2.3,4.51,11.0,13.04,47.0,True
4683,LNC,Lincoln National Corporation,Financial,Insurance - Life,USA,13542.75,9.95,7.06,0.28,0.7,0.65,5.18,,2.45%,22.30%,7.39,-44.70%,22.30%,-12.10%,35.73%,5.00%,-17.50%,-2.20%,187.28,164.63,0.60%,-25.20%,80.00%,-0.88%,2.23%,2.38,0.40%,6.60%,3.00%,,,0.3,0.31,,10.00%,7.30%,-0.16%,1.10%,-0.10%,10.08%,37.30%,7.69%,2.0,2.73,3.78%,4.17%,4.14%,5.53%,7.63%,-3.78%,19.11%,-5.23%,38.72%,56.27,1.83%,-0.80%,2.5,1541.85,0.77,73.51,1.02%,1192188,2/2/2022 4:30:00 PM,81.85,8/20/1969,73.51,0.00%,53.0,88,1.21,73.51,70.7,69.8,68.35,53.11,77.57,18.0,11.35,53.0,True
4687,LNG,"Cheniere Energy, Inc.",Energy,Oil & Gas Midstream,USA,28068.78,,12.44,,2.32,,12.74,20.14,1.15%,,-4.82,-113.40%,3179.30%,39.90%,24.02%,103.10%,-132.80%,119.20%,253.6,250.77,0.10%,-1.01%,93.70%,0.96%,0.92%,1.4,-3.30%,356.80%,7.70%,0.9,0.8,,,8.20%,-7.90%,-10.00%,-0.91%,2.29%,8.14%,33.78%,70.69%,13.28%,1.34,4.14,3.66%,3.85%,1.91%,6.10%,19.48%,-5.29%,17.41%,-5.29%,76.13%,54.41,0.14%,0.65%,1.6,1650.64,0.81,114.89,0.79%,1345063,2/24/2022 8:30:00 AM,127.05,4/4/1994,114.83,-0.05%,81.0,96,1.5,114.89,113.06,108.47,96.33,65.23,121.31,18.0,10.58,65.0,True
4711,LPI,"Laredo Petroleum, Inc.",Energy,Oil & Gas E&P,USA,1134.05,,2.95,,1.02,5.04,22.06,2.88,,,-22.42,-153.00%,153.73%,19.50%,10.49%,2.20%,142.10%,118.60%,15.76,15.72,0.90%,-78.30%,72.60%,1.47%,14.32%,3.01,-13.60%,,-73.40%,0.3,0.3,6.02,6.02,61.10%,37.90%,-21.30%,5.18%,0.21%,3.06%,83.41%,104.71%,19.29%,3.98,5.89,8.85%,9.06%,4.29%,6.30%,9.90%,-8.30%,34.00%,-27.74%,170.58%,53.41,-5.68%,2.03%,2.5,747.61,1.03,71.73,-3.77%,766856,2/22/2022 4:30:00 PM,99.33,12/15/2011,72.4,0.93%,53.0,98,1.8,71.73,68.9,67.69,65.42,26.51,99.26,15.0,38.48,55.333333333333336,True
4713,LPLA,LPL Financial Holdings Inc.,Financial,Capital Markets,USA,15349.79,33.61,14.17,1.61,1.99,9.38,8.58,106.01,0.53%,17.20%,5.63,-11.50%,42.44%,27.40%,20.90%,6.60%,-2.30%,38.40%,80.18,79.83,0.70%,-23.04%,98.70%,1.29%,1.57%,2.44,6.60%,31.40%,12.90%,,,1.75,1.87,98.90%,9.20%,6.00%,-0.86%,11.85%,12.66%,33.53%,45.18%,18.14%,1.06,6.3,2.86%,3.64%,8.42%,11.90%,21.74%,-3.65%,25.99%,-3.65%,48.89%,64.87,1.42%,-0.55%,2.0,515.13,1.16,189.13,0.85%,598398,2/3/2022 4:30:00 PM,222.5,11/18/2010,189.13,0.00%,69.0,91,1.28,189.13,175.68,169.58,155.52,127.03,196.29,34.0,17.64,64.66666666666667,True
4729,LRN,"Stride, Inc.",Consumer Defensive,Education & Training Services,USA,1497.5,20.53,14.13,1.03,0.94,1.94,5.83,7.56,,0.00%,1.67,183.20%,1.76%,49.00%,20.00%,12.00%,67.90%,8.90%,41.53,40.08,4.90%,0.00%,90.00%,1.81%,9.29%,7.5,4.50%,9.20%,7.30%,3.4,3.3,0.62,0.67,34.40%,6.90%,4.40%,-3.21%,16.39%,-5.29%,3.52%,30.44%,3.12%,0.42,1.44,3.09%,4.42%,4.07%,5.65%,5.67%,-5.86%,34.00%,-10.49%,46.26%,54.95,1.24%,-0.82%,1.6,496.62,0.98,34.37,0.41%,486543,1/25/2022 4:30:00 PM,49.0,12/13/2007,34.37,0.00%,81.0,84,1.15,34.37,33.3,32.57,32.56,23.5,38.4,34.0,42.57,66.33333333333333,True
4807,MAR,"Marriott International, Inc.",Consumer Cyclical,Lodging,USA,61371.94,129.6,34.96,,5.3,65.45,79.5,100.77,,0.00%,1.41,-121.60%,80.63%,-17.70%,,-6.10%,118.30%,75.10%,327.3,272.34,1.20%,-1.81%,61.00%,-0.83%,1.37%,1.67,1.90%,78.60%,2.60%,0.5,0.5,10.09,10.72,20.20%,7.10%,4.00%,5.61%,14.89%,19.01%,40.97%,38.85%,10.91%,1.72,6.05,3.93%,3.67%,12.07%,13.23%,22.61%,1.06%,25.70%,1.06%,44.04%,71.61,2.87%,-1.68%,2.5,2245.26,1.45,183.26,1.14%,3261402,2/15/2022 8:30:00 AM,166.95,3/23/1998,183.09,-0.09%,53.0,88,1.22,183.26,164.98,162.37,149.64,127.23,184.99,13.0,-8.9,51.333333333333336,True
4814,MAT,"Mattel, Inc.",Consumer Cyclical,Leisure,USA,9095.48,10.08,14.35,1.01,1.67,6.82,61.25,20.56,,0.00%,2.54,158.80%,25.58%,-19.60%,10.00%,-4.30%,151.40%,7.70%,350.42,348.91,0.41%,-4.05%,,0.89%,7.15%,7.17,5.90%,44.30%,7.50%,1.6,1.1,1.96,2.05,48.20%,12.00%,5.90%,12.44%,14.55%,12.39%,23.46%,34.21%,18.65%,1.54,0.9,4.29%,4.28%,17.27%,18.64%,22.05%,1.11%,33.44%,1.11%,42.55%,74.42,1.79%,-0.67%,2.1,3476.58,1.06,25.58,1.11%,3701609,2/9/2022 4:30:00 PM,29.54,8/12/1963,25.59,0.04%,66.0,86,1.18,25.58,21.99,21.64,20.98,17.95,25.59,18.0,15.48,56.666666666666664,True
4816,MATX,"Matson, Inc.",Industrials,Marine Shipping,USA,3855.45,6.25,7.11,0.42,1.15,2.83,50.8,9.18,1.35%,6.90%,14.18,140.90%,-40.40%,13.70%,15.00%,4.80%,300.40%,66.10%,42.9,41.33,1.80%,-9.54%,89.20%,1.13%,3.48%,3.95,20.50%,54.90%,12.60%,0.9,0.9,0.42,0.47,30.20%,24.70%,18.40%,-2.37%,3.78%,-2.05%,18.14%,24.12%,-1.62%,0.94,3.58,3.34%,4.26%,-3.72%,0.44%,13.49%,-12.93%,14.58%,-12.93%,48.49%,46.6,1.18%,0.15%,2.0,364.39,0.85,88.57,1.33%,309677,2/17/2022 4:30:00 PM,96.5,11/1/1982,88.61,0.05%,69.0,80,1.09,88.57,92.13,88.24,78.16,59.65,101.72,24.0,8.95,57.666666666666664,True
4846,MCB,Metropolitan Bank Holding Corp.,Financial,Banks - Regional,USA,1129.21,16.66,11.02,,6.52,1.68,0.6,37.27,,0.00%,6.35,30.90%,31.78%,53.80%,,34.40%,38.60%,25.30%,10.64,9.64,3.10%,0.70%,80.60%,6.12%,4.20%,3.27,0.90%,12.30%,15.80%,,,0.15,0.15,,77.20%,28.40%,-0.74%,-2.17%,3.08%,39.80%,117.58%,-0.66%,1.27,4.02,2.92%,4.39%,1.98%,2.98%,27.36%,-8.59%,21.92%,-8.59%,121.87%,52.94,0.29%,-0.98%,2.0,123.64,0.38,105.83,-0.69%,46456,1/20/2022 4:30:00 PM,140.0,11/8/2017,105.83,0.00%,69.0,99,1.91,105.83,103.76,102.99,83.31,47.7,115.78,18.0,32.29,62.0,True
4858,MCK,McKesson Corporation,Healthcare,Medical Distribution,USA,41673.64,30.8,11.99,2.38,0.16,,15.13,10.37,0.68%,19.20%,8.96,-667.60%,-3.70%,-37.30%,12.96%,4.50%,99.90%,9.60%,151.6,146.83,0.05%,-63.30%,89.80%,-1.50%,1.20%,1.66,2.20%,-235.80%,-61.00%,1.0,0.6,,,5.20%,0.90%,0.50%,-1.07%,9.22%,25.03%,38.10%,55.20%,10.96%,0.73,6.79,1.94%,2.58%,5.59%,10.60%,28.96%,-2.44%,25.81%,-2.44%,62.88%,69.25,1.09%,-0.39%,1.9,1060.02,0.98,275.82,0.70%,1040018,2/2/2022 4:30:00 PM,300.87,11/10/1994,275.82,0.00%,72.0,94,1.36,275.82,262.45,250.41,214.29,169.34,282.73,15.0,9.08,60.333333333333336,True
4971,MIRM,"Mirum Pharmaceuticals, Inc.",Healthcare,Biotechnology,USA,744.61,,,,46.54,12.23,3.92,,,,-6.1,-79.10%,-12.20%,,,,-81.30%,,30.37,29.15,0.90%,-0.62%,80.50%,2.38%,1.96%,3.51,-75.60%,-156.10%,,3.9,3.9,0.0,0.0,,,,-0.13%,23.91%,43.17%,61.12%,13.18%,42.63%,,1.22,5.76%,6.60%,17.58%,32.98%,37.10%,-2.57%,75.00%,-2.57%,77.46%,70.74,4.50%,-0.82%,1.6,162.94,0.78,22.75,3.64%,126872,11/15/2021 4:30:00 PM,55.43,7/18/2019,22.75,0.00%,81.0,70,0.99,22.75,19.58,17.3,16.61,12.82,23.35,14.0,143.65,55.0,True
5037,MNRL,"Brigham Minerals, Inc.",Energy,Oil & Gas E&P,USA,1239.79,182.48,15.98,58.49,9.03,2.07,86.7,14.81,2.54%,722.20%,0.12,-669.70%,13.93%,,3.12%,,284.80%,81.80%,45.2,42.46,1.80%,-14.38%,83.60%,1.52%,1.88%,2.86,0.10%,0.10%,-10.90%,5.3,5.3,0.11,0.11,,0.40%,0.30%,0.50%,-1.91%,-3.88%,28.80%,46.58%,4.69%,,0.84,3.48%,3.72%,0.16%,1.43%,9.01%,-6.24%,13.99%,-12.33%,65.58%,50.28,-0.76%,0.32%,1.8,279.32,0.52,22.08,-0.45%,146595,2/23/2022 4:30:00 PM,27.18,4/18/2019,21.02,-4.80%,75.0,90,1.26,22.08,22.01,21.79,20.53,13.66,25.49,10.0,23.1,58.333333333333336,True
5067,MOS,The Mosaic Company,Basic Materials,Agricultural Inputs,USA,17185.63,9.95,6.01,1.42,1.57,1.69,20.39,29.15,0.97%,5.30%,4.65,160.60%,48.14%,-9.50%,7.00%,-0.50%,,43.50%,379.8,376.71,0.65%,-93.39%,80.20%,-0.03%,1.51%,1.12,8.70%,18.00%,6.80%,1.3,0.7,0.38,0.38,22.40%,16.30%,16.30%,3.40%,6.15%,24.77%,49.76%,67.41%,17.82%,1.71,2.02,5.46%,5.01%,8.65%,15.09%,28.45%,-2.65%,35.95%,-2.65%,70.03%,64.09,1.07%,0.48%,2.4,5093.4,1.09,46.29,1.56%,5565689,2/22/2022 4:30:00 PM,48.13,1/26/1988,46.2,-0.19%,56.0,96,1.47,46.29,42.82,40.46,36.1,27.23,47.55,18.0,3.97,56.666666666666664,True
5080,MPC,Marathon Petroleum Corporation,Energy,Oil & Gas Refining & Marketing,USA,47194.29,37.44,14.95,1.24,0.39,1.75,3.57,31.78,2.97%,19.70%,2.08,-716.80%,5.73%,-39.20%,30.11%,-0.60%,156.30%,85.90%,633.0,590.89,0.20%,-5.78%,79.30%,-0.38%,3.09%,2.66,8.60%,30.40%,-18.20%,2.0,1.5,0.96,0.97,9.00%,0.40%,6.30%,-2.17%,4.71%,20.39%,38.70%,52.40%,21.99%,1.94,2.32,2.84%,3.24%,3.43%,11.79%,23.99%,-4.09%,30.19%,-4.09%,55.53%,60.82,-1.38%,0.94%,1.8,6868.49,0.83,78.06,-0.45%,5733385,2/2/2022 8:30:00 AM,85.33,6/23/2011,77.88,-0.23%,75.0,93,1.34,78.06,75.71,70.13,63.06,50.19,81.39,17.0,9.31,61.666666666666664,True
5104,MRO,Marathon Oil Corporation,Energy,Oil & Gas E&P,USA,15813.03,,9.68,,3.52,1.54,,11.56,1.14%,,-0.05,-409.20%,64.05%,6.10%,-2.40%,-8.60%,158.10%,92.00%,789.0,765.84,0.30%,-6.69%,76.70%,2.19%,3.18%,1.34,-0.20%,-0.40%,-7.70%,1.0,0.9,0.37,0.37,88.50%,3.80%,-0.90%,-2.14%,8.44%,26.02%,89.14%,131.03%,28.32%,2.84,0.93,4.03%,4.68%,3.79%,16.00%,43.95%,-5.43%,47.41%,-5.43%,131.28%,58.54,1.25%,1.31%,2.2,18203.63,1.26,21.07,2.58%,22968432,2/16/2022 4:30:00 PM,21.55,11/26/1965,21.1,0.14%,63.0,99,2.03,21.07,20.4,18.27,14.69,9.11,22.28,19.0,2.28,60.333333333333336,True
5138,MTB,M&T Bank Corporation,Financial,Banks - Regional,USA,24055.29,14.31,12.82,2.82,5.97,1.52,0.59,16.04,2.58%,33.80%,13.01,-27.70%,29.24%,6.70%,5.08%,5.70%,34.20%,-0.80%,128.69,128.05,0.30%,-1.21%,87.50%,-0.40%,4.86%,5.01,1.10%,10.90%,17.60%,,,0.22,0.22,,95.70%,41.50%,1.67%,2.03%,16.01%,36.06%,26.82%,21.17%,0.97,5.37,2.61%,3.36%,6.57%,12.27%,21.81%,-0.45%,31.53%,-0.45%,44.87%,65.75,2.19%,-0.99%,2.5,1241.2,0.88,186.1,1.18%,1095823,1/20/2022 8:30:00 AM,187.74,3/17/1980,186.1,0.00%,53.0,81,1.11,186.1,175.14,166.44,152.91,128.46,186.95,16.0,0.88,50.0,True
5144,MTDR,Matador Resources Company,Energy,Oil & Gas E&P,USA,4967.87,18.73,6.65,1.8,3.76,3.04,67.96,5.73,0.46%,3.10%,2.34,-781.60%,60.99%,9.30%,10.40%,22.10%,171.90%,132.30%,117.01,109.77,1.40%,0.52%,91.90%,1.60%,8.95%,6.32,7.40%,19.30%,-15.30%,0.8,0.8,0.9,0.0,72.20%,31.00%,21.30%,1.74%,-0.27%,-1.31%,67.38%,135.21%,18.69%,4.16,2.61,5.10%,6.41%,-0.59%,6.07%,21.29%,-10.17%,30.85%,-10.17%,135.46%,51.64,-1.04%,2.57%,2.1,1555.37,0.96,43.82,1.51%,1494886,2/22/2022 4:30:00 PM,53.13,2/2/2012,43.82,0.00%,66.0,99,2.07,43.82,44.05,41.42,36.21,18.61,48.78,18.0,21.25,61.0,True
5148,MTG,MGIC Investment Corporation,Financial,Insurance - Specialty,USA,5216.28,8.65,7.48,0.85,4.4,1.1,29.57,9.06,2.01%,16.20%,1.84,-30.40%,9.01%,-13.10%,10.13%,2.90%,21.00%,-0.10%,335.94,322.38,0.10%,1.55%,99.70%,-0.45%,4.22%,4.13,7.80%,12.20%,8.40%,,,0.26,0.26,,68.10%,49.40%,0.06%,-1.36%,3.64%,6.63%,29.20%,10.47%,1.63,0.49,2.76%,3.32%,3.23%,6.05%,7.48%,-5.43%,21.42%,-5.43%,34.77%,57.85,1.72%,-0.89%,2.0,3292.55,0.54,15.93,0.82%,1786924,2/2/2022 4:30:00 PM,18.44,8/7/1991,15.7,-1.44%,69.0,84,1.14,15.93,15.44,15.06,14.82,11.82,16.85,13.0,15.76,55.333333333333336,True
