no,ticker,company,sector,industry,country,market_cap,pe,forward_pe,peg,ps,pb,pcash,pfree_cash_flow,dividend_yield,payout_ratio,eps_ttm,eps_growth_this_year,eps_growth_next_year,eps_growth_past_5_years,eps_growth_next_5_years,sales_growth_past_5_years,eps_growth_quarter_over_quarter,sales_growth_quarter_over_quarter,shares_outstanding,shares_float,insider_ownership,insider_transactions,institutional_ownership,institutional_transactions,float_short,short_ratio,return_on_assets,return_on_equity,return_on_investment,current_ratio,quick_ratio,lt_debtequity,total_debtequity,gross_margin,operating_margin,profit_margin,performance_week,performance_month,performance_quarter,performance_half_year,performance_year,performance_ytd,beta,average_true_range,volatility_week,volatility_month,simple_moving_average_20day,simple_moving_average_50day,simple_moving_average_200day,high_50day,low_50day,high_52week,low_52week,relative_strength_index_14,change_from_open,gap,average_volume,relative_volume,price,change,volume,earnings_date,target_price,ipo_date,afterhours_close,afterhours_change,analyst_recom,rs_rating,returns_multiple,current_price,ma_20_day,ma_50_day,ma_200_day,low_52_week,high_52_week,sentiment_score,est_gl,my_score,in_russell_3k
4663,LLNW,"Limelight Networks, Inc.",Technology,Software - Infrastructure,USA,518.74,,300.77,,2.38,3.69,6.54,,,,-0.43,-169.40%,80.00%,9.60%,15.00%,5.30%,39.90%,13.50%,134.03,121.16,7.40%,0.00%,52.60%,9.99%,3.41%,2.17,-17.90%,-39.60%,-18.40%,3.6,3.6,0.86,0.86,27.70%,-21.80%,-25.20%,-1.76%,-3.69%,34.83%,48.67%,15.00%,13.99%,0.57,0.22,4.83%,4.75%,-3.58%,2.45%,27.15%,-13.40%,28.62%,-13.40%,70.00%,48.87,0.26%,0.00%,1905.64,0.53,3.91,0.26%,1002498,1/20/2022 4:30:00 PM,4.93,6/8/2007,3.87,-1.02%,56.0,77,1.03,3.91,4.04,3.83,3.08,2.3,4.51,11.0,26.09,48.0,True
4687,LNTH,"Lantheus Holdings, Inc.",Healthcare,Diagnostics & Research,USA,2786.95,,23.81,,6.55,6.97,28.29,66.67,,,-1.05,-324.40%,21.04%,-26.90%,37.73%,7.10%,,37.60%,67.72,65.9,1.40%,-5.66%,95.39%,3.49%,2.84%,3.34,-8.40%,-14.30%,-8.80%,2.6,2.2,0.35,0.38,44.10%,-14.10%,-16.80%,65.75%,96.95%,71.46%,86.14%,151.29%,65.52%,0.93,2.39,8.54%,4.94%,63.81%,70.21%,82.23%,-0.38%,103.40%,-0.38%,176.90%,90.92,4.34%,-1.72%,560.17,3.88,47.82,2.55%,2174155,2/24/2022 8:30:00 AM,55.0,6/25/2015,47.82,0.00%,91.0,99,2.24,47.82,30.35,28.5,26.38,17.91,48.09,5.0,15.01,65.0,True
4707,LPI,"Laredo Petroleum, Inc.",Energy,Oil & Gas E&P,USA,1329.85,16.65,2.65,1.59,0.95,2.47,23.41,2.69,,0.00%,4.6,113.40%,14.46%,19.50%,10.49%,18.50%,187.30%,150.00%,16.57,15.72,0.90%,-76.66%,74.00%,3.17%,15.07%,3.09,7.20%,112.60%,36.90%,0.4,0.4,2.78,2.78,66.00%,51.70%,10.40%,11.21%,13.98%,32.64%,45.86%,130.12%,27.32%,3.82,5.68,8.32%,7.83%,9.32%,12.20%,15.34%,-2.12%,43.02%,-22.87%,188.80%,58.72,3.47%,0.11%,768.27,1.49,76.56,3.59%,1141895,2/22/2022 4:30:00 PM,99.22,12/15/2011,76.4,-0.21%,53.0,99,2.05,76.56,70.41,68.55,66.57,26.51,99.26,13.0,29.6,55.0,True
4709,LPLA,LPL Financial Holdings Inc.,Financial,Capital Markets,USA,14003.72,32.15,13.48,1.54,1.81,8.67,7.03,89.2,0.55%,17.40%,5.63,-3.90%,43.28%,21.40%,20.90%,13.80%,-3.90%,32.40%,80.06,79.5,0.70%,-22.43%,97.50%,-0.06%,1.40%,2.03,6.30%,29.30%,12.30%,,,1.75,0.0,98.90%,9.10%,6.00%,-0.12%,11.13%,13.24%,19.92%,33.72%,13.03%,1.02,6.63,4.03%,3.43%,-0.23%,5.25%,15.71%,-7.81%,20.54%,-7.81%,42.45%,52.96,1.79%,-2.71%,548.3,1.13,180.95,-0.97%,618032,2/3/2022 4:30:00 PM,222.5,11/18/2010,180.95,0.00%,69.0,89,1.19,180.95,182.1,172.28,156.55,127.03,196.29,32.0,22.96,63.333333333333336,True
4810,MAT,"Mattel, Inc.",Consumer Cyclical,Leisure,USA,8531.42,9.84,13.73,0.98,1.56,6.66,57.45,19.29,,0.00%,2.54,158.80%,25.53%,-19.60%,10.00%,-4.30%,151.40%,7.70%,350.42,348.31,0.40%,-4.26%,,0.39%,6.53%,6.19,5.90%,44.30%,7.50%,1.6,1.1,1.96,2.05,48.20%,12.00%,5.90%,0.60%,25.78%,13.70%,13.44%,20.21%,15.86%,1.43,0.96,3.89%,3.56%,7.38%,13.16%,18.54%,-2.84%,30.31%,-2.84%,39.20%,62.15,-0.68%,-1.10%,3672.47,1.03,24.98,-1.77%,3770040,2/9/2022 4:30:00 PM,31.29,8/12/1963,24.86,-0.48%,66.0,80,1.07,24.98,23.47,22.16,21.1,17.95,25.71,18.0,25.26,54.666666666666664,True
4854,MCK,McKesson Corporation,Healthcare,Medical Distribution,USA,39874.7,30.7,11.85,2.37,0.16,,14.48,9.92,0.68%,19.20%,8.96,-667.60%,-2.88%,-37.30%,12.96%,4.50%,99.90%,9.60%,151.6,146.83,0.05%,-64.24%,88.90%,-2.70%,4.07%,5.65,2.20%,-235.80%,-61.00%,1.0,0.6,,,5.20%,0.90%,0.50%,1.53%,7.79%,24.07%,36.71%,58.25%,10.62%,0.7,6.84,2.46%,2.36%,2.26%,7.67%,26.97%,-2.75%,20.14%,-2.75%,62.37%,63.05,1.50%,-1.63%,1056.78,1.48,274.96,-0.15%,1560889,2/2/2022 4:30:00 PM,302.34,11/10/1994,270.76,-1.53%,72.0,95,1.41,274.96,269.73,256.22,216.96,169.75,282.73,13.0,9.96,60.0,True
4860,MCRI,"Monarch Casino & Resort, Inc.",Consumer Cyclical,Resorts & Casinos,USA,1434.92,22.11,16.62,1.58,3.63,3.42,43.48,102.49,,0.00%,3.52,-26.30%,-0.72%,1.00%,14.00%,-1.80%,101.70%,86.30%,18.64,13.39,3.80%,-2.61%,66.60%,-0.61%,2.52%,4.65,7.80%,13.30%,4.50%,0.6,0.5,0.2,0.25,55.10%,13.60%,13.20%,4.66%,31.12%,12.36%,15.66%,14.46%,5.34%,1.52,3.14,4.21%,4.16%,9.50%,11.65%,14.43%,-2.21%,32.82%,-2.21%,38.24%,63.62,-0.23%,-0.93%,72.44,2.18,77.9,-1.15%,158163,2/9/2022 4:30:00 PM,86.5,8/6/1993,77.9,0.00%,84.0,76,1.02,77.9,72.01,69.99,68.11,56.35,79.66,12.0,11.04,57.333333333333336,True
4940,MGY,Magnolia Oil & Gas Corporation,Energy,Oil & Gas E&P,USA,5032.77,9.47,9.37,0.2,4.67,4.94,13.71,9.12,0.72%,3.40%,2.36,132.70%,-7.30%,,46.69%,,391.60%,115.60%,180.61,161.65,1.20%,-93.66%,,3.21%,11.63%,11.0,26.60%,60.80%,49.20%,2.4,2.4,0.48,0.48,87.20%,55.80%,38.70%,8.92%,2.52%,18.76%,48.11%,85.32%,18.44%,2.26,1.18,5.56%,5.35%,5.27%,8.89%,27.23%,-4.24%,29.72%,-4.24%,117.20%,60.03,6.28%,0.33%,1708.21,1.32,22.35,6.63%,2253055,2/17/2022 8:30:00 AM,22.93,6/29/2017,22.39,0.18%,59.0,98,1.65,22.35,21.26,20.59,17.62,10.29,23.34,15.0,2.6,57.333333333333336,True
4967,MIRM,"Mirum Pharmaceuticals, Inc.",Healthcare,Biotechnology,USA,719.06,,,,44.94,12.74,3.78,,,,-6.1,-79.10%,-12.20%,,,,-81.30%,,30.37,29.15,0.90%,-0.67%,82.90%,5.75%,1.61%,2.79,-75.60%,-156.10%,,3.9,3.9,0.0,0.0,,,,2.51%,38.60%,76.73%,45.85%,28.25%,48.59%,,1.27,5.99%,6.33%,10.98%,28.73%,41.29%,-3.66%,75.17%,-3.66%,84.87%,71.06,1.02%,-0.80%,167.99,0.38,23.7,0.21%,64333,,55.43,7/18/2019,23.7,0.00%,81.0,86,1.14,23.7,21.63,18.59,16.81,12.82,24.6,14.0,133.88,60.333333333333336,True
5033,MNRL,"Brigham Minerals, Inc.",Energy,Oil & Gas E&P,USA,1345.16,21.65,16.68,6.94,8.34,2.14,94.07,16.44,2.46%,,1.05,-669.70%,-7.26%,,3.12%,,284.80%,81.80%,45.2,42.46,1.80%,-13.77%,83.80%,1.61%,2.27%,3.26,-3.30%,-4.90%,-9.30%,5.3,5.3,0.11,0.11,,-24.20%,-14.40%,2.98%,4.45%,7.81%,19.40%,62.05%,8.01%,,0.85,4.38%,3.61%,3.05%,4.48%,11.57%,-3.27%,17.60%,-9.55%,70.83%,57.69,4.26%,0.00%,295.52,2.13,22.78,4.26%,629696,2/23/2022 4:30:00 PM,27.27,4/18/2019,22.78,0.00%,75.0,95,1.41,22.78,22.15,21.83,20.69,13.66,25.49,10.0,19.71,60.0,True
5053,MOH,"Molina Healthcare, Inc.",Healthcare,Healthcare Plans,USA,17313.61,27.27,15.72,1.33,0.62,6.74,2.27,8.48,,0.00%,11.25,0.30%,13.48%,64.70%,20.52%,9.30%,208.60%,41.50%,58.4,57.88,0.10%,-9.03%,96.10%,-1.35%,1.49%,2.89,6.00%,27.20%,15.50%,1.4,1.4,0.91,0.0,14.60%,3.70%,2.40%,-2.54%,11.25%,4.94%,14.19%,38.08%,-3.52%,0.77,11.69,4.14%,3.66%,0.62%,2.03%,10.07%,-6.47%,16.40%,-6.47%,46.67%,51.97,-2.03%,-1.60%,299.81,6.11,306.87,-3.60%,1832568,2/9/2022 4:30:00 PM,342.5,7/2/2003,306.87,0.00%,56.0,90,1.23,306.87,306.06,300.62,279.0,209.22,328.11,11.0,11.61,52.333333333333336,True
5076,MPC,Marathon Petroleum Corporation,Energy,Oil & Gas Refining & Marketing,USA,46633.23,37.35,14.91,1.24,0.39,1.79,4.3,33.03,2.98%,15.40%,2.08,111.90%,5.73%,-1.80%,30.11%,13.80%,171.60%,96.30%,601.0,590.89,0.20%,-5.84%,74.70%,-6.27%,2.86%,2.47,11.00%,37.10%,7.50%,1.7,1.3,0.95,0.97,9.00%,3.40%,8.10%,1.10%,8.30%,26.93%,29.74%,38.81%,21.69%,1.88,2.49,3.62%,3.04%,0.93%,8.66%,22.51%,-4.32%,29.87%,-4.32%,55.15%,58.2,2.99%,-1.22%,6822.31,1.18,77.87,1.74%,8029261,2/2/2022 8:30:00 AM,85.33,6/23/2011,77.6,-0.35%,75.0,91,1.24,77.87,77.46,71.97,63.66,50.19,81.39,16.0,9.58,60.666666666666664,True
5100,MRO,Marathon Oil Corporation,Energy,Oil & Gas E&P,USA,16147.09,18.64,12.06,,2.94,1.64,,7.87,1.06%,18.10%,1.21,165.50%,-22.94%,19.80%,-2.04%,10.10%,295.20%,120.40%,775.0,728.77,0.30%,-27.72%,77.30%,-3.46%,3.33%,1.29,5.40%,8.80%,7.50%,1.1,1.1,0.37,0.38,90.30%,21.60%,17.20%,3.16%,13.65%,43.69%,87.84%,101.43%,37.39%,2.73,1.07,5.89%,4.57%,6.32%,18.89%,50.51%,-2.67%,57.83%,-2.67%,132.58%,65.61,4.11%,-0.96%,18833.09,1.36,22.56,3.11%,25626613,2/16/2022 4:30:00 PM,23.07,11/26/1965,22.5,-0.27%,63.0,98,1.8,22.56,21.35,19.12,15.05,9.7,23.18,13.0,2.26,58.0,True
5134,MTB,M&T Bank Corporation,Financial,Banks - Regional,USA,22414.29,13.21,12.48,2.6,5.69,1.45,0.51,11.29,2.63%,32.60%,13.79,38.80%,29.84%,12.10%,5.08%,0.20%,-4.30%,-7.70%,128.7,128.41,0.40%,-0.95%,88.50%,1.03%,5.33%,5.22,1.20%,11.40%,16.40%,,,0.22,0.22,,97.10%,45.10%,-0.07%,7.92%,18.34%,28.17%,18.15%,18.65%,0.94,6.23,3.63%,2.74%,1.40%,7.17%,18.72%,-2.52%,28.79%,-2.52%,41.86%,56.08,2.76%,-3.11%,1310.54,1.06,182.23,-0.44%,1386015,1/20/2022 8:30:00 AM,188.91,3/17/1980,181.81,-0.23%,53.0,79,1.05,182.23,180.23,170.67,153.58,128.46,186.95,17.0,3.67,49.666666666666664,True
5141,MTDR,Matador Resources Company,Energy,Oil & Gas E&P,USA,5935.63,10.11,7.22,0.97,3.57,3.44,81.2,8.63,0.40%,,4.91,-781.60%,-5.31%,9.30%,10.40%,22.10%,171.90%,132.30%,117.01,109.26,1.20%,0.51%,91.70%,1.28%,9.43%,6.11,-5.20%,-13.70%,-13.90%,0.8,0.8,0.9,0.0,74.40%,-2.50%,-12.00%,10.99%,12.12%,27.84%,72.94%,125.05%,34.34%,4.03,3.06,8.87%,6.17%,11.49%,17.96%,35.16%,1.68%,48.10%,1.68%,156.60%,65.66,8.13%,0.42%,1686.77,1.43,49.6,8.58%,2409037,2/22/2022 4:30:00 PM,54.13,2/2/2012,48.78,-1.65%,66.0,99,2.01,49.6,44.7,42.3,36.81,21.08,49.72,17.0,9.13,60.666666666666664,True
5256,NCBS,"Nicolet Bankshares, Inc.",Financial,Banks - Regional,USA,1115.49,17.32,12.91,2.47,6.5,1.36,0.79,11.93,,0.00%,5.5,3.30%,7.13%,17.30%,7.00%,25.20%,-57.90%,3.80%,14.28,10.75,2.40%,-4.56%,44.10%,1.04%,3.33%,4.13,1.40%,12.20%,9.80%,,,0.17,0.17,,79.20%,42.30%,0.38%,4.41%,33.92%,21.89%,24.31%,11.09%,0.6,1.98,2.09%,1.92%,0.76%,5.88%,21.90%,-1.47%,25.27%,-1.47%,39.94%,60.96,1.01%,-1.14%,86.51,0.69,95.26,-0.15%,59369,,101.2,5/17/2013,95.26,-0.00%,69.0,84,1.11,95.26,94.72,90.28,78.23,68.07,96.68,23.0,6.24,58.666666666666664,True
5328,NI,NiSource Inc.,Utilities,Utilities - Regulated Gas,USA,11464.67,22.24,18.74,6.32,2.34,2.12,136.16,15.25,3.25%,65.40%,1.3,771.10%,6.56%,4.40%,3.52%,1.80%,97.40%,16.30%,395.7,391.12,0.30%,0.00%,98.20%,0.47%,3.74%,2.78,2.30%,10.60%,5.80%,0.7,0.5,1.7,1.81,71.60%,20.60%,10.80%,1.69%,3.43%,15.77%,16.56%,31.50%,4.78%,0.31,0.66,2.38%,2.28%,0.47%,3.26%,12.06%,-4.17%,10.53%,-4.17%,37.04%,57.69,0.94%,-1.10%,5258.74,1.12,28.93,-0.17%,5890551,2/23/2022 8:30:00 AM,30.5,12/19/1962,28.93,0.00%,72.0,88,1.17,28.93,28.78,28.06,25.83,21.11,30.19,17.0,5.43,59.0,True
5372,NMRK,"Newmark Group, Inc.",Real Estate,Real Estate Services,USA,3538.48,4.77,8.78,0.48,1.22,2.81,5.0,2.18,0.23%,1.60%,3.71,-33.10%,9.70%,87.40%,10.00%,9.70%,61.20%,80.80%,199.41,199.41,5.50%,4.79%,59.40%,0.05%,1.63%,2.46,11.00%,51.50%,4.30%,1.1,1.1,0.43,1.49,99.20%,29.80%,17.00%,0.80%,21.35%,7.41%,32.04%,68.38%,-5.45%,1.73,0.87,6.54%,4.69%,7.33%,6.69%,21.77%,-7.43%,27.47%,-7.43%,89.09%,57.69,0.11%,-1.89%,1324.09,2.07,17.68,-1.78%,2739454,2/11/2022 8:30:00 AM,20.12,12/15/2017,18.07,2.21%,63.0,96,1.5,17.68,16.62,16.6,14.54,9.35,19.1,17.0,13.8,58.666666666666664,True
5394,NOG,"Northern Oil and Gas, Inc.",Energy,Oil & Gas E&P,USA,1870.72,,4.06,,3.76,,935.36,6.28,1.28%,,-1.05,-978.70%,11.88%,33.10%,36.30%,15.00%,102.50%,178.00%,65.86,62.01,3.40%,-20.01%,77.40%,31.51%,15.19%,8.95,-56.00%,313.20%,-83.00%,0.5,0.5,,,50.10%,,,4.72%,11.57%,22.04%,55.29%,91.01%,21.87%,2.24,1.54,7.41%,6.28%,5.50%,11.87%,23.45%,-1.53%,43.19%,-10.01%,120.00%,61.11,7.46%,-1.10%,1052.05,1.41,25.08,6.27%,1483127,2/25/2022 8:30:00 AM,35.83,1/10/2007,25.25,0.68%,78.0,98,1.7,25.08,23.87,22.55,20.37,11.4,27.87,19.0,42.86,65.0,True
5400,NOV,NOV Inc.,Energy,Oil & Gas Equipment & Services,USA,6674.44,,22.22,,1.21,1.32,,95.35,1.17%,,-0.65,91.20%,356.80%,36.80%,41.00%,-5.30%,90.70%,14.30%,386.0,361.68,0.50%,-0.42%,96.90%,1.15%,3.76%,3.05,-2.60%,-5.00%,-2.10%,2.6,1.9,0.39,0.39,14.00%,-2.40%,-4.50%,-0.52%,3.31%,37.31%,25.27%,9.65%,26.57%,1.95,0.76,4.30%,4.34%,1.93%,9.93%,17.39%,-3.19%,37.64%,-4.83%,49.65%,57.37,2.08%,-0.77%,4455.01,1.19,17.15,1.30%,5312983,2/3/2022 4:30:00 PM,18.25,10/29/1996,17.07,-0.47%,56.0,72,0.98,17.15,16.84,15.68,14.61,11.46,18.02,7.0,6.41,45.0,True
5474,NUAN,"Nuance Communications, Inc.",Technology,Software - Application,USA,17658.69,,135.41,,13.2,10.91,192.15,118.67,,,-0.26,-27.80%,36.67%,-6.70%,5.20%,-6.90%,-919.60%,-7.10%,317.36,296.59,0.50%,-51.66%,90.70%,2.74%,13.44%,6.71,-2.90%,-6.40%,3.00%,0.6,0.6,0.31,0.52,59.90%,2.10%,-7.40%,0.67%,1.13%,0.33%,0.85%,20.80%,0.36%,1.09,0.23,0.36%,0.36%,0.40%,0.53%,1.14%,-0.01%,1.80%,-0.05%,39.15%,61.18,0.16%,-0.04%,5935.34,1.0,55.52,0.13%,5907620,2/7/2022 4:30:00 PM,57.0,12/11/1995,55.52,0.00%,63.0,81,1.08,55.52,55.32,55.23,54.91,39.9,55.58,18.0,2.67,54.0,True
5548,NXRT,"NexPoint Residential Trust, Inc.",Real Estate,REIT - Residential,USA,2086.01,109.5,,21.9,9.52,4.58,42.14,,1.79%,154.90%,0.78,-48.70%,10.30%,-2.70%,5.00%,10.50%,926.70%,15.80%,25.3,22.81,1.90%,-1.19%,81.70%,1.11%,2.40%,4.66,1.20%,5.40%,1.00%,,,3.31,0.0,93.60%,9.10%,10.50%,0.37%,13.60%,11.54%,34.42%,105.14%,1.36%,1.01,2.84,3.42%,3.08%,5.31%,5.97%,25.93%,-2.85%,14.92%,-2.85%,110.11%,59.46,-2.59%,-0.05%,117.83,1.45,84.97,-2.64%,170479,2/15/2022 8:30:00 AM,88.43,3/19/2015,84.97,0.00%,69.0,98,1.83,84.97,81.04,80.32,67.65,40.44,87.9,41.0,4.07,69.33333333333333,True
5549,NXST,"Nexstar Media Group, Inc.",Communication Services,Broadcasting,USA,7252.11,9.73,8.3,0.6,1.56,2.94,37.42,8.49,1.95%,11.50%,19.02,261.50%,-10.20%,48.30%,16.32%,38.10%,-4.40%,3.50%,41.68,38.81,1.40%,-65.21%,98.70%,1.44%,4.62%,4.52,7.20%,37.00%,10.10%,1.8,1.8,2.87,2.89,60.50%,30.20%,20.60%,5.64%,19.64%,18.68%,24.50%,28.32%,22.57%,1.49,7.04,5.22%,3.72%,6.10%,13.90%,20.44%,-0.27%,32.47%,-0.27%,40.97%,63.9,5.26%,-1.53%,396.68,1.26,185.05,3.65%,498269,2/22/2022 8:30:00 AM,203.44,11/24/2003,182.37,-1.45%,81.0,86,1.14,185.05,175.54,163.27,153.83,135.11,186.02,22.0,9.94,63.0,True
5564,OAS,Oasis Petroleum Inc.,Energy,Oil & Gas E&P,USA,2533.59,9.63,5.14,3.21,1.52,2.9,5.65,6.08,1.77%,1.90%,13.76,885.80%,59.96%,,3.00%,6.50%,-71.70%,48.30%,19.81,18.59,0.50%,1.19%,91.90%,-4.53%,5.12%,3.67,28.60%,84.40%,-262.10%,1.1,1.1,1.15,0.0,63.60%,78.60%,44.50%,5.21%,-2.11%,11.20%,50.48%,137.83%,5.18%,,7.07,5.11%,5.15%,-1.32%,0.76%,23.03%,-10.10%,17.85%,-10.10%,150.30%,50.99,4.78%,-0.28%,259.46,1.1,132.51,4.49%,284914,,166.0,11/20/2020,132.51,0.00%,66.0,99,2.04,132.51,134.2,131.79,108.69,55.3,147.39,12.0,25.27,59.0,True
5570,OBNK,"Origin Bancorp, Inc.",Financial,Banks - Regional,USA,1042.28,10.04,11.21,,4.31,1.48,1.37,6.72,1.13%,10.60%,4.6,197.30%,21.36%,65.60%,,11.70%,61.10%,1.20%,23.44,21.89,1.60%,0.00%,57.20%,0.73%,1.06%,4.22,1.40%,15.60%,22.80%,,,0.22,0.22,,93.90%,44.90%,3.15%,10.32%,5.63%,13.16%,30.34%,7.60%,1.0,1.31,3.32%,2.65%,5.25%,6.34%,7.54%,1.38%,16.26%,-2.94%,35.96%,63.12,2.37%,-0.75%,54.87,1.87,46.18,1.61%,102718,1/26/2022 4:30:00 PM,53.4,5/9/2018,46.18,0.00%,81.0,87,1.16,46.18,44.09,43.52,42.95,33.97,47.58,10.0,15.63,59.333333333333336,True
5597,OFG,OFG Bancorp,Financial,Banks - Regional,USA,1360.53,10.93,8.87,1.37,3.03,1.34,,,1.70%,,2.58,118.90%,14.28%,21.10%,8.00%,,51.90%,23.30%,49.85,49.08,0.90%,6.30%,95.10%,0.44%,1.33%,2.41,,,,,,0.03,0.03,,,,1.44%,2.51%,13.58%,17.47%,40.41%,6.10%,1.33,0.92,2.88%,2.82%,1.53%,2.02%,12.46%,-8.89%,16.83%,-8.89%,50.21%,53.66,2.58%,-1.65%,271.11,1.02,28.18,0.90%,276831,1/19/2022 8:30:00 AM,35.33,3/26/1987,28.18,0.00%,69.0,91,1.25,28.18,27.77,27.7,25.07,19.26,30.93,10.0,25.37,56.666666666666664,True
5697,ORI,Old Republic International Corporation,Financial,Insurance - Diversified,USA,7723.19,5.19,10.07,0.52,0.9,1.26,57.89,11.0,3.34%,16.20%,5.07,-46.70%,-0.61%,4.80%,10.00%,4.90%,-64.60%,18.10%,301.58,284.53,0.40%,-22.20%,55.50%,-0.23%,0.91%,1.57,6.60%,24.60%,8.90%,,,0.25,0.25,,12.70%,18.40%,0.15%,4.52%,4.85%,6.56%,40.47%,7.20%,0.82,0.71,2.72%,2.17%,0.56%,3.94%,7.56%,-3.09%,14.57%,-3.09%,46.11%,54.68,2.33%,-2.79%,1642.07,1.18,26.35,-0.53%,1938058,1/27/2022 8:30:00 AM,30.0,11/1/1982,26.35,0.00%,59.0,88,1.18,26.35,26.24,25.38,25.15,19.62,27.19,23.0,13.85,56.666666666666664,True
5742,OVV,Ovintiv Inc.,Energy,Oil & Gas E&P,USA,11473.5,,5.05,,1.68,3.15,1434.19,9.07,1.22%,,-2.26,1417.10%,5.66%,5.70%,,6.60%,95.30%,50.30%,261.1,260.26,0.93%,0.00%,73.00%,-1.82%,2.68%,2.09,-14.40%,-51.70%,-53.20%,0.4,0.4,1.27,1.27,51.80%,-29.50%,-29.70%,13.21%,21.14%,34.22%,68.69%,86.99%,36.05%,3.36,2.4,7.46%,5.27%,13.32%,21.34%,40.22%,6.38%,55.32%,6.38%,117.61%,68.99,10.06%,0.60%,3337.5,1.8,45.85,10.72%,6019504,2/24/2022 4:30:00 PM,51.3,8/21/2001,45.6,-0.55%,66.0,98,1.67,45.85,40.84,38.06,32.8,21.07,45.86,22.0,11.89,62.0,True
5750,OXY,Occidental Petroleum Corporation,Energy,Oil & Gas E&P,USA,41032.73,,16.56,,1.83,3.88,14.85,5.43,0.09%,2.50%,-0.79,113.30%,-28.39%,29.10%,,20.70%,196.80%,89.40%,936.8,931.85,0.10%,0.00%,73.20%,3.62%,3.89%,2.06,2.00%,16.60%,8.60%,1.2,1.0,2.79,2.8,59.40%,19.50%,6.80%,10.54%,17.36%,47.24%,70.42%,58.21%,50.85%,2.06,2.26,7.61%,5.19%,10.14%,24.37%,43.69%,1.33%,67.87%,1.33%,102.27%,68.86,14.36%,-1.29%,17587.99,2.84,43.73,12.88%,49998535,2/24/2022 4:30:00 PM,44.83,7/2/1962,43.75,0.05%,53.0,95,1.41,43.73,40.01,35.47,30.53,21.62,43.78,-0.0,2.52,49.333333333333336,True
5760,PACW,PacWest Bancorp,Financial,Banks - Regional,USA,5501.93,9.71,9.93,0.97,4.75,1.48,1.1,14.05,2.02%,19.80%,5.09,-372.30%,11.02%,-42.10%,10.00%,4.50%,926.80%,217.40%,117.18,115.06,1.50%,-1.15%,90.90%,0.77%,2.76%,3.79,1.80%,15.70%,19.30%,,,0.22,0.0,,,50.90%,1.48%,7.36%,6.78%,14.40%,30.81%,9.41%,1.38,2.03,4.66%,3.53%,1.54%,3.76%,10.12%,-4.61%,21.16%,-4.61%,39.31%,53.81,3.67%,-2.75%,838.44,1.12,49.42,0.82%,941223,1/19/2022 4:30:00 PM,59.4,6/5/2000,49.42,0.00%,75.0,88,1.17,49.42,48.84,47.73,44.9,35.71,51.81,14.0,20.19,59.0,True
5853,PDCE,"PDC Energy, Inc.",Energy,Oil & Gas E&P,USA,6193.92,154.35,6.14,5.67,4.84,2.49,62.0,5.01,0.74%,53.90%,0.42,-733.00%,22.91%,-33.40%,27.20%,17.60%,570.40%,95.20%,98.18,95.8,1.30%,-5.59%,,-0.75%,7.38%,4.72,0.80%,1.70%,-15.10%,0.5,0.5,0.49,0.49,77.50%,9.30%,3.30%,16.19%,9.69%,23.51%,56.69%,78.41%,32.27%,2.9,3.54,7.49%,5.56%,10.31%,17.63%,35.01%,1.74%,46.64%,1.74%,115.54%,65.56,11.24%,1.92%,1499.37,1.84,64.52,13.37%,2765045,2/28/2022 4:30:00 PM,75.79,3/17/1980,64.52,0.00%,69.0,97,1.57,64.52,58.75,55.19,48.28,30.25,65.87,24.0,17.47,63.333333333333336,True
5893,PFBC,Preferred Bank,Financial,Banks - Regional,USA,1108.92,12.24,10.12,1.22,5.26,2.08,1.01,11.77,2.19%,25.20%,6.41,-9.80%,8.56%,16.90%,10.00%,17.70%,53.20%,1.50%,14.88,14.68,2.20%,0.00%,77.60%,-1.14%,2.78%,4.29,1.50%,14.70%,20.10%,,,0.26,0.26,,84.80%,38.20%,-1.62%,-0.29%,14.82%,23.57%,31.79%,9.32%,1.28,2.37,3.15%,2.67%,-0.27%,2.96%,15.48%,-4.26%,22.40%,-4.26%,38.27%,51.82,1.49%,-1.62%,95.04,0.74,78.48,-0.15%,70348,1/19/2022 4:30:00 PM,92.0,8/19/1999,78.48,0.00%,63.0,88,1.18,78.48,78.76,76.46,68.01,57.27,81.97,12.0,17.23,54.333333333333336,True
5929,PGC,Peapack-Gladstone Financial Corporation,Financial,Banks - Regional,USA,673.68,12.87,10.51,10.72,4.21,1.3,1.05,10.95,0.53%,8.60%,2.93,-50.70%,8.40%,-1.40%,1.20%,10.80%,3.80%,-0.20%,18.76,16.7,1.40%,-10.12%,76.00%,0.85%,0.93%,3.35,0.70%,8.30%,17.30%,,,0.34,0.34,,80.90%,27.60%,-0.63%,9.21%,12.50%,11.80%,32.07%,6.55%,1.12,1.13,2.71%,2.81%,1.06%,3.71%,11.58%,-1.80%,14.88%,-1.80%,39.70%,56.05,0.96%,-0.98%,46.5,1.31,37.72,-0.03%,61057,1/28/2022 8:30:00 AM,41.94,4/27/1999,37.72,0.00%,69.0,88,1.18,37.72,37.44,36.42,33.83,27.57,38.41,19.0,11.19,58.666666666666664,True
