"Ticker","Company","Sector","Industry","Market Cap","P/E","Dividend Yield","EPS growth past 5 years","Sales growth past 5 years","Shares Outstanding","Insider Ownership","Insider Transactions","Institutional Ownership","Institutional Transactions","Float Short","Gross Margin","Operating Margin","Performance (Week)","Performance (Month)","Performance (Quarter)","Performance (Half Year)","Performance (Year)","Performance (YTD)","Beta","Volatility (Month)","20-Day Simple Moving Average","50-Day Simple Moving Average","200-Day Simple Moving Average","50-Day High","50-Day Low","52-Week High","52-Week Low","Relative Strength Index (14)","Analyst Recom","Price","Change","Volume","Target Price"
"GSHD","Goosehead Insurance, Inc","Financial","Insurance - Diversified",4694.30,339.43,,,,19.56,2.40%,-59.87%,99.50%,1.39%,5.39%,,8.10%,-7.63%,-26.00%,-4.96%,60.66%,7.33%,5.62%,0.49,5.55%,-10.27%,-14.92%,2.46%,-28.30%,-0.79%,-28.30%,67.10%,36.95,2.20,130.00,-2.45%,466478,159.00
"GSIE","Goldman Sachs ActiveBeta International Equity ETF","Financial","Exchange Traded Fund",,,1.96%,,,,,,,,,,,0.17%,1.02%,1.05%,1.83%,18.15%,11.85%,,0.52%,0.14%,1.17%,2.78%,-2.00%,6.38%,-2.19%,18.15%,54.09,,35.68,0.14%,325445,
"GSIT","GSI Technology, Inc.","Technology","Semiconductors",143.20,,,-56.70%,-12.10%,24.23,0.70%,-15.03%,27.60%,2.17%,1.07%,51.60%,-62.00%,0.17%,25.21%,12.79%,-6.93%,-0.67%,-20.14%,0.76,4.81%,6.19%,8.87%,-1.93%,-4.60%,25.74%,-28.80%,25.74%,60.12,,5.91,-0.51%,49135,
"GSJY","Goldman Sachs ActiveBeta Japan Equity ETF","Financial","Exchange Traded Fund",,,1.47%,,,,,,,,,,,0.64%,0.34%,3.59%,2.61%,7.30%,2.30%,,0.18%,0.33%,-1.20%,0.23%,-6.78%,3.05%,-6.78%,7.86%,49.81,,38.10,0.12%,2,
"GSK","GlaxoSmithKline plc","Healthcare","Drug Manufacturers - General",102602.94,18.18,5.23%,-7.90%,7.30%,2503.50,0.20%,0.00%,13.00%,-0.06%,0.63%,67.90%,19.10%,-4.00%,5.17%,-0.84%,6.82%,13.48%,12.77%,0.73,1.03%,-1.55%,3.34%,6.99%,-4.84%,9.79%,-4.84%,23.77%,47.96,2.00,41.50,-2.47%,4876697,47.02
"GSKY","GreenSky, Inc.","Technology","Software - Infrastructure",2124.66,21.36,,-19.80%,24.80%,75.67,5.10%,-15.18%,59.70%,-3.81%,7.75%,57.50%,30.40%,-2.77%,-3.73%,48.15%,97.28%,182.93%,150.54%,1.43,1.95%,-4.16%,0.85%,52.11%,-8.16%,52.03%,-8.16%,200.52%,44.32,2.90,11.60,0.09%,452811,8.25
"GSL","Global Ship Lease, Inc.","Industrials","Marine Shipping",835.12,9.94,4.32%,19.70%,11.40%,36.31,79.00%,0.00%,49.20%,-19.73%,4.49%,61.40%,44.00%,-10.62%,-2.73%,22.56%,36.36%,151.25%,94.62%,1.80,5.09%,-3.73%,-1.70%,26.23%,-12.71%,10.35%,-12.71%,172.24%,46.01,1.50,23.14,-0.34%,747176,29.00
"GSLC","Goldman Sachs ActiveBeta U.S. Large Cap Equity ETF","Financial","Exchange Traded Fund",,,1.05%,,,,,,,,,,,1.22%,3.96%,5.43%,14.04%,31.36%,24.47%,,0.69%,1.74%,4.66%,10.45%,-0.35%,10.60%,-0.35%,31.97%,69.64,,94.21,0.26%,196015,
"GSM","Ferroglobe PLC","Basic Materials","Other Industrial Metals & Mining",1126.71,,,-26.80%,-2.80%,169.30,51.23%,0.00%,25.60%,-6.15%,1.12%,29.80%,-12.20%,-13.49%,-20.97%,6.54%,32.24%,722.53%,267.68%,2.71,6.72%,-12.60%,-21.69%,8.09%,-39.34%,-2.90%,-46.40%,849.61%,34.18,3.00,6.03,-4.59%,5335511,
"GSMG","Glory Star New Media Group Holdings Limited","Communication Services","Entertainment",106.37,8.88,,,,53.84,63.49%,0.00%,0.60%,14.78%,1.31%,75.20%,,-2.47%,-15.05%,16.18%,-56.59%,-41.61%,-42.55%,,9.06%,-8.41%,-13.35%,-43.91%,-38.04%,2.60%,-67.49%,23.44%,39.91,2.00,1.58,-3.66%,196719,7.50
"GSP","iPath S&P GSCI Total Return Index ETN","Financial","Exchange Traded Fund",,,,,,,,,,,,,,-1.23%,-3.68%,21.24%,19.97%,75.64%,55.50%,,1.19%,-1.71%,1.60%,14.32%,-4.22%,12.78%,-4.22%,77.28%,47.84,,17.13,0.53%,8654,
"GSQD","G Squared Ascend I Inc.","Financial","Shell Companies",277.20,,,,,43.12,,,89.70%,5.66%,0.11%,,,0.00%,0.30%,2.06%,1.00%,,0.92%,,0.33%,-0.03%,0.44%,0.88%,-0.40%,2.96%,-1.20%,9.15%,51.96,,9.90,-0.25%,143599,
"GSS","Golden Star Resources Ltd.","Basic Materials","Gold",511.98,,,15.20%,1.30%,115.10,33.06%,0.00%,61.40%,-4.99%,0.69%,38.00%,15.00%,0.27%,34.17%,69.55%,8.12%,-2.36%,0.54%,1.02,3.74%,8.91%,29.50%,24.43%,-1.32%,65.04%,-12.24%,82.84%,82.31,2.20,3.73,0.00%,795426,4.28
"GSSC","Goldman Sachs ActiveBeta U.S. Small Cap Equity ETF","Financial","Exchange Traded Fund",,,0.75%,,,,,,,,,,,-1.21%,5.13%,10.45%,10.00%,40.68%,27.67%,,1.17%,1.22%,5.11%,7.97%,-2.72%,12.28%,-2.72%,41.42%,58.86,,69.11,-0.48%,17808,
"GSST","Goldman Sachs Access Ultra Short Bond ETF","Financial","Exchange Traded Fund",,,0.77%,,,,,,,,,,,0.04%,-0.09%,-0.22%,-0.26%,-0.39%,-0.39%,,0.04%,-0.04%,-0.09%,-0.23%,-0.18%,0.04%,-1.04%,1.52%,43.71,,50.60,0.01%,72042,
"GSV","Gold Standard Ventures Corp","Basic Materials","Gold",240.52,,,1.90%,,357.97,7.36%,0.00%,54.91%,,1.24%,,,-1.87%,12.67%,19.78%,-14.81%,-22.07%,-26.79%,0.81,4.38%,7.19%,11.95%,-5.27%,-3.65%,23.66%,-45.62%,23.66%,65.93,2.00,0.53,-0.02%,325547,
"GSY","Invesco Ultra Short Duration ETF","Financial","Exchange Traded Fund",,,0.77%,,,,,,,,,,,0.00%,-0.08%,-0.24%,-0.30%,-0.40%,-0.43%,,0.04%,-0.05%,-0.13%,-0.24%,-0.26%,0.02%,-0.47%,0.02%,38.51,,50.36,0.00%,749995,
"GT","The Goodyear Tire & Rubber Company","Consumer Cyclical","Auto Parts",6240.50,21.17,,-46.60%,-5.60%,283.00,0.10%,-12.91%,85.50%,0.66%,2.59%,22.20%,4.50%,-5.07%,12.82%,53.90%,14.79%,109.11%,104.12%,2.01,4.26%,3.21%,15.07%,26.06%,-10.53%,43.17%,-10.53%,123.82%,56.45,2.20,22.27,-2.07%,3077274,23.57
"GTACU","Global Technology Acquisition Corp. I","Financial","Shell Companies",,,,,,,,,,,,,,0.40%,,,,,1.10%,,,0.58%,0.58%,0.58%,-2.40%,1.20%,-2.40%,1.20%,,,10.15,-0.68%,2024,
"GTBP","GT Biopharma, Inc.","Healthcare","Biotechnology",144.81,,,,,31.38,21.33%,0.08%,26.10%,-2.76%,3.18%,,,-4.16%,-24.61%,-36.06%,-66.30%,54.35%,-32.85%,0.40,8.68%,-20.06%,-25.99%,-50.56%,-44.30%,9.90%,-75.47%,89.80%,30.97,2.00,4.84,-3.39%,137553,25.33
"GTE","Gran Tierra Energy Inc.","Energy","Oil & Gas E&P",373.62,,,-26.57%,,366.99,2.29%,-24.65%,20.95%,,0.10%,,,-8.56%,-4.57%,77.83%,34.71%,254.19%,122.95%,2.72,7.07%,-7.88%,1.15%,12.82%,-19.69%,47.42%,-34.06%,264.54%,44.05,,0.81,-1.11%,2592417,1.35
"GTEC","Greenland Technologies Holding Corporation","Industrials","Specialty Industrial Machinery",58.78,5.32,,,,10.81,60.82%,-8.49%,0.60%,,0.86%,20.20%,12.10%,-10.00%,-16.21%,-17.67%,-31.76%,5.88%,-27.90%,,5.09%,-10.21%,-14.24%,-37.05%,-26.38%,-3.51%,-80.24%,16.00%,33.26,2.00,5.22,-5.78%,68353,14.00
"GTEK","Goldman Sachs Future Tech Leade","Financial","Exchange Traded Fund",,,,,,,,,,,,,,-0.17%,2.72%,,,,2.39%,,1.20%,0.88%,3.50%,3.50%,-2.21%,11.58%,-2.21%,11.58%,54.81,,41.52,-0.72%,153999,
"GTES","Gates Industrial Corporation plc","Industrials","Specialty Industrial Machinery",4883.75,19.22,,25.50%,0.30%,291.86,0.23%,-98.83%,,2.77%,0.28%,39.20%,14.30%,-3.02%,-0.24%,3.86%,-3.91%,26.32%,30.88%,1.71,2.57%,-1.77%,0.06%,-1.67%,-8.14%,7.57%,-11.83%,35.33%,47.00,1.90,16.70,-1.01%,794485,21.73
"GTH","Genetron Holdings Limited","Healthcare","Diagnostics & Research",1088.92,,,,,91.98,16.03%,0.00%,23.80%,10.03%,1.78%,63.30%,-74.70%,-5.67%,-10.35%,2.59%,-45.43%,8.85%,-12.14%,,5.11%,-9.12%,-12.37%,-33.27%,-27.39%,-1.52%,-61.00%,10.26%,37.73,1.70,12.30,-3.15%,109797,20.58
"GTHX","G1 Therapeutics, Inc.","Healthcare","Biotechnology",561.83,,,-27.10%,144.10%,42.38,0.60%,-21.48%,77.90%,10.76%,22.92%,96.10%,,-13.64%,-3.94%,-2.66%,-37.76%,7.07%,-26.79%,2.14,5.68%,-10.12%,-7.10%,-31.85%,-20.90%,9.93%,-64.47%,9.93%,38.17,1.70,13.17,-3.02%,858784,41.00
"GTIM","Good Times Restaurants Inc.","Consumer Cyclical","Restaurants",61.92,3.66,,-40.18%,20.10%,12.79,15.40%,-3.06%,10.90%,-0.07%,1.09%,23.10%,16.00%,-5.88%,-3.61%,7.14%,17.36%,240.43%,68.42%,2.21,4.49%,-2.23%,-5.14%,8.51%,-15.64%,10.22%,-24.08%,263.64%,40.98,2.00,4.80,-1.84%,26731,
"GTIP","Goldman Sachs Access Inflation Protected USD Bond ETF","Financial","Exchange Traded Fund",,,1.64%,,,,,,,,,,,0.10%,1.89%,1.56%,2.92%,4.84%,2.95%,,0.36%,0.82%,1.42%,2.46%,-0.57%,2.56%,-0.57%,6.05%,63.83,,59.09,0.08%,87746,
"GTLB","GitLab Inc.","Technology","Software - Application",16154.13,,,,,139.79,,,27.11%,,7.68%,87.50%,,-5.08%,9.47%,,,,11.23%,,7.67%,-2.77%,-0.89%,-0.89%,-15.65%,24.11%,-15.65%,24.11%,,,115.56,-2.93%,307922,126.17
"GTLS","Chart Industries, Inc.","Industrials","Specialty Industrial Machinery",6684.54,87.78,,18.00%,2.50%,36.35,0.40%,-1.53%,,0.06%,10.67%,26.60%,7.60%,-3.02%,1.89%,3.85%,25.04%,92.50%,56.94%,1.60,3.27%,0.77%,-1.77%,14.56%,-10.39%,15.90%,-10.39%,94.90%,47.56,1.80,184.86,-0.89%,241931,204.33
"GTN","Gray Television, Inc.","Communication Services","Broadcasting",2150.85,9.16,1.45%,45.30%,31.90%,95.00,1.20%,-7.87%,85.80%,-1.13%,3.42%,39.10%,24.80%,-6.13%,-5.69%,1.05%,-0.68%,27.22%,23.31%,1.91,2.83%,-6.00%,-4.01%,2.05%,-12.60%,6.93%,-12.60%,35.34%,39.89,1.40,22.06,-1.12%,643271,28.86
"GTO","Invesco Total Return Bond ETF","Financial","Exchange Traded Fund",,,1.77%,,,,,,,,,,,-0.23%,0.18%,-1.64%,0.00%,-1.18%,-1.99%,,0.26%,-0.14%,-0.54%,-0.57%,-2.11%,0.46%,-2.41%,1.38%,44.92,,56.52,0.12%,163663,
"GTS","Triple-S Management Corporation","Healthcare","Healthcare Plans",852.16,10.30,,8.40%,4.90%,23.49,0.50%,0.00%,83.40%,6.19%,1.58%,,2.70%,-0.36%,1.59%,58.60%,41.38%,54.42%,67.07%,0.72,0.82%,0.57%,1.10%,27.75%,-1.82%,2.80%,-1.82%,71.08%,61.70,,35.67,0.20%,72345,
"GTX","Garrett Motion Inc.","Consumer Cyclical","Auto Parts",510.29,11.47,,-21.10%,0.90%,65.06,2.00%,-51.70%,83.00%,2.82%,4.25%,19.30%,14.80%,3.46%,5.42%,12.59%,17.17%,82.20%,75.62%,,4.30%,7.02%,7.50%,14.00%,-9.43%,19.69%,-12.58%,90.22%,60.36,2.00,7.78,-0.38%,203684,15.00
"GTXAP","Garrett Motion Inc.","Consumer Cyclical","Auto Parts",,,,,,,,,91.15%,,0.03%,,,2.66%,4.94%,4.68%,,,-8.60%,,2.61%,4.90%,4.98%,3.16%,-4.39%,12.14%,-12.82%,14.09%,61.36,,8.50,0.59%,103847,15.00
"GTY","Getty Realty Corp.","Real Estate","REIT - Retail",1453.34,18.04,4.93%,6.70%,5.90%,44.95,14.73%,0.00%,71.70%,1.00%,1.98%,84.20%,45.50%,-3.09%,-1.06%,1.67%,6.17%,10.85%,15.00%,0.85,1.86%,-2.29%,1.61%,2.81%,-5.04%,8.50%,-7.42%,22.09%,44.40,2.20,31.67,-0.53%,137423,34.79
"GTYH","GTY Technology Holdings Inc.","Technology","Software - Application",432.90,,,,,57.54,2.10%,-15.43%,45.70%,1.75%,2.85%,63.50%,-67.80%,-6.60%,-3.85%,8.07%,13.29%,128.66%,44.79%,0.14,4.24%,-0.73%,0.39%,8.34%,-7.29%,9.65%,-9.42%,129.36%,48.46,2.00,7.50,-0.53%,212398,9.67
"GUNR","FlexShares Morningstar Global Upstream Natural Resources Index Fund","Financial","Exchange Traded Fund",,,2.50%,,,,,,,,,,,-1.07%,-2.21%,8.48%,-0.49%,28.71%,19.45%,,1.01%,-0.44%,2.02%,2.91%,-2.34%,12.20%,-4.94%,30.09%,50.83,,38.87,-0.08%,1875268,
"GURE","Gulf Resources, Inc.","Basic Materials","Specialty Chemicals",66.87,,,-17.50%,-29.50%,10.47,37.10%,0.00%,6.00%,,0.16%,36.50%,-19.50%,0.31%,8.72%,51.58%,-1.37%,39.35%,57.28%,0.56,7.08%,11.41%,24.09%,21.80%,-4.14%,61.60%,-16.28%,70.53%,67.25,,6.48,0.54%,16393,
"GURU","Global X Guru Index ETF","Financial","Exchange Traded Fund",,,1.87%,,,,,,,,,,,-0.55%,-1.72%,2.70%,6.64%,19.35%,13.62%,,0.82%,-1.48%,-0.30%,3.11%,-2.87%,3.74%,-3.02%,19.35%,45.24,,49.78,-0.06%,1172,
"GUSH","Direxion Daily S&P Oil & Gas Exp. & Prod. Bull 2X Shares","Financial","Exchange Traded Fund",,,0.08%,,,,,,,,,,,-7.12%,-8.51%,95.34%,34.47%,246.34%,174.30%,,6.27%,-7.88%,3.79%,28.66%,-15.56%,56.15%,-15.56%,259.24%,44.92,,104.70,0.30%,1789011,
"GUT","The Gabelli Utility Trust","Financial","Closed-End Fund - Equity",446.14,,7.33%,,,54.47,1.28%,0.00%,7.90%,,,,,-0.73%,2.50%,-0.12%,10.68%,8.48%,0.86%,,1.56%,0.56%,1.97%,5.50%,-1.33%,8.91%,-1.33%,22.33%,56.43,,8.19,0.24%,70190,
"GVA","Granite Construction Incorporated","Industrials","Engineering & Construction",1912.15,70.18,1.24%,-32.60%,8.50%,45.82,0.60%,0.00%,,2.09%,7.05%,11.20%,0.90%,-0.17%,6.33%,8.23%,7.56%,68.62%,57.13%,1.42,3.44%,4.36%,5.17%,7.71%,-4.57%,15.35%,-5.28%,75.97%,59.19,2.70,41.97,0.21%,226973,47.00
"GVAL","Cambria Global Value ETF","Financial","Exchange Traded Fund",,,2.78%,,,,,,,,,,,-3.21%,-3.55%,0.54%,-0.94%,21.25%,9.38%,,0.68%,-3.07%,-2.17%,0.49%,-5.52%,1.50%,-5.52%,21.67%,33.56,,23.39,-0.53%,8849,
"GVI","iShares Intermediate Government/Credit Bond ETF","Financial","Exchange Traded Fund",,,1.65%,,,,,,,,,,,0.04%,-0.23%,-1.56%,-1.15%,-2.79%,-2.97%,,0.23%,-0.17%,-0.62%,-1.18%,-1.62%,0.22%,-3.26%,0.22%,42.70,,114.15,0.02%,48055,
"GVIP","Goldman Sachs Hedge Industry VIP ETF","Financial","Exchange Traded Fund",,,,,,,,,,,,,,0.76%,1.06%,4.56%,8.70%,25.71%,15.11%,,0.93%,0.80%,2.56%,5.28%,-1.33%,7.96%,-1.33%,25.71%,56.09,,104.97,0.05%,2796,
"GVP","GSE Systems, Inc.","Technology","Software - Application",30.69,,,-14.40%,0.30%,20.65,9.00%,-4.23%,34.30%,0.04%,0.46%,24.40%,-9.80%,0.00%,-6.96%,19.51%,6.14%,45.54%,11.36%,1.12,6.10%,-0.23%,2.23%,-6.55%,-13.02%,21.49%,-47.50%,47.00%,49.60,2.00,1.47,-2.65%,121300,
"GWB","Great Western Bancorp, Inc.","Financial","Banks - Regional",2000.83,9.85,0.55%,-53.30%,6.30%,55.21,0.50%,0.00%,,2.45%,2.61%,,88.80%,-0.22%,6.40%,15.45%,6.43%,112.29%,72.68%,1.19,2.05%,2.29%,8.06%,13.23%,-1.45%,29.68%,-1.45%,124.16%,61.71,2.70,36.09,0.11%,252005,35.00
"GWGH","GWG Holdings, Inc.","Financial","Insurance - Life",329.64,,,-36.80%,25.70%,20.76,90.39%,0.00%,1.10%,3.75%,0.43%,,,2.96%,0.90%,43.73%,49.26%,32.59%,44.35%,-0.49,5.21%,1.81%,3.57%,31.77%,-7.43%,19.98%,-7.43%,73.97%,54.70,2.00,10.09,-4.00%,20970,
"GWH","ESS Tech, Inc.","Industrials","Electrical Equipment & Parts",2004.48,,,,,31.25,20.40%,0.00%,16.20%,3.55%,,,,-0.33%,-5.13%,51.21%,51.98%,,48.51%,,9.63%,-10.06%,9.60%,37.19%,-48.24%,107.48%,-48.24%,107.48%,46.95,,14.97,-1.12%,567392,27.50
"GWRE","Guidewire Software, Inc.","Technology","Software - Application",10173.84,,,-42.70%,11.90%,83.23,0.20%,-35.32%,,-0.35%,3.79%,49.50%,-14.20%,-2.78%,0.19%,7.75%,27.29%,6.72%,-5.28%,1.28,2.26%,-1.72%,0.67%,8.64%,-5.47%,9.25%,-9.15%,32.87%,47.83,2.60,121.93,1.32%,315009,131.88
"GWRS","Global Water Resources, Inc.","Utilities","Utilities - Regulated Water",428.16,144.05,1.54%,-46.30%,3.90%,22.64,9.70%,0.76%,33.90%,-0.21%,0.92%,,16.00%,1.83%,0.59%,-2.08%,9.45%,51.81%,30.95%,0.58,2.27%,0.22%,0.12%,5.95%,-6.95%,8.01%,-11.20%,53.47%,51.47,,18.87,2.39%,25406,21.00
"GWW","W.W. Grainger, Inc.","Industrials","Industrial Distribution",24581.30,27.31,1.34%,2.30%,3.40%,51.80,0.10%,-1.10%,74.10%,-0.22%,1.87%,35.70%,11.10%,-0.48%,10.32%,11.90%,5.66%,16.21%,18.11%,1.25,1.75%,3.72%,11.34%,12.39%,-2.42%,23.29%,-2.42%,35.38%,65.97,2.70,482.27,-0.89%,161534,495.92
"GWX","SPDR S&P International Small Cap ETF","Financial","Exchange Traded Fund",,,1.72%,,,,,,,,,,,-0.53%,-1.24%,3.23%,0.62%,19.16%,10.11%,,0.65%,-1.12%,-0.63%,0.96%,-3.99%,4.78%,-3.99%,19.90%,44.78,,38.99,-0.33%,228593,
"GXC","SPDR S&P China ETF","Financial","Exchange Traded Fund",,,1.00%,,,,,,,,,,,-2.79%,-5.23%,2.94%,-12.55%,-12.67%,-14.23%,,1.15%,-1.82%,-1.08%,-10.93%,-6.33%,4.94%,-28.54%,4.94%,45.33,,111.68,-2.46%,87657,
"GXG","Global X MSCI Colombia ETF","Financial","Exchange Traded Fund",,,3.20%,,,,,,,,,,,-3.62%,-8.39%,0.41%,4.30%,7.78%,-12.22%,,1.10%,-5.76%,-4.37%,-0.97%,-9.40%,3.16%,-14.85%,10.59%,26.14,,28.43,0.38%,2371,
"GXII","GX Acquisition Corp. II","Financial","Shell Companies",363.75,,,,,37.50,,,60.20%,2.04%,0.01%,,,-0.31%,0.00%,0.00%,,,-3.58%,,0.16%,-0.24%,0.03%,0.10%,-0.92%,0.94%,-3.58%,1.15%,46.65,,9.70,-0.38%,430,
"GXO","GXO Logistics, Inc.","Industrials","Specialty Business Services",11530.45,,,,,115.00,,,41.80%,,1.61%,,,8.21%,20.98%,34.42%,,,90.04%,,4.19%,10.99%,21.04%,28.51%,-1.72%,41.59%,-1.72%,114.07%,72.79,2.10,103.57,0.06%,808071,101.86
"GXTG","Global X Thematic Growth ETF","Financial","Exchange Traded Fund",,,0.46%,,,,,,,,,,,-2.56%,-3.76%,-0.28%,7.23%,29.05%,14.68%,,1.46%,-3.04%,-2.11%,-0.86%,-6.37%,4.41%,-24.50%,29.44%,41.96,,50.16,-1.01%,10110,
"GYLD","Arrow Dow Jones Global Yield ETF","Financial","Exchange Traded Fund",,,5.67%,,,,,,,,,,,-2.01%,-3.34%,1.56%,-3.01%,13.22%,10.70%,,0.93%,-1.81%,-1.61%,-1.11%,-3.65%,2.06%,-8.01%,18.78%,38.40,,14.65,-1.08%,7144,
"GYRO","Gyrodyne, LLC","Real Estate","Real Estate Services",18.43,,,,,1.48,11.73%,0.00%,48.45%,,0.00%,,,-0.75%,-7.85%,-7.92%,-28.77%,-33.70%,-23.50%,,2.34%,-2.11%,-4.14%,-19.73%,-10.92%,3.59%,-28.97%,8.09%,43.29,,12.43,0.25%,7847,
"H","Hyatt Hotels Corporation","Consumer Cyclical","Lodging",9405.41,,,-58.70%,-13.70%,102.30,0.60%,-73.21%,82.00%,0.39%,4.59%,40.10%,-19.70%,-2.13%,1.51%,20.03%,9.96%,20.40%,13.41%,1.47,2.84%,-1.83%,2.58%,5.01%,-11.28%,19.75%,-11.28%,28.67%,48.02,3.00,84.21,-0.91%,346441,83.66
"HA","Hawaiian Holdings, Inc.","Industrials","Airlines",1095.77,,,-41.70%,-18.30%,51.21,1.70%,-1.25%,75.90%,-4.57%,9.33%,-5.60%,-17.80%,-11.40%,0.98%,13.50%,-16.96%,5.83%,15.93%,2.12,4.08%,-4.01%,-3.47%,-12.18%,-15.45%,10.92%,-34.61%,21.85%,42.88,3.00,20.52,-4.11%,947342,20.92
"HAAC","Health Assurance Acquisition Corp.","Financial","Shell Companies",539.65,,,,,52.50,,,56.70%,-0.09%,0.75%,,,-0.10%,0.31%,1.13%,-2.29%,,-12.80%,,0.34%,-0.09%,0.16%,-4.95%,-0.91%,0.93%,-35.46%,1.45%,49.13,,9.81,0.00%,199329,
"HAACU","Health Assurance Acquisition Corp.","Financial","Shell Companies",,,,,,,,,6.96%,,0.00%,,,-0.15%,0.79%,0.90%,-3.64%,-1.27%,-8.62%,,0.58%,0.02%,0.32%,-6.49%,-0.89%,4.03%,-38.33%,4.03%,51.21,,10.07,0.00%,54671,
"HACK","ETFMG Prime Cyber Security ETF","Financial","Exchange Traded Fund",,,0.11%,,,,,,,,,,,-1.47%,-0.40%,7.31%,14.37%,36.42%,13.81%,,1.38%,-0.89%,1.68%,8.00%,-3.62%,9.55%,-3.62%,36.71%,49.06,,65.51,-0.88%,124231,
"HAE","Haemonetics Corporation","Healthcare","Medical Instruments & Supplies",2814.90,92.46,,27.90%,-0.90%,51.04,0.90%,-9.59%,,1.85%,3.24%,46.60%,4.80%,-5.25%,-21.19%,-6.17%,-0.39%,-49.09%,-52.89%,0.23,4.10%,-16.58%,-17.99%,-28.52%,-25.75%,-2.03%,-60.64%,13.56%,31.94,1.70,55.94,-3.67%,448631,75.12
"HAFC","Hanmi Financial Corporation","Financial","Banks - Regional",733.77,9.17,3.38%,-4.00%,6.40%,30.47,1.20%,0.00%,90.30%,-0.99%,1.77%,,91.50%,-1.87%,16.60%,25.77%,10.81%,129.36%,108.73%,1.24,3.14%,3.18%,13.71%,20.61%,-4.90%,34.03%,-4.90%,144.52%,61.60,2.50,23.67,-1.09%,132836,23.67
"HAIL","SPDR S&P Kensho Smart Mobility ETF","Financial","Exchange Traded Fund",,,0.76%,,,,,,,,,,,-1.18%,7.39%,15.14%,4.75%,29.32%,12.87%,,2.15%,1.77%,7.27%,3.54%,-3.60%,16.70%,-13.31%,29.95%,56.86,,61.92,-1.50%,30062,
"HAIN","The Hain Celestial Group, Inc.","Consumer Defensive","Packaged Foods",4014.13,43.82,,19.40%,-3.80%,97.12,0.40%,-98.66%,,1.33%,6.44%,24.80%,6.70%,-0.40%,-6.50%,4.14%,3.65%,14.87%,4.56%,0.64,2.58%,-5.49%,-1.93%,0.72%,-14.12%,12.79%,-14.12%,18.02%,42.65,2.30,41.98,2.94%,1790453,50.40
"HAL","Halliburton Company","Energy","Oil & Gas Equipment & Services",20396.60,51.15,0.79%,-33.80%,-9.40%,894.00,0.20%,-4.17%,79.10%,0.17%,1.91%,12.60%,8.10%,-4.05%,-13.98%,24.99%,1.34%,47.89%,20.42%,2.75,3.06%,-8.14%,-2.53%,3.60%,-14.92%,19.22%,-14.92%,51.33%,37.44,2.20,22.76,-0.91%,8161723,29.32
"HALL","Hallmark Financial Services, Inc.","Financial","Insurance - Property & Casualty",80.21,,,-45.30%,5.20%,18.17,8.00%,0.00%,46.70%,-0.12%,0.89%,,-7.30%,23.25%,25.71%,21.21%,-2.22%,25.00%,23.60%,1.35,4.10%,23.34%,21.99%,8.53%,4.51%,34.56%,-22.81%,40.58%,75.79,2.50,4.40,4.51%,122628,6.00
"HALO","Halozyme Therapeutics, Inc.","Healthcare","Biotechnology",4934.05,12.71,,41.10%,14.70%,142.02,0.70%,-30.92%,97.30%,1.74%,4.59%,81.40%,59.60%,-8.22%,-7.26%,-10.49%,-16.13%,-9.25%,-17.12%,1.22,3.34%,-8.62%,-10.00%,-17.10%,-17.06%,-2.96%,-37.23%,-2.96%,32.46,2.20,35.40,-3.86%,994856,52.00
"HAP","VanEck Vectors Natural Resources ETF","Financial","Exchange Traded Fund",,,2.07%,,,,,,,,,,,-0.75%,-0.68%,9.44%,2.15%,33.33%,25.03%,,0.70%,-0.16%,2.32%,4.66%,-1.43%,9.79%,-2.96%,34.77%,52.73,,48.22,0.10%,5468,
"HAPP","Happiness Biotech Group Limited","Healthcare","Drug Manufacturers - Specialty & Generic",24.10,19.50,,,,27.28,43.05%,0.00%,1.40%,-0.45%,4.27%,25.40%,2.20%,-13.76%,-15.94%,-30.23%,-56.79%,-59.76%,-58.67%,,6.97%,-17.15%,-20.22%,-49.57%,-38.67%,-6.40%,-70.52%,-6.40%,26.60,2.00,0.76,-11.67%,906876,3.00
"HARP","Harpoon Therapeutics, Inc.","Healthcare","Biotechnology",229.59,,,,,32.64,0.40%,250.81%,87.40%,-1.09%,2.92%,,,-10.35%,0.43%,-19.79%,-65.98%,-52.27%,-58.28%,,7.14%,2.01%,-6.08%,-51.29%,-25.88%,19.48%,-72.54%,19.48%,47.26,1.90,6.93,-1.98%,316756,25.80
"HAS","Hasbro, Inc.","Consumer Cyclical","Leisure",13774.54,28.11,2.72%,-14.60%,4.20%,138.10,0.40%,-54.01%,82.90%,0.54%,4.53%,60.60%,12.70%,1.64%,9.68%,4.16%,6.13%,8.42%,6.72%,1.03,2.43%,4.55%,6.40%,4.44%,-1.20%,16.01%,-4.82%,16.01%,65.15,1.90,99.83,-0.87%,539463,115.62
"HASI","Hannon Armstrong Sustainable Infrastructure Capital, Inc.","Real Estate","REIT - Specialty",5024.75,55.98,2.31%,38.70%,26.10%,79.33,0.90%,-19.59%,86.70%,0.05%,8.08%,41.60%,45.80%,-3.69%,2.56%,6.01%,21.43%,16.12%,-4.60%,1.86,3.01%,-2.13%,3.83%,8.27%,-7.96%,15.19%,-16.45%,35.40%,48.65,2.10,60.51,-1.08%,324358,67.00
