no,ticker,company,sector,industry,country,market_cap,pe,forward_pe,peg,ps,pb,pcash,pfree_cash_flow,dividend_yield,payout_ratio,eps_ttm,eps_growth_this_year,eps_growth_next_year,eps_growth_past_5_years,eps_growth_next_5_years,sales_growth_past_5_years,eps_growth_quarter_over_quarter,sales_growth_quarter_over_quarter,shares_outstanding,shares_float,insider_ownership,insider_transactions,institutional_ownership,institutional_transactions,float_short,short_ratio,return_on_assets,return_on_equity,return_on_investment,current_ratio,quick_ratio,lt_debtequity,total_debtequity,gross_margin,operating_margin,profit_margin,performance_week,performance_month,performance_quarter,performance_half_year,performance_year,performance_ytd,beta,average_true_range,volatility_week,volatility_month,simple_moving_average_20day,simple_moving_average_50day,simple_moving_average_200day,high_50day,low_50day,high_52week,low_52week,relative_strength_index_14,change_from_open,gap,average_volume,relative_volume,price,change,volume,earnings_date,target_price,ipo_date,afterhours_close,afterhours_change,analyst_recom,rs_rating,returns_multiple,current_price,ma_20_day,ma_50_day,ma_200_day,low_52_week,high_52_week,sentiment_score,est_gl,my_score,in_russell_3k
4852,MCK,McKesson Corporation,Healthcare,Medical Distribution,USA,41968.64,31.47,12.14,2.43,0.16,,15.24,10.45,0.67%,19.20%,8.96,-667.60%,-2.88%,-37.30%,12.96%,4.50%,99.90%,9.60%,151.6,146.83,0.05%,-63.63%,89.00%,-2.62%,4.07%,5.57,2.20%,-235.80%,-61.00%,1.0,0.6,,,5.20%,0.90%,0.50%,2.34%,9.04%,27.86%,36.28%,60.94%,13.38%,0.7,7.05,2.58%,2.40%,3.45%,8.92%,29.20%,-0.32%,20.18%,-0.32%,66.02%,67.5,2.87%,-2.21%,1072.91,1.3,281.82,0.59%,1391411.0,2/2/2022 4:30:00 PM,302.34,11/10/1994,281.82,0.00%,72.0,95,1.42,281.82,273.13,259.66,218.54,175.41,282.73,12.0,7.28,59.666666666666664,True
4858,MCRI,"Monarch Casino & Resort, Inc.",Consumer Cyclical,Resorts & Casinos,USA,1530.51,23.38,17.57,1.67,3.87,3.44,45.69,18.85,,0.00%,3.52,181.10%,-0.72%,20.40%,14.00%,12.70%,27.00%,90.20%,18.75,13.38,3.80%,-2.58%,66.80%,-0.60%,2.52%,3.66,10.20%,16.60%,13.60%,0.6,0.5,0.15,0.2,55.10%,22.70%,17.30%,4.47%,30.50%,19.89%,24.37%,32.15%,11.33%,1.64,3.16,3.91%,4.35%,10.40%,16.24%,20.66%,0.40%,40.38%,0.40%,46.10%,68.41,1.91%,-1.30%,91.99,1.12,82.33,0.59%,103176.0,2/9/2022 4:30:00 PM,86.5,8/6/1993,82.33,0.00%,84.0,89,1.16,82.33,75.59,71.05,68.3,56.35,82.51,13.0,5.06,62.0,True
4965,MIRM,"Mirum Pharmaceuticals, Inc.",Healthcare,Biotechnology,USA,632.95,,,,39.56,11.45,3.33,,,,-6.1,-79.10%,-12.20%,,,,-81.30%,,30.37,29.15,0.90%,-0.69%,82.90%,5.84%,1.61%,2.8,-75.60%,-156.10%,,3.9,3.9,0.0,0.0,,,,-9.98%,12.94%,56.89%,23.78%,21.87%,33.48%,,1.34,7.27%,6.35%,-3.00%,12.40%,26.26%,-13.46%,45.52%,-13.46%,66.07%,51.47,4.26%,-1.16%,167.0,0.7,21.29,3.05%,117081.0,3/9/2022 4:30:00 PM,55.43,7/18/2019,21.29,0.00%,81.0,84,1.09,21.29,22.08,19.05,16.88,12.82,24.6,14.0,160.36,59.666666666666664,True
5050,MOH,"Molina Healthcare, Inc.",Healthcare,Healthcare Plans,USA,18343.35,28.76,16.58,1.4,0.66,7.11,2.4,8.98,,0.00%,11.25,0.30%,13.48%,64.70%,20.52%,9.30%,208.60%,41.50%,58.4,57.88,0.10%,-15.76%,96.10%,-1.34%,1.49%,1.52,6.00%,27.20%,15.50%,1.4,1.4,0.91,0.0,14.60%,3.70%,2.40%,1.66%,9.46%,12.36%,18.69%,47.41%,1.74%,0.78,12.87,5.60%,4.01%,4.70%,7.47%,15.68%,-1.36%,22.75%,-1.36%,54.68%,61.63,5.72%,-2.54%,569.07,0.98,323.63,3.03%,559011.0,2/9/2022 4:30:00 PM,342.5,7/2/2003,323.5,-0.04%,56.0,94,1.32,323.63,310.4,301.44,280.08,216.83,328.11,11.0,5.83,53.666666666666664,True
5073,MPC,Marathon Petroleum Corporation,Energy,Oil & Gas Refining & Marketing,USA,43730.12,37.14,14.83,1.54,0.36,1.78,4.03,30.97,2.98%,15.40%,2.09,111.90%,6.03%,-1.80%,24.05%,13.80%,171.60%,96.30%,601.0,563.13,0.20%,-7.27%,81.40%,-6.08%,3.00%,2.51,11.00%,37.10%,7.50%,1.7,1.3,0.95,0.97,9.00%,3.40%,8.10%,1.55%,-0.98%,22.74%,34.25%,35.61%,21.47%,1.9,2.59,3.79%,3.11%,0.03%,6.72%,21.65%,-4.49%,26.19%,-4.49%,54.87%,56.18,1.79%,-1.31%,6734.82,0.99,77.73,0.47%,6663570.0,2/2/2022 8:30:00 AM,86.43,6/23/2011,77.73,0.00%,75.0,90,1.21,77.73,77.75,73.12,63.99,50.19,81.39,17.0,11.19,60.666666666666664,True
5131,MTB,M&T Bank Corporation,Financial,Banks - Regional,USA,23310.38,12.77,12.03,2.51,5.92,1.4,0.53,11.74,2.72%,32.60%,13.79,38.80%,29.89%,12.10%,5.08%,0.20%,-4.30%,-7.70%,128.7,128.41,0.40%,-0.89%,88.50%,0.95%,5.33%,5.1,1.20%,11.40%,16.40%,,,0.22,0.22,,97.10%,45.10%,-3.72%,0.23%,16.92%,26.52%,12.71%,14.74%,0.94,6.54,3.95%,2.98%,-2.53%,2.24%,14.63%,-5.74%,20.34%,-5.74%,37.18%,48.79,1.01%,-3.43%,1342.71,0.98,176.22,-2.45%,1319103.0,1/20/2022 8:30:00 AM,188.91,3/17/1980,176.22,0.00%,53.0,74,0.98,176.22,180.84,172.9,153.81,128.46,186.95,20.0,7.2,49.0,True
5138,MTDR,Matador Resources Company,Energy,Oil & Gas E&P,USA,6053.41,10.94,7.67,1.05,3.64,3.3,125.85,5.83,0.37%,2.50%,4.89,196.10%,-8.07%,45.80%,10.40%,44.50%,331.90%,152.60%,117.38,110.23,1.20%,0.54%,91.20%,1.36%,9.34%,6.04,14.80%,36.40%,20.90%,0.8,0.8,0.8,0.8,74.40%,47.70%,35.20%,17.27%,15.68%,43.39%,85.49%,100.71%,45.10%,4.06,2.85,5.27%,6.00%,17.64%,23.92%,44.30%,2.23%,52.71%,2.23%,148.58%,72.47,3.06%,1.37%,1705.59,1.0,53.57,4.47%,1706249.0,2/22/2022 4:30:00 PM,54.8,2/2/2012,53.57,0.00%,66.0,99,1.89,53.57,45.94,43.57,37.25,21.55,53.81,17.0,2.3,60.666666666666664,True
5252,NCBS,"Nicolet Bankshares, Inc.",Financial,Banks - Regional,USA,1304.93,17.43,12.98,2.49,7.6,1.36,1.97,15.37,,0.00%,5.5,-4.60%,7.13%,18.10%,7.00%,17.90%,-28.20%,51.60%,12.65,12.41,1.90%,-4.94%,38.80%,1.01%,2.88%,4.36,1.00%,8.90%,12.70%,,,0.22,0.22,,92.00%,35.40%,0.43%,1.25%,31.19%,24.85%,19.84%,11.73%,0.61,2.04,2.33%,1.91%,1.00%,5.12%,22.11%,-0.90%,21.42%,-0.90%,40.75%,59.03,0.75%,-0.97%,81.88,0.52,95.81,-0.23%,42898.0,,101.2,5/17/2013,95.81,0.00%,69.0,77,1.02,95.81,94.94,91.44,78.55,68.07,96.68,23.0,5.63,56.333333333333336,True
5367,NMRK,"Newmark Group, Inc.",Real Estate,Real Estate Services,USA,3266.92,4.51,8.31,0.45,1.12,2.52,4.56,,0.24%,1.00%,3.71,872.10%,9.70%,28.90%,10.00%,16.60%,70.60%,63.70%,192.76,159.09,6.30%,4.26%,67.80%,0.05%,2.04%,2.39,15.50%,67.00%,33.40%,1.2,1.2,0.43,1.37,99.20%,43.20%,25.60%,-7.11%,7.11%,3.59%,26.19%,64.73%,-10.59%,1.75,0.86,5.12%,4.95%,-0.97%,0.23%,14.49%,-12.46%,20.55%,-12.46%,78.82%,49.29,-1.70%,-1.56%,1357.88,1.01,16.72,-3.24%,1372044.0,2/11/2022 8:30:00 AM,20.12,12/15/2017,16.94,1.32%,63.0,95,1.42,16.72,16.94,16.69,14.62,9.88,19.1,19.0,20.33,59.0,True
5389,NOG,"Northern Oil and Gas, Inc.",Energy,Oil & Gas E&P,USA,1986.87,,4.31,,4.0,9.01,209.14,5.06,1.17%,,-0.73,99.40%,14.65%,69.20%,36.30%,27.90%,175.20%,537.10%,70.74,65.33,3.30%,-20.95%,75.70%,33.70%,14.41%,9.0,-0.70%,11.50%,6.30%,0.7,0.7,3.74,3.74,50.10%,13.00%,-1.70%,16.06%,11.43%,42.58%,57.96%,84.07%,33.09%,2.23,1.58,6.32%,6.10%,13.66%,19.24%,33.59%,1.29%,45.92%,-1.72%,140.26%,69.68,5.88%,0.70%,1045.97,2.6,27.39,6.62%,2724694.0,2/25/2022 8:30:00 AM,35.92,1/10/2007,27.35,-0.15%,78.0,98,1.77,27.39,24.24,23.12,20.56,11.4,28.04,19.0,31.14,65.0,True
5544,NXST,"Nexstar Media Group, Inc.",Communication Services,Broadcasting,USA,7626.2,9.63,8.44,0.48,1.64,2.63,39.95,8.06,1.97%,14.10%,19.02,9.30%,-12.28%,45.70%,20.00%,33.30%,-22.40%,-9.50%,40.97,39.26,1.40%,-64.09%,98.10%,1.02%,4.57%,4.51,6.30%,31.30%,8.90%,1.8,1.8,2.58,2.6,60.50%,25.10%,18.00%,2.60%,6.13%,18.66%,21.39%,21.79%,21.33%,1.52,6.71,3.83%,3.54%,2.82%,10.52%,18.66%,-4.06%,27.07%,-4.06%,35.59%,58.27,-0.44%,-1.08%,397.36,1.28,183.19,-1.52%,510564.0,2/22/2022 8:30:00 AM,206.67,11/24/2003,183.19,0.00%,81.0,83,1.07,183.19,178.83,166.45,154.56,135.11,190.94,22.0,12.82,62.0,True
5559,OAS,Oasis Petroleum Inc.,Energy,Oil & Gas E&P,USA,2589.26,10.5,5.57,3.5,1.55,3.17,5.77,6.21,1.62%,1.90%,13.76,885.80%,60.79%,,3.00%,6.50%,-71.70%,48.30%,19.81,18.23,0.50%,1.27%,93.70%,-4.68%,5.22%,3.65,28.60%,84.40%,-262.10%,1.1,1.1,1.15,0.0,63.60%,78.60%,44.50%,13.94%,-0.06%,22.01%,61.50%,156.32%,14.68%,,7.05,5.37%,5.05%,8.34%,8.87%,32.60%,-1.97%,22.23%,-1.97%,171.99%,62.63,8.22%,-0.04%,260.88,2.46,144.49,8.18%,641396.0,,169.38,11/20/2020,144.49,0.00%,66.0,99,2.16,144.49,133.43,133.2,109.93,55.3,147.39,12.0,17.23,59.0,True
5737,OVV,Ovintiv Inc.,Energy,Oil & Gas E&P,USA,11973.25,9.18,5.3,0.5,1.38,2.49,61.4,8.05,1.15%,8.60%,5.3,122.60%,5.21%,24.50%,18.32%,22.10%,320.00%,118.50%,260.15,257.06,0.93%,0.00%,76.80%,-1.46%,2.72%,2.03,10.10%,33.40%,17.10%,0.6,0.6,0.95,0.95,55.30%,17.50%,16.40%,17.48%,19.65%,43.43%,71.00%,74.87%,44.36%,3.36,2.27,5.32%,5.14%,16.17%,24.78%,46.92%,-0.92%,55.93%,-0.92%,130.90%,71.79,4.44%,0.32%,3447.47,1.47,48.65,4.78%,5054390.0,2/24/2022 4:30:00 PM,51.69,8/21/2001,48.7,0.10%,66.0,97,1.62,48.65,42.27,39.32,33.23,21.07,49.1,21.0,6.25,61.333333333333336,True
5769,PANW,"Palo Alto Networks, Inc.",Technology,Software - Infrastructure,USA,56470.19,,61.61,,11.63,464.59,16.91,37.51,,,-4.74,-87.80%,24.09%,-18.50%,24.43%,25.30%,35.80%,29.50%,98.2,96.54,1.70%,-5.84%,87.60%,-1.73%,6.22%,3.52,-4.50%,-81.40%,-8.80%,0.7,0.7,0.0,31.19,69.60%,-6.70%,-9.50%,-2.15%,9.44%,4.15%,20.53%,66.56%,0.13%,1.29,26.01,4.22%,4.97%,5.70%,6.27%,20.08%,-6.92%,22.33%,-6.92%,78.94%,56.1,-2.77%,-0.00%,1706.43,1.09,557.51,-2.77%,1862772.0,2/22/2022 4:30:00 PM,620.58,7/20/2012,555.26,-0.40%,75.0,96,1.49,557.51,530.7,525.0,465.39,311.56,598.96,3.0,11.31,58.0,True
5847,PDCE,"PDC Energy, Inc.",Energy,Oil & Gas E&P,USA,6418.15,13.42,6.02,0.49,3.46,2.36,189.89,4.35,0.68%,4.50%,5.26,170.70%,37.12%,24.90%,27.20%,37.10%,,206.70%,97.13,94.87,1.20%,-6.43%,,-0.39%,7.45%,4.49,9.80%,19.90%,15.50%,0.5,0.5,0.32,0.32,81.40%,33.70%,28.10%,24.11%,14.68%,47.13%,64.12%,84.24%,44.79%,2.91,3.59,7.08%,5.52%,18.47%,25.14%,46.23%,0.53%,52.35%,0.53%,135.95%,72.36,5.36%,0.68%,1573.56,0.94,70.63,6.07%,1479618.0,2/28/2022 4:30:00 PM,79.36,3/17/1980,70.15,-0.68%,69.0,98,1.66,70.63,60.1,56.88,48.8,30.25,71.12,25.0,12.36,64.0,True
6238,PXD,Pioneer Natural Resources Company,Energy,Oil & Gas E&P,USA,57825.35,29.3,11.78,0.5,3.24,2.54,79.76,25.42,0.95%,374.00%,8.23,-126.30%,-5.37%,7.50%,58.82%,19.50%,889.30%,167.20%,244.0,241.41,0.40%,-8.56%,89.00%,2.37%,2.43%,2.44,0.60%,1.00%,0.80%,0.6,0.6,0.29,0.3,52.60%,12.80%,1.10%,5.18%,9.36%,38.07%,65.86%,53.49%,34.38%,1.61,8.72,2.99%,3.76%,6.68%,15.05%,39.84%,-1.85%,40.11%,-1.85%,87.77%,66.5,1.03%,0.26%,2403.0,1.47,241.16,1.29%,3524039.0,2/16/2022 4:30:00 PM,245.91,12/22/1987,241.89,0.30%,72.0,94,1.32,241.16,229.22,213.37,177.54,133.73,245.71,25.0,1.97,63.666666666666664,True
6386,RCM,R1 RCM Inc.,Healthcare,Health Information Services,USA,7440.09,,43.71,,5.05,20.94,57.19,34.91,,,-2.13,-785.00%,32.23%,-37.10%,25.00%,20.00%,-34.30%,21.50%,278.11,135.06,1.40%,-12.05%,43.40%,0.41%,4.47%,5.12,-37.80%,-153.90%,10.30%,1.4,1.4,2.18,2.23,21.10%,9.90%,-33.60%,-3.79%,12.60%,8.27%,33.78%,3.81%,2.71%,0.78,1.17,3.45%,4.79%,1.76%,8.20%,15.05%,-5.59%,34.81%,-6.83%,39.93%,56.08,-1.39%,-0.71%,1177.61,1.07,26.18,-2.09%,1264620.0,2/17/2022 8:30:00 AM,32.5,5/20/2010,26.18,0.00%,81.0,70,0.94,26.18,25.87,24.24,22.77,18.71,28.1,16.0,24.14,55.666666666666664,True
6560,ROCC,Ranger Oil Corporation,Energy,Oil & Gas E&P,USA,1493.27,,4.08,,3.54,3.25,42.3,24.93,,,-8.5,-538.50%,114.83%,1.30%,10.00%,0.70%,106.90%,103.30%,21.09,20.82,0.40%,0.00%,76.70%,15.15%,8.56%,4.43,-12.20%,-74.40%,-50.80%,0.7,0.7,4.27,4.31,80.40%,15.40%,-30.50%,17.55%,11.86%,39.27%,81.18%,97.95%,36.63%,3.05,2.2,6.67%,6.24%,17.24%,20.81%,43.82%,-1.13%,44.80%,-1.13%,211.43%,68.59,4.70%,2.66%,402.11,1.71,36.78,7.48%,687944.0,,49.6,11/15/2016,36.75,-0.08%,69.0,98,1.79,36.78,31.56,30.65,25.67,11.81,37.2,20.0,34.86,62.333333333333336,True
6621,RVI,Retail Value Inc.,Real Estate,REIT - Retail,USA,71.8,2.71,,,1.29,1.07,0.65,,34.22%,,1.25,157.80%,,19.30%,,-29.30%,339.00%,-68.80%,21.12,17.3,17.70%,-49.97%,65.50%,-3.83%,6.61%,2.36,-2.30%,-3.90%,7.00%,,,0.0,0.0,70.80%,8.60%,-31.80%,9.35%,9.71%,13.45%,45.82%,132.55%,8.50%,1.78,0.11,4.16%,3.21%,8.32%,8.46%,32.14%,-1.60%,16.10%,-1.60%,139.17%,66.71,-2.31%,2.06%,483.04,0.31,3.39,-0.29%,151591.0,,28.0,6/26/2018,3.39,0.00%,69.0,99,1.97,3.39,3.14,3.13,2.58,1.44,3.49,28.0,725.96,65.33333333333333,True
6643,RXDX,"Prometheus Biosciences, Inc.",Healthcare,Biotechnology,USA,1722.87,,,,749.07,6.42,6.17,,,,-1.75,-86.10%,-1.40%,,,,-276.90%,400.00%,38.85,29.8,34.82%,0.00%,70.70%,4.09%,6.32%,6.55,,,,19.0,19.0,0.0,0.0,,,,0.28%,20.57%,51.06%,73.87%,,9.53%,,2.66,6.11%,6.66%,4.09%,14.26%,49.74%,-6.08%,46.81%,-6.08%,168.84%,58.14,-0.96%,-1.15%,287.42,0.43,43.31,-2.10%,123453.0,,50.0,3/12/2021,43.31,0.00%,88.0,97,1.52,43.31,42.01,38.09,29.04,16.11,46.12,16.0,15.45,67.0,True
6798,SEAS,"SeaWorld Entertainment, Inc.",Consumer Cyclical,Leisure,USA,5049.47,20.21,14.94,0.64,3.36,,11.38,13.5,,0.00%,3.21,180.70%,4.39%,88.60%,31.46%,2.30%,257.50%,140.60%,76.8,47.42,1.20%,-10.92%,,0.66%,9.46%,4.59,9.60%,-541.30%,17.90%,1.5,1.4,,,51.00%,24.80%,17.10%,-9.65%,8.27%,5.75%,31.57%,32.32%,0.17%,2.2,3.25,4.64%,4.64%,-2.87%,0.31%,12.27%,-9.99%,17.84%,-9.99%,54.91%,47.17,-2.18%,-0.49%,978.24,1.03,64.97,-2.67%,1009118.0,2/24/2022 8:30:00 AM,76.8,4/19/2013,65.71,1.14%,63.0,85,1.1,64.97,67.18,64.75,57.93,41.94,72.18,24.0,18.21,57.333333333333336,True
6830,SFL,SFL Corporation Ltd.,Industrials,Marine Shipping,Bermuda,1299.58,,9.88,,2.73,1.42,4.35,8.31,6.60%,,-0.79,-348.70%,0.19%,-25.40%,-7.70%,3.00%,79.10%,16.90%,126.78,92.97,43.40%,0.00%,36.30%,6.85%,1.92%,1.83,-2.50%,-9.40%,-4.50%,0.7,,2.21,2.76,68.10%,-13.50%,-17.00%,3.41%,21.58%,21.72%,24.37%,31.34%,26.50%,0.82,0.33,2.99%,3.44%,11.10%,18.65%,25.71%,0.34%,34.95%,0.34%,54.57%,77.27,1.38%,-0.78%,975.63,0.85,10.31,0.59%,825896.0,2/16/2022 8:30:00 AM,11.5,6/14/2004,10.34,0.29%,78.0,89,1.16,10.31,9.38,8.73,8.21,6.67,10.32,8.0,11.54,58.333333333333336,True
6994,SM,SM Energy Company,Energy,Oil & Gas E&P,USA,4638.01,,6.54,,1.77,2.35,13.94,4.01,0.05%,15.60%,-0.35,104.40%,8.21%,15.20%,10.00%,17.30%,310.30%,166.90%,121.5,119.46,1.10%,-6.06%,88.10%,-0.14%,4.78%,2.14,0.70%,2.10%,4.80%,0.7,0.7,1.01,1.01,80.70%,7.90%,1.40%,22.47%,13.03%,41.60%,98.06%,122.85%,35.31%,5.5,2.41,6.02%,6.23%,12.95%,18.27%,47.86%,0.30%,44.53%,0.30%,169.71%,64.71,3.93%,0.84%,2666.75,1.29,39.89,4.81%,3449356.0,2/24/2022 4:30:00 PM,45.5,12/16/1992,39.89,0.00%,56.0,99,2.15,39.89,35.56,33.95,27.09,14.79,40.22,28.0,14.06,61.0,True
7281,STRL,"Sterling Construction Company, Inc.",Industrials,Engineering & Construction,USA,873.54,13.21,8.37,1.2,0.55,2.28,10.68,8.33,,0.00%,2.15,43.50%,18.58%,49.20%,11.00%,18.00%,82.20%,15.60%,28.82,28.71,3.00%,-4.36%,84.50%,0.96%,2.43%,3.63,5.90%,20.00%,10.40%,1.2,1.0,1.19,1.27,13.60%,6.90%,4.00%,-2.21%,6.29%,9.15%,20.97%,34.95%,7.91%,1.22,1.45,5.75%,4.82%,-2.11%,2.88%,14.90%,-11.70%,17.76%,-11.70%,45.91%,49.47,-1.60%,-1.47%,191.87,0.7,28.38,-3.04%,133632.0,2/28/2022 4:30:00 PM,36.0,7/12/1991,28.99,2.15%,53.0,90,1.19,28.38,29.05,27.64,24.73,19.47,32.14,22.0,26.85,55.0,True
7353,SXC,"SunCoke Energy, Inc.",Basic Materials,Coking Coal,USA,771.3,18.82,13.61,2.35,0.53,1.65,14.13,6.27,2.47%,,0.52,102.20%,-7.14%,16.30%,8.00%,-0.40%,941.60%,21.30%,83.0,82.29,0.90%,-1.98%,85.20%,3.55%,3.08%,3.12,0.00%,0.00%,5.90%,1.4,0.7,1.23,1.23,23.20%,4.10%,0.00%,24.27%,36.85%,52.99%,38.01%,47.20%,47.65%,1.07,0.35,5.55%,3.95%,23.70%,32.81%,39.43%,4.29%,51.09%,4.29%,66.32%,86.0,4.18%,0.65%,814.81,2.52,9.73,4.85%,2055415.0,2/1/2022 8:30:00 AM,10.0,7/21/2011,9.74,0.15%,69.0,93,1.29,9.73,7.98,7.39,6.99,5.85,9.82,34.0,2.77,65.33333333333333,True
7466,TENB,"Tenable Holdings, Inc.",Technology,Software - Infrastructure,USA,6121.04,,133.9,,11.31,27.92,11.95,67.86,,,-0.44,-3.70%,133.15%,-0.60%,24.00%,34.20%,-443.90%,26.20%,108.25,104.21,0.40%,-54.94%,84.40%,2.73%,2.17%,2.09,-4.80%,-24.20%,-6.50%,1.5,1.5,1.69,1.71,80.30%,-7.70%,-8.60%,6.58%,10.13%,14.20%,21.15%,42.30%,0.91%,1.6,2.88,5.00%,5.30%,9.21%,8.86%,17.00%,-3.69%,28.75%,-3.69%,57.33%,60.58,-0.54%,0.20%,1078.86,0.92,55.57,-0.34%,987393.0,2/1/2022 4:30:00 PM,66.36,7/26/2018,55.75,0.32%,78.0,93,1.31,55.57,51.12,51.05,47.57,35.32,57.7,13.0,19.42,61.333333333333336,True
7498,THC,Tenet Healthcare Corporation,Healthcare,Medical Care Facilities,USA,9796.47,10.83,14.13,,0.5,9.5,4.14,10.77,,0.00%,8.42,124.40%,1.60%,45.30%,-6.81%,-0.10%,-38.60%,-1.20%,107.15,105.7,1.30%,-28.95%,97.50%,1.90%,4.29%,3.92,3.40%,171.30%,14.30%,1.4,1.3,15.09,15.22,82.90%,14.40%,4.70%,6.32%,19.23%,23.12%,19.94%,69.45%,11.56%,2.43,3.95,3.94%,5.20%,11.21%,14.90%,25.26%,-0.83%,34.87%,-0.83%,85.43%,65.98,2.12%,-2.15%,1156.99,1.13,91.13,-0.08%,1311283.0,2/7/2022 4:30:00 PM,101.11,4/28/1971,90.8,-0.36%,63.0,96,1.46,91.13,82.74,79.61,72.9,49.15,91.89,12.0,10.95,57.0,True
7570,TMST,TimkenSteel Corporation,Basic Materials,Steel,USA,937.87,6.11,12.4,,0.73,1.35,3.61,5.08,,0.00%,3.19,331.20%,-51.99%,27.20%,,8.10%,472.90%,60.20%,46.2,37.84,0.50%,8.88%,77.00%,0.17%,13.48%,6.55,15.60%,28.90%,16.50%,2.3,1.5,0.0,0.07,17.10%,9.60%,13.30%,11.51%,31.64%,34.28%,46.17%,100.93%,18.00%,1.81,1.0,6.77%,5.45%,21.00%,22.58%,33.73%,-4.28%,53.67%,-4.28%,135.14%,69.91,-1.96%,-1.93%,778.84,1.33,19.47,-3.85%,1035616.0,2/24/2022 4:30:00 PM,20.6,6/19/2014,19.23,-1.23%,59.0,98,1.7,19.47,16.34,15.97,14.58,9.32,20.34,28.0,5.8,61.666666666666664,True
7626,TRGP,Targa Resources Corp.,Energy,Oil & Gas Midstream,USA,15559.42,,17.78,,0.92,7.9,98.17,8.65,2.01%,,-0.28,99.00%,21.72%,47.70%,5.70%,20.40%,,111.50%,228.6,225.23,1.10%,-3.64%,88.20%,-0.50%,1.68%,2.44,-0.10%,-0.70%,9.70%,0.8,0.7,3.2,3.28,19.00%,5.00%,-0.10%,9.08%,13.50%,32.59%,54.34%,101.24%,33.10%,2.64,2.01,2.73%,2.79%,10.39%,19.07%,38.27%,1.58%,40.01%,1.58%,132.15%,79.3,2.75%,-0.50%,1555.57,1.09,69.53,2.23%,1688654.0,2/24/2022 8:30:00 AM,71.95,12/7/2010,69.9,0.53%,78.0,98,1.8,69.53,63.45,58.78,50.44,29.95,69.65,20.0,3.48,65.33333333333333,True
7649,TRTN,Triton International Limited,Industrials,Rental & Leasing Services,Bermuda,4350.76,8.97,6.21,0.9,2.59,1.84,40.97,,4.01%,32.50%,7.23,73.70%,-1.87%,99.90%,10.00%,14.70%,56.10%,25.20%,66.11,63.97,1.40%,-8.22%,69.40%,-3.27%,1.84%,2.75,4.20%,21.70%,6.90%,,,3.67,3.67,91.90%,47.80%,28.90%,-2.57%,4.09%,13.59%,16.53%,14.78%,7.65%,1.39,2.45,2.74%,3.57%,0.40%,3.43%,15.04%,-7.60%,14.62%,-7.60%,38.70%,51.89,-1.26%,-1.50%,428.68,1.05,64.84,-2.74%,448566.0,2/15/2022 8:30:00 AM,81.0,10/12/2005,64.84,0.00%,78.0,77,1.01,64.84,64.75,62.82,56.42,46.75,70.17,13.0,24.92,56.0,True
7686,TTEK,"Tetra Tech, Inc.",Industrials,Engineering & Construction,USA,8563.19,35.12,34.02,7.46,3.26,6.97,41.67,28.2,0.50%,12.40%,4.55,34.80%,9.68%,24.50%,4.71%,5.80%,30.80%,12.20%,53.94,53.65,1.00%,-18.09%,93.50%,-0.69%,2.37%,3.45,9.80%,20.70%,16.90%,1.3,1.3,0.2,0.21,19.90%,11.40%,9.50%,1.84%,13.51%,-14.86%,6.60%,23.63%,-5.79%,0.86,5.85,3.17%,3.75%,4.69%,4.93%,7.66%,-9.34%,26.33%,-17.08%,37.89%,59.61,2.17%,-1.26%,369.49,0.52,159.97,0.88%,191268.0,2/2/2022 4:30:00 PM,189.5,12/17/1991,159.89,-0.05%,59.0,87,1.13,159.97,153.45,152.43,148.79,116.01,192.91,24.0,18.46,56.666666666666664,True
7719,TWNK,"Hostess Brands, Inc.",Consumer Defensive,Packaged Foods,USA,3081.69,25.75,21.1,3.1,2.7,1.74,12.37,21.67,,0.00%,0.86,5.30%,10.49%,9.80%,8.31%,9.40%,5.30%,16.10%,138.38,137.87,0.40%,0.00%,,-7.93%,4.67%,2.46,3.50%,7.10%,5.70%,2.4,2.1,0.64,0.65,35.90%,17.60%,10.40%,2.35%,8.92%,29.34%,36.49%,48.33%,8.81%,0.68,0.6,2.38%,2.45%,4.97%,8.27%,24.37%,-2.20%,17.13%,-2.20%,56.37%,69.89,1.14%,-1.21%,2618.89,0.63,22.22,-0.09%,1661700.0,3/1/2022 8:30:00 AM,24.8,11/30/2015,22.02,-0.90%,72.0,94,1.32,22.22,21.25,20.57,17.9,14.21,22.72,16.0,11.61,60.666666666666664,True
7828,UNH,UnitedHealth Group Incorporated,Healthcare,Healthcare Plans,USA,457830.51,27.58,20.22,1.9,1.59,6.53,21.42,31.34,1.16%,30.60%,18.08,12.80%,14.12%,20.10%,14.51%,9.20%,85.00%,12.60%,940.0,935.66,0.10%,-15.38%,89.50%,0.26%,0.62%,1.75,8.20%,24.90%,16.50%,,,0.59,0.64,,8.30%,6.00%,4.81%,3.93%,11.80%,17.69%,43.66%,-0.70%,0.87,12.01,2.59%,2.30%,4.31%,4.40%,14.02%,-2.08%,11.87%,-2.08%,49.89%,64.57,3.74%,-1.21%,3310.94,1.26,498.65,2.48%,4163984.0,1/19/2022 8:30:00 AM,527.2,10/17/1984,497.41,-0.25%,75.0,92,1.26,498.65,478.53,477.84,437.78,345.6,509.23,14.0,5.73,60.333333333333336,True
