"Ticker","Company","Sector","Industry","Market Cap","P/E","Dividend Yield","EPS growth past 5 years","Sales growth past 5 years","Shares Outstanding","Insider Ownership","Insider Transactions","Institutional Ownership","Institutional Transactions","Float Short","Gross Margin","Operating Margin","Performance (Week)","Performance (Month)","Performance (Quarter)","Performance (Half Year)","Performance (Year)","Performance (YTD)","Beta","Volatility (Month)","20-Day Simple Moving Average","50-Day Simple Moving Average","200-Day Simple Moving Average","50-Day High","50-Day Low","52-Week High","52-Week Low","Relative Strength Index (14)","Analyst Recom","Price","Change","Volume","Target Price"
"OBSV","ObsEva SA","Healthcare","Biotechnology",178.06,,,-20.00%,,77.97,6.80%,0.00%,28.90%,-0.15%,2.56%,,,-4.47%,-12.31%,-8.56%,-16.96%,11.37%,12.98%,0.64,3.72%,-8.28%,-17.43%,-22.92%,-30.75%,1.09%,-58.20%,22.11%,31.79,1.30,2.32,-1.28%,541753,12.50
"OC","Owens Corning","Industrials","Building Products & Equipment",9068.54,9.75,1.13%,-26.70%,5.70%,103.10,0.50%,-0.79%,98.43%,1.69%,2.95%,26.20%,16.60%,-5.67%,0.03%,-0.55%,-10.79%,29.46%,21.65%,1.54,2.72%,-1.49%,0.37%,-2.16%,-6.37%,7.73%,-16.52%,32.73%,46.91,2.50,91.74,-0.46%,667219,115.81
"OCA","Omnichannel Acquisition Corp.","Financial","Shell Companies",256.81,,,,,25.81,,,91.90%,3.07%,3.46%,,,0.01%,0.40%,1.07%,1.84%,,-1.00%,,0.23%,0.13%,0.38%,0.39%,-0.10%,1.01%,-10.00%,3.64%,57.58,,9.95,-0.00%,694,
"OCAXU","OCA Acquisition Corp.","Financial","Shell Companies",,,,,,,,,24.26%,,0.00%,,,1.09%,1.89%,1.09%,-2.11%,,-1.63%,,0.25%,1.09%,1.04%,0.48%,-0.20%,3.02%,-3.46%,4.18%,61.02,,10.23,0.00%,0,
"OCC","Optical Cable Corporation","Technology","Communication Equipment",31.98,5.03,,-3.90%,-5.60%,7.55,25.60%,0.00%,12.60%,,0.24%,26.90%,4.50%,1.23%,8.18%,12.33%,29.34%,45.91%,52.93%,0.53,3.80%,2.28%,7.44%,10.46%,-1.79%,20.03%,-17.40%,68.58%,56.67,,4.11,0.12%,8479,
"OCCI","OFS Credit Company, Inc.","Financial","Asset Management",80.05,3.04,15.92%,,,5.96,13.84%,0.00%,13.58%,,,,,0.37%,-2.47%,-0.30%,-3.66%,33.86%,7.78%,,1.21%,-1.16%,-0.78%,-6.23%,-5.71%,8.96%,-24.11%,33.80%,42.93,1.00,13.38,-0.45%,45349,14.00
"OCDX","Ortho Clinical Diagnostics Holdings plc","Healthcare","Diagnostics & Research",4837.53,,,9.00%,2.70%,235.60,0.30%,-97.38%,89.00%,-9.78%,1.28%,50.60%,6.50%,3.46%,4.93%,2.48%,2.08%,,28.14%,,3.33%,3.63%,6.23%,4.24%,-2.52%,18.05%,-10.96%,35.20%,57.80,2.10,20.47,-0.78%,255771,28.22
"OCFC","OceanFirst Financial Corp.","Financial","Banks - Regional",1323.72,11.34,3.09%,-3.40%,34.60%,59.31,0.30%,1.69%,71.10%,-1.21%,1.19%,,90.40%,-0.54%,1.57%,5.91%,-0.77%,31.27%,18.30%,0.93,2.58%,-1.53%,1.53%,0.68%,-6.81%,12.79%,-14.95%,40.18%,47.96,1.70,21.91,-0.59%,191222,27.00
"OCFT","OneConnect Financial Technology Co., Ltd.","Technology","Software - Application",1181.10,,,,,369.48,0.26%,0.00%,18.40%,-0.08%,2.04%,36.10%,-37.50%,5.52%,-12.32%,-29.82%,-80.13%,-85.65%,-84.47%,,6.32%,-6.43%,-19.36%,-71.94%,-36.79%,7.17%,-88.02%,7.17%,38.94,2.20,2.99,-2.29%,2351879,7.89
"OCG","Oriental Culture Holding LTD","Consumer Cyclical","Internet Retail",99.50,8.68,,,,20.45,29.96%,0.00%,19.00%,-0.05%,3.49%,90.70%,,4.38%,30.55%,22.85%,17.37%,,2.04%,,7.29%,11.14%,17.11%,-2.15%,-4.08%,36.09%,-80.89%,75.18%,66.20,,4.94,-1.20%,155610,
"OCGN","Ocugen, Inc.","Healthcare","Biotechnology",1595.51,,,70.80%,,198.79,0.50%,-58.15%,28.50%,-0.81%,28.18%,,,-8.86%,-1.57%,13.55%,-7.19%,2767.72%,344.26%,4.65,15.86%,-23.38%,-10.95%,-7.88%,-56.66%,13.84%,-59.24%,2603.18%,41.23,2.60,7.65,-5.90%,13030801,8.88
"OCN","Ocwen Financial Corporation","Financial","Mortgage Finance",310.04,,,16.60%,-11.20%,9.19,2.30%,1.91%,55.30%,0.55%,2.03%,79.90%,31.90%,-7.71%,6.91%,17.15%,2.80%,41.15%,15.57%,1.89,4.38%,-3.30%,5.51%,9.58%,-16.10%,20.91%,-16.10%,43.44%,48.54,2.00,32.04,-4.10%,44009,41.33
"OCSL","Oaktree Specialty Lending Corporation","Financial","Credit Services",1341.89,3.07,7.80%,-16.14%,,180.36,11.31%,-18.82%,51.33%,,,,,-0.67%,1.22%,4.06%,12.05%,42.53%,33.57%,,1.03%,1.29%,3.27%,10.73%,-0.66%,7.57%,-0.66%,47.36%,64.24,1.70,7.53,1.21%,1599733,7.64
"OCUL","Ocular Therapeutix, Inc.","Healthcare","Biotechnology",581.08,,,-8.40%,58.30%,76.55,0.30%,-1.98%,62.80%,-2.97%,5.28%,89.70%,,-7.73%,-38.99%,-29.88%,-49.46%,-48.91%,-65.99%,1.73,6.82%,-10.33%,-28.47%,-50.65%,-46.32%,1.67%,-72.39%,1.67%,35.56,1.90,6.71,-4.69%,831864,21.14
"OCUP","Ocuphire Pharma, Inc.","Healthcare","Biotechnology",65.92,,,32.60%,,13.61,0.40%,95.16%,11.10%,-6.35%,3.61%,,,-5.52%,-4.37%,-12.83%,-12.25%,-24.67%,-39.29%,0.14,4.91%,-14.30%,-22.07%,-37.11%,-35.70%,-8.31%,-74.44%,-7.59%,29.05,1.70,3.53,-10.41%,400268,23.00
"OCX","OncoCyte Corporation","Healthcare","Biotechnology",301.53,,,-1.90%,,91.45,0.30%,0.00%,63.50%,1.50%,2.91%,-30.00%,,-16.20%,-9.09%,-27.18%,-35.48%,67.60%,25.52%,1.68,7.11%,-12.42%,-16.24%,-35.80%,-31.07%,3.15%,-55.10%,79.88%,35.41,1.80,2.95,-1.67%,385858,8.40
"ODC","Oil-Dri Corporation of America","Basic Materials","Specialty Chemicals",262.55,20.14,3.08%,-3.90%,3.10%,7.06,3.60%,0.37%,67.30%,-0.14%,0.75%,21.40%,4.30%,-2.99%,-0.14%,2.12%,-3.25%,-3.68%,2.99%,0.51,1.48%,-1.12%,-0.53%,-1.61%,-6.42%,1.49%,-9.47%,4.63%,44.82,,34.81,-0.83%,3725,
"ODFL","Old Dominion Freight Line, Inc.","Industrials","Trucking",40626.58,44.66,0.22%,19.00%,6.20%,115.41,0.10%,-4.55%,73.50%,0.01%,1.66%,89.70%,25.90%,2.67%,17.45%,30.70%,36.80%,75.32%,85.14%,1.03,2.70%,5.77%,15.53%,35.23%,-0.86%,29.36%,-0.86%,90.51%,75.44,2.50,360.93,-0.12%,486094,319.23
"ODP","The ODP Corporation","Consumer Cyclical","Specialty Retail",2038.69,12.39,,-41.30%,-3.70%,53.00,0.60%,-7.63%,91.80%,-2.48%,7.63%,22.10%,3.00%,-10.48%,-13.43%,-8.49%,-4.39%,45.84%,35.29%,2.03,3.67%,-2.36%,-1.49%,-3.36%,-8.58%,9.95%,-17.86%,61.42%,47.80,2.60,42.22,6.51%,859664,59.00
"ODT","Odonate Therapeutics, Inc.","Healthcare","Biotechnology",126.98,,,,,37.92,2.33%,0.00%,91.90%,7.17%,2.08%,,,1.85%,9.63%,6.45%,-1.20%,-77.16%,-82.81%,0.42,3.06%,-26.84%,-24.78%,-62.53%,-33.24%,-16.19%,-91.80%,-16.19%,22.87,3.00,2.33,-29.39%,9488360,4.00
"OEC","Orion Engineered Carbons S.A.","Basic Materials","Specialty Chemicals",1187.06,8.31,0.41%,-16.20%,0.40%,60.74,1.40%,3.96%,99.90%,6.39%,1.10%,27.20%,16.40%,-2.75%,2.58%,13.47%,-3.52%,30.25%,13.54%,1.75,2.61%,-1.68%,1.88%,1.87%,-8.58%,11.90%,-14.52%,37.37%,47.25,2.00,19.19,-1.39%,179119,25.83
"OEF","iShares Trust - iShares S&P 100 ETF","Financial","Exchange Traded Fund",,,,,,,,,,,,,,0.33%,5.03%,7.19%,16.08%,30.09%,26.08%,,0.73%,1.47%,4.48%,10.89%,-0.89%,10.26%,-0.89%,32.98%,67.24,,215.97,-0.20%,185940,
"OEG","Orbital Energy Group, Inc.","Utilities","Utilities - Diversified",150.59,,,-28.60%,-14.90%,51.84,1.20%,2.68%,21.80%,4.70%,,6.00%,-95.60%,-12.92%,-19.73%,-25.08%,-26.71%,212.62%,7.76%,0.75,5.73%,-5.47%,-11.75%,-40.40%,-25.80%,12.28%,-77.14%,250.68%,42.84,2.00,2.56,8.47%,11838334,10.70
"OEPWU","One Equity Partners Open Water I Corp.","Financial","Shell Companies",,,,,,,,,44.28%,,,,,0.02%,1.14%,-0.58%,-0.38%,,-3.19%,,0.20%,0.58%,0.71%,-0.45%,0.15%,1.63%,-6.55%,2.25%,58.13,,9.98,0.18%,3419,
"OESX","Orion Energy Systems, Inc.","Industrials","Electrical Equipment & Parts",129.23,4.03,,25.80%,11.60%,31.03,5.50%,0.00%,63.90%,-6.37%,2.81%,27.20%,10.20%,-7.89%,0.48%,-4.98%,-27.84%,-49.03%,-57.45%,2.23,3.68%,-2.91%,0.26%,-29.81%,-11.69%,11.78%,-65.94%,11.78%,45.50,2.20,4.08,-2.86%,120029,8.62
"OEUR","O'Shares Europe Quality Dividend ETF","Financial","Exchange Traded Fund",,,2.90%,,,,,,,,,,,-0.76%,3.54%,-2.35%,5.58%,18.12%,17.20%,,0.55%,1.15%,2.53%,5.36%,-1.05%,8.21%,-3.12%,20.82%,59.85,,29.14,0.55%,4586,
"OFC","Corporate Office Properties Trust","Real Estate","REIT - Office",3113.34,21.45,4.00%,-12.30%,-0.50%,111.98,0.10%,-14.37%,,5.55%,1.53%,54.50%,20.20%,-2.58%,-2.72%,-3.44%,1.59%,4.80%,5.52%,0.98,2.38%,-1.68%,-1.41%,-1.59%,-6.73%,2.54%,-10.10%,11.32%,44.49,1.80,27.43,-0.33%,594123,32.67
"OFED","Oconee Federal Financial Corp.","Financial","Banks - Regional",130.57,32.55,1.71%,-4.40%,-1.30%,5.58,1.30%,0.00%,1.20%,1.52%,0.57%,,,-2.50%,-1.22%,0.13%,-13.01%,4.79%,-7.51%,0.73,1.86%,3.03%,4.96%,2.58%,-5.73%,24.20%,-7.44%,24.20%,57.05,,24.99,6.79%,40,
"OFG","OFG Bancorp","Financial","Banks - Regional",1341.49,10.46,1.78%,40.90%,3.10%,51.52,0.20%,0.00%,98.30%,0.51%,1.58%,,88.60%,-0.15%,6.22%,16.00%,8.10%,51.94%,45.47%,1.37,2.87%,0.56%,5.23%,14.97%,-3.57%,20.29%,-3.57%,67.12%,55.07,2.00,26.74,-0.85%,270936,32.00
"OFIX","Orthofix Medical Inc.","Healthcare","Medical Devices",627.26,,,24.90%,0.50%,19.65,2.10%,0.00%,,1.61%,1.71%,75.80%,-3.50%,-6.23%,-12.63%,-20.82%,-23.30%,-14.25%,-26.48%,1.05,3.08%,-14.92%,-19.57%,-26.78%,-28.53%,-4.74%,-38.29%,-4.74%,20.70,1.80,29.93,-5.28%,99180,51.88
"OFLX","Omega Flex, Inc.","Industrials","Specialty Industrial Machinery",1399.33,55.57,0.85%,4.70%,2.60%,10.09,69.53%,-0.15%,34.30%,-8.07%,7.11%,63.00%,27.40%,1.71%,-1.17%,-6.99%,-6.23%,1.31%,-2.79%,0.34,2.57%,-1.97%,-2.54%,-7.24%,-8.28%,3.59%,-27.62%,4.55%,45.90,,140.12,-1.27%,7314,
"OFS","OFS Capital Corporation","Financial","Asset Management",150.75,3.76,8.54%,2.96%,,13.41,22.64%,0.00%,12.47%,,,,,0.54%,3.21%,9.77%,20.47%,95.82%,57.20%,,1.77%,1.09%,4.39%,16.80%,-2.26%,10.26%,-2.26%,99.82%,58.55,2.00,11.23,-0.09%,37018,10.33
"OG","Onion Global Limited","Technology","Software - Application",533.49,,,,,100.39,,,0.30%,10.52%,1.71%,,,-3.93%,-38.12%,94.04%,-8.29%,,-16.29%,,11.46%,-20.54%,-25.58%,2.74%,-47.66%,48.05%,-51.32%,106.52%,39.35,,5.70,-2.73%,28916,
"OGE","OGE Energy Corp.","Utilities","Utilities - Regulated Electric",6956.08,14.74,4.63%,-21.40%,-0.70%,200.20,0.31%,2.45%,65.30%,1.06%,1.04%,42.70%,15.30%,2.05%,4.25%,-2.38%,3.66%,0.32%,9.26%,0.67,1.38%,1.54%,2.54%,3.74%,-2.86%,7.23%,-5.17%,19.40%,59.08,2.30,34.84,0.09%,683871,37.22
"OGEN","Oragenics, Inc.","Healthcare","Biotechnology",67.49,,,32.10%,,115.86,0.50%,0.00%,8.10%,0.40%,2.45%,,,-7.11%,-3.97%,-11.68%,-14.44%,24.78%,29.18%,0.08,6.93%,-6.37%,-5.98%,-22.62%,-23.37%,4.06%,-67.22%,56.50%,41.31,2.00,0.59,1.72%,1842588,2.25
"OGI","OrganiGram Holdings Inc.","Healthcare","Drug Manufacturers - Specialty & Generic",849.34,,,,144.80%,300.57,19.63%,0.00%,18.11%,,6.64%,-45.20%,,0.43%,6.33%,-3.69%,-10.98%,107.96%,76.69%,1.14,5.88%,-4.08%,-4.93%,-20.53%,-15.74%,2.30%,-65.58%,107.48%,44.81,,2.22,-5.53%,8640464,
"OGIG","O'Shares Global Internet Giants ETF","Financial","Exchange Traded Fund",,,,,,,,,,,,,,1.22%,2.13%,10.14%,15.55%,22.50%,7.04%,,1.46%,0.89%,2.92%,3.78%,-1.61%,11.86%,-10.82%,21.45%,55.31,,57.31,-1.36%,37010,
"OGN","Organon & Co.","Healthcare","Drug Manufacturers - General",8761.32,,3.34%,,,253.52,0.01%,12.97%,69.30%,0.15%,1.61%,,,-8.46%,-3.62%,-0.15%,-10.56%,,0.87%,,2.93%,-8.21%,-4.44%,-0.08%,-11.83%,3.23%,-14.97%,20.92%,35.73,2.10,32.95,-1.76%,2007550,40.50
"OGS","ONE Gas, Inc.","Utilities","Utilities - Regulated Gas",3690.62,17.85,3.41%,10.50%,-0.20%,53.71,0.10%,-1.45%,80.80%,-0.89%,2.18%,60.20%,18.10%,-0.60%,2.59%,-5.64%,-6.78%,-12.36%,-11.32%,0.50,2.14%,-0.19%,1.45%,-6.46%,-5.28%,9.07%,-17.25%,9.07%,50.25,2.80,68.19,0.16%,180631,76.12
"OHI","Omega Healthcare Investors, Inc.","Real Estate","REIT - Healthcare Facilities",6908.88,15.72,9.28%,-11.40%,3.70%,239.28,0.30%,-6.01%,71.90%,-0.05%,5.74%,98.90%,31.40%,1.37%,-8.03%,-13.56%,-19.38%,-17.49%,-20.51%,0.93,2.44%,-0.54%,-3.53%,-16.06%,-13.36%,5.27%,-25.08%,5.27%,47.71,2.40,29.45,2.01%,4704903,37.00
"OI","O-I Glass, Inc.","Consumer Cyclical","Packaging & Containers",1899.54,29.05,,12.80%,-0.20%,157.90,0.40%,0.00%,95.00%,-0.39%,3.89%,17.80%,7.50%,-4.84%,-17.79%,-18.34%,-31.54%,5.54%,2.52%,1.70,3.68%,-7.77%,-13.62%,-19.34%,-23.07%,-1.07%,-37.98%,10.73%,32.58,2.70,12.07,-1.07%,1494380,16.42
"OIA","Invesco Municipal Income Opportunities Trust","Financial","Closed-End Fund - Debt",379.65,130.82,4.64%,,,47.58,,,9.44%,,,,,-0.99%,0.63%,-3.16%,-1.12%,7.69%,1.14%,,1.45%,0.39%,0.17%,-1.00%,-5.00%,3.64%,-6.56%,8.57%,50.47,,7.98,0.00%,36670,
"OIH","VanEck Vectors Oil Services ETF","Financial","Exchange Traded Fund",,,,,,,,,,,,,,-6.69%,-8.27%,19.07%,-2.62%,58.07%,34.18%,,2.85%,-7.83%,-3.59%,-1.37%,-13.22%,13.79%,-19.80%,56.74%,37.20,,198.97,-3.71%,927029,
"OII","Oceaneering International, Inc.","Energy","Oil & Gas Equipment & Services",1321.08,710.56,,-33.00%,-9.80%,99.80,0.40%,0.00%,90.40%,0.42%,2.67%,12.60%,2.90%,-11.37%,-18.33%,9.50%,-7.39%,115.32%,60.88%,3.29,4.82%,-13.23%,-11.69%,-7.84%,-25.31%,5.16%,-32.86%,117.44%,32.97,2.20,12.22,-4.46%,718798,17.72
"OIIM","O2Micro International Limited","Technology","Electronic Components",180.63,13.87,,17.70%,7.40%,28.51,6.10%,0.00%,37.40%,11.26%,1.08%,51.60%,12.90%,-2.01%,11.62%,-2.46%,-8.12%,-15.24%,-30.94%,0.74,3.28%,-0.04%,1.99%,-10.46%,-14.34%,13.85%,-43.73%,13.85%,49.82,1.50,6.33,-0.16%,51896,22.60
"OIL","iPath Pure Beta Crude Oil ETN","Financial","Exchange Traded Fund",,,,,,,,,,,,,,-3.06%,-1.67%,23.77%,28.85%,96.67%,71.33%,,1.85%,-3.43%,0.64%,15.72%,-6.32%,15.05%,-6.32%,95.06%,44.08,,23.70,-2.11%,23128,
"OILK","ProShares K-1 Free Crude Oil Strategy ETF","Financial","Exchange Traded Fund",,,4.80%,,,,,,,,,,,-1.91%,-10.38%,0.60%,0.16%,53.01%,32.30%,,1.90%,-7.02%,-8.46%,-5.45%,-14.53%,0.62%,-14.53%,50.38%,34.83,,55.34,-2.72%,29025,
"OIS","Oil States International, Inc.","Energy","Oil & Gas Equipment & Services",377.80,,,-63.22%,-10.30%,60.38,0.50%,0.00%,94.10%,2.21%,4.64%,17.60%,-14.90%,-16.53%,-14.12%,15.28%,-5.40%,54.40%,18.73%,3.66,6.36%,-13.01%,-11.66%,-14.15%,-22.66%,5.33%,-40.67%,57.26%,36.61,2.70,5.63,-5.54%,1262491,7.62
"OKE","ONEOK, Inc.","Energy","Oil & Gas Midstream",28281.15,19.78,5.92%,3.50%,1.90%,446.63,0.60%,0.00%,66.20%,0.54%,1.95%,30.10%,18.10%,-2.33%,-3.11%,24.92%,19.49%,95.24%,64.56%,1.86,2.00%,-1.24%,4.56%,17.73%,-4.91%,22.82%,-4.91%,100.82%,52.67,2.70,63.50,0.54%,2085247,64.14
"OKTA","Okta, Inc.","Technology","Software - Infrastructure",40495.29,,,-20.00%,57.60%,151.36,0.20%,-62.06%,80.40%,3.16%,5.22%,72.00%,-45.30%,-0.12%,3.09%,17.04%,17.31%,20.28%,5.38%,0.98,2.96%,3.81%,6.33%,8.13%,-1.29%,19.18%,-9.38%,33.83%,59.71,2.00,266.42,-0.57%,846731,297.04
"OLB","The OLB Group, Inc.","Technology","Software - Application",46.46,,,19.30%,171.40%,7.12,24.00%,-2.29%,5.30%,2.40%,8.39%,35.00%,-20.30%,-14.50%,1.35%,-3.14%,11.70%,37.80%,6.28%,,15.79%,-10.05%,0.80%,-6.90%,-60.23%,41.78%,-68.96%,54.24%,45.81,1.50,5.09,-3.05%,370040,12.00
"OLED","Universal Display Corporation","Technology","Semiconductor Equipment & Materials",7725.24,41.62,0.48%,55.40%,17.60%,47.29,1.00%,-11.79%,73.10%,-0.89%,2.75%,79.40%,43.20%,-3.04%,-6.18%,-15.96%,-18.31%,-21.28%,-26.92%,1.32,3.12%,-7.43%,-9.59%,-21.89%,-20.58%,-0.06%,-37.89%,-0.06%,35.05,2.20,163.20,-2.82%,392571,224.50
"OLK","Olink Holding AB (publ)","Healthcare","Diagnostics & Research",3213.19,,,,,119.01,,,17.84%,,19.00%,,,-6.93%,-3.05%,-5.20%,-6.83%,,-25.00%,,7.96%,-13.58%,-6.93%,-19.04%,-25.97%,16.19%,-38.60%,16.19%,41.58,2.00,25.91,-4.04%,196646,40.75
"OLLI","Ollie's Bargain Outlet Holdings, Inc.","Consumer Defensive","Discount Stores",4543.21,22.75,,41.80%,18.90%,65.31,0.20%,-25.37%,,2.17%,18.45%,40.10%,14.40%,-2.22%,3.29%,-17.88%,-15.05%,-21.30%,-16.02%,1.29,3.24%,-2.18%,1.11%,-18.06%,-10.62%,16.28%,-45.53%,16.28%,47.90,2.40,67.28,-2.02%,917685,84.57
"OLMA","Olema Pharmaceuticals, Inc.","Healthcare","Biotechnology",1068.32,,,,,39.61,2.80%,-13.84%,97.20%,2.61%,7.54%,,,-1.31%,-7.19%,1.93%,8.80%,,-44.99%,,6.67%,-7.72%,-9.87%,-17.68%,-21.40%,-1.02%,-58.02%,30.35%,37.24,1.60,25.30,-4.35%,482393,55.50
"OLN","Olin Corporation","Basic Materials","Specialty Chemicals",9778.27,10.81,1.26%,6.37%,15.10%,160.10,0.10%,-95.55%,84.90%,-3.29%,2.08%,22.90%,17.30%,2.54%,23.64%,39.51%,39.70%,197.14%,158.06%,1.37,3.69%,5.59%,17.88%,39.53%,-3.58%,40.94%,-3.58%,198.90%,62.51,1.80,62.44,-1.48%,1050208,72.69
"OLO","Olo Inc.","Technology","Software - Application",4434.21,,,,,148.45,0.50%,-64.09%,26.70%,13.02%,4.00%,80.20%,,-2.20%,6.86%,-13.95%,14.73%,,-15.71%,,5.75%,-0.23%,-6.15%,-13.67%,-25.29%,8.83%,-42.90%,22.29%,44.74,1.70,27.98,-4.47%,1736312,42.00
"OLP","One Liberty Properties, Inc.","Real Estate","REIT - Diversified",712.48,19.89,5.30%,1.80%,4.50%,20.11,11.10%,-0.87%,52.20%,0.27%,1.33%,83.20%,65.50%,-0.09%,6.46%,11.71%,37.27%,90.89%,69.21%,1.42,2.40%,5.08%,7.93%,24.06%,-0.78%,14.06%,-0.78%,100.18%,63.30,2.70,34.31,1.03%,45867,36.00
"OLPX","Olaplex Holdings, Inc.","Consumer Cyclical","Specialty Retail",16778.87,98.61,,,,607.71,0.30%,1.84%,89.70%,,0.66%,79.20%,34.10%,-2.04%,11.47%,,,,12.69%,,7.67%,2.92%,7.14%,7.14%,-5.91%,24.12%,-5.91%,24.12%,56.31,,28.35,2.68%,2246516,33.73
"OM","Outset Medical, Inc.","Healthcare","Medical Devices",2486.70,,,,,46.59,0.90%,-44.33%,90.66%,-0.54%,12.93%,5.10%,,-0.23%,9.88%,32.42%,18.36%,-12.03%,-6.44%,,4.91%,-3.59%,0.13%,5.03%,-13.84%,11.74%,-22.37%,44.27%,47.68,1.90,51.98,-2.26%,508117,63.80
"OMAB","Grupo Aeroportuario del Centro Norte, S.A.B. de C.V.","Industrials","Airports & Air Services",2198.51,24.60,,-2.20%,3.60%,48.27,51.50%,0.00%,9.50%,-2.92%,0.23%,51.30%,43.90%,1.21%,1.21%,7.23%,1.33%,7.35%,-1.04%,1.49,2.18%,3.82%,5.40%,3.12%,-2.72%,11.63%,-14.72%,14.51%,63.03,2.60,51.62,0.94%,42132,57.83
"OMC","Omnicom Group Inc.","Communication Services","Advertising Agencies",14607.04,10.69,4.11%,-0.40%,-2.70%,214.00,0.20%,-0.42%,95.80%,1.62%,6.74%,26.40%,15.20%,-1.35%,-10.93%,-6.72%,-17.16%,9.99%,9.12%,0.84,2.31%,-0.48%,-4.22%,-8.54%,-10.95%,4.08%,-19.96%,18.96%,43.83,2.70,69.14,1.59%,1737593,83.62
"OMCL","Omnicell, Inc.","Healthcare","Health Information Services",7960.55,104.80,,-2.60%,13.00%,43.65,1.30%,-23.86%,,1.21%,6.10%,49.50%,9.20%,-1.34%,10.26%,20.26%,33.39%,79.69%,49.93%,1.05,2.85%,3.85%,10.51%,23.46%,-1.56%,23.61%,-1.56%,85.10%,67.37,2.00,181.55,0.89%,173814,182.20
"OMEG","Omega Alpha SPAC","Financial","Shell Companies",173.31,,,,,17.73,,,94.60%,-0.73%,0.00%,,,-0.05%,0.36%,-0.66%,-2.74%,,-5.46%,,0.21%,0.29%,0.55%,-2.13%,-0.10%,1.82%,-12.98%,1.82%,56.14,,9.79,0.15%,12065,
"OMER","Omeros Corporation","Healthcare","Biotechnology",514.09,,,-3.80%,40.40%,62.51,3.20%,-6.88%,51.90%,-0.77%,19.60%,98.90%,,13.66%,45.33%,-43.29%,-51.44%,-30.99%,-42.32%,0.70,7.27%,9.84%,-20.91%,-48.65%,-51.87%,44.22%,-67.04%,44.22%,47.43,2.00,7.86,-4.61%,579107,34.80
"OMEX","Odyssey Marine Exploration, Inc.","Industrials","Specialty Business Services",86.53,,,10.60%,-17.50%,13.02,2.00%,-13.41%,21.70%,-27.98%,10.96%,,,1.23%,8.02%,11.11%,4.27%,-4.76%,-7.04%,0.84,4.84%,2.41%,-0.44%,-1.16%,-16.77%,12.96%,-25.78%,26.22%,52.07,,6.45,-2.27%,18495,
"OMF","OneMain Holdings, Inc.","Financial","Credit Services",6811.03,4.88,5.47%,38.80%,17.60%,132.49,4.10%,-77.67%,82.00%,-7.83%,2.68%,80.70%,37.80%,-4.24%,-13.42%,-9.20%,0.16%,45.56%,20.68%,1.96,2.92%,-5.10%,-8.15%,-5.30%,-15.50%,-0.37%,-15.68%,54.39%,34.54,1.70,51.02,-0.41%,1576833,73.00
"OMFL","Invesco Russell 1000 Dynamic Multifactor ETF","Financial","Exchange Traded Fund",,,1.28%,,,,,,,,,,,0.57%,4.61%,8.58%,11.44%,37.07%,28.01%,,0.96%,1.08%,4.22%,8.68%,-1.37%,10.67%,-1.37%,37.83%,59.85,,50.39,-0.92%,71488,
"OMFS","Invesco Russell 2000 Dynamic Multifactor ETF","Financial","Exchange Traded Fund",,,0.75%,,,,,,,,,,,-0.47%,8.96%,16.63%,14.41%,52.18%,36.80%,,1.40%,2.03%,6.81%,9.80%,-3.19%,16.69%,-3.19%,49.48%,58.40,,44.26,-1.82%,19188,
"OMGA","Omega Therapeutics, Inc.","Healthcare","Biotechnology",995.52,,,,,48.80,3.70%,0.00%,70.70%,,0.54%,,,-1.02%,-4.45%,-7.52%,,,27.50%,,8.60%,-9.53%,1.19%,5.44%,-31.36%,33.75%,-31.36%,39.10%,47.52,1.70,21.56,5.69%,63260,29.50
"OMI","Owens & Minor, Inc.","Healthcare","Medical Distribution",3246.22,13.83,0.02%,-3.40%,-2.80%,73.22,2.90%,-17.65%,96.50%,3.97%,9.45%,16.20%,3.70%,1.35%,33.21%,13.88%,35.92%,83.85%,60.74%,0.33,3.77%,7.66%,19.49%,14.12%,-7.94%,42.39%,-13.08%,88.57%,64.81,2.30,42.73,-1.72%,657456,49.20
"OMIC","Singular Genomics Systems, Inc.","Healthcare","Medical Instruments & Supplies",1079.61,,,,,71.72,11.50%,0.00%,64.00%,1.85%,1.69%,,,5.31%,1.13%,-0.42%,,,-44.44%,,9.08%,-6.82%,0.62%,-22.52%,-21.50%,29.17%,-58.20%,29.17%,46.44,2.20,13.95,-2.38%,305674,27.67
"OMP","Oasis Midstream Partners LP","Energy","Oil & Gas Midstream",1225.61,4.61,9.02%,-4.30%,27.10%,48.57,70.13%,0.00%,12.20%,-4.99%,3.61%,78.60%,47.30%,-4.87%,0.65%,20.65%,9.05%,158.38%,111.68%,2.51,3.24%,-3.63%,3.07%,7.38%,-7.95%,23.85%,-32.21%,157.41%,45.14,3.20,24.20,-2.54%,118899,23.50
"OMQS","OMNIQ Corp.","Technology","Software - Application",73.91,,,-26.30%,-1.20%,4.93,0.90%,0.00%,0.20%,,,18.20%,-16.80%,-0.20%,6.56%,18.18%,7.14%,95.00%,93.45%,1.05,5.54%,-14.42%,-12.98%,-6.95%,-25.99%,1.14%,-47.50%,108.44%,30.46,2.00,8.40,-13.85%,251948,17.50
