"Ticker","Company","Sector","Industry","Market Cap","P/E","Dividend Yield","EPS growth past 5 years","Sales growth past 5 years","Shares Outstanding","Insider Ownership","Insider Transactions","Institutional Ownership","Institutional Transactions","Float Short","Gross Margin","Operating Margin","Performance (Week)","Performance (Month)","Performance (Quarter)","Performance (Half Year)","Performance (Year)","Performance (YTD)","Beta","Volatility (Month)","20-Day Simple Moving Average","50-Day Simple Moving Average","200-Day Simple Moving Average","50-Day High","50-Day Low","52-Week High","52-Week Low","Relative Strength Index (14)","Analyst Recom","Price","Change","Volume","Target Price"
"LYTS","LSI Industries Inc.","Technology","Electronic Components",204.56,29.96,2.63%,-10.40%,-0.40%,27.00,2.70%,0.00%,68.10%,2.65%,0.46%,24.20%,2.90%,-5.35%,-5.82%,-3.30%,-7.87%,0.13%,-11.10%,1.75,4.26%,-4.66%,-4.17%,-8.50%,-11.74%,3.42%,-32.62%,8.31%,39.22,2.00,7.56,-0.66%,27276,13.17
"LYV","Live Nation Entertainment, Inc.","Communication Services","Entertainment",25815.88,,,22.50%,-23.80%,216.89,1.90%,0.00%,73.20%,2.20%,8.46%,32.90%,-15.70%,-1.14%,12.67%,40.85%,26.55%,68.37%,53.73%,1.30,2.99%,2.92%,12.04%,26.90%,-11.91%,33.37%,-11.91%,73.35%,57.99,2.20,112.54,-0.37%,3099607,110.67
"LZ","LegalZoom.com, Inc.","Communication Services","Internet Content & Information",3829.66,,,,,196.35,0.80%,0.00%,43.50%,1.36%,2.53%,67.40%,-9.30%,-3.26%,-29.61%,-47.07%,,,-49.11%,,5.57%,-23.79%,-29.43%,-40.48%,-48.77%,-1.16%,-54.20%,-1.16%,26.93,2.40,18.75,-2.65%,326983,32.25
"LZB","La-Z-Boy Incorporated","Consumer Cyclical","Furnishings, Fixtures & Appliances",1591.61,13.38,1.64%,8.10%,2.60%,45.07,1.00%,-28.56%,97.30%,-1.38%,5.17%,41.90%,8.50%,-1.11%,7.79%,3.66%,-12.50%,-7.50%,-8.31%,1.04,3.25%,1.86%,5.22%,-6.01%,-10.08%,12.66%,-23.06%,12.66%,53.55,2.00,35.96,-1.56%,486243,50.00
"M","Macy's, Inc.","Consumer Cyclical","Department Stores",11737.17,22.95,1.61%,-43.80%,-7.70%,312.40,0.20%,-23.38%,91.70%,2.58%,15.44%,39.30%,4.30%,20.98%,41.82%,66.90%,105.33%,315.68%,232.18%,2.10,4.83%,17.21%,34.78%,74.95%,-8.54%,70.31%,-8.54%,330.65%,65.65,3.40,34.71,-7.12%,28064866,26.56
"MA","Mastercard Incorporated","Financial","Credit Services",333525.12,42.81,0.51%,13.70%,9.60%,986.00,11.00%,-1.82%,77.70%,0.02%,0.69%,,52.40%,-1.73%,-2.40%,-1.91%,-5.27%,3.66%,-2.44%,1.10,2.99%,-2.46%,-2.69%,-6.30%,-8.46%,5.07%,-15.39%,8.75%,43.73,1.80,339.72,-2.44%,6953332,432.49
"MAA","Mid-America Apartment Communities, Inc.","Real Estate","REIT - Residential",23315.65,54.85,2.01%,-13.00%,10.00%,114.93,0.30%,-13.50%,93.10%,-0.79%,1.98%,58.70%,24.20%,0.27%,2.20%,7.23%,29.92%,61.85%,61.05%,0.68,1.62%,-0.96%,2.52%,17.29%,-3.06%,9.60%,-3.06%,68.90%,50.19,2.60,201.34,-1.32%,584456,213.82
"MAC","The Macerich Company","Real Estate","REIT - Retail",4640.89,,2.77%,-20.50%,-9.40%,213.21,0.20%,-6.05%,81.90%,3.54%,13.43%,54.80%,-21.80%,2.41%,15.71%,38.16%,51.08%,148.85%,102.91%,2.04,4.04%,4.14%,13.28%,32.32%,-7.60%,28.12%,-18.66%,143.83%,60.60,3.20,21.14,-2.36%,1676819,20.07
"MACA","Moringa Acquisition Corp","Financial","Shell Companies",144.34,,,,,14.85,24.00%,0.00%,53.40%,0.81%,0.05%,,,-0.10%,0.00%,0.93%,-1.42%,,-2.80%,,0.18%,0.09%,0.47%,0.36%,-0.20%,1.41%,-4.32%,1.46%,54.94,,9.74,0.21%,50000,
"MACAU","Moringa Acquisition Corp","Financial","Shell Companies",,,,,,,3.07%,,85.43%,,0.00%,,,-0.40%,-0.30%,-0.40%,-2.92%,,-6.57%,,0.22%,-0.23%,-0.12%,-0.78%,-1.09%,0.81%,-9.04%,1.94%,48.11,,9.96,0.00%,26,
"MACK","Merrimack Pharmaceuticals, Inc.","Healthcare","Biotechnology",56.40,,,55.90%,,13.41,0.35%,0.00%,63.20%,-1.46%,2.57%,,,-4.49%,-9.38%,-5.56%,-33.28%,11.55%,-38.32%,2.10,5.44%,-5.60%,-6.49%,-27.65%,-22.54%,1.19%,-54.92%,16.71%,41.43,3.50,4.26,0.24%,18121,4.00
"MACQ","MCAP Acquisition Corporation","Financial","Shell Companies",393.52,,,,,39.53,,,61.00%,2.52%,0.28%,,,0.36%,0.76%,1.48%,2.21%,,-0.01%,,0.49%,0.19%,0.57%,1.59%,-2.93%,1.84%,-2.93%,3.54%,59.24,,9.95,-0.15%,29768,18.00
"MACQU","MCAP Acquisition Corporation","Financial","Shell Companies",,,,,,,,,90.73%,,0.00%,,,0.39%,1.48%,1.08%,3.00%,,2.90%,,0.35%,1.40%,2.00%,3.25%,-1.80%,3.59%,-1.80%,6.24%,65.41,,10.38,0.87%,838,18.00
"MAG","MAG Silver Corp.","Basic Materials","Silver",2340.58,441.82,,,,94.88,11.32%,0.00%,57.30%,,2.55%,,,-7.21%,3.57%,14.56%,-2.95%,26.32%,-5.26%,1.08,3.69%,-7.78%,1.70%,-1.38%,-14.36%,22.35%,-23.82%,31.52%,39.60,2.00,18.61,-4.27%,375659,18.04
"MAGA","Point Bridge GOP Stock Tracker ETF","Financial","Exchange Traded Fund",,,2.13%,,,,,,,,,,,-0.40%,1.07%,7.75%,6.57%,35.11%,31.54%,,0.58%,-1.03%,2.16%,7.07%,-5.30%,9.45%,-5.30%,34.51%,48.43,,38.59,-1.09%,5162,
"MAIN","Main Street Capital Corporation","Financial","Asset Management",3246.86,10.09,5.41%,-26.80%,6.20%,69.02,4.60%,0.00%,18.70%,4.85%,2.70%,79.30%,63.60%,1.50%,7.52%,10.90%,13.58%,49.28%,44.42%,1.45,1.17%,3.91%,8.37%,13.56%,0.00%,16.10%,0.00%,51.23%,77.56,2.30,46.61,0.04%,317294,44.25
"MAMB","Monarch Ambassador Income ETF","Financial","Exchange Traded Fund",,,,,,,,,,,,,,-0.20%,0.72%,0.10%,0.47%,,2.01%,,0.12%,-0.13%,0.01%,0.05%,-0.96%,0.93%,-1.19%,2.53%,47.57,,25.36,-0.14%,906,
"MAN","ManpowerGroup Inc.","Industrials","Staffing & Employment Services",5320.68,15.96,2.54%,-40.30%,-1.40%,54.30,0.75%,-0.27%,99.40%,2.70%,1.99%,16.10%,2.70%,-3.21%,-4.80%,-16.99%,-17.56%,13.13%,9.89%,2.02,2.08%,-1.49%,-7.37%,-10.88%,-17.69%,3.05%,-20.63%,16.23%,37.67,2.00,99.27,0.17%,369578,124.00
"MANH","Manhattan Associates, Inc.","Technology","Software - Application",10625.99,98.26,,-0.60%,1.10%,63.36,0.90%,-18.45%,,0.79%,1.53%,55.70%,21.20%,-2.88%,-0.67%,6.48%,27.46%,85.06%,60.41%,1.97,2.53%,-4.59%,1.46%,15.92%,-10.76%,11.49%,-10.76%,84.77%,43.41,2.20,168.23,-0.29%,210575,195.00
"MANT","ManTech International Corporation","Technology","Software - Application",2956.36,21.36,2.09%,16.90%,10.20%,40.69,1.00%,-13.58%,99.90%,-0.51%,1.50%,15.10%,7.20%,-5.90%,-12.33%,-8.92%,-15.57%,-4.94%,-18.35%,0.75,3.13%,-11.23%,-9.28%,-13.62%,-18.75%,-0.39%,-28.99%,-0.39%,30.12,2.40,71.97,-0.90%,223783,84.00
"MANU","Manchester United plc","Consumer Cyclical","Leisure",2594.35,,1.14%,-19.10%,-0.80%,161.56,8.59%,0.00%,91.62%,3.47%,1.69%,,-7.50%,-2.96%,-5.07%,-10.11%,1.22%,2.48%,-6.03%,0.73,1.98%,-3.47%,-9.29%,-6.47%,-25.22%,0.19%,-25.22%,9.40%,33.29,2.30,15.60,-0.83%,232440,20.00
"MAPS","WM Technology, Inc.","Technology","Software - Application",1302.72,,,,,63.74,2.00%,-6.99%,52.90%,9.80%,5.94%,95.70%,,-30.23%,-39.91%,-38.91%,-46.92%,-19.80%,-36.57%,,6.05%,-31.00%,-39.85%,-52.52%,-48.35%,-1.88%,-73.46%,-1.88%,19.12,1.60,7.83,-3.33%,1310358,16.83
"MAR","Marriott International, Inc.","Consumer Cyclical","Lodging",50844.29,110.13,,-17.70%,-6.10%,327.30,0.50%,-3.90%,60.50%,-0.48%,1.80%,20.20%,7.10%,-0.73%,1.61%,18.74%,12.03%,29.41%,18.05%,1.74,2.54%,-2.97%,0.23%,6.78%,-9.76%,15.19%,-9.76%,34.13%,44.83,2.50,154.92,-0.52%,1877053,161.94
"MARA","Marathon Digital Holdings, Inc.","Financial","Capital Markets",4773.94,,,63.20%,-25.50%,99.47,5.80%,0.00%,37.40%,4.06%,17.49%,75.10%,-60.50%,-27.20%,-3.03%,45.94%,146.34%,1680.62%,392.91%,4.71,11.41%,-8.66%,15.37%,48.91%,-34.48%,78.96%,-34.48%,1753.56%,48.53,1.70,54.68,6.26%,14058212,63.65
"MARK","Remark Holdings, Inc.","Communication Services","Internet Content & Information",135.90,,,40.00%,-6.50%,99.92,11.26%,0.00%,18.90%,2.71%,12.96%,35.60%,-89.00%,-13.66%,51.09%,26.36%,-15.24%,24.11%,-26.84%,3.37,28.08%,-25.12%,0.82%,-25.11%,-79.55%,82.67%,-79.55%,82.67%,44.95,,1.37,-1.44%,4222302,
"MARPS","Marine Petroleum Trust","Energy","Oil & Gas Equipment & Services",9.52,57.90,2.56%,-25.60%,-15.60%,2.00,19.00%,0.00%,4.70%,,0.00%,,45.20%,-8.04%,-12.01%,13.01%,6.68%,27.81%,40.84%,0.55,5.96%,-1.23%,1.08%,4.25%,-43.43%,25.58%,-45.32%,75.36%,49.09,,4.91,4.69%,210721,
"MAS","Masco Corporation","Industrials","Building Products & Equipment",16008.65,36.72,1.39%,24.20%,0.10%,246.00,0.30%,-15.87%,98.00%,0.47%,2.86%,35.40%,15.90%,4.91%,11.80%,11.56%,11.67%,23.11%,23.34%,1.34,2.15%,4.18%,11.84%,12.95%,-1.87%,23.57%,-1.87%,31.19%,68.92,2.40,67.60,-0.22%,1352620,73.77
"MASI","Masimo Corporation","Healthcare","Medical Instruments & Supplies",16400.44,74.65,,21.70%,12.70%,55.14,0.60%,-38.30%,83.70%,-0.56%,2.89%,64.70%,21.80%,0.97%,6.80%,6.34%,37.61%,22.73%,11.74%,0.73,2.58%,4.26%,7.75%,19.14%,-0.23%,15.53%,-0.23%,47.87%,66.39,2.00,303.29,1.14%,248675,320.60
"MASS","908 Devices Inc.","Healthcare","Medical Devices",756.81,,,,,27.71,6.70%,-19.18%,72.90%,17.40%,10.68%,52.00%,-70.20%,-15.62%,-19.93%,-17.56%,-29.28%,,-52.59%,,6.82%,-21.84%,-23.47%,-37.67%,-34.21%,-3.72%,-67.49%,-3.72%,30.38,1.20,25.88,-4.15%,303032,55.00
"MAT","Mattel, Inc.","Consumer Cyclical","Leisure",7931.91,9.96,,-19.60%,-4.30%,350.42,0.30%,0.00%,99.30%,-0.28%,6.93%,48.80%,12.60%,-0.22%,13.98%,6.74%,12.68%,55.85%,29.86%,1.59,2.94%,3.77%,10.46%,10.17%,-2.79%,26.22%,-2.83%,55.46%,67.71,2.20,22.65,-0.04%,1632783,27.20
"MATW","Matthews International Corporation","Industrials","Conglomerates",1237.64,87.62,2.23%,-28.20%,1.00%,31.66,7.55%,0.00%,80.60%,-0.95%,2.70%,33.10%,3.40%,-1.98%,10.65%,12.55%,-0.74%,35.48%,31.43%,1.12,2.61%,-2.93%,1.92%,-2.17%,-8.85%,15.34%,-17.17%,36.65%,43.50,1.70,36.24,-6.21%,201894,52.67
"MATX","Matson, Inc.","Industrials","Marine Shipping",3767.04,6.37,1.33%,13.70%,4.80%,42.90,0.90%,-22.86%,89.90%,-0.54%,4.02%,30.20%,24.70%,-3.08%,8.77%,23.69%,44.65%,55.05%,58.64%,0.95,2.99%,2.70%,6.48%,24.23%,-4.22%,15.11%,-4.22%,63.43%,56.93,2.00,90.55,0.19%,163544,96.00
"MAV","Pioneer Municipal High Income Advantage Fund, Inc.","Financial","Closed-End Fund - Debt",284.16,12.53,4.04%,,,23.90,,,29.69%,,,,,-0.17%,2.94%,-1.08%,-1.18%,5.13%,2.06%,,1.03%,1.42%,1.73%,-0.57%,-1.24%,5.38%,-7.94%,5.94%,58.20,,11.95,0.50%,31015,
"MAX","MediaAlpha, Inc.","Communication Services","Internet Content & Information",953.99,,,,,37.67,2.20%,-42.95%,,1.16%,2.95%,15.20%,1.60%,8.73%,-4.36%,-22.89%,-55.64%,-56.15%,-55.67%,,6.73%,-0.53%,-7.12%,-50.29%,-22.34%,14.95%,-75.79%,14.95%,46.01,1.90,17.03,-1.67%,520029,30.57
"MAXN","Maxeon Solar Technologies, Ltd.","Technology","Solar",778.71,,,,,38.64,49.71%,0.00%,40.60%,3.67%,11.14%,-0.90%,-17.90%,-23.40%,-6.83%,14.35%,7.38%,-11.42%,-37.93%,,8.49%,-8.39%,1.95%,-9.10%,-21.58%,29.88%,-65.65%,42.11%,47.10,2.80,19.91,13.06%,754546,17.80
"MAXR","Maxar Technologies Inc.","Technology","Communication Equipment",2238.71,,0.13%,-17.00%,-4.00%,72.60,1.80%,-3.45%,80.20%,-0.47%,6.22%,42.50%,1.20%,1.11%,4.51%,12.07%,4.97%,12.11%,-19.62%,1.26,5.06%,0.68%,1.74%,-14.69%,-11.67%,17.79%,-49.06%,17.79%,49.41,2.00,29.93,-3.51%,817874,43.00
"MAYS","J.W. Mays, Inc.","Real Estate","Real Estate Services",81.26,193.65,,-23.50%,1.70%,2.02,34.80%,1.42%,3.90%,1.22%,0.67%,29.20%,-0.60%,0.39%,16.31%,41.30%,92.88%,-6.84%,69.37%,-0.18,5.39%,10.12%,10.55%,38.64%,-13.19%,25.76%,-13.19%,88.10%,63.58,,39.50,3.54%,4841,
"MBB","iShares MBS ETF","Financial","Exchange Traded Fund",,,1.88%,,,,,,,,,,,0.06%,-0.19%,-0.76%,-0.73%,-2.31%,-2.31%,,0.17%,-0.13%,-0.35%,-0.79%,-1.02%,0.24%,-2.45%,0.24%,44.33,,107.61,0.02%,1043999,
"MBCC","Monarch Blue Chips Core ETF","Financial","Exchange Traded Fund",,,,,,,,,,,,,,1.03%,2.20%,3.30%,14.65%,,22.30%,,0.43%,0.51%,2.16%,7.17%,-1.38%,6.50%,-1.38%,22.75%,56.22,,30.00,-0.19%,5136,
"MBI","MBIA Inc.","Financial","Insurance - Specialty",763.77,,,-62.30%,-20.10%,49.55,0.80%,-14.11%,74.30%,10.76%,6.39%,,-76.60%,-2.63%,-7.62%,13.22%,44.97%,123.49%,108.21%,0.95,5.37%,-10.25%,0.68%,22.02%,-19.20%,28.74%,-19.20%,124.37%,42.32,2.70,13.26,-3.21%,457931,13.50
"MBII","Marrone Bio Innovations, Inc.","Basic Materials","Agricultural Inputs",145.34,,,40.30%,31.40%,179.61,1.40%,-4.66%,85.30%,-2.14%,0.76%,61.40%,,-8.05%,-9.83%,-21.44%,-45.32%,-29.02%,-35.26%,0.27,5.34%,-9.66%,-11.98%,-48.30%,-25.45%,2.76%,-72.77%,2.76%,31.58,2.00,0.79,-2.42%,550650,2.44
"MBIN","Merchants Bancorp","Financial","Banks - Regional",1404.36,6.53,0.75%,40.60%,38.10%,28.78,6.60%,-2.24%,23.60%,1.27%,0.95%,,87.20%,1.30%,12.80%,36.49%,9.77%,77.83%,74.48%,1.04,2.41%,3.68%,13.05%,19.34%,-2.78%,34.32%,-2.78%,85.66%,64.83,1.70,47.51,-1.45%,37917,52.33
"MBINN","Merchants Bancorp","Financial","Banks - Regional",,,6.12%,,,,,,,,0.01%,,,-1.28%,-1.06%,-1.52%,0.53%,,7.37%,,1.05%,0.10%,0.70%,0.91%,-2.22%,3.17%,-8.51%,8.26%,51.16,,26.87,0.83%,3202,52.33
"MBIO","Mustang Bio, Inc.","Healthcare","Biotechnology",207.10,,,-45.20%,,91.14,1.90%,9.03%,29.60%,2.21%,3.74%,,,-10.48%,0.45%,-16.85%,-32.11%,-28.16%,-41.35%,1.58,5.68%,-3.16%,-7.44%,-25.66%,-22.26%,8.10%,-56.51%,8.10%,43.95,1.60,2.27,2.25%,678420,10.40
"MBNKP","Medallion Bank","Financial","Banks - Regional",,,7.46%,,,,,,5.26%,,,,,2.10%,1.85%,3.03%,4.40%,53.76%,20.99%,,1.11%,1.09%,0.14%,6.06%,-3.52%,7.05%,-3.52%,40.03%,52.22,,26.96,0.58%,36,
"MBOT","Microbot Medical Inc.","Healthcare","Medical Instruments & Supplies",42.14,,,-4.20%,,7.11,3.40%,0.00%,21.40%,1.06%,1.35%,,,-15.21%,-19.37%,-23.15%,-18.71%,-21.30%,-14.22%,4.23,3.37%,-15.31%,-15.61%,-21.30%,-20.90%,11.52%,-43.87%,11.52%,20.01,2.00,6.00,1.52%,25653,20.00
"MBOX","Freedom Day Dividend ETF","Financial","Exchange Traded Fund",,,,,,,,,,,,,,0.09%,1.84%,1.95%,4.89%,,4.98%,,0.38%,-0.11%,2.41%,2.95%,-1.52%,6.98%,-1.52%,6.98%,54.51,,26.29,-0.52%,5312,
"MBRX","Moleculin Biotech, Inc.","Healthcare","Biotechnology",63.78,,,-62.90%,,28.57,0.70%,0.00%,16.40%,-1.05%,2.32%,,,-14.57%,-19.63%,-21.66%,-40.38%,-53.04%,-54.63%,1.72,4.13%,-13.57%,-19.46%,-36.05%,-29.26%,2.33%,-74.94%,2.33%,25.28,1.70,2.20,1.38%,120867,19.00
"MBSD","FlexShares Disciplined Duration MBS Index Fund","Financial","Exchange Traded Fund",,,2.78%,,,,,,,,,,,-0.21%,-0.47%,-1.06%,-1.31%,-3.19%,-2.95%,,0.35%,-0.20%,-0.39%,-1.19%,-1.36%,0.36%,-6.24%,0.36%,43.80,,23.38,0.10%,2796,
"MBT","Mobile TeleSystems Public Joint Stock Company","Communication Services","Telecom Services",8491.80,7.84,11.07%,4.90%,3.00%,839.94,,,27.90%,-0.81%,0.81%,62.40%,23.40%,-6.33%,-10.63%,-2.05%,-5.71%,1.78%,-4.13%,0.98,1.83%,-6.86%,-9.91%,-4.91%,-15.63%,-0.93%,-15.63%,5.07%,26.84,1.90,8.50,-0.93%,1948992,10.97
"MBTC","Nocturne Acquisition Corporation","Financial","Shell Companies",,,,,,,,,,,0.76%,,,0.50%,0.80%,2.34%,,,3.39%,,0.16%,0.19%,0.57%,1.12%,-0.40%,1.53%,-3.19%,3.30%,53.36,,10.02,-0.40%,1518,
"MBTCU","Nocturne Acquisition Corporation","Financial","Shell Companies",,,,,,,13.06%,,78.04%,,0.15%,,,2.23%,3.53%,3.33%,,,5.60%,,1.61%,-1.63%,-0.51%,0.56%,-7.95%,3.41%,-7.95%,6.84%,47.21,,10.31,-2.37%,56,
"MBUU","Malibu Boats, Inc.","Consumer Cyclical","Recreational Vehicles",1483.27,13.07,,39.10%,29.60%,20.85,1.90%,-14.65%,97.00%,-3.39%,5.36%,25.10%,15.80%,1.07%,5.52%,-4.83%,-8.71%,24.51%,14.81%,1.73,3.28%,-1.46%,0.32%,-8.01%,-9.37%,8.06%,-23.89%,27.30%,47.43,1.90,70.78,-1.27%,77383,93.78
"MBWM","Mercantile Bank Corporation","Financial","Banks - Regional",579.21,9.58,3.18%,10.80%,5.70%,15.86,1.10%,0.54%,55.50%,-0.26%,1.18%,,86.30%,-1.43%,2.47%,15.21%,12.72%,55.60%,34.41%,1.10,2.31%,-0.10%,6.36%,12.05%,-3.88%,23.28%,-3.88%,56.07%,53.87,2.80,35.88,-1.75%,27537,36.25
"MC","Moelis & Company","Financial","Capital Markets",4571.19,11.69,3.49%,13.70%,11.30%,63.02,0.30%,-1.06%,95.50%,1.00%,1.56%,,35.70%,-2.96%,-0.93%,17.36%,34.10%,102.22%,57.68%,1.21,2.90%,-5.17%,1.52%,18.88%,-11.69%,18.35%,-11.69%,100.85%,42.03,3.00,67.28,-2.14%,311058,74.12
"MCA","BlackRock MuniYield California Quality Fund, Inc.","Financial","Closed-End Fund - Debt",545.67,18.46,4.22%,,,34.41,,,17.32%,,,,,-0.06%,4.62%,-1.00%,4.62%,7.74%,5.98%,,1.14%,-0.34%,-0.67%,0.99%,-4.90%,5.36%,-7.17%,8.75%,45.26,,15.54,-2.02%,94339,
"MCB","Metropolitan Bank Holding Corp.","Financial","Banks - Regional",1058.76,16.73,,53.80%,34.40%,8.62,1.20%,4.09%,55.30%,0.05%,5.13%,,88.40%,2.46%,15.00%,31.44%,58.98%,200.98%,179.07%,1.27,3.67%,2.08%,11.56%,45.52%,-5.25%,37.76%,-5.25%,226.26%,58.77,2.00,99.41,-1.79%,115027,120.00
"MCBC","Macatawa Bank Corporation","Financial","Banks - Regional",301.84,9.46,3.64%,18.50%,6.40%,34.19,23.92%,0.00%,36.60%,1.05%,1.50%,,96.10%,0.11%,5.26%,6.67%,-9.74%,11.53%,5.14%,0.80,1.40%,2.19%,7.10%,-0.96%,-0.59%,19.54%,-17.35%,19.54%,66.09,3.00,8.81,0.11%,58085,8.75
"MCBS","MetroCity Bankshares, Inc.","Financial","Banks - Regional",700.60,13.13,1.46%,,,25.51,25.50%,0.00%,15.80%,-0.76%,1.24%,,95.10%,1.86%,26.20%,31.09%,61.62%,88.64%,90.08%,0.45,2.48%,8.38%,20.57%,46.21%,-2.12%,39.74%,-2.12%,96.96%,82.73,3.00,27.18,-0.84%,33362,25.75
"MCD","McDonald's Corporation","Consumer Cyclical","Restaurants",189027.64,26.16,2.04%,5.60%,-5.40%,747.10,0.05%,-14.70%,69.10%,0.57%,0.76%,53.70%,44.80%,1.33%,5.74%,6.29%,9.62%,17.61%,18.13%,0.58,1.38%,1.27%,2.62%,7.75%,-2.17%,6.70%,-2.17%,24.28%,57.47,2.00,251.95,-0.60%,2722836,272.22
"MCEF","First Trust Municipal CEF Income Opportunity ETF","Financial","Exchange Traded Fund",,,6.07%,,,,,,,,,,,-0.40%,1.03%,-2.57%,0.61%,9.79%,3.67%,,0.56%,0.51%,-0.08%,0.20%,-3.37%,2.60%,-9.65%,7.27%,52.23,,20.91,-0.07%,1207,
"MCF","Contango Oil & Gas Company","Energy","Oil & Gas E&P",742.54,,,41.60%,-0.60%,198.72,2.10%,0.00%,26.00%,-0.14%,8.40%,51.90%,5.30%,-11.33%,-21.05%,13.56%,-5.01%,126.42%,57.21%,2.00,4.97%,-17.33%,-19.71%,-18.30%,-29.97%,-5.31%,-51.15%,133.79%,25.10,3.00,3.39,-5.83%,1480402,5.00
"MCFE","McAfee Corp.","Technology","Software - Application",11199.18,,1.80%,,,170.30,2.60%,-62.74%,84.10%,-1.94%,3.30%,72.20%,23.60%,-0.20%,14.86%,-1.12%,20.30%,80.01%,79.04%,,3.24%,7.92%,13.73%,15.37%,-3.18%,24.88%,-9.49%,101.67%,69.09,2.40,25.55,-0.12%,912183,26.25
"MCFT","MasterCraft Boat Holdings, Inc.","Consumer Cyclical","Recreational Vehicles",537.06,9.57,,39.60%,18.90%,18.85,1.90%,-2.62%,87.10%,0.20%,3.36%,23.60%,13.40%,-0.66%,9.74%,17.42%,-6.27%,25.58%,15.62%,2.12,2.89%,2.31%,6.90%,5.00%,-3.88%,18.86%,-15.31%,34.47%,57.82,2.20,28.48,-0.84%,151227,38.50
"MCG","Membership Collective Group Inc.","Consumer Cyclical","Lodging",2710.46,,,,,201.96,10.20%,0.00%,18.00%,45.29%,3.24%,10.00%,,23.22%,13.98%,35.71%,,,6.87%,,6.17%,15.03%,5.35%,5.80%,-13.65%,27.13%,-13.65%,34.31%,60.20,1.90,12.84,-5.10%,140868,15.07
"MCHI","iShares MSCI China ETF","Financial","Exchange Traded Fund",,,0.98%,,,,,,,,,,,-3.30%,-5.91%,3.31%,-13.93%,-14.46%,-15.62%,,1.33%,-1.60%,-0.73%,-11.37%,-6.52%,5.74%,-29.60%,5.74%,45.97,,68.68,0.53%,3118309,
"MCHP","Microchip Technology Incorporated","Technology","Semiconductors",46309.53,61.57,2.10%,11.60%,20.10%,551.30,2.03%,-0.13%,91.10%,0.82%,2.31%,63.70%,17.00%,-0.23%,11.26%,15.04%,11.22%,33.46%,20.64%,1.56,3.33%,3.46%,5.94%,8.97%,-5.53%,18.35%,-5.53%,34.56%,57.88,2.00,82.68,-0.76%,2424411,96.66
"MCHX","Marchex, Inc.","Communication Services","Advertising Agencies",114.42,,,-26.86%,-18.60%,43.91,3.40%,24.66%,66.60%,0.73%,1.71%,59.10%,-19.70%,-6.00%,-13.56%,-6.48%,5.38%,49.73%,39.80%,1.83,6.65%,-16.05%,-14.99%,-10.39%,-27.00%,-0.38%,-27.79%,63.58%,31.50,2.00,2.65,-3.28%,115508,4.38
"MCI","Barings Corporate Investors","Financial","Closed-End Fund - Debt",336.14,9.55,5.79%,,,20.26,,,18.53%,,,,,4.80%,5.43%,9.29%,12.02%,21.01%,25.87%,,2.01%,2.95%,4.51%,10.31%,-0.66%,8.75%,-0.66%,29.15%,64.27,,16.48,-0.66%,58696,
"MCK","McKesson Corporation","Healthcare","Medical Distribution",34118.09,,0.75%,-37.30%,4.50%,154.10,0.07%,-61.64%,91.70%,0.20%,1.40%,5.20%,-2.20%,1.16%,9.39%,12.49%,11.23%,27.71%,29.62%,0.76,2.09%,1.91%,6.03%,12.48%,-3.03%,13.93%,-3.03%,30.80%,58.15,1.90,220.90,-2.01%,1077972,253.31
"MCN","Madison Covered Call & Equity Strategy Fund","Financial","Closed-End Fund - Equity",171.35,17.86,8.80%,,,20.95,,,20.76%,,,,,-0.24%,0.25%,3.02%,0.99%,28.21%,21.19%,,1.30%,-1.20%,-0.23%,1.22%,-5.85%,4.42%,-5.85%,27.01%,44.75,,8.04,-1.71%,22579,
"MCO","Moody's Corporation","Financial","Financial Data & Stock Exchanges",72952.04,35.39,0.63%,15.20%,9.00%,186.00,0.20%,-6.67%,93.40%,-0.42%,0.94%,73.80%,46.50%,2.49%,6.21%,4.95%,20.12%,44.91%,36.11%,1.18,2.17%,-1.09%,2.61%,11.86%,-5.03%,11.69%,-5.03%,48.22%,50.46,2.20,387.42,-1.93%,672541,427.45
"MCR","MFS Charter Income Trust","Financial","Closed-End Fund - Debt",378.01,13.52,7.97%,,,44.31,,,27.72%,,,,,-1.04%,-1.84%,-1.27%,-4.59%,0.35%,-2.74%,,0.55%,-1.52%,-1.41%,-2.03%,-2.86%,0.35%,-6.45%,2.29%,31.71,,8.50,-0.35%,56767,
"MCRB","Seres Therapeutics, Inc.","Healthcare","Biotechnology",781.86,,,13.70%,,91.76,9.06%,0.00%,92.30%,2.05%,10.45%,,,14.38%,44.02%,42.60%,-59.26%,-74.89%,-64.61%,3.65,7.00%,28.81%,34.83%,-39.27%,-0.69%,69.32%,-74.35%,69.32%,73.31,2.00,9.16,5.65%,2052887,20.57
"MCRI","Monarch Casino & Resort, Inc.","Consumer Cyclical","Resorts & Casinos",1310.95,21.53,,1.00%,-1.80%,18.64,3.70%,-2.68%,67.40%,1.86%,2.08%,55.10%,20.20%,0.06%,4.94%,9.93%,0.31%,43.43%,16.25%,1.67,2.89%,-0.01%,3.78%,7.07%,-5.11%,15.09%,-6.30%,47.10%,52.73,1.50,71.21,0.06%,19125,83.75
