no,ticker,company,sector,industry,country,market_cap,pe,forward_pe,peg,ps,pb,pcash,pfree_cash_flow,dividend_yield,payout_ratio,eps_ttm,eps_growth_this_year,eps_growth_next_year,eps_growth_past_5_years,eps_growth_next_5_years,sales_growth_past_5_years,eps_growth_quarter_over_quarter,sales_growth_quarter_over_quarter,shares_outstanding,shares_float,insider_ownership,insider_transactions,institutional_ownership,institutional_transactions,float_short,short_ratio,return_on_assets,return_on_equity,return_on_investment,current_ratio,quick_ratio,lt_debtequity,total_debtequity,gross_margin,operating_margin,profit_margin,performance_week,performance_month,performance_quarter,performance_half_year,performance_year,performance_ytd,beta,average_true_range,volatility_week,volatility_month,simple_moving_average_20day,simple_moving_average_50day,simple_moving_average_200day,high_50day,low_50day,high_52week,low_52week,relative_strength_index_14,change_from_open,gap,average_volume,relative_volume,price,change,volume,earnings_date,target_price,ipo_date,afterhours_close,afterhours_change,analyst_recom,rs_rating,returns_multiple,current_price,ma_20_day,ma_50_day,ma_200_day,low_52_week,high_52_week,sentiment_score,est_gl,my_score,in_sp1500
7239,SSP,The E.W. Scripps Company,Communication Services,Broadcasting,USA,1860.71,13.81,6.09,1.38,0.83,1.23,25.77,8.54,0.90%,2.80%,1.61,-55.70%,351.23%,23.01%,10.00%,21.20%,-34.80%,12.50%,82.48,58.09,0.90%,-3.83%,80.40%,1.70%,3.99%,8.88,4.60%,20.20%,10.00%,1.4,1.4,2.14,2.15,57.60%,22.70%,12.70%,1.14%,14.51%,15.34%,19.10%,9.76%,15.04%,1.67,0.92,5.05%,3.87%,3.35%,8.57%,13.64%,-4.05%,24.78%,-10.17%,39.13%,58.84,4.02%,-1.74%,260.72,1.19,22.26,2.20%,311198,2/25/2022 8:30:00 AM,26.0,6/30/1988,22.26,0.01%,59.0,72,0.98,22.26,21.63,20.57,19.6,16.0,24.78,21.0,16.8,50.666666666666664,True
7255,STAR,iStar Inc.,Real Estate,REIT - Diversified,USA,1870.44,25.55,34.41,,3.34,2.05,5.51,,1.99%,,0.98,342.60%,-69.50%,20.89%,0.00%,-7.50%,3256.90%,75.60%,69.3,66.43,4.00%,0.00%,,2.01%,26.95%,25.44,,,-4.80%,,,3.02,0.0,50.40%,,,0.48%,21.35%,5.72%,-4.96%,41.52%,-2.75%,0.72,1.16,4.78%,4.49%,3.56%,3.94%,6.54%,-5.95%,24.17%,-9.48%,54.02%,54.91,3.63%,-1.26%,703.9,1.3,25.12,2.32%,912117,2/24/2022 8:30:00 AM,34.5,11/15/1989,25.12,0.00%,63.0,92,1.26,25.12,24.45,24.2,23.62,16.31,27.75,7.0,37.34,54.0,True
7317,SUPN,"Supernus Pharmaceuticals, Inc.",Healthcare,Drug Manufacturers - Specialty & Generic,USA,1765.56,21.19,15.94,12.54,3.13,2.1,3.98,16.33,,0.00%,1.51,12.60%,78.54%,53.00%,1.69%,28.70%,-46.70%,-4.30%,53.19,50.95,4.20%,0.00%,,1.38%,13.48%,15.51,5.30%,10.60%,11.70%,2.8,2.6,0.46,0.46,86.40%,21.80%,14.50%,-2.89%,10.10%,4.38%,20.66%,22.93%,9.57%,1.04,1.29,4.82%,3.96%,2.59%,5.74%,8.90%,-4.05%,17.59%,-7.39%,38.01%,55.9,3.67%,-0.48%,442.91,1.49,31.95,3.16%,660525,2/28/2022 4:30:00 PM,36.5,5/1/2012,28.5,-10.80%,69.0,83,1.1,31.95,31.21,30.28,29.35,23.15,34.5,12.0,14.24,54.666666666666664,True
7358,SXC,"SunCoke Energy, Inc.",Basic Materials,Coking Coal,USA,634.4,15.34,11.09,1.92,0.44,1.35,11.62,5.15,3.03%,,0.52,102.20%,-7.14%,16.30%,8.00%,-0.40%,941.60%,21.30%,83.0,82.39,0.60%,-2.91%,85.20%,3.50%,3.08%,3.3,0.00%,0.00%,5.90%,1.4,0.7,1.23,1.23,23.20%,4.10%,0.00%,2.59%,16.62%,28.32%,12.01%,20.70%,20.33%,1.09,0.28,3.55%,3.64%,5.23%,10.78%,14.03%,-0.25%,31.31%,-2.64%,35.56%,65.61,1.28%,0.00%,769.43,1.25,7.93,1.28%,965286,2/1/2022 8:30:00 AM,10.0,7/21/2011,7.93,0.00%,69.0,81,1.08,7.93,7.59,7.19,6.96,5.85,8.15,34.0,26.1,61.333333333333336,True
7404,TBBK,"The Bancorp, Inc.",Financial,Banks - Regional,USA,1620.29,15.61,13.09,1.3,7.38,2.63,5.08,8.31,,0.00%,1.88,54.30%,19.74%,57.90%,12.00%,20.30%,21.60%,1.90%,57.2,52.67,3.60%,-2.64%,98.00%,-2.05%,2.74%,3.48,1.50%,16.90%,20.00%,,,0.22,0.71,,94.60%,46.80%,0.00%,9.53%,0.03%,14.63%,38.99%,15.76%,1.33,1.43,5.59%,4.58%,-1.20%,4.61%,10.73%,-10.37%,28.51%,-12.17%,49.87%,50.94,2.06%,-2.18%,415.13,0.86,29.3,-0.17%,355085,1/27/2022 4:30:00 PM,38.0,2/3/2004,29.3,0.01%,84.0,91,1.24,29.3,29.74,28.09,26.49,20.02,33.36,15.0,29.69,63.333333333333336,True
7503,THC,Tenet Healthcare Corporation,Healthcare,Medical Care Facilities,USA,8750.34,10.22,12.84,,0.45,8.97,3.7,9.62,,0.00%,8.42,124.40%,5.25%,45.30%,-6.81%,-0.10%,-38.60%,-1.20%,107.15,105.79,0.90%,-25.33%,97.50%,2.01%,4.29%,4.09,3.40%,171.30%,14.30%,1.4,1.3,15.09,15.22,82.90%,14.40%,4.70%,6.81%,17.50%,13.64%,14.67%,62.61%,5.26%,2.42,4.25,4.83%,5.21%,8.74%,9.95%,19.01%,-2.49%,27.26%,-2.49%,74.97%,59.86,3.56%,-3.13%,1110.81,1.04,85.99,0.33%,1160572,2/7/2022 4:30:00 PM,98.76,4/28/1971,85.99,0.00%,63.0,96,1.45,85.99,79.74,78.37,72.36,49.15,88.19,13.0,14.85,57.333333333333336,True
7630,TRGP,Targa Resources Corp.,Energy,Oil & Gas Midstream,USA,14582.74,,16.83,,0.86,7.43,92.0,8.11,2.14%,,-0.28,99.00%,17.67%,47.70%,5.70%,20.40%,,111.50%,228.6,225.42,1.10%,-3.22%,88.00%,-0.63%,1.68%,2.58,-0.10%,-0.70%,9.70%,0.8,0.7,3.2,3.28,19.00%,5.00%,-0.10%,5.28%,13.21%,20.01%,44.78%,103.90%,25.13%,2.61,2.01,4.02%,2.94%,6.10%,14.55%,31.48%,1.68%,37.42%,1.68%,118.26%,70.53,2.56%,0.00%,1469.78,2.51,65.37,2.56%,3682986,2/24/2022 8:30:00 AM,71.5,12/7/2010,65.5,0.20%,78.0,98,1.82,65.37,61.98,57.36,49.86,29.95,65.37,20.0,9.38,65.33333333333333,True
7678,TSN,"Tyson Foods, Inc.",Consumer Defensive,Farm Products,USA,32492.16,8.68,11.52,1.16,0.66,1.82,10.99,16.94,1.99%,16.80%,10.67,48.00%,-6.33%,13.00%,7.50%,5.00%,138.70%,23.60%,362.0,285.61,1.30%,-4.92%,85.80%,0.19%,1.34%,1.63,10.30%,21.60%,12.60%,1.7,0.9,0.45,0.51,15.30%,10.40%,7.50%,0.42%,2.93%,13.92%,18.02%,35.19%,6.31%,0.77,2.42,2.24%,2.28%,-1.03%,2.05%,14.13%,-8.00%,10.32%,-8.00%,37.64%,50.16,1.22%,-1.96%,2340.24,1.39,92.66,-0.76%,3255133,2/7/2022 8:30:00 AM,101.64,3/17/1980,91.92,-0.80%,63.0,90,1.21,92.66,93.69,90.93,81.25,68.26,100.72,14.0,9.69,55.666666666666664,True
7723,TWNK,"Hostess Brands, Inc.",Consumer Defensive,Packaged Foods,USA,2881.84,27.72,22.84,2.63,2.62,1.67,12.63,19.62,,0.00%,0.78,-7.90%,9.14%,-10.10%,10.53%,10.40%,-2.70%,10.40%,138.38,137.87,0.40%,0.00%,,-8.53%,4.67%,2.55,3.10%,6.40%,4.20%,2.2,2.0,0.66,0.67,35.90%,17.30%,9.70%,3.16%,5.02%,20.20%,38.08%,47.64%,5.48%,0.67,0.57,2.89%,2.49%,3.35%,6.14%,21.44%,-0.78%,14.57%,-0.78%,52.12%,63.42,0.14%,-0.92%,2526.89,1.4,21.54,-0.78%,3540753,3/1/2022 8:30:00 AM,22.4,11/30/2015,21.54,0.00%,72.0,94,1.32,21.54,20.9,20.34,17.77,14.21,21.86,15.0,3.99,60.333333333333336,True
7765,UCBI,"United Community Banks, Inc.",Financial,Banks - Regional,USA,3898.47,13.01,12.52,13.01,6.74,1.66,2.08,18.28,2.07%,26.60%,2.97,-17.30%,18.46%,11.90%,1.00%,14.90%,57.40%,4.20%,105.85,88.86,0.40%,-4.72%,81.30%,6.84%,2.78%,2.72,1.30%,12.30%,19.20%,,,0.12,0.12,,98.50%,41.90%,2.14%,10.21%,11.64%,26.01%,13.47%,7.57%,1.07,1.41,4.56%,3.35%,5.38%,6.39%,15.35%,-1.68%,18.81%,-1.68%,39.97%,60.65,3.79%,-2.38%,908.39,0.85,38.66,1.31%,767778,1/18/2022 4:30:00 PM,41.25,3/18/2002,38.66,0.00%,69.0,75,1.01,38.66,36.87,36.44,33.54,27.62,39.32,49.0,6.7,64.33333333333333,True
7839,UNVR,Univar Solutions Inc.,Basic Materials,Chemicals,USA,4896.71,19.46,12.43,1.1,0.54,2.42,22.18,123.65,,0.00%,1.58,148.40%,12.06%,17.80%,17.75%,-1.60%,188.50%,23.80%,170.9,167.01,0.40%,-16.07%,99.00%,-1.85%,1.91%,3.14,3.30%,10.80%,4.90%,1.8,1.3,1.02,1.05,24.80%,4.10%,2.40%,4.81%,15.54%,13.78%,27.37%,50.98%,8.32%,1.76,1.05,3.62%,3.16%,7.77%,9.84%,17.82%,-0.19%,21.40%,-0.19%,59.53%,64.41,1.82%,-0.98%,1014.53,1.29,30.71,0.82%,1304580,2/24/2022 4:30:00 PM,33.75,6/18/2015,30.71,0.00%,59.0,94,1.35,30.71,28.7,28.03,26.09,19.25,31.06,24.0,9.9,59.0,True
8050,VIVO,"Meridian Bioscience, Inc.",Healthcare,Diagnostics & Research,USA,1082.08,18.6,,1.09,3.45,3.18,14.88,18.22,,0.00%,1.36,51.70%,,16.40%,17.00%,10.10%,-43.00%,-5.00%,43.44,42.86,1.50%,-2.43%,98.60%,0.65%,5.80%,4.38,13.40%,18.40%,19.30%,4.1,2.6,0.14,0.14,60.20%,25.20%,19.10%,2.26%,22.40%,24.32%,26.44%,14.69%,24.02%,0.3,1.02,3.59%,5.03%,3.43%,15.18%,24.79%,-7.07%,47.09%,-14.93%,48.82%,61.65,2.14%,-0.44%,567.84,0.72,25.3,1.69%,408953,2/4/2022 8:30:00 AM,30.0,7/29/1986,25.3,0.00%,91.0,76,1.02,25.3,24.64,22.11,20.31,17.0,29.74,16.0,18.58,61.0,True
8063,VLO,Valero Energy Corporation,Energy,Oil & Gas Refining & Marketing,USA,33766.43,,11.54,,0.36,1.94,9.65,71.24,4.69%,,-1.09,-160.10%,2.83%,-19.50%,-13.80%,-5.90%,199.10%,86.70%,408.84,407.04,0.30%,-2.16%,79.30%,0.66%,3.18%,3.26,-2.50%,-7.60%,-2.10%,1.3,0.9,0.75,0.81,1.00%,-1.30%,-1.40%,-3.70%,1.87%,22.79%,24.44%,7.34%,11.18%,1.92,3.06,3.68%,3.42%,-3.96%,2.70%,11.62%,-10.94%,28.22%,-10.94%,41.90%,45.33,-0.36%,-1.25%,3972.05,1.57,83.51,-1.60%,6225985,1/27/2022 8:30:00 AM,94.95,11/1/1984,83.51,0.00%,72.0,70,0.96,83.51,87.06,81.62,74.84,58.85,93.77,22.0,13.7,54.666666666666664,True
8277,WH,"Wyndham Hotels & Resorts, Inc.",Consumer Cyclical,Lodging,USA,7682.71,33.3,21.57,,4.91,7.39,44.93,25.03,1.48%,33.70%,2.6,283.90%,17.31%,8.60%,,3.60%,796.20%,32.40%,93.1,90.63,1.00%,-9.89%,94.90%,-2.17%,1.93%,1.95,5.60%,22.90%,10.60%,1.8,1.8,1.89,1.91,50.80%,27.30%,15.60%,-1.49%,6.68%,5.57%,17.50%,32.73%,-3.61%,1.64,3.23,4.15%,3.36%,0.11%,0.77%,9.86%,-7.80%,11.74%,-7.80%,41.98%,50.95,0.68%,-1.76%,898.9,0.97,86.41,-1.10%,875749,2/15/2022 4:30:00 PM,98.25,5/18/2018,86.41,0.00%,88.0,88,1.18,86.41,86.5,85.89,78.72,60.86,93.72,21.0,13.7,65.66666666666667,True
8313,WMB,"The Williams Companies, Inc.",Energy,Oil & Gas Midstream,USA,37102.15,25.19,21.14,12.59,3.49,3.41,173.37,23.98,5.24%,170.80%,1.24,-75.90%,7.95%,17.30%,2.00%,1.00%,-46.90%,28.00%,1215.43,1212.02,0.20%,-8.54%,87.40%,1.76%,2.20%,2.85,2.50%,10.00%,3.10%,0.6,0.5,1.82,2.0,62.10%,22.50%,10.80%,5.60%,6.50%,10.76%,27.10%,32.60%,20.12%,1.29,0.85,3.86%,2.55%,3.64%,9.66%,15.69%,0.84%,25.82%,0.84%,39.02%,66.42,2.59%,-0.65%,9346.01,1.19,31.28,1.92%,11146040,2/21/2022 4:30:00 PM,32.91,7/2/1962,31.27,-0.03%,66.0,88,1.18,31.28,30.26,28.63,27.07,22.59,31.31,17.0,5.21,57.0,True
8356,WTFC,Wintrust Financial Corporation,Financial,Banks - Regional,USA,5443.93,13.1,12.6,1.31,4.27,1.42,0.88,14.98,1.25%,15.50%,7.59,-22.40%,17.57%,10.10%,10.00%,12.50%,5.80%,3.60%,57.0,56.17,1.30%,-1.56%,93.40%,0.90%,2.12%,2.95,0.90%,11.30%,17.90%,,,0.3,0.3,,87.60%,34.10%,0.56%,3.80%,9.11%,32.15%,29.98%,9.40%,1.37,3.78,3.51%,3.34%,-0.98%,2.21%,17.50%,-5.87%,19.21%,-5.87%,51.33%,50.28,2.99%,-2.39%,403.92,1.85,99.36,0.53%,746097,1/19/2022 4:30:00 PM,117.0,9/23/1996,99.36,0.00%,72.0,87,1.16,99.36,100.44,97.42,84.66,65.66,105.56,19.0,17.75,59.333333333333336,True
8540,ZION,"Zions Bancorporation, National Association",Financial,Banks - Regional,USA,10463.36,10.65,12.12,,4.58,1.55,0.8,60.48,2.14%,20.40%,6.66,-27.30%,15.73%,20.30%,,5.20%,42.60%,-2.10%,160.22,154.95,1.20%,-4.61%,81.60%,-5.36%,2.17%,2.28,1.30%,14.70%,20.80%,,,0.14,0.14,,,47.70%,0.24%,5.82%,10.47%,21.08%,29.38%,12.24%,1.3,2.78,4.17%,3.26%,-0.25%,4.83%,16.79%,-6.03%,21.85%,-6.03%,50.63%,52.53,3.07%,-3.11%,1472.24,1.18,70.89,-0.14%,1732512,1/24/2022 4:30:00 PM,74.1,3/17/1980,71.21,0.45%,53.0,87,1.15,70.89,71.21,67.79,60.76,47.06,75.44,15.0,4.53,51.666666666666664,True
