no,ticker,company,sector,industry,country,market_cap,pe,forward_pe,peg,ps,pb,pcash,pfree_cash_flow,dividend_yield,payout_ratio,eps_ttm,eps_growth_this_year,eps_growth_next_year,eps_growth_past_5_years,eps_growth_next_5_years,sales_growth_past_5_years,eps_growth_quarter_over_quarter,sales_growth_quarter_over_quarter,shares_outstanding,shares_float,insider_ownership,insider_transactions,institutional_ownership,institutional_transactions,float_short,short_ratio,return_on_assets,return_on_equity,return_on_investment,current_ratio,quick_ratio,lt_debtequity,total_debtequity,gross_margin,operating_margin,profit_margin,performance_week,performance_month,performance_quarter,performance_half_year,performance_year,performance_ytd,beta,average_true_range,volatility_week,volatility_month,simple_moving_average_20day,simple_moving_average_50day,simple_moving_average_200day,high_50day,low_50day,high_52week,low_52week,relative_strength_index_14,change_from_open,gap,average_volume,relative_volume,price,change,volume,earnings_date,target_price,ipo_date,afterhours_close,afterhours_change,analyst_recom,rs_rating,returns_multiple,current_price,ma_20_day,ma_50_day,ma_200_day,low_52_week,high_52_week,sentiment_score,est_gl,my_score,in_russell_3k
4120,ISBC,"Investors Bancorp, Inc.",Financial,Banks - Regional,USA,4164.59,12.76,11.74,1.23,4.53,1.4,4.91,11.88,3.31%,42.10%,1.32,26.20%,9.34%,11.50%,10.38%,6.00%,4.30%,-3.90%,235.6,226.52,0.20%,-67.02%,74.90%,-0.89%,5.99%,5.67,1.10%,10.50%,10.10%,,,1.24,1.24,,81.20%,31.70%,0.65%,3.49%,5.03%,20.10%,26.76%,11.62%,0.95,0.54,3.41%,2.71%,0.22%,3.98%,12.23%,-4.30%,21.05%,-4.30%,34.21%,52.61,4.58%,0.94%,2392.05,0.88,16.91,5.56%,2111778,1/26/2022 4:30:00 PM,17.6,10/12/2005,16.91,0.00%,63.0,83,1.1,16.91,16.91,16.31,15.08,12.6,17.67,28.0,4.08,58.0,True
4128,ISEE,"IVERIC bio, Inc.",Healthcare,Biotechnology,USA,1801.0,,,,,7.23,7.44,,,,-1.12,18.20%,6.40%,17.90%,,,15.00%,,105.22,79.31,0.70%,-22.56%,97.22%,14.93%,9.52%,5.29,-52.30%,-59.00%,,12.0,12.0,0.0,0.0,,,,5.42%,19.52%,-1.58%,61.64%,153.26%,-7.00%,1.52,0.85,6.65%,5.70%,6.46%,6.40%,24.58%,-9.06%,33.94%,-19.51%,183.50%,57.5,3.53%,-1.18%,1428.99,0.76,15.55,2.30%,1090802,2/24/2022 8:30:00 AM,24.0,9/25/2013,15.7,0.96%,84.0,99,2.2,15.55,14.77,14.64,12.53,5.49,19.32,8.0,54.34,63.666666666666664,True
4148,ITCI,"Intra-Cellular Therapies, Inc.",Healthcare,Biotechnology,USA,5181.39,,,,73.39,9.24,10.86,,,,-3.2,-20.50%,8.10%,-2.10%,,201.60%,-19.10%,200.00%,81.36,74.44,1.40%,-31.21%,81.10%,0.43%,6.36%,3.84,-40.30%,-44.90%,-35.20%,10.7,10.5,0.0,0.0,90.60%,,,-3.84%,15.82%,26.91%,77.69%,56.03%,5.62%,1.15,2.65,4.22%,4.98%,7.37%,16.59%,36.61%,-5.05%,59.72%,-5.05%,94.65%,61.94,1.92%,1.25%,1232.01,0.58,55.28,3.19%,713346,,61.6,12/27/2013,53.7,-2.86%,81.0,95,1.36,55.28,51.98,47.8,40.56,28.4,58.22,5.0,11.43,60.333333333333336,True
4468,KOS,Kosmos Energy Ltd.,Energy,Oil & Gas E&P,USA,2057.26,,4.71,,1.99,6.43,18.48,6.48,,,-0.41,-630.90%,1079.01%,-41.00%,,12.50%,24.10%,-11.50%,451.89,444.33,1.50%,0.00%,89.80%,15.43%,5.47%,2.37,-4.20%,-48.50%,-15.00%,0.9,0.6,8.26,8.36,69.50%,9.40%,-16.30%,3.93%,3.21%,19.05%,108.33%,46.10%,30.06%,3.21,0.33,6.31%,6.79%,0.98%,7.98%,35.38%,-11.59%,49.01%,-11.59%,150.00%,53.06,-0.44%,-1.31%,10265.83,1.03,4.5,-1.75%,10551489,2/28/2022 8:30:00 AM,6.17,5/11/2011,4.5,0.00%,69.0,92,1.27,4.5,4.46,4.19,3.33,1.8,5.09,33.0,37.11,64.66666666666667,True
4589,LEGH,Legacy Housing Corporation,Consumer Cyclical,Residential Construction,USA,623.07,13.54,12.72,,3.22,2.14,692.3,12.34,,0.00%,1.93,32.80%,2.50%,,,,73.90%,29.30%,24.2,8.68,34.70%,-2.65%,22.30%,0.83%,1.02%,2.27,13.20%,16.90%,12.80%,2.1,1.2,0.03,0.0,39.40%,28.90%,24.10%,-2.80%,7.73%,-2.98%,40.77%,65.95%,-1.51%,,1.16,5.61%,3.96%,1.43%,3.10%,25.41%,-6.18%,19.75%,-9.60%,74.15%,53.16,4.61%,0.65%,38.98,0.69,26.07,5.29%,26809,,30.5,12/14/2018,26.07,0.00%,69.0,96,1.44,26.07,25.79,25.31,20.83,14.97,28.84,18.0,16.99,61.0,True
4674,LLNW,"Limelight Networks, Inc.",Technology,Software - Infrastructure,USA,536.29,,300.0,,2.46,3.68,6.76,,,,-0.45,-169.40%,80.00%,9.60%,15.00%,5.30%,39.90%,13.50%,134.03,119.35,7.50%,0.00%,53.10%,9.45%,4.19%,2.62,-17.90%,-39.60%,-18.40%,3.6,3.6,0.86,0.86,27.60%,-21.80%,-25.20%,-4.65%,-7.58%,31.31%,51.16%,19.27%,13.70%,0.54,0.22,5.15%,4.96%,-4.01%,2.60%,27.00%,-13.62%,34.02%,-13.62%,69.57%,48.5,2.09%,-0.26%,1911.03,0.82,3.9,1.83%,1571525,1/20/2022 4:30:00 PM,4.93,6/8/2007,3.89,-0.13%,56.0,77,1.04,3.9,4.06,3.82,3.08,2.3,4.51,11.0,26.41,48.0,True
4718,LPI,"Laredo Petroleum, Inc.",Energy,Oil & Gas E&P,USA,1298.6,,2.97,,1.17,5.2,25.26,3.3,,,-22.42,-153.00%,167.57%,19.50%,10.49%,2.20%,142.10%,118.60%,15.76,15.72,0.90%,-76.45%,74.00%,3.12%,14.32%,2.92,-13.60%,,-73.40%,0.3,0.3,6.02,6.02,61.10%,37.90%,-21.30%,4.29%,6.02%,8.20%,58.95%,126.79%,22.92%,3.92,5.88,8.28%,8.22%,6.04%,8.75%,11.63%,-5.51%,38.07%,-25.54%,178.80%,55.47,-1.78%,0.09%,769.88,0.87,73.91,-1.69%,667247,2/22/2022 4:30:00 PM,99.33,12/15/2011,73.9,-0.01%,53.0,99,1.97,73.91,70.04,68.24,66.38,26.51,99.26,14.0,34.39,55.333333333333336,True
4720,LPLA,LPL Financial Holdings Inc.,Financial,Capital Markets,USA,14760.93,32.47,13.61,1.55,1.91,9.06,8.25,101.94,0.55%,17.20%,5.63,-11.50%,43.34%,27.40%,20.90%,6.60%,-2.30%,38.40%,80.18,79.84,0.70%,-21.89%,97.80%,0.43%,1.57%,2.3,6.60%,31.40%,12.90%,,,1.75,1.87,98.90%,9.20%,6.00%,0.08%,12.22%,6.24%,23.90%,38.92%,14.14%,1.03,6.73,3.84%,3.50%,1.31%,6.57%,17.00%,-6.91%,21.73%,-6.91%,43.85%,55.28,2.59%,0.72%,546.86,1.17,182.73,3.34%,637645,2/3/2022 4:30:00 PM,222.5,11/18/2010,182.73,0.00%,69.0,90,1.21,182.73,181.37,171.92,156.38,127.03,196.29,32.0,21.76,63.666666666666664,True
4821,MAT,"Mattel, Inc.",Consumer Cyclical,Leisure,USA,8959.5,10.02,14.14,1.0,1.64,6.78,60.33,20.26,,0.00%,2.54,158.80%,24.60%,-19.60%,10.00%,-4.30%,151.40%,7.70%,350.42,348.26,0.40%,-4.13%,,-0.06%,7.16%,6.78,5.90%,44.30%,7.50%,1.6,1.1,1.96,2.05,48.20%,12.00%,5.90%,1.84%,24.29%,13.83%,16.81%,25.89%,17.95%,1.48,0.97,4.07%,3.77%,10.64%,15.75%,20.83%,-1.09%,32.66%,-1.09%,41.71%,66.37,2.21%,0.36%,3676.33,0.93,25.43,2.58%,3433110,2/9/2022 4:30:00 PM,30.54,8/12/1963,25.43,0.00%,66.0,82,1.09,25.43,23.26,22.07,21.07,17.95,25.71,18.0,20.09,55.333333333333336,True
4865,MCK,McKesson Corporation,Healthcare,Medical Distribution,USA,41637.46,30.75,11.96,2.37,0.16,,15.12,10.36,0.68%,19.20%,8.96,-667.60%,-3.62%,-37.30%,12.96%,4.50%,99.90%,9.60%,151.6,146.83,0.05%,-63.28%,88.90%,-2.55%,1.20%,1.67,2.20%,-235.80%,-61.00%,1.0,0.6,,,5.20%,0.90%,0.50%,0.74%,11.50%,21.84%,39.33%,62.45%,10.79%,0.71,6.8,2.42%,2.37%,2.80%,8.22%,27.39%,-2.60%,20.33%,-2.60%,62.62%,63.73,2.33%,0.94%,1056.54,1.01,275.38,3.29%,1071838,2/2/2022 4:30:00 PM,300.87,11/10/1994,275.38,0.00%,72.0,95,1.41,275.38,268.89,255.37,216.56,169.34,282.73,12.0,9.26,59.666666666666664,True
4871,MCRI,"Monarch Casino & Resort, Inc.",Consumer Cyclical,Resorts & Casinos,USA,1491.87,22.37,16.81,1.6,3.77,3.46,45.21,106.56,,0.00%,3.52,-26.30%,-0.72%,1.00%,14.00%,-1.80%,101.70%,86.30%,18.64,13.37,3.80%,-2.54%,67.50%,0.66%,1.68%,3.16,7.80%,13.30%,4.50%,0.6,0.5,0.2,0.25,55.10%,13.60%,13.20%,4.81%,26.40%,10.46%,19.46%,16.48%,6.57%,1.69,3.23,4.33%,4.45%,12.31%,13.36%,15.85%,-0.48%,34.37%,-0.48%,39.86%,66.37,1.56%,0.17%,71.16,2.14,78.81,1.73%,151930,2/9/2022 4:30:00 PM,86.5,8/6/1993,79.0,0.24%,84.0,75,1.01,78.81,71.14,69.77,68.08,56.35,79.66,12.0,9.76,57.0,True
4951,MGY,Magnolia Oil & Gas Corporation,Energy,Oil & Gas E&P,USA,4888.71,8.88,8.23,0.19,4.55,4.64,13.32,8.85,0.76%,3.40%,2.36,132.70%,6.08%,,46.69%,,391.60%,115.60%,180.61,108.73,0.80%,-95.53%,,3.23%,17.75%,11.25,26.60%,60.80%,49.20%,2.4,2.4,0.48,0.48,87.50%,56.00%,38.80%,1.21%,-3.32%,3.87%,45.15%,73.80%,11.08%,2.29,1.17,4.96%,5.35%,-1.48%,2.29%,19.63%,-10.20%,21.65%,-10.20%,103.69%,50.61,0.05%,0.58%,1715.63,0.73,20.96,0.62%,1248328,2/17/2022 8:30:00 AM,22.93,6/29/2017,20.96,0.00%,59.0,97,1.51,20.96,21.23,20.53,17.57,10.29,23.34,15.0,9.4,57.0,True
4977,MIRM,"Mirum Pharmaceuticals, Inc.",Healthcare,Biotechnology,USA,712.57,,,,44.54,12.72,3.75,,,,-6.1,-79.10%,-12.20%,,,,-81.30%,,30.37,29.15,0.90%,-0.68%,84.50%,7.80%,1.96%,3.38,-75.60%,-156.10%,,3.9,3.9,0.0,0.0,,,,4.00%,34.30%,65.15%,52.09%,28.81%,48.28%,,1.26,5.84%,6.36%,12.47%,29.83%,41.25%,-3.86%,75.19%,-3.86%,84.48%,70.85,0.17%,0.81%,169.29,0.51,23.65,0.98%,87063,11/15/2021 4:30:00 PM,55.43,7/18/2019,23.65,0.00%,81.0,85,1.12,23.65,21.36,18.41,16.77,12.82,24.6,14.0,134.38,60.0,True
5043,MNRL,"Brigham Minerals, Inc.",Energy,Oil & Gas E&P,USA,1294.83,180.58,14.73,57.88,9.43,2.05,90.55,15.47,2.56%,722.20%,0.12,-669.70%,23.28%,,3.12%,,284.80%,81.80%,45.2,42.46,1.80%,-13.73%,83.90%,1.69%,1.88%,2.72,0.10%,0.10%,-10.90%,5.3,5.3,0.11,0.11,,0.40%,0.30%,-1.71%,3.02%,-1.58%,18.13%,56.41%,3.60%,,0.84,3.95%,3.52%,-1.14%,0.25%,7.13%,-7.22%,12.80%,-13.24%,63.85%,48.07,-0.64%,0.50%,293.42,1.45,21.85,-0.14%,425493,2/23/2022 4:30:00 PM,27.27,4/18/2019,21.85,0.00%,75.0,94,1.33,21.85,22.1,21.8,20.66,13.66,25.49,10.0,24.81,59.666666666666664,True
5063,MOH,"Molina Healthcare, Inc.",Healthcare,Healthcare Plans,USA,18883.93,28.29,16.38,1.38,0.68,7.0,2.47,9.25,,0.00%,11.25,0.30%,13.35%,64.70%,20.52%,9.30%,208.60%,41.50%,58.4,57.88,0.10%,-8.63%,96.10%,-1.30%,1.50%,2.9,6.00%,27.20%,15.50%,1.4,1.4,0.91,0.0,14.60%,3.70%,2.40%,-0.47%,18.66%,3.69%,20.52%,46.86%,0.08%,0.77,10.67,3.56%,3.59%,5.12%,5.93%,14.31%,-2.98%,20.75%,-2.98%,52.16%,61.33,3.16%,0.34%,299.22,0.99,318.34,3.52%,296251,2/9/2022 4:30:00 PM,344.5,7/2/2003,319.74,0.44%,56.0,93,1.28,318.34,304.97,300.77,278.79,209.22,328.11,10.0,8.22,53.0,True
5086,MPC,Marathon Petroleum Corporation,Energy,Oil & Gas Refining & Marketing,USA,47080.52,36.71,14.65,1.22,0.39,1.71,3.56,31.7,3.03%,19.70%,2.08,-716.80%,5.73%,-39.20%,30.11%,-0.60%,156.30%,85.90%,633.0,590.89,0.20%,-5.69%,74.70%,-6.08%,3.09%,2.67,8.60%,30.40%,-18.20%,2.0,1.5,0.96,0.97,9.00%,0.40%,6.30%,-0.55%,7.83%,18.57%,31.76%,40.13%,19.61%,1.91,2.49,3.36%,3.07%,-0.49%,7.22%,20.58%,-5.95%,27.65%,-5.95%,52.50%,54.15,1.81%,0.97%,6847.26,0.77,76.54,2.79%,5271675,2/2/2022 8:30:00 AM,85.33,6/23/2011,76.75,0.27%,75.0,90,1.22,76.54,77.15,71.67,63.56,50.19,81.39,16.0,11.48,60.333333333333336,True
5110,MRO,Marathon Oil Corporation,Energy,Oil & Gas E&P,USA,17049.99,17.99,12.13,,3.11,1.59,,8.31,1.10%,18.10%,1.22,165.50%,-22.34%,19.80%,-5.09%,10.10%,295.20%,120.40%,775.0,765.83,0.30%,-26.05%,72.60%,-3.36%,3.18%,1.29,5.40%,8.80%,7.50%,1.1,1.1,0.37,0.38,90.30%,21.60%,17.20%,-0.05%,11.58%,30.01%,89.93%,97.12%,33.25%,2.78,1.07,5.73%,4.65%,3.61%,16.13%,46.48%,-5.61%,53.07%,-5.61%,125.57%,61.37,1.20%,0.89%,18821.21,1.04,21.88,2.10%,19522869,2/16/2022 4:30:00 PM,22.76,11/26/1965,21.77,-0.50%,63.0,98,1.71,21.88,21.22,18.97,14.99,9.7,23.18,13.0,4.02,58.0,True
5144,MTB,M&T Bank Corporation,Financial,Banks - Regional,USA,23656.63,13.27,12.66,2.61,6.01,1.46,0.54,11.91,2.62%,32.60%,13.79,38.80%,28.79%,12.10%,5.08%,0.20%,-4.30%,-7.70%,128.7,128.06,0.40%,-0.91%,88.70%,0.87%,4.86%,4.76,1.20%,11.40%,16.40%,,,0.22,0.22,,97.10%,45.10%,0.20%,9.10%,13.35%,30.96%,21.26%,19.18%,0.94,6.23,3.34%,2.78%,2.24%,8.07%,19.34%,-2.10%,29.36%,-2.10%,42.48%,57.22,4.66%,0.23%,1307.0,1.17,183.03,4.91%,1530112,1/20/2022 8:30:00 AM,188.91,3/17/1980,183.03,0.00%,53.0,78,1.05,183.03,179.72,170.04,153.49,128.46,186.95,17.0,3.21,49.333333333333336,True
5151,MTDR,Matador Resources Company,Energy,Oil & Gas E&P,USA,5250.92,19.53,6.88,1.88,3.98,3.17,71.83,6.06,0.44%,3.10%,2.34,-781.60%,62.39%,9.30%,10.40%,22.10%,171.90%,132.30%,117.01,109.77,1.20%,0.53%,92.00%,1.60%,8.95%,5.86,7.40%,19.30%,-15.30%,0.8,0.8,0.9,0.0,72.20%,31.00%,21.30%,4.34%,1.99%,2.72%,68.69%,118.67%,23.73%,4.12,3.0,8.33%,6.22%,2.85%,9.10%,24.77%,-6.36%,36.40%,-6.36%,136.32%,56.34,-1.57%,-0.39%,1677.0,1.37,45.68,-1.95%,2292195,2/22/2022 4:30:00 PM,53.27,2/2/2012,45.09,-1.29%,66.0,99,1.9,45.68,44.49,42.05,36.7,19.33,48.78,17.0,16.62,60.666666666666664,True
5265,NCBS,"Nicolet Bankshares, Inc.",Financial,Banks - Regional,USA,1140.03,17.35,12.93,2.48,6.64,1.36,0.81,12.19,,0.00%,5.5,3.30%,7.13%,17.30%,7.00%,25.20%,-57.90%,3.80%,14.28,10.75,2.40%,-4.47%,44.10%,1.02%,2.78%,3.42,1.40%,12.20%,9.80%,,,0.17,0.17,,79.20%,42.30%,0.53%,3.75%,29.37%,26.02%,28.83%,11.25%,0.62,1.98,1.98%,1.95%,1.13%,6.46%,22.23%,-1.32%,25.45%,-1.32%,40.15%,61.8,2.12%,0.00%,87.31,0.42,95.4,2.12%,37012,,101.2,5/17/2013,95.4,0.00%,69.0,85,1.12,95.4,94.54,89.97,78.14,68.07,96.68,23.0,6.08,59.0,True
5337,NI,NiSource Inc.,Utilities,Utilities - Regulated Gas,USA,11428.55,25.81,19.99,7.33,2.43,2.39,296.85,15.98,3.04%,76.00%,1.12,-121.70%,6.93%,-18.40%,3.52%,0.10%,123.60%,6.30%,393.2,391.12,0.30%,0.00%,98.10%,0.42%,4.10%,3.05,2.00%,9.20%,2.20%,0.7,0.4,1.92,2.02,73.90%,20.00%,9.50%,1.44%,6.04%,13.78%,17.00%,34.17%,4.96%,0.3,0.68,2.50%,2.32%,0.82%,3.65%,12.33%,-4.01%,10.86%,-4.01%,37.28%,58.51,1.05%,1.24%,5251.3,1.09,28.98,2.29%,5719945,2/23/2022 8:30:00 AM,30.5,12/19/1962,28.98,0.00%,72.0,88,1.17,28.98,28.8,28.02,25.82,21.11,30.19,17.0,5.24,59.0,True
5364,NLOK,NortonLifeLock Inc.,Technology,Software - Infrastructure,USA,16693.32,18.18,15.0,1.47,6.07,,9.37,23.98,1.76%,32.00%,1.56,29.00%,9.15%,24.10%,12.40%,-6.70%,17.90%,9.90%,582.0,579.55,0.10%,-0.16%,99.70%,2.88%,4.60%,6.02,13.70%,-274.30%,23.60%,0.7,0.7,,,85.20%,41.00%,33.10%,0.92%,12.27%,12.90%,6.51%,45.82%,9.51%,0.62,0.93,4.16%,3.49%,2.35%,6.24%,8.41%,-7.97%,18.17%,-7.97%,46.57%,55.62,4.17%,0.18%,4427.7,1.22,28.45,4.37%,5405490,2/3/2022 4:30:00 PM,29.26,6/23/1989,28.45,0.00%,66.0,92,1.27,28.45,27.96,26.86,26.26,19.41,30.92,14.0,2.85,57.333333333333336,True
5403,NOG,"Northern Oil and Gas, Inc.",Energy,Oil & Gas E&P,USA,1800.92,,4.05,,7.91,,900.46,5.36,1.36%,,-6.36,-978.70%,57.48%,33.10%,36.30%,15.00%,102.50%,178.00%,65.86,63.67,3.40%,-19.65%,77.00%,30.11%,13.60%,8.25,-31.90%,178.60%,-117.10%,0.5,0.5,,,8.10%,,,-2.28%,3.10%,6.59%,54.05%,77.71%,14.67%,2.26,1.51,6.59%,6.43%,-0.50%,5.76%,16.38%,-7.34%,34.74%,-15.32%,107.02%,52.12,0.43%,1.03%,1049.52,1.15,23.6,1.46%,1209150,2/25/2022 8:30:00 AM,35.83,1/10/2007,23.6,0.00%,78.0,97,1.54,23.6,23.77,22.42,20.32,11.4,27.87,19.0,51.82,64.66666666666667,True
5409,NOV,NOV Inc.,Energy,Oil & Gas Equipment & Services,USA,6597.62,,21.57,,1.19,1.31,,94.25,1.18%,,-0.65,91.20%,372.89%,36.80%,41.00%,-5.30%,90.70%,14.30%,386.0,361.68,0.55%,-0.38%,96.70%,0.96%,3.94%,3.21,-2.60%,-5.00%,-2.10%,2.6,1.9,0.39,0.39,14.00%,-2.40%,-4.50%,-1.05%,2.42%,31.55%,29.73%,12.12%,24.94%,1.99,0.75,4.06%,4.41%,0.72%,9.01%,15.88%,-4.43%,35.87%,-6.05%,47.73%,55.1,0.47%,0.42%,4434.77,1.29,16.93,0.89%,5709777,2/3/2022 4:30:00 PM,18.25,10/29/1996,16.87,-0.35%,56.0,71,0.97,16.93,16.83,15.6,14.61,11.46,18.02,7.0,7.8,44.666666666666664,True
5482,NUAN,"Nuance Communications, Inc.",Technology,Software - Application,USA,17719.6,,135.24,,13.24,10.89,192.81,119.08,,,-0.26,-27.80%,36.67%,-6.70%,5.20%,-6.90%,-919.60%,-7.10%,317.36,296.59,0.50%,-54.52%,89.90%,1.91%,12.65%,6.29,-2.90%,-6.40%,3.00%,0.6,0.6,0.31,0.52,59.90%,2.10%,-7.40%,0.49%,0.84%,0.02%,0.80%,24.33%,0.23%,1.1,0.23,0.34%,0.37%,0.33%,0.42%,1.04%,-0.09%,1.67%,-0.18%,38.97%,58.77,0.27%,0.14%,5964.36,0.69,55.45,0.42%,4136108,2/7/2022 4:30:00 PM,57.0,12/11/1995,55.45,0.00%,63.0,81,1.08,55.45,55.3,55.23,54.89,39.9,55.55,18.0,2.8,54.0,True
5556,NXST,"Nexstar Media Group, Inc.",Communication Services,Broadcasting,USA,7462.97,8.58,7.03,0.53,1.56,2.84,38.51,7.52,2.02%,12.20%,20.8,261.50%,45.28%,48.30%,16.32%,38.10%,-4.40%,3.50%,41.68,38.81,1.40%,-63.73%,98.80%,1.49%,4.62%,4.5,7.00%,36.20%,10.10%,1.8,1.8,2.87,2.89,62.30%,28.60%,19.60%,-0.28%,12.71%,11.33%,22.29%,29.80%,18.25%,1.53,6.75,4.85%,3.67%,3.07%,10.33%,16.33%,-3.78%,27.81%,-3.78%,36.71%,58.46,4.10%,0.24%,398.65,0.69,178.54,4.35%,274315,2/22/2022 8:30:00 AM,189.89,11/24/2003,178.54,0.00%,81.0,86,1.13,178.54,174.41,162.47,153.64,131.27,185.55,22.0,6.36,63.0,True
5604,OFG,OFG Bancorp,Financial,Banks - Regional,USA,1389.24,10.83,8.79,1.35,3.09,1.37,0.5,,1.72%,11.60%,2.58,43.70%,14.28%,40.90%,8.00%,3.10%,61.50%,-2.40%,51.52,48.86,0.90%,6.10%,95.00%,0.41%,1.61%,2.88,1.30%,12.90%,32.50%,,,0.03,0.03,,88.60%,29.60%,0.76%,1.71%,2.87%,20.65%,44.64%,5.16%,1.34,0.92,2.74%,2.91%,0.71%,1.37%,11.56%,-9.70%,15.80%,-9.70%,48.88%,51.55,2.80%,0.44%,272.5,0.68,27.93,3.25%,184269,1/19/2022 8:30:00 AM,35.33,3/26/1987,27.93,0.00%,69.0,92,1.26,27.93,27.75,27.62,25.06,18.76,30.93,10.0,26.49,57.0,True
5703,ORI,Old Republic International Corporation,Financial,Insurance - Diversified,USA,8107.79,5.22,10.12,0.52,0.94,1.26,60.78,11.55,3.32%,16.20%,5.07,-46.70%,-0.61%,4.80%,10.00%,4.90%,-64.60%,18.10%,301.58,284.53,0.40%,-32.39%,55.50%,-0.21%,1.19%,2.07,6.60%,24.60%,8.90%,,,0.25,0.25,,12.70%,18.40%,0.99%,6.17%,2.48%,7.57%,45.75%,7.77%,0.82,0.71,2.56%,2.29%,1.34%,4.64%,8.19%,-2.57%,15.17%,-2.57%,46.89%,56.39,4.00%,0.71%,1634.94,1.27,26.49,4.74%,2084430,1/27/2022 8:30:00 AM,30.0,11/1/1982,26.62,0.49%,59.0,89,1.19,26.49,26.2,25.35,25.15,19.18,27.19,23.0,13.25,57.0,True
5748,OVV,Ovintiv Inc.,Energy,Oil & Gas E&P,USA,11017.13,,4.86,,1.61,2.85,1377.14,7.08,1.35%,,-2.26,1417.10%,68.89%,5.70%,,6.60%,95.30%,50.30%,261.1,260.26,0.93%,0.00%,72.40%,-2.53%,2.37%,1.89,-4.10%,-14.80%,-53.20%,0.4,0.4,1.27,1.27,51.80%,-7.60%,-8.50%,0.34%,8.04%,7.17%,61.95%,79.50%,22.88%,3.4,2.26,6.17%,5.17%,2.80%,10.13%,26.95%,-3.92%,40.28%,-3.92%,96.54%,57.15,2.35%,1.94%,3261.87,2.46,41.41,4.33%,8026595,2/24/2022 4:30:00 PM,51.15,8/21/2001,41.55,0.34%,66.0,97,1.56,41.41,40.46,37.79,32.7,21.07,43.1,22.0,23.52,61.666666666666664,True
5756,OXY,Occidental Petroleum Corporation,Energy,Oil & Gas E&P,USA,36456.67,,11.02,,1.63,3.98,17.71,5.89,0.10%,,-0.79,155.00%,61.88%,-8.00%,37.40%,7.30%,115.80%,64.90%,935.4,931.85,0.10%,0.00%,73.10%,3.41%,3.75%,2.01,-1.40%,-12.90%,-23.10%,1.1,0.9,3.39,3.48,59.40%,7.40%,-5.00%,-2.81%,4.53%,21.02%,61.42%,45.58%,33.63%,2.09,2.01,5.28%,4.83%,-2.25%,10.81%,27.58%,-10.23%,48.71%,-10.23%,79.19%,52.57,-1.22%,0.77%,17391.34,1.71,38.74,-0.46%,29751870,2/24/2022 4:30:00 PM,44.08,7/2/1962,38.59,-0.39%,53.0,92,1.27,38.74,39.7,35.16,30.43,21.62,43.16,2.0,13.78,49.0,True
5766,PACW,PacWest Bancorp,Financial,Banks - Regional,USA,5780.93,9.63,9.85,0.96,4.99,1.47,1.16,14.76,2.04%,19.80%,5.09,-372.30%,11.02%,-42.10%,10.00%,4.50%,926.80%,217.40%,117.18,115.14,1.00%,-1.63%,90.90%,0.67%,2.78%,3.81,1.80%,15.70%,19.30%,,,0.22,0.0,,,50.90%,0.08%,2.92%,-0.45%,17.41%,35.26%,8.52%,1.41,2.02,4.25%,3.71%,1.03%,3.13%,9.30%,-5.39%,20.18%,-5.39%,38.18%,52.22,3.81%,1.46%,838.54,0.99,49.02,5.33%,832422,1/19/2022 4:30:00 PM,59.4,6/5/2000,49.02,0.00%,75.0,88,1.18,49.02,48.67,47.63,44.88,35.48,51.81,14.0,21.18,59.0,True
5860,PDCE,"PDC Energy, Inc.",Energy,Oil & Gas E&P,USA,5711.49,136.15,5.36,5.01,4.46,2.2,57.17,4.62,0.84%,53.90%,0.42,-733.00%,23.75%,-33.40%,27.20%,17.60%,570.40%,95.20%,98.18,95.89,1.20%,-5.79%,,-0.82%,8.19%,5.22,0.80%,1.70%,-15.10%,0.5,0.5,0.49,0.49,77.50%,9.30%,3.30%,-0.56%,-1.33%,3.25%,46.45%,64.55%,16.67%,2.97,3.15,5.55%,5.13%,-2.86%,4.12%,19.30%,-10.26%,29.34%,-10.26%,90.11%,50.13,1.23%,0.21%,1505.71,0.73,56.91,1.44%,1106020,2/28/2022 4:30:00 PM,75.79,3/17/1980,56.91,0.00%,69.0,95,1.42,56.91,58.49,54.86,48.15,30.25,63.42,24.0,33.18,62.666666666666664,True
5900,PFBC,Preferred Bank,Financial,Banks - Regional,USA,1142.84,12.26,10.14,1.23,5.42,2.08,1.04,12.13,2.19%,25.20%,6.41,-9.80%,8.56%,16.90%,10.00%,17.70%,53.20%,1.50%,14.88,14.68,1.70%,0.00%,77.60%,-1.10%,3.12%,4.78,1.50%,14.70%,20.10%,,,0.26,0.26,,84.80%,38.20%,-0.49%,0.90%,10.72%,27.60%,35.63%,9.49%,1.3,2.4,3.11%,2.71%,-0.13%,3.46%,15.77%,-4.11%,22.58%,-4.11%,38.48%,52.21,3.27%,0.57%,95.87,0.46,78.6,3.86%,43692,1/19/2022 4:30:00 PM,92.0,8/19/1999,79.43,1.06%,63.0,88,1.18,78.6,78.69,76.22,67.96,56.76,81.97,12.0,17.05,54.333333333333336,True
